A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
1.1843,1.0411,1.5732,1.2881,0,73.6,10,6.0,1.5110940351551245,-0.48964302012188043,0.7751192737034878,0.36091331799431825,1.0092199625167746,1.5732,1.542849582172702,5.300962834157561,2.845215935001271,7.059606705313316,-1.43385824
1.1837,1.0394,1.5686,1.287,0,73.6,10,6.0,1.509139888397152,-0.4818152684008732,0.7797315117906316,0.3608206591800093,1.0030041373866359,1.5686,1.5447962285934187,5.291759518440941,2.839265058345021,7.102121396413159,-1.4211059599999998
1.1852,1.0366,1.5436,1.2739,0,73.6,10,6.0,1.4890989774262011,-0.4466771502533753,0.8003038081458406,0.3623694856743963,0.9733558357676124,1.5436,1.5205445398417907,5.214578004626434,2.791670609577611,4.738665069085428,-1.3461009600000002
1.1845,1.0375,1.5389,1.2708,0,73.6,10,6.0,1.4832771084337348,-0.44410352468858094,0.8047195033936227,0.3636875007035652,0.9705213035308764,1.5389,1.5106290506024092,5.200702436647209,2.781418771374358,4.409452892034149,-1.3307132099999999
1.1855,1.0397,1.5354,1.2677,0,73.6,10,6.0,1.4767721458112917,-0.4431131653525502,0.806808903191649,0.36522572488281035,0.97061989988754,1.5354,1.4972930653073004,5.185297327898836,2.772074619598802,3.6562782084145016,-1.3177531600000003
1.1866,1.039,1.528,1.2587,0,73.6,10,6.0,1.4706448508180945,-0.4336752979805054,0.8111888077778341,0.3647026075957189,0.9542035800067852,1.528,1.477609615014437,5.149264466910105,2.7470501445026176,4.165204077299873,-1.295784
1.1869,1.0379,1.5229,1.2553,0,73.6,10,6.0,1.467289719626168,-0.4257938391314089,0.8153955568230477,0.3645367711864919,0.9456566729120299,1.5229,1.472398323537913,5.132005913354394,2.7359789886880295,4.210545469354653,-1.2813244099999999
1.1873,1.0368,1.5187,1.2556,0,73.6,10,6.0,1.464795524691358,-0.41774992065796157,0.8197437782329153,0.3648125471997324,0.9427598273945537,1.5187,1.4760081790123458,5.124693194656467,2.7336394487153486,3.636400646926959,-1.26964969
1.1951,1.0684,1.759777777777778,1.3105882352941178,0,92.6,11,8.2,1.6471151046216568,-0.7562175928441663,0.6192192549946388,0.33953108281178324,1.1214287155019655,1.759777777777778,1.5237713283388545,5.648933121365788,3.051090492346116,-1.7156700210885012,-2.028417827160495
1.1943,1.0672,1.7534444444444444,1.3249411764705885,0,92.6,11,8.2,1.643032650341496,-0.7423293845419663,0.6273733449855781,0.3421152809603205,1.1401396490032905,1.7534444444444444,1.5615002567920204,5.675098056842571,3.078832732819686,-2.197960626356722,-2.007367419753086
1.1945,1.0682,1.7472222222222222,1.3229411764705885,0,92.6,11,8.2,1.6356695583432148,-0.7367793117290249,0.6312886733911829,0.3437063171431825,1.1393870107128097,1.7472222222222222,1.5539681409530899,5.659131585151385,3.0686404631274877,-2.3712109143565714,-1.9845854938271605
1.1984,1.0838,1.7713333333333334,1.3192941176470587,0,92.6,11,8.2,1.6343728855262347,-0.7931596188266228,0.6114900516077261,0.3476444270147107,1.1730511961091679,1.7713333333333334,1.5039491804754632,5.681901760932858,3.0817124985720294,-2.4569530242704887,-2.053821777777778
1.1977,1.0868,1.7666666666666666,1.3192941176470587,0,92.6,11,8.2,1.6255674150410993,-0.7939840871478714,0.6150689722168889,0.3505936621715252,1.1806237938444002,1.7666666666666666,1.496155906741228,5.6756475279828384,3.0775231964483907,-2.8139565137270375,-2.034311111111111
1.1982,1.0876,1.7586666666666666,1.3171764705882352,0,92.6,11,8.2,1.6170160598259165,-0.7853463219838661,0.6199524561034487,0.3523475139903226,1.179071413958165,1.7586666666666666,1.489122099896792,5.655724590321014,3.065437471167997,-3.24062037411114,-2.0053084444444442
1.2063,1.0938,1.7585555555555554,1.3185882352941176,0,92.6,11,8.2,1.6077487251376443,-0.785647436943991,0.6163737700343402,0.3552858293389103,1.1953807526851459,1.7585555555555554,1.4764960301567625,5.64000234905707,3.06862390465536,-7.134805485054392,-1.9987176419753079
1.2058,1.0977,1.7523333333333333,1.3103529411764705,0,92.6,11,8.2,1.5963681637362972,-0.7884693781976018,0.6191590198269796,0.35797400128111906,1.192345528724255,1.7523333333333333,1.4475752465126042,5.61070706584192,3.043951211732629,-7.37259744072631,-1.9729721111111111
1.2047,1.0952,1.7467777777777778,1.3205882352941178,0,92.6,11,8.2,1.5949395341287234,-0.7748143553168028,0.6259547010924624,0.3591055197678718,1.2019330345139254,1.7467777777777778,1.4775687428754858,5.628700164040139,3.0627880572923365,-29.14839983972658,-1.9560326049382717
1.1612,1.0524,1.6434,1.3371,1,185.9,20,4.7,1.5615735461801596,-0.6160032945289355,0.7374323448836874,0.3650077017308617,1.120817912958382,1.6434,1.6322428449258832,5.595686861222591,3.0110082487988317,-11.702876011664207,-1.64836356
1.1609,1.0556,1.6394,1.3347,1,185.9,20,4.7,1.553050397877984,-0.6179347132289139,0.740563400325874,0.3677459055199545,1.1250335495373822,1.6394,1.617293264494126,5.5834237887736675,3.002246499263145,-28.416388287794028,-1.6320323599999997
1.16,1.0564,1.6328,1.3326,1,185.9,20,4.7,1.5456266565694812,-0.6128060913703568,0.7465536855959882,0.3697075856433718,1.1235554615373429,1.6328,1.6098675880348348,5.568843145255649,2.992013327035767,530.0388822043999,-1.6096358400000002
1.1569,1.0198,1.6232,1.3326,1,185.9,20,4.7,1.5916846440478525,-0.5373665718698977,0.7574274513186826,0.34841585588869245,1.0321381764051203,1.6232,1.715470955089233,5.559613255613105,2.984047241636274,-2.359504265297779,-1.6149782399999997
1.1566,1.021,1.6185,1.3296,1,185.9,20,4.7,1.5852105778648387,-0.5349810965723387,0.761173951408403,0.34988446335886336,1.0304873880070147,1.6185,1.7041278746327129,5.544612027452105,2.9734589901760886,-2.4583937626010184,-1.5985422500000004
1.1568,1.0192,1.6132,1.3279,1,185.9,20,4.7,1.5828100470957611,-0.5252356787943326,0.7655634781412319,0.34962232864663334,1.0230323875610403,1.6132,1.7050850961538462,5.530616010915809,2.9653148210364493,-2.492656386473815,-1.5832142399999998
1.1564,1.0098,1.6042,1.325,1,185.9,20,4.7,1.588631412160824,-0.49805719717615093,0.7736017323591795,0.345152289719392,0.9947709265576028,1.6042,1.725727866904337,5.5086112663718225,2.9515218632340106,-2.1279083231919667,-1.5636576400000004
1.1552,1.009,1.5983,1.3219,1,185.9,20,4.7,1.5840436075322104,-0.49172958237104747,0.779220542667306,0.34577434603930013,0.9880905376085631,1.5983,1.7200421308225973,5.493449393952855,2.9398590278990175,-2.09436838818563,-1.5455628900000002
1.1558,1.0104,1.5924,1.3186,1,185.9,20,4.7,1.5760095011876485,-0.4870719440195992,0.7836257506991069,0.3474135539593052,0.9861193645342254,1.5924,1.7072372525732389,5.473496990758356,2.9277969168148705,-2.259992296069177,-1.52533776
1.1583,1.0365,1.5299,1.2782,0,54.8,19,4.9,1.4760250844187168,-0.46344889398354217,0.8342759000268843,0.37234516820291574,0.9838107791112036,1.5299,1.5312503039073802,5.259960926163908,2.790997623100856,20.49593266383974,-1.3040940100000002
1.1575,1.0363,1.5263,1.2755,0,54.8,19,4.9,1.4728360513364855,-0.4603791763020384,0.8379165026021185,0.37279223650287074,0.9790469948172427,1.5263,1.5252336196082217,5.249003566378534,2.7824767087695736,25.905423106584916,-1.29329169
1.1578,1.035,1.5215,1.2735,0,54.8,19,4.9,1.4700483091787442,-0.4520597362762271,0.8423541483002492,0.3726929348919742,0.9722125142463676,1.5215,1.5238934782608704,5.235167483442918,2.774633207607624,20.809355854510837,-1.2799622500000003
1.162,1.0442,1.5272,1.2807,0,54.8,19,4.9,1.462555066079295,-0.46771237862833037,0.8354250960851896,0.37783817816367393,1.0050892682395451,1.5272,1.516553868990615,5.252973921571183,2.794478544452593,3.4063011738492563,-1.2881398399999995
1.1627,1.0448,1.5226,1.278,0,54.8,19,4.9,1.457312404287902,-0.46267992500673594,0.839126618998458,0.3787366213013929,1.0017799564682504,1.5226,1.5084509954058194,5.236944054489748,2.7852365370287666,3.0112023093004514,-1.2735107599999997
1.1614,1.0453,1.517,1.279,0,54.8,19,4.9,1.4512580120539558,-0.45763777043855347,0.8465756253799067,0.38103512690036434,1.0039810137652547,1.517,1.5095209987563383,5.232472182248932,2.7833544040870137,2.4595768218542466,-1.2559889999999998
1.1685,1.0594,1.516,1.2729,0,54.8,19,4.9,1.4309986784972628,-0.47348676454945404,0.84075036721628,0.3879156714662437,1.0276722533826532,1.516,1.45805564470455,5.200594410837332,2.7693601994722954,1.387465301504152,-1.238856
1.1694,1.0614,1.5117,1.2706,0,54.8,19,4.9,1.4242509892594688,-0.47082884043433615,0.8441764831698313,0.3897142244446377,1.0283040778869896,1.5117,1.4475311098549088,5.185735560103151,2.761276703336641,1.2426469100425768,-1.2238368900000003
1.1681,1.0596,1.5066,1.2679,0,54.8,19,4.9,1.4218573046432614,-0.4635582688446038,0.8499412641515114,0.38958953469964086,1.0193838894768716,1.5066,1.4458319837674596,5.17331143354256,2.7517819260082304,1.291756170971761,-1.2102435599999999
1.14268899134514,1.04797451155663,1.48915101090723,1.27414552676882,1,332.9,14,2.1,1.4209801808016205,-0.45249046408989146,0.8909771235212494,0.39397691196124274,1.0032175729040456,1.48915101090723,1.4907999162742716,5.213947103267444,2.7530138494020453,2.1567029412561545,-1.1695962217293947
1.14090133462752,1.04556853530839,1.48198466702635,1.26309056702629,1,332.9,14,2.1,1.4173960070338567,-0.44502495092040006,0.8971412704829085,0.39236122418623687,0.9803183438967596,1.48198466702635,1.470817590121892,5.1788506453352925,2.724177503377234,3.238131362012113,-1.1507100179928114
1.14193629377983,1.04737301749457,1.4747420854446,1.27414552676882,1,332.9,14,2.1,1.4080390279409178,-0.43327531521918594,0.9090643852705347,0.39780030176054065,0.9996210991782787,1.4747420854446,1.4923877920722264,5.190198847205617,2.743014580060922,1.525696850164798,-1.127491201086918
1.15237997249858,1.06619118886477,1.67189277986974,1.29085079926863,1,332.9,14,2.1,1.5680984773939959,-0.706559503556941,0.7055034230674149,0.3613631909150402,1.090774484738174,1.67189277986974,1.482710468283882,5.552843474286139,2.930253594584313,-1.4384145193073623,-1.729034278515797
1.15256814688991,1.06378521261652,1.66266801806562,1.27697068314746,1,332.9,14,2.1,1.562973425787776,-0.6952959140000452,0.7094592123240563,0.3594687959710533,1.0633068299840234,1.66266801806562,1.4563111619854163,5.502684729380256,2.8912033621336337,-1.2938688925712485,-1.7006797256817368
1.15162727493327,1.06292593538501,1.65435810867183,1.28802564288998,1,332.9,14,2.1,1.5564189880008836,-0.6797883999813286,0.7202241441094673,0.3629043422062738,1.0774253923156971,1.65435810867183,1.4845435470457786,5.517095336451824,2.9094208611368995,-1.54737386626471,-1.6739748163432242
1.15567302434684,1.04969306601967,1.53283521350027,1.28937680463629,1,332.9,14,2.1,1.4602699237717425,-0.49053143709225666,0.8364910418721756,0.3832934859248934,1.0334251963289174,1.53283521350027,1.5227493725552672,5.297972024042233,2.8175733491933794,2.8245851542874556,-1.2998907257267487
1.15539076275985,1.05166940365215,1.52444906640562,1.27279436502251,1,332.9,14,2.1,1.449551599686784,-0.48890915580824346,0.8405773847312371,0.3835391924909947,1.012613118533943,1.52444906640562,1.477879801792356,5.244035998607327,2.7752310673781437,4.006918159359685,-1.2722755524128169
1.15557893715118,1.05063827097433,1.51613915701183,1.28114700127241,1,332.9,14,2.1,1.4430648481953818,-0.4730496200688825,0.8524030258878769,0.3866982170186511,1.021299335275868,1.51613915701183,1.5004808157225629,5.249112557906311,2.787403343444429,2.1562771974689667,-1.248039672450213
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,1.3927282880677847,-0.35634485402366667,0.9972069032985621,0.4027201234504681,0.9386073613958981,1.42412025207326,1.5629142872386828,5.160396214078464,2.712098998536346,2.150941554920638,-1.005578586861436
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,1.386661502514347,-0.3451882256423362,1.0095479120561144,0.4053160099734752,0.9393851165385898,1.4167251950898,1.5723033930062087,5.155917486077614,2.7133383186867808,1.6594826927804456,-0.9854296501299824
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,1.38039343136269,-0.3388672339885337,1.0131920245194213,0.40424896950931655,0.9217305539393551,1.41032122821752,1.5446916838341245,5.11462787373406,2.685559188351279,1.8871125513310172,-0.9673253384887239
