A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
1.1713,1.0101,1.6529,1.3322,1,465.9,16,2.7,0.7658775033778712,1.6363726363726363,2.9851,4.4902258900000005,0.3313861725839122,11.269854750714897,2.469568735592931,0.6049972775122512,1.0858003229487263
1.1705,1.0092,1.6481,1.331,1,465.9,16,2.7,0.7652025845229153,1.6330757035275463,2.9791,4.46887214,0.3012047064856712,11.294528489722868,2.468120888509184,0.6067592985862509,1.0708499116851296
1.1708,1.0083,1.6428,1.3278,1,465.9,16,2.7,0.7656792363307726,1.6292770008925916,2.9706,4.446046840000001,0.26929623147483384,11.255940824264869,2.4618963443799116,0.6087168249330411,1.0403750296483867
1.1738,1.0227,1.6395,1.3252,1,465.9,16,2.7,0.7892508979776637,1.6031094162511001,2.9646999999999997,4.4240887,0.03051939903438153,11.170603955720635,2.4541827909354232,0.6099420555047271,1.0612124804584135
1.1736,1.0215,1.6355,1.3243,1,465.9,16,2.7,0.7879349467643284,1.601076847772883,2.9598,4.4070198,0.010003238143616883,11.169339457025755,2.4527083162917522,0.6114338122898196,1.0482936889091277
1.1735,1.02,1.6301,1.3217,1,465.9,16,2.7,0.7871680411591132,1.5981372549019608,2.9518000000000004,4.384046360000001,-0.017388197033757793,11.15049817612152,2.447988879420537,0.6134592969756456,1.0209774431300982
1.1846,1.042,1.5776,1.289,0,73.6,10,6.0,0.8423304887509699,1.5140115163147791,2.8666,4.14878752,-1.0616633776816313,10.582757386341333,2.3771310146885023,0.6338742393509128,0.7883942554312094
1.1843,1.0411,1.5732,1.2881,0,73.6,10,6.0,0.8414635587299122,1.5110940351551245,2.8613,4.130240479999999,-1.10089608298911,10.586142874411292,2.375746711137381,0.6356470887363336,0.7783942267318925
1.1837,1.0394,1.5686,1.287,0,73.6,10,6.0,0.8394346231546234,1.509139888397152,2.8556,4.1111549400000005,-1.1215749966334276,10.596385527326863,2.3742687336318324,0.6375111564452378,0.7663352495245369
1.1852,1.0366,1.5436,1.2739,0,73.6,10,6.0,0.8435038543056753,1.4890989774262011,2.8175,4.007079920000001,-1.4124934689920707,10.449532281466457,2.3487396895038812,0.6478362270018139,0.662415964547961
1.1845,1.0375,1.5389,1.2708,0,73.6,10,6.0,0.8470304139124962,1.4832771084337348,2.8097,3.9863315099999994,-1.4956232814699746,10.457610119272706,2.343657745884339,0.6498148027812074,0.64208517641025
1.1855,1.0397,1.5354,1.2677,0,73.6,10,6.0,0.8527065472903684,1.4767721458112917,2.8031,3.970914480000001,-1.61080759563418,10.408665968510252,2.3370378321383383,0.6512960791976031,0.6223531667495382
1.1866,1.039,1.528,1.2587,0,73.6,10,6.0,0.857647572892667,1.4706448508180945,2.7866999999999997,3.9407167999999997,-1.6989382483951498,10.30623552743054,2.3194618405528398,0.6544502617801047,0.5640793723984988
1.1869,1.0379,1.5229,1.2553,0,73.6,10,6.0,0.8581505695849597,1.467289719626168,2.7782,3.9200365099999996,-1.7497731194770754,10.270265301062967,2.3129291178700817,0.6566419331538512,0.5408915327935857
1.1873,1.0368,1.5187,1.2556,0,73.6,10,6.0,0.8561279388340235,1.464795524691358,2.7743,3.90321404,-1.8001493499952286,10.25725994404216,2.313125477975238,0.6584578916178311,0.5388613993418659
1.1951,1.0684,1.759777777777778,1.3105882352941178,0,92.6,11,8.2,0.8709665852782764,1.6471151046216568,3.070366013071896,4.952859449382717,0.6762379903414216,10.389872451771419,2.4072230234240797,0.5682535673696173,1.1478984210055525
1.1943,1.0672,1.7534444444444444,1.3249411764705885,0,92.6,11,8.2,0.8595972864500085,1.643032650341496,3.078385620915033,4.923774653086419,0.5704173849863956,10.515560323531401,2.434328412902464,0.5703060642544833,1.2607018462459745
1.1945,1.0682,1.7472222222222222,1.3229411764705885,0,92.6,11,8.2,0.8625109417518896,1.6356695583432148,3.0701633986928107,4.89438188271605,0.4886164028286685,10.500656680814071,2.43046832295078,0.5723370429252782,1.237586021285058
1.1984,1.0838,1.7713333333333334,1.3192941176470587,0,92.6,11,8.2,0.8903416033529519,1.6343728855262347,3.090627450980392,4.997349911111112,0.5247042737183284,10.393933830746223,2.4201737218251784,0.5645464809936018,1.2527864529836459
1.1977,1.0868,1.7666666666666666,1.3192941176470587,0,92.6,11,8.2,0.8952774246477617,1.6255674150410993,3.085960784313725,4.972801111111111,0.40445104914900326,10.429223670016867,2.4208171348024887,0.5660377358490566,1.2501946883519042
1.1982,1.0876,1.7586666666666666,1.3171764705882352,0,92.6,11,8.2,0.8980374205073239,1.6170160598259165,3.0758431372549015,4.935483644444444,0.2974339865186396,10.403258598343802,2.416472473416006,0.5686125852918879,1.2216047716043341
1.2063,1.0938,1.7585555555555554,1.3185882352941176,0,92.6,11,8.2,0.9073328640256961,1.6077487251376443,3.0771437908496733,4.936410697530864,0.19807079819953785,10.179220198602692,2.4116730693272084,0.5686485120363935,1.2311579766411078
1.2058,1.0977,1.7523333333333333,1.3103529411764705,0,92.6,11,8.2,0.9195578169330221,1.5963681637362972,3.0626862745098036,4.904332677777779,0.0566983300244842,10.15324939944936,2.3970613017474363,0.5706676811869887,1.1520484147939696
1.2047,1.0952,1.7467777777777778,1.3205882352941178,0,92.6,11,8.2,0.9082793621380845,1.5949395341287234,3.0673660130718954,4.879782549382716,-0.01878191973412039,10.250088698463852,2.416784994067354,0.5724826664970422,1.2359113371552886
1.1612,1.0524,1.6434,1.3371,1,185.9,20,4.7,0.8283193179268568,1.5615735461801596,2.9805,4.414165479999999,-0.38854454091601365,11.968746462363267,2.4885812263176024,0.6084945843981988,1.2391234458688571
1.1609,1.0556,1.6394,1.3347,1,185.9,20,4.7,0.8348627856447143,1.553050397877984,2.9741,4.39436118,-0.48457266504954855,11.979165594986748,2.4844114307864587,0.6099792607051361,1.2215059171221947
1.16,1.0564,1.6328,1.3326,1,185.9,20,4.7,0.8374463154735104,1.5456266565694812,2.9654,4.36439392,-0.5615468125382375,12.013829460494861,2.481393103448276,0.6124448799608035,1.199613502057564
1.1569,1.0198,1.6232,1.3326,1,185.9,20,4.7,0.780423262794537,1.5916846440478525,2.9558,4.343418959999999,-0.03596333982534957,12.02371688760135,2.484471380413173,0.6160670280926565,1.1064061338019875
1.1566,1.021,1.6185,1.3296,1,185.9,20,4.7,0.7840260228640192,1.5852105778648387,2.9481,4.321910850000001,-0.0916265306538358,12.022853276623515,2.4791763444578936,0.6178560395427866,1.0838183408092996
1.1568,1.0192,1.6132,1.3279,1,185.9,20,4.7,0.7822642066420665,1.5828100470957611,2.9411,4.2999905599999995,-0.11470197105149264,11.99320759765931,2.475808022130014,0.6198859409868585,1.0622144647946066
1.1564,1.0098,1.6042,1.325,1,185.9,20,4.7,0.7695819169811322,1.588631412160824,2.9292,4.26623336,-0.0617705422246444,11.953337933955968,2.470797301971636,0.6233636703652911,1.0079648513136763
1.1552,1.009,1.5983,1.3219,1,185.9,20,4.7,0.7701649141387394,1.5840436075322104,2.9202000000000004,4.2403343499999995,-0.09539106963526835,11.991172805938142,2.466204016620499,0.6256647688168679,0.9803640547757481
1.1558,1.0104,1.5924,1.3186,1,185.9,20,4.7,0.774236432580009,1.5760095011876485,2.911,4.214272719999999,-0.17012966933429455,11.942019891700696,2.4594548191728673,0.6279829188646069,0.9573858473628252
1.1583,1.0365,1.5299,1.2782,0,54.8,19,4.9,0.8405040291034267,1.4760250844187168,2.8081,3.9350358300000003,-1.3172628822011547,11.624195288013503,2.3817137701804367,0.6536374926465782,0.7009375659819937
1.1575,1.0363,1.5263,1.2755,0,54.8,19,4.9,0.8419582046256369,1.4728360513364855,2.8018,3.9196792499999997,-1.3472322929866898,11.643067050467778,2.377443844492441,0.6551791915088777,0.6825292153184175
1.1578,1.035,1.5215,1.2735,0,54.8,19,4.9,0.8411660777385157,1.4700483091787442,2.795,3.9005024500000003,-1.3863254634060527,11.609211455176071,2.373430903437554,0.6572461386789352,0.6661099607407098
1.162,1.0442,1.5272,1.2807,0,54.8,19,4.9,0.8513731865386117,1.462555066079295,2.8079,3.9216439999999992,-1.5899606299458242,11.494185597222224,2.3828514629948367,0.6547930853850183,0.7198415357671732
1.1627,1.0448,1.5226,1.278,0,54.8,19,4.9,0.8541526134585289,1.457312404287902,2.8006,3.9025252999999993,-1.6801727049905977,11.443680763376719,2.377165734927324,0.6567713122290819,0.6998391572485939
1.1614,1.0453,1.517,1.279,0,54.8,19,4.9,0.8543018686473807,1.4512580120539558,2.796,3.8783127,-1.7577687458963887,11.517994783909412,2.380257103495781,0.6591957811470007,0.7040616728050461
1.1685,1.0594,1.516,1.2729,0,54.8,19,4.9,0.8817097651033072,1.4309986784972628,2.7889,3.8705515999999998,-2.279878482319632,11.193028516751603,2.3622453145057767,0.6596306068601583,0.6662265976392178
1.1694,1.0614,1.5117,1.2706,0,54.8,19,4.9,0.8866440736659844,1.4242509892594688,2.7823,3.85220049,-2.4314612820090065,11.144254900189972,2.357140106037284,0.6615069127472382,0.6485337681036744
1.1681,1.0596,1.5066,1.2679,0,54.8,19,4.9,0.8855210663301524,1.4218573046432614,2.7744999999999997,3.8314096599999994,-2.4377408591992387,11.175948353957011,2.3533378905915594,0.6637461834594451,0.6293407938463532
1.14268899134514,1.04797451155663,1.48915101090723,1.27414552676882,1,332.9,14,2.1,0.8619506593234093,1.4209801808016205,2.76329653767605,3.7530514277293565,-1.8605093276393394,12.51599921054434,2.3891869216009636,0.67152356790919,0.6729711134223055
1.14090133462752,1.04556853530839,1.48198466702635,1.26309056702629,1,332.9,14,2.1,0.8655068690764577,1.4173960070338567,2.74507523405264,3.7242121678640725,-1.867847893398815,12.522293308460027,2.3701894271031447,0.6747708139292239,0.6028569674626083
1.14193629377983,1.04737301749457,1.4747420854446,1.27414552676882,1,332.9,14,2.1,0.8609614951579371,1.4080390279409178,2.7488876122134203,3.694499471016226,-2.0373047566199545,12.567041690024642,2.389921891623093,0.6780846697668654,0.6655282577932704
1.15237997249858,1.06619118886477,1.67189277986974,1.29085079926863,1,332.9,14,2.1,0.8806313261431443,1.5680984773939959,2.96274357913837,4.5250278686796195,-0.19981663702800365,12.097223211174649,2.411011536243101,0.5981244802539979,0.9293272007188219
1.15256814688991,1.06378521261652,1.66266801806562,1.27697068314746,1,332.9,14,2.1,0.8861902575494733,1.562973425787776,2.93963870121308,4.485966567456874,-0.22906079454744957,11.962676679722895,2.384905764117065,0.6014429754674775,0.8210102540421869
1.15162727493327,1.06292593538501,1.65435810867183,1.28802564288998,1,332.9,14,2.1,0.8771654123120625,1.5564189880008836,2.9423837515618096,4.449301301183522,-0.31443190587083336,12.107445055778662,2.4064653246564727,0.6044640484778904,0.8904276931809787
1.15567302434684,1.04969306601967,1.53283521350027,1.28937680463629,1,332.9,14,2.1,0.8545644135118351,1.4602699237717425,2.82221201813656,3.9388888589686966,-1.5489970429818876,11.897998384091602,2.4050702382223306,0.6523858476061972,0.7894425136514517
1.15539076275985,1.05166940365215,1.52444906640562,1.27279436502251,1,332.9,14,2.1,0.8689608981404535,1.449551599686784,2.79724343142813,3.902790592420942,-1.6946405710094283,11.78526481416774,2.3744081272636253,0.6559746875360174,0.6786937638848434
1.15557893715118,1.05063827097433,1.51613915701183,1.28114700127241,1,332.9,14,2.1,0.86160352819748,1.4430648481953818,2.79728615828424,3.868981087413152,-1.8039335650219253,11.845299043571707,2.389809473462142,0.6595700634570426,0.7252989837421038
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,0.819749567178327,1.3927282880677847,2.6996169405883803,3.492262630882947,-1.4777097649196564,14.402908532852262,2.4174845985607547,0.7021878935744238,0.6536692614546293
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,0.8165637709754721,1.386661502514347,2.69504703998357,3.463166700294928,-1.5109732871457418,14.51166169400352,2.423707570892177,0.7058531911946511,0.6696414019749419
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,0.8237668829528625,1.38039343136269,2.67746528048274,3.4385172762706313,-1.6586207841203129,14.29464769973574,2.4013669760514964,0.7090583194751187,0.6011082988090525
1.14297125293213,1.05235682543736,1.45705493884498,1.26124807373587,0,33.0,18,0.9,0.8780626992470009,1.3845635849222788,2.71830301258085,3.6214798052746233,-2.4879240848912616,12.41370996448801,2.3647299596541007,0.6863159194207931,0.5799558835498978
1.14334760171479,1.05089605414379,1.44981235726324,1.27242586636442,0,33.0,18,0.9,0.8679346638640989,1.3795963468950925,2.72223822362766,3.5933540770819796,-2.569592656204275,12.488935415741588,2.3853208988602583,0.6897444314019125,0.6425364413180475
1.14250081695381,1.05072419869748,1.44226482487805,1.26960070998578,0,33.0,18,0.9,0.8695815409088948,1.3726388206019615,2.71186553486383,3.562982219959598,-2.6717392399509468,12.518436734480828,2.3808478015816092,0.6933539407955501,0.6222950272183061
1.1472992639327,1.04866193334185,1.46597474984565,1.2745140254269,0,33.0,18,0.9,0.8628322862684259,1.3979479022127919,2.74048877527255,3.6610192224781795,-2.3460926568722815,12.257872074579833,2.3853959596296073,0.6821399891814565,0.6598453162951414
1.14720517673704,1.04737301749457,1.45880840596477,1.29121929792671,0,33.0,18,0.9,0.8495770157223488,1.3928260338942071,2.75002770389148,3.6327342051243017,-2.4126202422830283,12.407950137813295,2.4167540532695035,0.685490977369752,0.7639637309992668
1.14626430478039,1.04754487294088,1.45126087357958,1.27733918180555,0,33.0,18,0.9,0.8590907383531391,1.3853925603256563,2.72860005538513,3.601967213813723,-2.528760895851711,12.345953747117594,2.391688792517952,0.6890559913831819,0.6707041159296362
1.1713,1.0246,1.76977777777778,1.31,0,42.0,7,1.9,0.8013779847328244,1.7272865291604333,3.07977777777778,5.014817560493837,1.1860006770811224,11.109814547665506,2.4284154358405194,0.5650426921145146,1.0622726359215162
1.1705,1.0242,1.76266666666667,1.31811764705882,0,42.0,7,1.9,0.7958209514459142,1.7210180303326206,3.08078431372549,4.981238577777793,1.1148889990422186,11.207735961448071,2.4442326808553343,0.5673222390317689,1.1161314352007814
1.1709,1.0242,1.75644444444444,1.312,0,42.0,7,1.9,0.799531737804878,1.7149428280066785,3.06844444444444,4.952511930864178,1.0804918428672745,11.146377273609044,2.432505593987531,0.5693319838056694,1.0640771571828054
1.1822,1.0544,1.78488888888889,1.31682352941176,0,42.0,7,1.9,0.844273613865812,1.6928005395380217,3.10171241830065,5.0710260345679075,1.0363269689063521,10.836231391032587,2.430698956083863,0.560258964143426,1.21003358788846
1.1805,1.0523,1.77855555555556,1.32294117647059,0,42.0,7,1.9,0.8370253414851034,1.6901601782339257,3.10149673202615,5.041626241975329,0.9784124250789089,10.941548587398286,2.44360291003314,0.5622540138689309,1.2501146867805903
1.1815,1.0556,1.77188888888889,1.30858823529412,0,42.0,7,1.9,0.851521762114536,1.6785609026988346,3.08047712418301,5.0086599345679055,0.9158659549811887,10.812489391289555,2.41615339423963,0.5643694738822346,1.1315698891824202
1.1905,1.0674,1.83233333333333,1.31329411764706,0,42.0,7,1.9,0.8675457726417619,1.71663231528324,3.14562745098039,5.2922390111110955,1.3931482935340502,10.539435189677791,2.4164391135706724,0.5457522284882673,1.257427284006732
1.1897,1.0666,1.824,1.32976470588235,0,42.0,7,1.9,0.8555164345748935,1.710106881680105,3.15376470588235,5.2524104,1.2702646956669148,10.685027200121114,2.447495819509609,0.5482456140350876,1.3928756579260502
1.1913,1.0694,1.81866666666667,1.31129411764706,0,42.0,7,1.9,0.8721280333752008,1.700642104606948,3.12996078431373,5.226010577777793,1.2493580162660078,10.509283236172667,2.412019474523632,0.5498533724340167,1.2267272415339723
1.1744,1.1011,1.4772,1.241,0,1.0,405,0.0,0.9769711603545527,1.3415675233857054,2.7182000000000004,3.6942986000000007,-4.895125433949404,10.832697479248488,2.2977098092643056,0.6769564040075818,0.42617972444091107
1.175,1.1024,1.4733,1.2381,0,1.0,405,0.0,0.9815731847185204,1.3364477503628447,2.7114000000000003,3.67827447,-5.089641726052937,10.790789651076006,2.291802127659574,0.6787483879725785,0.40588192196845735
1.1743,1.1001,1.4694,1.2371,0,1.0,405,0.0,0.9782717726942043,1.335696754840469,2.7065,3.6633658400000004,-5.057940579719018,10.806231376152969,2.2905786681427234,0.6805498843065196,0.401189780940272
