A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,-0.11217750875121002,-1.78531491111111,1.29035294117647,-1.6703363340595503,2.2956491411764697,57.78438520838872,0.3116126017717501,3.29022222222222,3.1001703955308604
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,-0.11027138967377814,-1.778751,1.29647058823529,-1.6988648823529306,2.3017195882352905,57.93530702382721,0.2752226887361475,3.278,3.075837545
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,-0.11573025929198577,-1.7730454,1.29647058823529,-1.7114180588235186,2.30162518823529,57.79305797531518,0.2539148985063574,3.266,3.0538922428
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,-0.09399439001144483,-1.79595883444444,1.30588235294118,-1.707507750181573,2.30966796294118,58.045410684506926,0.25175505906700246,3.30488888888888,3.1327859921382544
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,-0.10292139956092505,-1.7888555911111101,1.30388235294118,-1.7177231314451815,2.3075378729411806,57.87009047949587,0.23043033296214455,3.29022222222222,3.1053125376098727
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,-0.11505680135837304,-1.7839591500000003,1.29564705882353,-1.7034228823529425,2.2993879088235305,57.78706616561809,0.2410959850724318,3.282,3.0879266427
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,-0.06762477735733885,-1.86007106222222,1.312,-1.6584922839506226,2.3119511600000004,55.981842341943036,0.28741396276371434,3.39444444444444,3.349518972222213
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,-0.08756337059329633,-1.8542608,1.29976470588235,-1.6397858235294047,2.29950390588235,55.62542906918999,0.29491817038927104,3.382,3.3255764030000003
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,-0.082702083786788,-1.84769269333333,1.30788235294118,-1.6733516339869456,2.30762299294118,55.87892837379902,0.253911547156776,3.37066666666666,3.3007689272888756
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,-0.3121521884396927,-1.7342062,1.2541,-1.8647504799999997,2.2474938,47.16744696701284,-0.16619189601033924,3.0608,2.803991044352
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,-0.31879220290823995,-1.7291220200000001,1.2522,-1.8696210500000001,2.24537798,47.16429721516473,-0.18090389109213045,3.0514,2.7853982023340005
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,-0.3246590536699545,-1.72461194,1.2494,-1.8685616800000002,2.2427880599999996,47.088681416130605,-0.18156360795633514,3.0436,2.7702499620879997
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,-0.3378545828092243,-1.7147229999999998,1.2447,-1.87550946,2.237077,47.506300777005684,-0.220186563322039,3.0292,2.7356106933
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,-0.3444231825795647,-1.7129272,1.2417,-1.8728754200000002,2.2341728000000005,47.18237626974166,-0.21649836634535047,3.0228,2.7274899722400003
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,-0.3499867695145471,-1.70671895,1.2398,-1.8763391200000001,2.23238105,47.24554428626319,-0.22609187413695264,3.0132,2.707242414012
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,-0.4029876164107722,-1.6691627900000001,1.2251,-1.9112534400000007,2.21663721,46.61182043118456,-0.32155763473572624,2.9376,2.571373403136
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,-0.41217807701988374,-1.66481631,1.221,-1.9096358100000006,2.2123836900000002,46.48207334946795,-0.32737808478976704,2.9286,2.5556415746309997
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,-0.41804292903875195,-1.66084148,1.2183,-1.9083073999999998,2.20995852,46.30246865488518,-0.32531859597464063,2.9206,2.542337994498
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,-0.04836468157955087,-2.0457522044444403,1.31082352941177,-1.53241294626001,2.2861157694117704,51.540471037573646,0.21766234239246474,3.61088888888888,3.9624057927851655
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,-0.055441991340584806,-2.03947467555556,1.31082352941177,-1.5500103841684874,2.2857044094117693,51.44765525611321,0.18640931714598452,3.59711111111112,3.932872376669155
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,-0.06020129643077654,-2.03194722222222,1.31082352941177,-1.5630500944081545,2.2860985294117695,51.42468050020402,0.17026497681274233,3.58444444444444,3.9026534999999902
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,-0.05155570346958349,-2.04496752222222,1.31764705882353,-1.5704661205519315,2.29180175882353,50.94973353062902,0.1719368184492156,3.59644444444444,3.947906098646904
