A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,1.29035294117647,0.9636,-0.6681031474874708
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,1.29647058823529,0.9638,-0.6619393406907894
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,1.29647058823529,0.9645,-0.6550911906619657
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,1.30588235294118,0.9743,-0.6628978086443925
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,1.30388235294118,0.9752,-0.6544828061901121
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,1.29564705882353,0.9745,-0.6512496410252456
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,1.312,1.0003,-0.67338205308842
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,1.29976470588235,1.0016,-0.6653552657078927
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,1.30788235294118,1.0016,-0.660118001607781
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,1.2541,1.0335,-0.4522264427265703
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,1.2522,1.0347,-0.44626387424105496
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,1.2494,1.0337,-0.44367224482822665
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,1.2447,1.0396,-0.43078861338575547
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,1.2417,1.0388,-0.4277675676095678
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,1.2398,1.0385,-0.42386497956537705
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,1.2251,1.0441,-0.3790589088522962
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,1.221,1.0449,-0.3734270309511063
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,1.2183,1.0434,-0.37101889055401505
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,1.31082352941177,1.1146,-0.6198849169841614
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,1.31082352941177,1.1164,-0.6106358682933188
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,1.31082352941177,1.115,-0.6065315182137387
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,1.31764705882353,1.117,-0.6067706106122923
1.2211,1.1186,1.79122222222222,1.31364705882353,1,424.7,15,1.2,1.31364705882353,1.1186,-0.5974165940869933
1.2203,1.1198,1.78555555555556,1.31152941176471,1,424.7,15,1.2,1.31152941176471,1.1198,-0.5906334932407045
1.2221,1.1201,1.79111111111111,1.31717647058824,1,424.7,15,1.2,1.31717647058824,1.1201,-0.5949978034443004
1.2215,1.1211,1.78522222222222,1.30294117647059,1,424.7,15,1.2,1.30294117647059,1.1211,-0.5874095541814701
1.2227,1.1217,1.778,1.30494117647059,1,424.7,15,1.2,1.30494117647059,1.1217,-0.5787804862442927
1.1070299441883,0.998995709360235,1.4171063835941,1.26370473145643,0,1.0,17,0.0,1.26370473145643,0.998995709360235,-0.40817975382347227
1.10674768260131,0.998308287575022,1.41001627741408,1.27205736770634,0,1.0,17,0.0,1.27205736770634,0.998308287575022,-0.40196765375099197
1.10543046186201,0.996589733111991,1.40338359743922,1.27205736770634,0,1.0,17,0.0,1.27205736770634,0.996589733111991,-0.3974797038318366
1.11643866375475,1.00148761333163,1.4703202987947,1.27181170193428,0,1.0,17,0.0,1.27181170193428,1.00148761333163,-0.45676129502643437
1.11662683814608,1.00380766185672,1.46193415170005,1.26075674219176,0,1.0,17,0.0,1.26075674219176,1.00380766185672,-0.44564045340797964
1.11559187899377,1.00071426382327,1.45423414391314,1.26628422206302,0,1.0,17,0.0,1.26628422206302,1.00071426382327,-0.44166731602499976
1.1170972741244,1.01179894010982,1.4539291931097,1.27279436502251,0,1.0,17,0.0,1.27279436502251,1.01179894010982,-0.4287411933593894
1.11643866375475,1.01102559060146,1.44638166072452,1.26996920864386,0,1.0,17,0.0,1.26996920864386,1.01102559060146,-0.42217715741137685
