A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,-1.0180275083205308,1.2433840941176462,-8.495240056359203,1.7169470795919508,3.529585888888887,-0.31485913411764654,-3.0680508588235296,58.38183853511547,1.1455
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,-0.9959582875033623,1.2495383529411725,-7.187438726775954,1.6891314870624163,3.5156549999999998,-0.32062791294117254,-3.0608804117647095,45.172717737157704,1.145
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,-0.9915566198030783,1.2504458823529374,-6.038269050057505,1.680341690770148,3.5031116,-0.32018563235293723,-3.06297481176471,42.76932848536255,1.1452
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,-0.9852588335805665,1.2723211764705917,-7.9168966702388035,1.6529219860025581,3.548293955555546,-0.32306068647059166,-3.08083203705882,114.64292711762977,1.1473
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,-0.9850162115635237,1.2715460705882387,-6.4730356052422335,1.6480542875564888,3.532711599999998,-0.3205310305882388,-3.085062127058819,106.77405782541256,1.1474
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,-1.0027542958041016,1.26260805882353,-6.008618700430508,1.6715720300802068,3.5227347,-0.31295780882353,-3.0897120911764704,141.3599782266972,1.1467
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,-1.0309379490147286,1.3123936,-13.4827073959166,1.6610431288505796,3.6707522222222178,-0.31179351000000005,-3.1770488399999994,-20.47894538581661,1.1628
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,-1.05898609121771,1.3018443294117619,-12.295373278164965,1.695690081165274,3.657633,-0.2986417694117618,-3.19269609411765,-16.700171916175332,1.163
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,-1.0315752468937394,1.309974964705886,-10.601960851205599,1.6545411929532308,3.6438591999999925,-0.3067724047058859,-3.18187700705882,-20.97242263632827,1.1621
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,-1.1174301130867745,1.29611235,31.610112999907685,1.635064589663281,3.36259488,-0.22799009999999992,-3.4111062,-23.669722777703157,1.1972
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,-1.1177874604810911,1.2956513399999998,33.080005963103915,1.6291555843470666,3.35135262,-0.22504725,-3.4138220199999996,-23.18618411329335,1.1966
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,-1.1217095606308316,1.29150478,33.57559125876985,1.635003856684367,3.3421771600000003,-0.22296909,-3.4132119400000005,-23.972192737793364,1.1962
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,-1.1222986515746731,1.29399012,37.8157361083042,1.6112468564188631,3.3207604999999996,-0.21322195999999985,-3.4196229999999996,-19.00119948330677,1.1925
