A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
1.1866,1.039,1.528,1.2587,0,73.6,10,6.0,-0.7826909464131782,1.528,0.6152464908238658,1.039,1.8131248000000002,-1.561519541333101,3.4084774,1.1866,1.2675459239979252,0.7413562176735379,-0.5925415041122413,1.2840491382544175
1.1869,1.0379,1.5229,1.2553,0,73.6,10,6.0,-0.7843121834381032,1.5229,0.6204793333617464,1.0379,1.80753001,-1.5689195139510044,3.4037835100000002,1.1869,1.265126132773552,0.7368927260885367,-0.5986868930901265,1.2897777599580003
1.1873,1.0368,1.5187,1.2556,0,73.6,10,6.0,-0.7845462336204454,1.5187,0.6229947019918763,1.0368,1.8031525099999999,-1.554648914889301,3.40019264,1.1873,1.2589942524345306,0.736792658832668,-0.6061221445726609,1.29395548483557
1.1951,1.0684,1.759777777777778,1.3105882352941178,0,92.6,11,8.2,-0.8000235975015633,1.759777777777778,0.410874488621803,1.0684,2.1031104222222226,-2.433028438924951,3.6633226177777782,1.1951,1.4980092456286516,0.8070659021609676,-0.07289623639593851,1.1503359731001306
1.1943,1.0672,1.7534444444444444,1.3249411764705885,0,92.6,11,8.2,-0.7917488825600498,1.7534444444444444,0.4101139846022907,1.0672,2.0941387,-2.1231869639164134,3.655101404444444,1.1943,1.4635159719957815,0.8239646847441687,-0.10222021930486658,1.1493346149816488
1.1945,1.0682,1.7472222222222222,1.3229411764705885,0,92.6,11,8.2,-0.7891770032487079,1.7472222222222222,0.4197394682676251,1.0682,2.0870569444444445,-2.0971605042271064,3.649487122222222,1.1945,1.4602656717972355,0.821785738690139,-0.12873566427695368,1.1529343439485116
1.1984,1.0838,1.7713333333333334,1.3192941176470587,0,92.6,11,8.2,-0.7781056597493674,1.7713333333333334,0.4313695807707034,1.0838,2.1227658666666667,-2.318783133405969,3.6847592533333335,1.1984,1.5177405341922967,0.819899509464689,-0.14228973481216767,1.1413402920922346
1.1977,1.0868,1.7666666666666666,1.3192941176470587,0,92.6,11,8.2,-0.7717009431461821,1.7666666666666666,0.44246379398585106,1.0868,2.1159366666666664,-2.24943716826147,3.679227026666667,1.1977,1.5160263928025761,0.8209135065853768,-0.1765621376606455,1.1395329380590828
1.1982,1.0876,1.7586666666666666,1.3171764705882352,0,92.6,11,8.2,-0.7691132260614351,1.7586666666666666,0.4540089645702035,1.0876,2.1072344,-2.20804426990744,3.6724289866666666,1.1982,1.5100011104289082,0.8184373296779031,-0.20805853912398584,1.1452779095387566
1.2063,1.0938,1.7585555555555554,1.3185882352941176,0,92.6,11,8.2,-0.7638765175373148,1.7585555555555554,0.4734822926997683,1.0938,2.1213455666666663,-2.2052709969732884,3.690506495555555,1.2063,1.5120314923666796,0.818574924410275,-0.2605227095843916,1.1658485826387484
1.2058,1.0977,1.7523333333333333,1.3103529411764705,0,92.6,11,8.2,-0.7595746820936082,1.7523333333333333,0.49162204511426333,1.0977,2.112963533333333,-2.254683171251861,3.684039993333333,1.2058,1.524012360688804,0.8100863827768282,-0.29666321679468266,1.166685421432662
1.2047,1.0952,1.7467777777777778,1.3205882352941178,0,92.6,11,8.2,-0.75634121511459,1.7467777777777778,0.4875326321063003,1.0952,2.104343188888889,-2.0603789174223497,3.6756652177777775,1.2047,1.4959500023779104,0.821868298058309,-0.3090551179073766,1.1658230430168897
1.1612,1.0524,1.6434,1.3371,1,185.9,20,4.7,-0.7515077812504788,1.6434,0.46529432504375146,1.0524,1.90831608,-1.3540750019970293,3.47424688,1.1612,1.3110372783579243,0.8478704868085436,-0.3548483899125609,1.1131269647118653
1.1609,1.0556,1.6394,1.3347,1,185.9,20,4.7,-0.7468342266056319,1.6394,0.47639138424964445,1.0556,1.90317946,-1.3493150390549766,3.4701460400000004,1.1609,1.313997658466008,0.8459324069967435,-0.38248557375750314,1.1124013467144693
1.16,1.0564,1.6328,1.3326,1,185.9,20,4.7,-0.7441307151420342,1.6328,0.484682575416479,1.0564,1.894048,-1.3376007244770147,3.4618239999999996,1.16,1.3109979499299944,0.8440178908427397,-0.40442021243213,1.1128767006666749
1.1569,1.0198,1.6232,1.3326,1,185.9,20,4.7,-0.7905369204066242,1.6232,0.4182178394146782,1.0198,1.87788008,-1.360463035447173,3.44010662,1.1569,1.2566775056951769,0.8364337198382463,-0.2303098666764249,1.135894039377205
1.1566,1.021,1.6185,1.3296,1,185.9,20,4.7,-0.7885577018578255,1.6185,0.4260874907190131,1.021,1.8719571000000002,-1.3605796865948054,3.4349886000000005,1.1566,1.2571784548794402,0.8333041845445799,-0.248829356022881,1.1369982453202185
1.1568,1.0192,1.6132,1.3279,1,185.9,20,4.7,-0.7903402950959338,1.6132,0.4284937037788993,1.0192,1.86614976,-1.3579834792702836,3.42981056,1.1568,1.2516706891840863,0.8307618496221347,-0.2550091355929418,1.1420951165012134
1.1564,1.0098,1.6042,1.325,1,185.9,20,4.7,-0.802391636006384,1.6042,0.4192439266294341,1.0098,1.8550968800000003,-1.3618489868955388,3.4185327200000004,1.1564,1.2348035194688078,0.8251577723143211,-0.23020661224039843,1.153578334383825
1.1552,1.009,1.5983,1.3219,1,185.9,20,4.7,-0.8024587281337779,1.5983,0.4236963542537254,1.009,1.84635616,-1.359470331565134,3.4100968,1.1552,1.2319925397403324,0.8217919470100384,-0.2403966557374835,1.1541214323772548
1.1558,1.0104,1.5924,1.3186,1,185.9,20,4.7,-0.8003902806098823,1.5924,0.43401203350219913,1.0104,1.84049592,-1.3601409049141493,3.40562032,1.1558,1.2316759063099256,0.8179665499364757,-0.26457469798808814,1.1585760643714604
1.1583,1.0365,1.5299,1.2782,0,54.8,19,4.9,-0.7621564879382062,1.5299,0.5700633258950085,1.0365,1.7720831700000002,-1.3623359319275412,3.352277950000001,1.1583,1.248803676284509,0.7754856376093866,-0.5538882927478034,1.1890483019218547
1.1575,1.0363,1.5263,1.2755,0,54.8,19,4.9,-0.7620400217898207,1.5263,0.5738425357702861,1.0363,1.76669225,-1.3642781905596657,3.3470172499999995,1.1575,1.2483642098252576,0.7725586282036314,-0.5594163738557875,1.189390160997437
1.1578,1.035,1.5215,1.2735,0,54.8,19,4.9,-0.7633729677174298,1.5215,0.5773574485590888,1.035,1.7615927,-1.364248478980501,3.3426229999999992,1.1578,1.2442855501079815,0.7697262445118659,-0.5651965779329675,1.194418789350638
1.162,1.0442,1.5272,1.2807,0,54.8,19,4.9,-0.7512506632586236,1.5272,0.5916740320137426,1.0442,1.7746063999999997,-1.3397000043066665,3.3583603999999996,1.162,1.2514971040532878,0.7788671143342395,-0.6078190362996041,1.195804274390543
1.1627,1.0448,1.5226,1.278,0,54.8,19,4.9,-0.7504808609087655,1.5226,0.5997738821830985,1.0448,1.77032702,-1.3418281413184312,3.35528896,1.1627,1.2506743093902624,0.7755268951683093,-0.6220880295784155,1.2008330103589713
1.1614,1.0453,1.517,1.279,0,54.8,19,4.9,-0.7468135838515462,1.517,0.6049259867521499,1.0453,1.7618437999999998,-1.3174468055424944,3.3471114200000005,1.1614,1.2447350627602047,0.7773735198686916,-0.6394680720251738,1.1990427729855109
1.1685,1.0594,1.516,1.2729,0,54.8,19,4.9,-0.733567398616738,1.516,0.6466010278105113,1.0594,1.771446,-1.341848820601779,3.3630089000000005,1.1685,1.2663786418876435,0.7708061622418646,-0.7150453799727817,1.2141330778847763
1.1694,1.0614,1.5117,1.2706,0,54.8,19,4.9,-0.7309256572990841,1.5117,0.6577026803053674,1.0614,1.76778198,-1.3408780638783433,3.36090116,1.1694,1.2669880055366438,0.7682245783575548,-0.735322413208903,1.2187027921091733
1.1681,1.0596,1.5066,1.2679,0,54.8,19,4.9,-0.732160873638911,1.5066,0.6592528842069566,1.0596,1.7598594599999997,-1.3397735690720014,3.35281876,1.1681,1.2631897931119154,0.7650927529284091,-0.7357347394002421,1.2194976834368683
1.14268899134514,1.04797451155663,1.48915101090723,1.27414552676882,1,332.9,14,2.1,-0.7263473617752185,1.48915101090723,0.6218436478964305,1.04797451155663,1.701636466614178,-1.2190653809504075,3.281374428261801,1.14268899134514,1.2295457978377788,0.7800205015374222,-0.6970814040766654,1.1549711729598213
1.14090133462752,1.04556853530839,1.48198466702635,1.26309056702629,1,332.9,14,2.1,-0.7309831514473261,1.48198466702635,0.6277513375812142,1.04556853530839,1.6907982845078835,-1.2480044009298672,3.2702080037233627,1.14090133462752,1.232833179669558,0.7670442218170087,-0.6912498786794123,1.1583112133581843
1.14193629377983,1.04737301749457,1.4747420854446,1.27414552676882,1,332.9,14,2.1,-0.7222890770691961,1.4747420854446,0.6345402489003413,1.04737301749457,1.684061511333744,-1.1881322378942973,3.2653386235326067,1.14193629377983,1.2148634635703304,0.7801877715054157,-0.7314798967386348,1.1607255927789137
1.15237997249858,1.06619118886477,1.67189277986974,1.29085079926863,1,332.9,14,2.1,-0.7581832092740745,1.67189277986974,0.47373468164118676,1.06619118886477,1.9266557556868653,-1.7472969723655103,3.4867389364057617,1.15237997249858,1.4333492859991266,0.8002295937981554,-0.27897269781819767,1.0694176211408442
1.15256814688991,1.06378521261652,1.66266801806562,1.27697068314746,1,332.9,14,2.1,-0.76529133815317,1.66266801806562,0.4836309591755869,1.06378521261652,1.916338196475011,-1.8481814426811713,3.4775359035333215,1.15256814688991,1.4415586462327992,0.7831582346650272,-0.2815108710865665,1.0797025965712788
1.15162727493327,1.06292593538501,1.65435810867183,1.28802564288998,1,332.9,14,2.1,-0.7579209204340933,1.65435810867183,0.485484452353809,1.06292593538501,1.9052039204534983,-1.6873236971350454,3.4671539466434265,1.15162727493327,1.4115264015135451,0.7964096465590546,-0.3134132046135182,1.0795803822032786
1.15567302434684,1.04969306601967,1.53283521350027,1.28937680463629,1,332.9,14,2.1,-0.7382942052230712,1.53283521350027,0.586852618976209,1.04969306601967,1.7714563070111913,-1.2857514705362247,3.351917132070299,1.15567302434684,1.2546894476858177,0.7931232361994618,-0.6188578571408706,1.1666563359288837
1.15539076275985,1.05166940365215,1.52444906640562,1.27279436502251,1,332.9,14,2.1,-0.7398628433644384,1.52444906640562,0.6071491499253663,1.05166940365215,1.7613343696229307,-1.3403717677137195,3.343259539970174,1.15539076275985,1.2687940032773406,0.7740723345104894,-0.6349904904206893,1.173784199744941
1.15557893715118,1.05063827097433,1.51613915701183,1.28114700127241,1,332.9,14,2.1,-0.7351862093916839,1.51613915701183,0.6098992744267847,1.05063827097433,1.7520184756330166,-1.2809108374940807,3.3351752796915495,1.15557893715118,1.248869374895333,0.7836440446033031,-0.6618013778535425,1.1769509040557846
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,-0.7252884965828738,1.42412025207326,0.6073228760470991,1.02253990550377,1.5906128686547776,-1.0656616356646393,3.1605735715999144,1.11690909973307,1.1416423197530032,0.7864976191117119,-0.7169753205587636,1.1254163412744336
