A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,-0.7224196516671657,1.4167251950898,0.6105933377007161,1.02168062827225,1.5811536009112082,-1.0456040556776578,3.151366128941307,1.11606231497209,1.1314422010764733,0.790029775004222,-0.7338632488707943,1.1263563021660068
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,-0.7258420097854785,1.41032122821752,0.6235342596108367,1.02168062827225,1.575598692850924,-1.0715254903097502,3.147244733199159,1.11719136132007,1.1366396429559267,0.7762081070165017,-0.7404399890932959,1.1367618357927138
1.14297125293213,1.05235682543736,1.45705493884498,1.26124807373587,0,33.0,18,0.9,-0.7160092137029,1.45705493884498,0.6708359230972419,1.05235682543736,1.6653719090425951,-1.198042815159442,3.2504829656415684,1.14297125293213,1.2177643873119632,0.765660556760318,-0.7885224385583297,1.1746016285545293
1.14334760171479,1.05089605414379,1.44981235726324,1.27242586636442,0,33.0,18,0.9,-0.7115983847684735,1.44981235726324,0.6698201204371651,1.05089605414379,1.657639481613392,-1.1467604038388428,3.243803387991078,1.14334760171479,1.1968246079417735,0.778418542336778,-0.8120258631494441,1.1767536817184145
1.14250081695381,1.05072419869748,1.44226482487805,1.26960070998578,0,33.0,18,0.9,-0.7102215164194087,1.44226482487805,0.6777230517126218,1.05072419869748,1.6477887406869158,-1.1413903820834217,3.234494698539388,1.14250081695381,1.1926982564975026,0.7753754015732637,-0.8260865634202895,1.1792459595500095
1.1472992639327,1.04866193334185,1.46597474984565,1.2745140254269,0,33.0,18,0.9,-0.7206001823908398,1.46597474984565,0.6520462298747589,1.04866193334185,1.681911751441838,-1.1809421093424692,3.2677411446738462,1.1472992639327,1.2066564449166437,0.7787085756230185,-0.7683237606719784,1.1811612792738844
1.14720517673704,1.04737301749457,1.45880840596477,1.29121929792671,0,33.0,18,0.9,-0.7134725320895053,1.45880840596477,0.648181619124186,1.04737301749457,1.6735525551902934,-1.1120377288678973,3.2601923128517045,1.14720517673704,1.1809862685563677,0.798240126218059,-0.7978274089289227,1.1800283092038648
1.14626430478039,1.04754487294088,1.45126087357958,1.27733918180555,0,33.0,18,0.9,-0.7159503112898902,1.45126087357958,0.6622679701347944,1.04754487294088,1.6635285363086787,-1.1428557385712153,3.2507436009269295,1.14626430478039,1.1887510377548627,0.7822167617712577,-0.8023891146053697,1.1855068418636359
1.1713,1.0246,1.76977777777778,1.31,0,42.0,7,1.9,-0.8630769628890761,1.76977777777778,0.29263477452179576,1.0246,2.0729407111111136,-2.7022186386520817,3.6165917577777793,1.1713,1.4629745154770781,0.8048090837245739,0.27481901094581024,1.103863861546262
1.1705,1.0242,1.76266666666667,1.31811764705882,0,42.0,7,1.9,-0.8547545605657658,1.76266666666667,0.2969952950002949,1.0242,2.063201333333337,-2.411206366365479,3.6077927666666705,1.1705,1.4387533274257407,0.8146640400039905,0.24187573789305855,1.104198714959337
1.1709,1.0242,1.75644444444444,1.312,0,42.0,7,1.9,-0.8564396603190315,1.75644444444444,0.3050861698811022,1.0242,2.056620799999995,-2.470746275877109,3.6023802244444405,1.1709,1.441135206266088,0.8072454557521318,0.22429067954231574,1.1099000836262372
1.1822,1.0544,1.78488888888889,1.31682352941176,0,42.0,7,1.9,-0.8208752814865465,1.78488888888889,0.34377966008247207,1.0544,2.1100956444444456,-2.6023944998589217,3.65920056888889,1.1822,1.507725647593339,0.8159734795795622,0.12017932383488832,1.1054194832422726
1.1805,1.0523,1.77855555555556,1.32294117647059,0,42.0,7,1.9,-0.8173086991222623,1.77855555555556,0.34345374267674006,1.0523,2.099584833333339,-2.389786198579461,3.6489957055555604,1.1805,1.48574665752421,0.823343623050319,0.10550873168518733,1.104119925883856
1.1815,1.0556,1.77188888888889,1.30858823529412,0,42.0,7,1.9,-0.8182160463609793,1.77188888888889,0.36196161872721033,1.0556,2.0934867222222233,-2.605279405849452,3.64498028888889,1.1815,1.5072640378019988,0.8068378545545115,0.0737826275157669,1.110864189053708
1.1905,1.0674,1.83233333333333,1.31329411764706,0,42.0,7,1.9,-0.8247951296295599,1.83233333333333,0.3264181662404103,1.0674,2.1813928333333292,-3.594027491806935,3.72617303333333,1.1905,1.5978505968303451,0.8117954551196411,0.20856789551737862,1.0960573012191106
1.1897,1.0666,1.824,1.32976470588235,0,42.0,7,1.9,-0.8130791979180776,1.824,0.32910888452074727,1.0666,2.1700128,-2.8152504529257723,3.7160340200000004,1.1897,1.5512095399558128,0.831286732061242,0.16496554099972863,1.0961967745748527
1.1913,1.0694,1.81866666666667,1.31129411764706,0,42.0,7,1.9,-0.8178151262945242,1.81866666666667,0.3464759284570208,1.0694,2.166577600000004,-3.319996251562272,3.7145428866666705,1.1913,1.583808929449885,0.8096310827629427,0.14371975683317456,1.1050452844090521
1.1744,1.1011,1.4772,1.241,0,1.0,405,0.0,-0.6823514771896954,1.4772,0.8057462820306205,1.1011,1.7348236800000003,-1.3373915904934055,3.3436318400000005,1.1744,1.3140653994856333,0.7412216424380409,-0.9836502004592967,1.2411721266364872
1.175,1.1024,1.4733,1.2381,0,1.0,405,0.0,-0.680834570742486,1.4733,0.815707283337372,1.1024,1.7311275000000002,-1.3400418933094944,3.34122,1.175,1.3150036320252878,0.7378918554429711,-0.996290355596569,1.2459003397022528
1.1743,1.1001,1.4694,1.2371,0,1.0,405,0.0,-0.6825886709367779,1.4694,0.8146139698423732,1.1001,1.72551642,-1.336662081856311,3.3354474299999994,1.1743,1.309496652496566,0.7364020369619669,-0.993008673715125,1.2476536957116018
1.1861,1.1036,1.4767,1.2288,0,1.0,405,0.0,-0.6883873508685613,1.4767,0.8363376138549804,1.1036,1.7515138699999997,-1.424161165514716,3.36817996,1.1861,1.3297797585753095,0.7229961766603438,-1.00015376658512,1.2823957848838674
1.1858,1.1026,1.4716,1.2284,0,1.0,405,0.0,-0.6882151370176429,1.4716,0.8397352939628786,1.1026,1.74502328,-1.4124020091886866,3.3622630800000004,1.1858,1.3235858294052616,0.7223805521281361,-1.0064794015781031,1.2851963248590295
1.1855,1.105,1.4674,1.2249,0,1.0,405,0.0,-0.6849084149099428,1.4674,0.8520349837945954,1.105,1.7396027,-1.4123205699238799,3.3578775000000003,1.1855,1.3265263740701152,0.7189706233533149,-1.0224749106028603,1.2871566661422797
1.1913,1.0991,1.4833,1.2349,0,1.0,405,0.0,-0.6966498370411047,1.4833,0.8215912209741677,1.0991,1.76705529,-1.4367269394419508,3.3848578300000005,1.1913,1.3223831595579347,0.7270900733828312,-0.9783851947506544,1.2945349456686273
1.192,1.0982,1.4789,1.2317,0,1.0,405,0.0,-0.6978926043712725,1.4789,0.8276933668912885,1.0982,1.7628488,-1.4442691946654207,3.3817544,1.192,1.3205407566210405,0.7228114783857492,-0.9823425212175769,1.3012859292804628
1.1912,1.0976,1.4739,1.232,0,1.0,405,0.0,-0.6967663223443585,1.4739,0.8307581180779219,1.0976,1.75570968,-1.4265631214372236,3.3749611200000005,1.1912,1.3142259701724395,0.7233124031512131,-0.9903836599340046,1.3018737483090563
1.1975,1.0987,1.71088888888889,1.31517647058824,0,93.1,12,4.4,-0.7386840957804415,1.71088888888889,0.5304687162748077,1.0987,2.048789444444446,-1.8293842761529957,3.62538213888889,1.1975,1.4673949024230126,0.8191039772714328,-0.43247122114021674,1.1615791655712309
1.1978,1.0963,1.70588888888889,1.31517647058824,0,93.1,12,4.4,-0.7405894563830117,1.70588888888889,0.5309527174727983,1.0963,2.043313711111112,-1.8102987791830825,3.6205370288888896,1.1978,1.4578869236760608,0.8183993257983537,-0.43492691188051513,1.16683532563728
1.1981,1.0995,1.69966666666667,1.30494117647059,0,93.1,12,4.4,-0.7385727719905327,1.69966666666667,0.5492698487237001,1.0995,2.036370633333337,-1.8699180047157735,3.6155776166666698,1.1981,1.470845568688261,0.8070784123243127,-0.46358061899283487,1.171328010600131
1.207,1.1079,1.74277777777778,1.30952941176471,0,93.1,12,4.4,-0.7431120651051181,1.74277777777778,0.5262363298076405,1.1079,2.1035327777777804,-2.1346107539432366,3.67911307777778,1.207,1.5262504113182127,0.8112181708323826,-0.3920618116577888,1.168776261871934
1.2074,1.1061,1.737,1.31352941176471,0,93.1,12,4.4,-0.742431905416881,1.737,0.5273986008591117,1.1061,2.0972538000000003,-2.0450022120954587,3.6738051400000007,1.2074,1.5090306948067866,0.8153046565978522,-0.40485069960835546,1.1734730036414271
1.2068,1.1075,1.73055555555556,1.31764705882353,0,93.1,12,4.4,-0.7366045858568829,1.73055555555556,0.5354457624444391,1.1075,2.08843444444445,-1.9389814564540957,3.6663865555555595,1.2068,1.4959516595649467,0.8206908648701178,-0.43766161696286127,1.1732179888853573
1.2127,1.1078,1.75055555555556,1.30788235294118,0,93.1,12,4.4,-0.7493587504498761,1.75055555555556,0.522916728822827,1.1078,2.1228987222222275,-2.267216740059769,3.69888461555556,1.2127,1.5366920820351364,0.8071632992344231,-0.3726564418047825,1.1826808883578699
1.2119,1.1066,1.74333333333333,1.31611764705882,0,93.1,12,4.4,-0.7450295689058563,1.74333333333333,0.5243406099453582,1.1066,2.1127456666666626,-2.0832834187556535,3.68972187333333,1.2119,1.5114313270749813,0.8167941364669566,-0.3964822231243632,1.183053052956031
1.2116,1.1042,1.73755555555556,1.312,0,93.1,12,4.4,-0.7480854587247769,1.73755555555556,0.5268198675013502,1.1042,2.1052223111111164,-2.103955463587901,3.6828042755555597,1.2116,1.5078707500376516,0.8114865879619662,-0.3963139025563185,1.1878383471654788
1.1765,1.0725,1.5209,1.271,0,28.9,6,1.5,-0.7224664762273361,1.5209,0.6796612267702599,1.0725,1.78933885,-1.3654010418991005,3.38669625,1.1765,1.2877007155752846,0.7686771553984043,-0.7751151110487895,1.228543695676198
1.1752,1.0739,1.5166,1.2697,0,28.9,6,1.5,-0.7191443719188665,1.5166,0.686577293256675,1.0739,1.78230832,-1.3539459300152272,3.37994728,1.1752,1.2868255999896696,0.7680050130686211,-0.7900566306395392,1.2263751012918669
1.176,1.0766,1.5122,1.266,0,28.9,6,1.5,-0.7160614048364335,1.5122,0.7002271848341232,1.0766,1.7783471999999998,-1.3578997052475317,3.3776816,1.176,1.2899071841984975,0.7639962992368025,-0.8119427863239028,1.2308829162555663
1.1782,1.0813,1.5027,1.2599,0,28.9,6,1.5,-0.7104338060567718,1.5027,0.7270764686689419,1.0813,1.7704811399999998,-1.3602246547487444,3.373587659999999,1.1782,1.292750259049071,0.7571113892923284,-0.8556291647680588,1.2423348603596858
1.1779,1.0805,1.4981,1.2579,0,28.9,6,1.5,-0.7106777076826323,1.4981,0.7311706423316638,1.0805,1.76461199,-1.3580937547809477,3.3682209499999995,1.1779,1.289553721596783,0.7546612319907043,-0.8610342932551719,1.245198810360841
1.1776,1.0825,1.4944,1.2546,0,28.9,6,1.5,-0.7079958018046636,1.4944,0.7412314875306872,1.0825,1.7598054399999998,-1.3598085229711392,3.3642520000000005,1.1776,1.2922446208235543,0.7513820778445043,-0.8758765567001893,1.2463960012234498
1.1835,1.0838,1.5112,1.2595,0,28.9,6,1.5,-0.7124884466818252,1.5112,0.7299732154823343,1.0838,1.7885052000000001,-1.3968493560959634,3.3935773,1.1835,1.3039860050088052,0.755216381779537,-0.8531169708641648,1.2528295199003938
1.1831,1.0864,1.5065,1.2558,0,28.9,6,1.5,-0.7088095080066102,1.5065,0.7426637792188249,1.0864,1.78234015,-1.3963691274593777,3.38851984,1.1831,1.3069281982730587,0.7516599616883612,-0.8729956532735191,1.2540464536994984
1.1835,1.0858,1.5016,1.2535,0,28.9,6,1.5,-0.7091529745315928,1.5016,0.7486640666134823,1.0858,1.7771436,-1.3963984559710167,3.3843443000000004,1.1835,1.3038534390304168,0.7486349736622367,-0.8807055581801292,1.2593088652275528
1.1726,1.03175,1.66945,1.3397,1,202.4,21,2.6,-0.7947654678243115,1.66945,0.4044301776352914,1.03175,1.9575970700000003,-1.5024731183258997,3.5201300500000006,1.1726,1.3058592782492486,0.8412163424850773,-0.17039947457675556,1.1502817159716494
1.1724,1.03155,1.6637,1.33835,1,202.4,21,2.6,-0.7936265822936897,1.6637,0.4101946358904622,1.03155,1.9505218800000002,-1.4899826564321696,3.5139392199999997,1.1724,1.3013950442930797,0.8396551125724319,-0.18726929031097977,1.15302666702822
1.1753,1.0419,1.6582,1.3327,1,202.4,21,2.6,-0.781224097634305,1.6582,0.44113010152622517,1.0419,1.9488824599999999,-1.4975180759271194,3.5161450699999994,1.1753,1.3152174986191212,0.8343681003426058,-0.2628234160794519,1.157911557171166
1.1809,1.033,1.637,1.32015,1,202.4,21,2.6,-0.7965816741123897,1.637,0.4531690667651402,1.033,1.9331333000000002,-1.5451513225795395,3.5047697,1.1809,1.2965070137841934,0.8150144272150778,-0.2781009965627045,1.1959345017363232
1.18035,1.03295,1.63225,1.3183,1,202.4,21,2.6,-0.7956120756202778,1.63225,0.4582966760389328,1.03295,1.9266262875,-1.5379431359965412,3.4988925325,1.18035,1.2940346480456302,0.8130379822879671,-0.29080619085743076,1.1971235596871905
1.18025,1.03205,1.6271,1.31655,1,202.4,21,2.6,-0.7959733743057241,1.6271,0.462372608189966,1.03205,1.920384775,-1.5320476675550116,3.4933770125000003,1.18025,1.2898325382406457,0.8107779246948837,-0.3008007933171971,1.200575328289335
1.188,1.0433,1.6345,1.3151,1,202.4,21,2.6,-0.7870824775939242,1.6345,0.4851863906927227,1.0433,1.941786,-1.5751489634978697,3.5186404,1.188,1.311398493666784,0.8087982763856125,-0.34864287801791394,1.2125319908221532
1.1871,1.0444,1.629,1.3123,1,202.4,21,2.6,-0.7844379950046946,1.629,0.4937537966303437,1.0444,1.9337859000000002,-1.5676230412609786,3.51150724,1.1871,1.3108999843328426,0.8061332043421056,-0.3683376081435183,1.2124121696306744
1.187,1.0441,1.6241,1.3114,1,202.4,21,2.6,-0.7835648042655838,1.6241,0.49862933727314324,1.0441,1.9278067000000003,-1.5548502354260665,3.5063467,1.187,1.3065662139837573,0.8050328105343514,-0.38139326808756957,1.2150806103275447
1.2018,1.0725,1.4844,1.2238,0,1.0,203,0.0,-0.7418666613899444,1.4844,0.7796371403366563,1.0725,1.7839519199999998,-1.6011996778542954,3.4026305,1.2018,1.3034552820180794,0.7029170886211362,-0.8583297689680821,1.3480211322853204
1.2014,1.0747,1.4798,1.2208,0,1.0,203,0.0,-0.7381880451230912,1.4798,0.7916736307470511,1.0747,1.77783172,-1.5963589968329213,3.3976445800000006,1.2014,1.3051830813261165,0.7001031017322354,-0.8763022750816707,1.349467673629161
1.2013,1.0727,1.4749,1.22,0,1.0,203,0.0,-0.7396866633398215,1.4749,0.7931254861844262,1.0727,1.7717973700000003,-1.5874791248652655,3.39213451,1.2013,1.2985481802878698,0.6986479084917454,-0.8782670336885136,1.3535715686283532
1.2013,1.0446,1.4958,1.2366,0,1.0,203,0.0,-0.7810669513718425,1.4958,0.692502353910723,1.0446,1.79690454,-1.6277145392801577,3.4073779800000006,1.2013,1.2653895544516744,0.7106972916461269,-0.7090305288877999,1.352799197882511
1.2001,1.042,1.4914,1.2349,0,1.0,203,0.0,-0.7835605710150141,1.4914,0.6911379301368531,1.042,1.78982914,-1.6241640140740339,3.4000042,1.2001,1.2600924021685158,0.7084253077367342,-0.7050726142868078,1.3539581857925624
1.2017,1.0427,1.4879,1.233,0,1.0,203,0.0,-0.7829745677054081,1.4879,0.6997887483982156,1.0427,1.78800943,-1.6274157339667812,3.3999125900000005,1.2017,1.259349066621584,0.7057209838664747,-0.7182850650759248,1.3613002397861378
1.1961,1.0598,1.4849,1.23,0,1.0,203,0.0,-0.7548490965595925,1.4849,0.7382413510463415,1.0598,1.77608889,-1.5735037354721084,3.38882678,1.1961,1.2819017460287447,0.709043464291379,-0.7959522115608226,1.334827771167429
1.1953,1.0587,1.4812,1.226,0,1.0,203,0.0,-0.7564067082980006,1.4812,0.7414076000473082,1.0587,1.77047836,-1.5858992404734895,3.38326411,1.1953,1.2819455803314028,0.7042964785342499,-0.7952166949612685,1.3369204828249275
1.1947,1.0598,1.4763,1.2254,0,1.0,203,0.0,-0.7530964784594564,1.4763,0.7492959803305046,1.0598,1.7637356100000001,-1.5664176079662155,3.3773430600000003,1.1947,1.2789962943284336,0.7041157661252846,-0.8114083675889425,1.337305684876636
1.1475,0.986,1.5373,1.2991,1,167.2,13,2.8,-0.8232624599270807,1.5373,0.4406080685666999,0.986,1.7640517500000001,-1.3223597167015273,3.330235,1.1475,1.1735145432128782,0.7921525647758587,-0.28327608132208487,1.1850280949182506
1.147,0.9872,1.5312,1.2964,1,167.2,13,2.8,-0.8203003545853809,1.5312,0.4497669768589942,0.9872,1.7562863999999998,-1.3165093380824051,3.3233184,1.147,1.1723141713255092,0.7894546349090987,-0.30520099720763594,1.1861811039255017
1.147,0.9851,1.5266,1.2937,1,167.2,13,2.8,-0.8234223062994269,1.5266,0.4511124313210172,0.9851,1.7510102,-1.321238083134552,3.3184097,1.147,1.1685009406591136,0.7856852741444287,-0.306293133790565,1.1909620664915535
1.1535,0.9992,1.56,1.2956,1,167.2,13,2.8,-0.8171842680800032,1.56,0.45023038777400415,0.9992,1.79946,-1.4066162779927363,3.3668772,1.1535,1.2139743559618252,0.7887380271246933,-0.2828256514865795,1.1824442329358402
1.1524,0.9981,1.5535,1.2953,1,167.2,13,2.8,-0.8158872472448737,1.5535,0.4538848173797576,0.9981,1.7902534000000003,-1.3862478854249147,3.3580104400000006,1.1524,1.2068554827295297,0.7885751497307979,-0.29613667605677657,1.183249304794018
1.1521,0.9973,1.5489,1.2929,1,167.2,13,2.8,-0.816582757321549,1.5489,0.4575705364196766,0.9973,1.7844876899999997,-1.3864405242937583,3.3526893299999996,1.1521,1.204270760303702,0.7856353287435579,-0.30372494369605846,1.1859209589733033
1.1603,1.0227,1.5964,1.2988,1,167.2,13,2.8,-0.7968615767705145,1.5964,0.46541957530797656,1.0227,1.8523029200000003,-1.488629218642567,3.4206388100000007,1.1603,1.274358767913587,0.7956353251769865,-0.302634894106626,1.165476541379118
1.1599,1.0204,1.5908,1.2968,1,167.2,13,2.8,-0.7991552269383398,1.5908,0.4668534889728562,1.0204,1.8451689199999999,-1.4850556671185218,3.41386196,1.1599,1.2682994649229038,0.7928439025240365,-0.305691601873457,1.1694270231895856
1.1606,1.0208,1.5852,1.2954,1,167.2,13,2.8,-0.7976337898038158,1.5852,0.47457720634861816,1.0208,1.83978312,-1.4756501346615352,3.4097404800000004,1.1606,1.2645522970132423,0.7909858986694861,-0.3253135202640254,1.1745758844690224
