A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,0.2826713303570882,-0.1724356826798054,1.1455,1.29035294117647,2.409299264113218,0.044146094983971554,-0.14020379999999988,-32.84512752220996
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,0.2823258927535349,-0.19661118000629121,1.145,1.29647058823529,2.4159048194946893,0.044236661188080104,-0.13975099999999996,-33.369750919895836
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,0.2818900537004013,-0.20184537184188067,1.1452,1.29647058823529,2.4165115838269124,0.04437090466532869,-0.1400454000000001,-33.700675800654686
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,0.28219023924018,-0.2093502176077617,1.1473,1.30588235294118,2.42779147660318,0.04353775453668518,-0.1435143900000001,-33.046903977746744
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,0.28168417224334175,-0.2089956965178848,1.1474,1.30388235294118,2.4261872028194817,0.0437355319189861,-0.14374447999999995,-33.20663544850472
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,0.28158598656093914,-0.18534247693844524,1.1467,1.29564705882353,2.4167105106306215,0.04400929547734039,-0.14295915000000015,-33.002079933671354
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,0.2814229668024811,-0.1914832194105323,1.1628,1.312,2.4476734966456344,0.04131639307268034,-0.1628488400000001,-33.60264835767416
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,0.2809844595797954,-0.15550795782779542,1.163,1.29976470588235,2.4348821373381986,0.04160499695238504,-0.16326079999999998,-33.230212780111664
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,0.28072739785372547,-0.1863300111655031,1.1621,1.30788235294118,2.443202629500524,0.04167410986892343,-0.16235935999999995,-33.08906493198389
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,0.2654535624425826,-0.18103523142236483,1.1972,1.2541,2.430541714261494,0.043923460231217445,-0.20380620000000005,-38.52510747164787
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,0.26516151037995295,-0.17730502467372344,1.1966,1.2522,2.42818405845724,0.044103395208478315,-0.2034220200000001,-39.52567382851062
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,0.26500093422692084,-0.17216482137387085,1.1962,1.2494,2.424980540686968,0.04427996427519078,-0.2028119399999999,-40.3512962552725
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,0.26460582430136276,-0.1529011701271893,1.1925,1.2447,2.4166023984673166,0.044731302724370696,-0.20012299999999983,-42.5762734188206
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,0.26425227356925074,-0.14910851719626486,1.194,1.2417,2.4150657803400786,0.044775712370614486,-0.2015271999999999,-42.936080641578116
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,0.26411293361675003,-0.14583583244135215,1.1927,1.2398,2.412000357769977,0.04501816770404157,-0.20011895000000002,-45.14899949063092
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,0.2614902226402376,-0.12786953244179947,1.1919,1.2251,2.397827357202133,0.04631417850200035,-0.20036279,-87.86589793312216
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,0.2611071585061591,-0.11817543483325907,1.1919,1.221,2.393665505776754,0.046504376991321095,-0.20051631000000003,-99.83530535478097
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,0.260874878068082,-0.11514542649399394,1.1922,1.2183,2.3912963686214144,0.046657303257018445,-0.20054148000000005,-118.7002941689282
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,0.27483818670123195,-0.05478608075151782,1.2156,1.31082352941177,2.4930993397202545,0.036062037004068674,-0.2403077600000001,-46.5458160854627
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,0.27431543688570603,-0.05992220481574895,1.2158,1.31082352941177,2.493704753483276,0.03617049035435229,-0.24091912000000004,-45.1178879690521
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,0.2741242173895468,-0.06652744117649419,1.215,1.31082352941177,2.4933167539103556,0.03632289633099373,-0.2397250000000002,-43.97641097580817
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,0.273687679873066,-0.09443411525388187,1.2209,1.31764705882353,2.5064233986776783,0.03585214350976401,-0.24674530000000017,-45.920913935769384
1.2211,1.1186,1.79122222222222,1.31364705882353,1,424.7,15,1.2,0.273170341049451,-0.08526197830198361,1.2211,1.31364705882353,2.5026615557145515,0.0360061400116125,-0.24732246000000013,-44.82073555024072
1.2203,1.1198,1.78555555555556,1.31152941176471,1,424.7,15,1.2,0.2728667390314825,-0.08023982808158213,1.2203,1.31152941176471,2.4998587105870946,0.036166517770773524,-0.24669193999999983,-43.68400731279371
1.2221,1.1201,1.79111111111111,1.31717647058824,1,424.7,15,1.2,0.27297188271526546,-0.09840448211322869,1.2221,1.31717647058824,2.5075264567131494,0.03591933463478235,-0.24877420999999988,-44.69028628915004
1.2215,1.1211,1.78522222222222,1.30294117647059,1,424.7,15,1.2,0.2726117969399714,-0.04985463183722527,1.2215,1.30294117647059,2.491674974811387,0.03620704346039898,-0.24832365000000012,-44.28957740249365
1.2227,1.1217,1.778,1.30494117647059,1,424.7,15,1.2,0.27203771916284375,-0.06602370180726272,1.2227,1.30494117647059,2.495552710800591,0.03625288850981299,-0.24980258999999982,-43.22575297429255
1.1070299441883,0.998995709360235,1.4171063835941,1.26370473145643,0,1.0,17,0.0,0.2713790654438811,-0.21238756590861366,1.1070299441883,1.26370473145643,2.3577825632273304,0.053800247094245315,-0.10692245501717712,3.2891477057314726
1.10674768260131,0.998308287575022,1.41001627741408,1.27205736770634,0,1.0,17,0.0,0.271113433427103,-0.24837966597054867,1.10674768260131,1.27205736770634,2.367208881260888,0.0539286742039559,-0.1065670962203158,2.5469278199921566
1.10543046186201,0.996589733111991,1.40338359743922,1.27205736770634,0,1.0,17,0.0,0.27098177184335454,-0.2546009200459753,1.10543046186201,1.27205736770634,2.3664022007173497,0.0542948287724472,-0.10507091584893458,1.8479284941387109
1.11643866375475,1.00148761333163,1.4703202987947,1.27181170193428,0,1.0,17,0.0,0.27331032483959034,-0.1973917675617354,1.11643866375475,1.27181170193428,2.3720594050328216,0.05109326958733506,-0.1166118794632689,17.472549397427024
1.11662683814608,1.00380766185672,1.46193415170005,1.26075674219176,0,1.0,17,0.0,0.2725729799250985,-0.16724376439501565,1.11662683814608,1.26075674219176,2.360783350282107,0.051526238828709436,-0.11707091370915879,14.867195091420292
1.11559187899377,1.00071426382327,1.45423414391314,1.26628422206302,0,1.0,17,0.0,0.2724701400407451,-0.1949537047868,1.11559187899377,1.26628422206302,2.3663708824562706,0.051791868100074676,-0.11567444209119904,11.136712254312771
1.1170972741244,1.01179894010982,1.4539291931097,1.27279436502251,0,1.0,17,0.0,0.2716822351013885,-0.21064619564504466,1.1170972741244,1.27279436502251,2.3751171598609897,0.051458626261056635,-0.11847889784881693,12.55348154150001
1.11643866375475,1.01102559060146,1.44638166072452,1.26996920864386,0,1.0,17,0.0,0.27134283759858535,-0.20861374387002982,1.11643866375475,1.26996920864386,2.371934036900334,0.05181578116273504,-0.11772246879149106,10.21243107266704
1.11549779179811,1.010767807432,1.43845293983503,1.26726688515125,0,1.0,17,0.0,0.27098370910402675,-0.20651168398870032,1.11549779179811,1.26726688515125,2.368635839006198,0.05220422677926631,-0.11674144977901313,8.233582431390499
1.1347,0.9232,1.5595555555555554,1.295294117647059,0,1.0,1,0.0,0.2812112136387397,-0.2793759179791425,1.1347,1.295294117647059,2.4090600539265714,0.04751596150702616,-0.12435503999999997,-76.53942885868
1.1342,0.9227,1.555222222222222,1.295294117647059,0,1.0,1,0.0,0.2810383405129189,-0.2827157317597157,1.1342,1.295294117647059,2.408853968082411,0.04768493132904703,-0.12382634000000003,-91.2990407014325
1.1339,0.924,1.5511111111111109,1.299294117647059,0,1.0,1,0.0,0.28073736157508583,-0.29719309301398733,1.1339,1.299294117647059,2.41324670265742,0.047743769277369744,-0.12372359999999982,-120.17317209584036
1.1331,0.9231,1.577888888888889,1.2963529411764707,0,1.0,1,0.0,0.2825347849403417,-0.2641824055950255,1.1331,1.2963529411764707,2.407294900869957,0.047072361167234976,-0.12286460999999993,-52.59376888354465
1.1333,0.926,1.5723333333333334,1.2922352941176471,0,1.0,1,0.0,0.2820012704253283,-0.2545572541599191,1.1333,1.2922352941176471,2.4034070084465,0.04725354246355073,-0.12343579999999987,-55.64218621355022
1.133,0.9264,1.5684444444444443,1.2902352941176471,0,1.0,1,0.0,0.28177856425303843,-0.2510413322122845,1.133,1.2902352941176471,2.4011850275996336,0.04741613142191065,-0.12321119999999997,-59.27116491807323
1.1283,0.9383,1.6076666666666668,1.3058823529411767,0,1.0,1,0.0,0.2839835034730289,-0.24760384796570675,1.1283,1.3058823529411767,2.410992021371981,0.04622837711425306,-0.12038389000000016,-40.545741912731536
1.1285,0.9381,1.6011111111111112,1.31,0,1.0,1,0.0,0.2835443281514545,-0.2671129397935489,1.1285,1.31,2.416156130577015,0.04633216020177794,-0.12054584999999995,-43.406079288371096
1.1268,0.9395,1.5945555555555555,1.299764705882353,0,1.0,1,0.0,0.28331526274398416,-0.23661764855790807,1.1268,1.299764705882353,2.4036665735939664,0.04677942894747574,-0.11912860000000003,-44.63785430255012
1.1697,1.0244,1.6688,1.3406,1,465.9,16,2.7,0.27739564661736354,-0.306332169701978,1.1697,1.3406,2.4877624028595324,0.041065192881436466,-0.17384067999999986,-33.68190297591498
