A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,0.9636,11.467040096353655,2.4358529411764698,-2.4574144948333045,1.2285236202285434,-1.8055586348535821,1.9693977360188066
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,0.9638,11.228137508588565,2.44147058823529,-2.4010991227393887,1.2184373593466464,-1.760539488171494,1.9554250150050518
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,0.9645,11.104821341151373,2.44167058823529,-2.5167793560479934,1.2148586433756843,-1.8405974069574285,1.9448571013785052
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,0.9743,11.433359790647593,2.4531823529411803,-1.9348931898001924,1.2328649809809744,-1.443041884679059,1.912620930455826
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,0.9752,11.315065285727414,2.4512823529411802,-2.056256148154107,1.2304118940920488,-1.5296269354818242,1.9010607246219615
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,0.9745,11.364588438140576,2.44234705882353,-2.285824130534782,1.2342516344320342,-1.6977416872595326,1.9046575310426983
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,1.0003,12.610928041946792,2.4748,-1.4799357103982487,1.294002582994578,-1.134849994412596,1.8514720209568325
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,1.0016,12.75940529192416,2.46276470588235,-1.653739543021802,1.3030863142650284,-1.2664895536803114,1.8468409903882228
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,1.0016,12.432550977318057,2.46998235294118,-1.590102845299024,1.2906587988366107,-1.2167659952517302,1.833794357519494
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,1.0335,10.567029603788951,2.4513,2.1706173447995623,1.2611979905908621,1.4589724886718674,1.615292046257314
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,1.0347,10.519034780170912,2.4488000000000003,2.011323869115893,1.2606946094873024,1.3512237918541752,1.605274680562102
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,1.0337,10.487344915528496,2.4455999999999998,1.8611817436133073,1.259072082599648,1.2441425550805199,1.6068980870980678
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,1.0396,10.537589496583422,2.4372,1.7051178330854715,1.265026239254439,1.1589337031231772,1.5700539520152597
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,1.0388,10.54667425847137,2.4356999999999998,1.5680776658473197,1.2644296690021744,1.0553468032248652,1.5749245198085813
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,1.0385,10.470196293775233,2.4325,1.4828179894357063,1.2619810453298919,0.9963406559616639,1.5701973159557145
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,1.0441,10.058071758698416,2.417,0.939994451826284,1.2517950208146276,0.613848116735551,1.5153515951382661
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,1.0449,10.110695240034115,2.4129,0.8830421037761494,1.2531098034398032,0.574428735853066,1.5100148278845098
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,1.0434,10.07186670351318,2.4105,0.8419321812426297,1.2506583107608964,0.5422135408128778,1.5145783816344776
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,1.1146,19.079820220350967,2.52642352941177,-0.9602631889384565,1.5351787121801292,-0.8177043248204026,1.5352302360613796
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,1.1164,18.92487300886095,2.5266235294117703,-0.9724863988389395,1.531790799577173,-0.8284999564817748,1.5227595724965266
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,1.115,18.61712664288234,2.5258235294117704,-0.9885998442499188,1.5244826881269988,-0.8402871852863888,1.5216372948871644
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,1.117,18.50808743531536,2.5385470588235304,-0.9617292461846247,1.5243947222222194,-0.8128538983540442,1.5239871104927194
1.2211,1.1186,1.79122222222222,1.31364705882353,1,424.7,15,1.2,1.1186,18.61026509331602,2.5347470588235304,-0.9956873794067594,1.5252659870240985,-0.8415362912286893,1.514151557286891
1.2203,1.1198,1.78555555555556,1.31152941176471,1,424.7,15,1.2,1.1198,18.609572155265155,2.53182941176471,-1.014695575975509,1.5245293724833542,-0.8589498985900774,1.504725106460578
1.2221,1.1201,1.79111111111111,1.31717647058824,1,424.7,15,1.2,1.1201,18.44492658828261,2.53927647058824,-0.9781496738228258,1.5231243499662515,-0.8271077558480248,1.5081008142712193
1.2215,1.1211,1.78522222222222,1.30294117647059,1,424.7,15,1.2,1.1211,19.32687934729959,2.52444117647059,-1.0676482903635611,1.5360729014296424,-0.9033195583482365,1.5052326000695677
1.2227,1.1217,1.778,1.30494117647059,1,424.7,15,1.2,1.1217,18.939310111123632,2.52764117647059,-1.0837861796734602,1.528331419040748,-0.9139701872113277,1.4976200509250284
1.1070299441883,0.998995709360235,1.4171063835941,1.26370473145643,0,1.0,17,0.0,0.998995709360235,7.114644602082919,2.37073467564473,1.7452526905342567,1.1202642212836529,1.294217558030903,1.5063904835126485
1.10674768260131,0.998308287575022,1.41001627741408,1.27205736770634,0,1.0,17,0.0,0.998308287575022,6.847089199107749,2.3788050503076503,1.753967829130427,1.1065781867183173,1.2918488380909443,1.498334170905797
1.10543046186201,0.996589733111991,1.40338359743922,1.27205736770634,0,1.0,17,0.0,0.996589733111991,6.710040695383158,2.3774878295683504,1.629566923245744,1.099476894935583,1.1933146563344532,1.496729077132643
1.11643866375475,1.00148761333163,1.4703202987947,1.27181170193428,0,1.0,17,0.0,1.00148761333163,8.136038571395645,2.3882503656890304,4.520032119676447,1.1578031281151429,3.412563987731051,1.560363260143891
1.11662683814608,1.00380766185672,1.46193415170005,1.26075674219176,0,1.0,17,0.0,1.00380766185672,8.164013539756821,2.37738358033784,2.9390240673769124,1.1639840212595973,2.2161281509997575,1.5464428576353453
1.11559187899377,1.00071426382327,1.45423414391314,1.26628422206302,0,1.0,17,0.0,1.00071426382327,7.881547099502092,2.3818761010567897,2.8331471234607397,1.1492466109873678,2.115654794461671,1.5476888062865901
1.1170972741244,1.01179894010982,1.4539291931097,1.27279436502251,0,1.0,17,0.0,1.01179894010982,7.8097629748091,2.38989163914691,3.226646475010107,1.1557907993700958,2.461503804528066,1.5015797801596231
1.11643866375475,1.01102559060146,1.44638166072452,1.26996920864386,0,1.0,17,0.0,1.01102559060146,7.691164481763502,2.3864078723986104,2.658022824562396,1.1514679748264762,2.016561630476704,1.497132859300346
1.11549779179811,1.010767807432,1.43845293983503,1.26726688515125,0,1.0,17,0.0,1.010767807432,7.563448433768265,2.38276467694936,2.2536269106289897,1.1473052291724941,1.7032822025238408,1.4898632232328006
1.1347,0.9232,1.5595555555555554,1.295294117647059,0,1.0,1,0.0,0.9232,9.470561592218608,2.429994117647059,-12.035047601457478,1.1115480795236652,-8.230292126972207,2.0660873571606
1.1342,0.9227,1.555222222222222,1.295294117647059,0,1.0,1,0.0,0.9227,9.38670117385691,2.4294941176470592,-14.849871459786987,1.1078592304975272,-10.18561152343432,2.0623626009249416
1.1339,0.924,1.5511111111111109,1.299294117647059,0,1.0,1,0.0,0.924,9.267768674660745,2.4331941176470586,-13.753476906975711,1.1030810092961485,-9.402780773250527,2.0452521172015943
1.1331,0.9231,1.577888888888889,1.2963529411764707,0,1.0,1,0.0,0.9231,9.800930732336184,2.4294529411764705,-6.045060558569602,1.1235745969083704,-4.155015298686405,2.0870954574108977
1.1333,0.926,1.5723333333333334,1.2922352941176471,0,1.0,1,0.0,0.926,9.746661375469296,2.425535294117647,-7.5701413861059255,1.126714827628065,-5.217023506492528,2.066860835388774
1.133,0.9264,1.5684444444444443,1.2902352941176471,0,1.0,1,0.0,0.9264,9.694766012573288,2.423235294117647,-9.023524428518588,1.1261565545120207,-6.226683259642079,2.06067646486343
1.1283,0.9383,1.6076666666666668,1.3058823529411767,0,1.0,1,0.0,0.9383,10.276955112834434,2.4341823529411766,-2.703358895664631,1.1551374669669667,-1.9439966083330724,2.022156485389368
1.1285,0.9381,1.6011111111111112,1.31,0,1.0,1,0.0,0.9381,10.100138421658347,2.4385000000000003,-2.7464423294219986,1.1465666666666667,-1.9659476040483979,2.012155441880455
1.1268,0.9395,1.5945555555555555,1.299764705882353,0,1.0,1,0.0,0.9395,10.092367944495825,2.426564705882353,-3.242751405307598,1.152581646250704,-2.3270863867758376,2.0013346388385673
1.1697,1.0244,1.6688,1.3406,1,465.9,16,2.7,1.0244,11.603998596360137,2.5103,-1.3080364111860427,1.2751892585409517,-1.0123316359314998,1.7018946637034338
1.1697,1.0231,1.664,1.3394,1,465.9,16,2.7,1.0231,11.507637350658445,2.5091,-1.3519051990323936,1.2710455427803493,-1.0418925988062064,1.7033473953488174
1.1694,1.0249,1.6588,1.3368,1,465.9,16,2.7,1.0249,11.45067497265992,2.5061999999999998,-1.3942459787944674,1.2717714841412329,-1.0755197756556802,1.6911937494181608
1.1713,1.0101,1.6529,1.3322,1,465.9,16,2.7,1.0101,11.30901154742746,2.5035,-1.6078438409536415,1.2532609893409397,-1.2041626492377069,1.7565606373048153
1.1705,1.0092,1.6481,1.331,1,465.9,16,2.7,1.0092,11.214140294042638,2.5015,-1.661663954989202,1.2496337490608564,-1.24169306933785,1.7552141952831712
1.1708,1.0083,1.6428,1.3278,1,465.9,16,2.7,1.0083,11.149030626786782,2.4986,-1.7723311022843917,1.247503569814731,-1.3179514698072,1.75613993266478
