A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4
1.1981,1.0995,1.69966666666667,1.30494117647059,0,93.1,12,4.4,-0.1842795588843431,2.1156168239350075,0.4651693163093644,1.30494117647059
1.207,1.1079,1.74277777777778,1.30952941176471,0,93.1,12,4.4,-0.12645343291311817,2.088676083540136,0.4221970869982892,1.30952941176471
1.2074,1.1061,1.737,1.31352941176471,0,93.1,12,4.4,-0.09806097550986514,2.1074076967032926,0.42898264590460433,1.31352941176471
1.2068,1.1075,1.73055555555556,1.31764705882353,0,93.1,12,4.4,-0.09428735527991283,2.13658417468366,0.4436483143045587,1.31764705882353
1.2127,1.1078,1.75055555555556,1.30788235294118,0,93.1,12,4.4,-0.10032093153354693,2.0539703004985066,0.4165165450810512,1.30788235294118
1.2119,1.1066,1.74333333333333,1.31611764705882,0,93.1,12,4.4,-0.06139648699458533,2.0991266197967606,0.42578555416955455,1.31611764705882
1.2116,1.1042,1.73755555555556,1.312,0,93.1,12,4.4,-0.07522734857131597,2.080365854094705,0.4296961481235309,1.312
1.1765,1.0725,1.5209,1.271,0,28.9,6,1.5,-0.4936871126772704,2.1128972563620554,0.6728358335423607,1.271
1.1752,1.0739,1.5166,1.2697,0,28.9,6,1.5,-0.524804742993974,2.117432982695469,0.6821046272044988,1.2697
1.176,1.0766,1.5122,1.266,0,28.9,6,1.5,-0.5701719297028931,2.1072661228967355,0.6999386497486352,1.266
1.1782,1.0813,1.5027,1.2599,0,28.9,6,1.5,-0.6463968835566711,2.0908418319693283,0.7361462110529626,1.2599
1.1779,1.0805,1.4981,1.2579,0,28.9,6,1.5,-0.6608157774487928,2.085573890436612,0.7417584941892054,1.2579
1.1776,1.0825,1.4944,1.2546,0,28.9,6,1.5,-0.70797325963513,2.0800963589564034,0.7543856074915353,1.2546
1.1835,1.0838,1.5112,1.2595,0,28.9,6,1.5,-0.6266647356162389,2.0708915720976084,0.7394661188819143,1.2595
1.1831,1.0864,1.5065,1.2558,0,28.9,6,1.5,-0.6825386626987595,2.0662132234274893,0.7556355376825988,1.2558
1.1835,1.0858,1.5016,1.2535,0,28.9,6,1.5,-0.6967657253798911,2.0585539946900773,0.7640505378003905,1.2535
1.1726,1.03175,1.66945,1.3397,1,202.4,21,2.6,0.20962204557105424,2.333143860704574,0.3029743068845281,1.3397
1.1724,1.03155,1.6637,1.33835,1,202.4,21,2.6,0.19930034179248368,2.3282310943929607,0.3112045125842321,1.33835
1.1753,1.0419,1.6582,1.3327,1,202.4,21,2.6,0.13299590295094532,2.2972289868304197,0.35051937973649666,1.3327
1.1809,1.033,1.637,1.32015,1,202.4,21,2.6,0.12433771292158435,2.19523254672254,0.36861123212716057,1.32015
1.18035,1.03295,1.63225,1.3183,1,202.4,21,2.6,0.11092463558880117,2.1899192845620163,0.375591778900888,1.3183
1.18025,1.03205,1.6271,1.31655,1,202.4,21,2.6,0.10301011854287045,2.1820670174752905,0.38142685656622066,1.31655
1.188,1.0433,1.6345,1.3151,1,202.4,21,2.6,0.0750354264424864,2.154990947184238,0.41026549469046264,1.3151
1.1871,1.0444,1.629,1.3123,1,202.4,21,2.6,0.04955483823024731,2.149115792341011,0.42150212565226186,1.3123
1.187,1.0441,1.6241,1.3114,1,202.4,21,2.6,0.042114424165971,2.147213156866037,0.42866230501873986,1.3114
1.2018,1.0725,1.4844,1.2238,0,1.0,203,0.0,-0.7008068272143748,1.8890913427347462,0.8019323555637375,1.2238
1.2014,1.0747,1.4798,1.2208,0,1.0,203,0.0,-0.7497229220334245,1.8890545445260627,0.8175912063233581,1.2208
1.2013,1.0727,1.4749,1.22,0,1.0,203,0.0,-0.7440871012693184,1.8864481316399704,0.8202881536639247,1.22
1.2013,1.0446,1.4958,1.2366,0,1.0,203,0.0,-0.39636962074998894,1.8655874477081085,0.6873657698104039,1.2366
1.2001,1.042,1.4914,1.2349,0,1.0,203,0.0,-0.39881988749474484,1.86118717451218,0.6851771230874065,1.2349
1.2017,1.0427,1.4879,1.233,0,1.0,203,0.0,-0.41027449271895056,1.8541509657881217,0.6970583081781347,1.233
1.1961,1.0598,1.4849,1.23,0,1.0,203,0.0,-0.588208439963092,1.8979025306702446,0.7469583473974326,1.23
1.1953,1.0587,1.4812,1.226,0,1.0,203,0.0,-0.6156256091543362,1.8876723745187103,0.7498405635783432,1.226
1.1947,1.0598,1.4763,1.2254,0,1.0,203,0.0,-0.6373194769609329,1.8932816669084616,0.7610259448975989,1.2254
1.1475,0.986,1.5373,1.2991,1,167.2,13,2.8,0.0652538890370904,2.2028846982499983,0.3589434156635287,1.2991
1.147,0.9872,1.5312,1.2964,1,167.2,13,2.8,0.04094141692114128,2.194873838836801,0.37082630329283434,1.2964
1.147,0.9851,1.5266,1.2937,1,167.2,13,2.8,0.03638270421538392,2.178483916322142,0.3724315556303552,1.2937
1.1535,0.9992,1.56,1.2956,1,167.2,13,2.8,0.02710969072086522,2.1664770951205488,0.3687605469165938,1.2956
1.1524,0.9981,1.5535,1.2953,1,167.2,13,2.8,0.02124828316398575,2.171272037861315,0.37408096128939794,1.2953
1.1521,0.9973,1.5489,1.2929,1,167.2,13,2.8,0.009889010264376052,2.1605380550953255,0.3788563645753434,1.2929
1.1603,1.0227,1.5964,1.2988,1,167.2,13,2.8,-0.024266445047519403,2.1736235919508737,0.383470204917062,1.2988
1.1599,1.0204,1.5908,1.2968,1,167.2,13,2.8,-0.027557783031592065,2.1638792223849395,0.38586356051001014,1.2968
1.1606,1.0208,1.5852,1.2954,1,167.2,13,2.8,-0.03892115470391566,2.1572510187460927,0.3964650538926773,1.2954
