A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,1.1264538988882322,1.5979376267247611,0.7843561036463756,145.64635035434722,-2.511458283804361,5.950041754173894,1.1455
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,1.1322887233495982,1.57105041176471,0.7910131715895607,140.49327947917158,-2.3271902396430373,5.9034862941225095,1.145
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,1.1320909782005677,1.5509184117647097,0.7939195273945439,138.15261163229468,-2.1576014435836712,5.849242741887239,1.1452
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,1.1382222199435021,1.5976902890341136,0.7902730753409529,152.26349987433682,-2.145654545170463,5.964442801257806,1.1473
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,1.1363799485281332,1.5747082149600513,0.7925801145799425,150.00431377609712,-1.9559979323700802,5.895687003711052,1.1474
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,1.1298919149067148,1.5694339411764697,0.7895472631465753,150.55128263684557,-1.901806800888356,5.857239826875103,1.1467
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,1.1283109735122119,1.7310632716049306,0.7730278232405903,202.91751348469066,-2.204855321877603,6.1991694896626175,1.1628
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,1.1175964796924764,1.72111629411765,0.7686367273106741,207.4681725396039,-2.0251538865020717,6.125726373985501,1.163
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,1.1254473392489288,1.6929660915032532,0.7760377885331384,198.6513780429388,-1.8885376419947995,6.085480752435254,1.1621
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,1.047527564316739,1.25172416,0.8194589649764767,169.2469794745123,-0.24174721227656182,4.692691722045758,1.1972
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,1.046464984121678,1.2374604900000004,0.8207380218915907,168.9311262166193,-0.21144202990343364,4.654072081585315,1.1966
