A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,3.202131112731988,0.9752559033979957,1.29035294117647
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,3.19180145190563,0.9884012955827928,1.29647058823529
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,3.1885735027223268,0.9927534039500973,1.29647058823529
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,3.213985385385379,1.0054811689508338,1.30588235294118
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,3.212102106329008,1.0078021303205018,1.30388235294118
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,3.215548624353037,0.9968887372709283,1.29564705882353
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,3.2942144986449846,1.014516767842882,1.312
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,3.3042047067342537,1.0006453648270157,1.29976470588235
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,3.2917970435669037,1.0165900746441319,1.30788235294118
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,3.2873173590622757,1.0621108848242289,1.2541
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,3.2878155885641274,1.0633903178527888,1.2522
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,3.28542465183288,1.060327291452228,1.2494
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,3.2960393990519803,1.0634025500884723,1.2447
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,3.2948022227591203,1.0597072005637156,1.2417
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,3.2921959993547345,1.0595264473251031,1.2398
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,3.2871225369357604,1.0668970434647331,1.2251
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,3.289062899262899,1.0638392138905963,1.221
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,3.285437445620947,1.0605160256289805,1.2183
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,3.606536005903579,1.0607752208756531,1.31082352941177
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,3.6048806158878297,1.0665578766218329,1.31082352941177
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,3.5972490476475327,1.068984643148134,1.31082352941177
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,3.5987222222222197,1.0784698459070199,1.31764705882353
1.2211,1.1186,1.79122222222222,1.31364705882353,1,424.7,15,1.2,3.6007490676060243,1.077662428811527,1.31364705882353
1.2203,1.1198,1.78555555555556,1.31152941176471,1,424.7,15,1.2,3.6010300522266068,1.0787558515343167,1.31152941176471
1.2221,1.1201,1.79111111111111,1.31717647058824,1,424.7,15,1.2,3.6000110436266866,1.0849811608905613,1.31717647058824
