A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6
1.1685,1.0594,1.516,1.2729,0,54.8,19,4.9,-2.780124568790484,-0.7305249999845341,2.577860563042002,1.6925995783243126,1.9080089000000002,-0.09249225000000023
1.1694,1.0614,1.5117,1.2706,0,54.8,19,4.9,-2.719658886680185,-0.7434988412785688,2.5141527641626946,1.6928252007999312,1.9007011600000001,-0.09689635999999993
1.1681,1.0596,1.5066,1.2679,0,54.8,19,4.9,-2.7159315204445065,-0.7535452674711859,2.4371613974920354,1.6872435653895939,1.8930187599999997,-0.09655760999999966
1.14268899134514,1.04797451155663,1.48915101090723,1.27414552676882,1,332.9,14,2.1,-3.968834711340945,-0.7442396303367859,2.2351523769826414,1.6439940683959446,1.864856452128851,-0.031592604172553156
1.14090133462752,1.04556853530839,1.48198466702635,1.26309056702629,1,332.9,14,2.1,-3.5376142405390576,-0.7744393466317264,2.169810541710465,1.6344535534843894,1.8468287008137434,-0.03856528832856659
1.14193629377983,1.04737301749457,1.4747420854446,1.27414552676882,1,332.9,14,2.1,-4.381981145440561,-0.7641929625398236,2.0639225085475634,1.6364203347780741,1.8501748390270265,-0.029872972282794293
1.15237997249858,1.06619118886477,1.67189277986974,1.29085079926863,1,332.9,14,2.1,-1.6521640378981604,-0.4959418777635656,-21.585522217030505,1.7481362148494899,2.0590185743110423,-0.03712880174719786
1.15256814688991,1.06378521261652,1.66266801806562,1.27697068314746,1,332.9,14,2.1,-1.3491052684050384,-0.5349724706139076,-26.65007824275036,1.7392989930470284,2.0381532271743517,-0.05144265007778129
1.15162727493327,1.06292593538501,1.65435810867183,1.28802564288998,1,332.9,14,2.1,-1.7591672183501597,-0.5182561164563937,275.38861879673135,1.7381383802739079,2.040626379215126,-0.038219737480249795
1.15567302434684,1.04969306601967,1.53283521350027,1.28937680463629,1,332.9,14,2.1,-3.575512267730934,-0.6558143815305874,2.8430303112811157,1.6838730766636532,1.9359278463400793,-0.046203334566682
1.15539076275985,1.05166940365215,1.52444906640562,1.27279436502251,1,332.9,14,2.1,-2.8901086299244767,-0.7059820870882253,2.7745763173236786,1.6760088248702822,1.9089937385806843,-0.062133449648278105
1.15557893715118,1.05063827097433,1.51613915701183,1.28114700127241,1,332.9,14,2.1,-3.4800541047054727,-0.6983932575628014,2.571487208975175,1.6743334459209436,1.9101050728384497,-0.05421567871504088
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,-7.54810171130217,-0.8024960673322576,1.660512782792102,1.570638446440483,1.7966212548781941,0.028010751448583136
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,-8.424128373985797,-0.8068474574793009,1.6127124011023464,1.5661021312914416,1.791945030590737,0.03272675399290918
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,-7.393712966903042,-0.8425495338404344,1.5758154632905645,1.5612435111906406,1.7755167958720592,0.019027514457029066
1.14297125293213,1.05235682543736,1.45705493884498,1.26124807373587,0,33.0,18,0.9,-3.9588161064271232,-0.8216647951484386,1.9055778978851992,1.6305073833280503,1.8164029610079482,-0.0451352112933733
1.14334760171479,1.05089605414379,1.44981235726324,1.27242586636442,0,33.0,18,0.9,-4.99977332320692,-0.8086264817108876,1.8256153239077786,1.6295850320423475,1.8219855984969184,-0.03481787198254229
1.14250081695381,1.05072419869748,1.44226482487805,1.26960070998578,0,33.0,18,0.9,-5.072091298187306,-0.8251304891196771,1.7669846439101218,1.6246955863878867,1.8108703928738783,-0.035707406754343286
1.1472992639327,1.04866193334185,1.46597474984565,1.2745140254269,0,33.0,18,0.9,-4.545130903172248,-0.7793265991131662,1.9571654503299651,1.6398680093283031,1.8462939728261965,-0.04178157559361516
1.14720517673704,1.04737301749457,1.45880840596477,1.29121929792671,0,33.0,18,0.9,-6.206215611693921,-0.7530305793054961,1.867935550189824,1.6399354059412756,1.856833416546805,-0.0248604196055529
1.14626430478039,1.04754487294088,1.45126087357958,1.27733918180555,0,33.0,18,0.9,-5.311436809533649,-0.7937113526576803,1.8206511261943275,1.6322939269429084,1.8342736050112096,-0.03658267460812081
1.1713,1.0246,1.76977777777778,1.31,0,42.0,7,1.9,-1.3776361408466584,-0.25481819236364317,-4.986290558436485,1.8847076260914644,2.2306917577777803,-0.061943689999999905
1.1705,1.0242,1.76266666666667,1.31811764705882,0,42.0,7,1.9,-1.6643236377910309,-0.23865600541244852,-6.17975890208499,1.8827835730941846,2.2312104137254902,-0.05195260294118021
1.1709,1.0242,1.75644444444444,1.312,0,42.0,7,1.9,-1.539221067111086,-0.26437629530022183,-6.282803676004845,1.87384307715043,2.2192802244444403,-0.059006809999999986
1.1822,1.0544,1.78488888888889,1.31682352941176,0,42.0,7,1.9,-1.1983028253518315,-0.290134644121653,-3.482257445870319,1.8572249546593151,2.23942409830065,-0.08077331058823982
1.1805,1.0523,1.77855555555556,1.32294117647059,0,42.0,7,1.9,-1.4246214063330653,-0.2755460470597738,-3.9828347476469874,1.856680363706467,2.23913688202615,-0.07063907352941018
1.1815,1.0556,1.77188888888889,1.30858823529412,0,42.0,7,1.9,-1.0900083779097318,-0.32899462997712187,-3.6883695009056674,1.8436675631192816,2.2164685241830098,-0.08735401470587993
1.1905,1.0674,1.83233333333333,1.31329411764706,0,42.0,7,1.9,-0.6961439209926841,-0.2785697783315017,-2.1550940611114706,1.878801765393532,2.28156715098039,-0.1039961323529396
1.1897,1.0666,1.824,1.32976470588235,0,42.0,7,1.9,-1.1102650110327539,-0.24169060113372204,-2.5363118198822563,1.8816222938054694,2.28949872588235,-0.08562138411764998
1.1913,1.0694,1.81866666666667,1.31129411764706,0,42.0,7,1.9,-0.7153359023170607,-0.3029355980334122,-2.320003794219042,1.8699445306008358,2.26513700431373,-0.10790157235294004
1.1744,1.1011,1.4772,1.241,0,1.0,405,0.0,-1.6775280872021303,-0.873821820441316,2.1210422361494152,1.724257256836025,1.8091318400000003,-0.13821536000000006
1.175,1.1024,1.4733,1.2381,0,1.0,405,0.0,-1.605583931872811,-0.8839802225553063,2.0715025154489144,1.7252534503929768,1.80192,-0.14252500000000015
1.1743,1.1001,1.4694,1.2371,0,1.0,405,0.0,-1.6424171217268067,-0.8891389304284911,2.0229664241170977,1.7199829896756724,1.79814743,-0.14188048999999966
1.1861,1.1036,1.4767,1.2288,0,1.0,405,0.0,-1.1014612724915545,-0.8969661470306227,2.0858378993535727,1.7401967546396944,1.8072799599999998,-0.17803320999999994
1.1858,1.1026,1.4716,1.2284,0,1.0,405,0.0,-1.1511968108430433,-0.9033757964049111,2.019702880197408,1.7370701697308675,1.80226308,-0.1777216400000001
1.1855,1.105,1.4674,1.2249,0,1.0,405,0.0,-1.0763719735020603,-0.9144986964924358,1.9730798879837956,1.7384314051907035,1.7922775000000002,-0.18051024999999987
1.1913,1.0991,1.4833,1.2349,0,1.0,405,0.0,-1.185345914492767,-0.8789423501816664,2.145808343078218,1.7435040496390808,1.8293578300000002,-0.18429568999999982
1.192,1.0982,1.4789,1.2317,0,1.0,405,0.0,-1.1249193593853049,-0.8890409768431287,2.0850811380709238,1.741366791813761,1.8232544,-0.18916399999999978
1.1912,1.0976,1.4739,1.232,0,1.0,405,0.0,-1.20163211736009,-0.8943394798113438,2.022191238533571,1.7383139807409,1.81816112,-0.18695744000000009
1.1975,1.0987,1.71088888888889,1.31517647058824,0,93.1,12,4.4,-1.3131908122681202,-0.4660087792179711,-6.919210768638583,1.8360602061575433,2.14435860947713,-0.11882977941175996
1.1978,1.0963,1.70588888888889,1.31517647058824,0,93.1,12,4.4,-1.3659308597209612,-0.4678831452609774,-7.9490154454026065,1.8332939900535605,2.14161349947713,-0.11954836941175977
1.1981,1.0995,1.69966666666667,1.30494117647059,0,93.1,12,4.4,-1.131476367743846,-0.5020576396085535,-7.822292335796586,1.8307229258500803,2.12291879313726,-0.1305024335294099
1.207,1.1079,1.74277777777778,1.30952941176471,0,93.1,12,4.4,-0.807315412432521,-0.4623898726239606,-3.8129536380924725,1.8623293146831232,2.17374248954249,-0.14731958823529004
1.2074,1.1061,1.737,1.31352941176471,0,93.1,12,4.4,-0.9399544098363928,-0.45715961141288747,-4.27801764038143,1.8610238624192934,2.17383455176471,-0.14428534823528996
1.2068,1.1075,1.73055555555556,1.31764705882353,0,93.1,12,4.4,-1.0780119014743685,-0.4569075703612556,-4.786041247925195,1.8606336936607168,2.16973361437909,-0.1387191811764701
1.2127,1.1078,1.75055555555556,1.30788235294118,0,93.1,12,4.4,-0.6757853679782773,-0.4601824688484497,-3.4819906835907846,1.871182010849462,2.1862669684967404,-0.16275893705881966
1.2119,1.1066,1.74333333333333,1.31611764705882,0,93.1,12,4.4,-0.911387590213641,-0.44751667280853813,-4.041659518754304,1.8696937127589455,2.1873395203921504,-0.1525839629411799
1.2116,1.1042,1.73755555555556,1.312,0,93.1,12,4.4,-0.8742882570499457,-0.4587494218724066,-4.289299078639121,1.8646326240059885,2.1790042755555596,-0.1559745599999999
1.1765,1.0725,1.5209,1.271,0,28.9,6,1.5,-2.3981920489461097,-0.7442259654390591,2.6951505666720275,1.7139931161441386,1.90869625,-0.11315225000000026
1.1752,1.0739,1.5166,1.2697,0,28.9,6,1.5,-2.42064822879893,-0.7533743628915334,2.6278525381489355,1.7118623852480093,1.90054728,-0.11139503999999995
1.176,1.0766,1.5122,1.266,0,28.9,6,1.5,-2.3010813101235605,-0.7689905469348335,2.563862689382334,1.713018435293021,1.8910816,-0.11697599999999975
1.1782,1.0813,1.5027,1.2599,0,28.9,6,1.5,-2.128087941724545,-0.7973615234631487,2.4184446860242916,1.7160630650248492,1.8739876599999998,-0.12825523999999966
1.1779,1.0805,1.4981,1.2579,0,28.9,6,1.5,-2.1240739378258784,-0.8061965232097831,2.3474337427676826,1.7129204066045738,1.8677209499999998,-0.12954840999999986
1.1776,1.0825,1.4944,1.2546,0,28.9,6,1.5,-2.0352341203663826,-0.8183466201246702,2.3030899361993566,1.7128408242760647,1.858752,-0.1321417599999999
1.1835,1.0838,1.5112,1.2595,0,28.9,6,1.5,-1.8995636819007697,-0.7907585953015135,2.553525949376515,1.7279065970573237,1.8857773,-0.14117224999999992
1.1831,1.0864,1.5065,1.2558,0,28.9,6,1.5,-1.811755579579256,-0.8052579886739097,2.4874053378178034,1.72803994900599,1.87481984,-0.14392560999999993
1.1835,1.0858,1.5016,1.2535,0,28.9,6,1.5,-1.7881980691852386,-0.8151746676545496,2.4039291031988013,1.7258713293813208,1.8685443,-0.1471722499999999
1.1726,1.03175,1.66945,1.3397,1,202.4,21,2.6,-3.4054778564171375,-0.3158474906798851,9.874414770524663,1.8037310835877418,2.1554800500000004,-0.035290760000000185
1.1724,1.03155,1.6637,1.33835,1,202.4,21,2.6,-3.440988122210821,-0.32686571603224107,8.835984908718025,1.7989495035564542,2.14833922,-0.036171760000000275
1.1753,1.0419,1.6582,1.3327,1,202.4,21,2.6,-3.1553763891037283,-0.3736951109328831,9.729358355049346,1.7878977905407927,2.13164507,-0.048630090000000084
1.1809,1.033,1.637,1.32015,1,202.4,21,2.6,-2.9213635014655637,-0.41962197000029106,6.490153835659572,1.7808083418195153,2.1110197,-0.0743748100000002
1.18035,1.03295,1.63225,1.3183,1,202.4,21,2.6,-2.921917468391883,-0.430609452679863,6.12976689374609,1.7764194484189335,2.1038925324999997,-0.07492612250000012
1.18025,1.03205,1.6271,1.31655,1,202.4,21,2.6,-2.9319307365740124,-0.4403730671463149,5.71900516158082,1.7728005905553426,2.0976270125000003,-0.07644006250000007
