A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,-7.60702429179847,-4.33884596935847,1.29035294117647,-0.4920877358670979,0.9362532188399663,6.677913323821874,-0.9698473228447028,-3.862866541791892,1.0636253416800001,-1.1234507982928177,0.27507159999175773
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,-7.738855192245841,-4.287278788475681,1.29647058823529,-0.5270208619637018,0.9293776696452364,6.614583519474653,-0.9711652885387809,-3.9211826195235364,1.0636024538,-1.1271135829069645,0.2752148356829673
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,-7.7515618408643165,-4.252900309517731,1.29647058823529,-0.5294812280649347,0.9263243262190294,6.57874974551692,-0.9678997610477066,-3.958959905027227,1.0653340383,-1.1327279456427846,0.2753570565277939
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,-7.998987225196852,-4.415299863599085,1.30588235294118,-0.6324146795121547,0.9366159076275044,6.726550972980975,-0.9909691080353711,-3.9131356053766657,1.0890865601770001,-1.0507115923158867,0.2819885505148352
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,-7.973777825572966,-4.3756268795,1.30388235294118,-0.6253962731108155,0.9345893539543767,6.690005833385484,-0.9855057801820332,-3.9511241305699203,1.0911946568959998,-1.0596519759053504,0.28226340205695566
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,-7.805050682178503,-4.357218642353624,1.29564705882353,-0.5797761976096959,0.9386508677583139,6.689387400466508,-0.9767772131479411,-3.940753644630365,1.088963941675,-1.076661027509532,0.28195582218978243
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,-8.277227941051088,-4.903976745531167,1.312,-0.75742587411524,0.9570289978575742,7.170307397381831,-1.0297367584587949,-3.78222787688166,1.1634977846519998,-0.8299272265485014,0.2941796658863953
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,-8.037952990492101,-4.891989872726776,1.29976470588235,-0.6946891931393185,0.9634157771359748,7.184647149428121,-1.0170094987689593,-3.774713992971153,1.1667245772800001,-0.8434387697749672,0.2947285553577715
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,-8.215515947432364,-4.832238800134965,1.30788235294118,-0.7432256512751569,0.9557062894838799,7.1104312683851525,-1.020356090886436,-3.834425471035247,1.165821694976,-0.849355132327168,0.2949533709455266
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,-7.58965873951766,-4.175185245364658,1.2541,-0.45142653929709586,0.8799335035109639,6.461046552025488,-0.8892143006410542,-4.947972245416142,1.2787559577000003,-0.9710437261138418,0.29193021945759107
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,-7.570301720946851,-4.14894193678536,1.2522,-0.45036102679098816,0.8804645989192498,6.442101304508686,-0.8859298388553758,-4.992388136560303,1.281084854094,-0.9763203174562536,0.2927978963861764
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,-7.514981875962012,-4.121893447768398,1.2494,-0.43216517939598065,0.8799196134968894,6.420785108468198,-0.881390185301583,-5.012028303964568,1.278182392378,-0.9901246662339656,0.29212912749631426
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,-7.484079992249925,-4.089181301559596,1.2447,-0.4552721716835314,0.8895753872284863,6.418623039516966,-0.8780419496223287,-5.095178443110129,1.2888160308,-0.9859737878405932,0.2975666527558072
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,-7.425673099161163,-4.076321031228397,1.2417,-0.4291040011070416,0.886923218130136,6.405528191148569,-0.8731286047760659,-5.112749280607685,1.28845189536,-0.9955330980441008,0.2961129944765552
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,-7.395675194853506,-4.040652523731153,1.2398,-0.4231725364770457,0.8871363884425453,6.377494845114072,-0.8693959139386875,-5.151427658160787,1.2863057795750001,-1.008181350333527,0.29631242259306495
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,-7.230461334764019,-3.83214184623609,1.2251,-0.3791793694391512,0.881157577339907,6.206098131688321,-0.8402422206654742,-5.573599264551966,1.2993435990389999,-1.0615956553533525,0.29843055843750704
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,-7.169112217647246,-3.8125413811942828,1.221,-0.36295454318785547,0.8820830728511246,6.196038097459009,-0.8352054150885193,-5.618502047783435,1.3013355023189999,-1.069487166489325,0.2987152602371159
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,-7.115395630147055,-3.7866336375207856,1.2183,-0.3408073630803857,0.8799144269722783,6.171912124020658,-0.8303344576247988,-5.645942690359811,1.2979285402320002,-1.0842493897001235,0.29734685364823954
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,-9.023605614035493,-6.6711515552836325,1.31082352941177,-1.1937699351598439,1.038909115265485,8.79811924555784,-1.132020257044335,-3.5928249254966573,1.510180189296,0.13718053035498734,0.3508605754249413
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,-9.047758621615909,-6.623800915817494,1.31082352941177,-1.2009100506836825,1.0362753760638548,8.754337997066866,-1.1285534233468097,-3.632091209856611,1.5153110655680002,0.12870814139767628,0.35168566498458004
1.215,1.115,1.79222222222222,1.31082352941177,1,424.7,15,1.2,-9.045209698850263,-6.5560959300309305,1.31082352941177,-1.1949174079042022,1.0326899274345027,8.691433831276342,-1.1242296440292887,-3.659529212769549,1.5105183750000002,0.10045937708706631,0.3508554431299349
1.2209,1.117,1.79822222222222,1.31764705882353,1,424.7,15,1.2,-9.204679589910269,-6.639542759831719,1.31764705882353,-1.2242223739165157,1.022674080606827,8.729398804229238,-1.1320606622277343,-3.6660639080376707,1.5233035001000002,0.14588761950813822,0.34936309758438955
1.2211,1.1186,1.79122222222222,1.31364705882353,1,424.7,15,1.2,-9.136029226412013,-6.600086367034079,1.31364705882353,-1.204778949689445,1.0229234230175874,8.704193188074623,-1.1249748314171326,-3.692556204956006,1.527920863756,0.13464119083787285,0.3500397364078705
1.2203,1.1198,1.78555555555556,1.31152941176471,1,424.7,15,1.2,-9.106384040881837,-6.558678958452067,1.31152941176471,-1.2000402507668437,1.0237704114504405,8.675595659068039,-1.1206176236142145,-3.7169946991535334,1.5301976744119996,0.1229551227437895,0.351031410999753
1.2221,1.1201,1.79111111111111,1.31717647058824,1,424.7,15,1.2,-9.228917524617605,-6.6053492371613025,1.31717647058824,-1.2310279778804971,1.019816121185302,8.696991746999952,-1.1282343361445029,-3.7111105913181155,1.5332760026210002,0.14669973372940515,0.35053543900154377
1.2215,1.1211,1.78522222222222,1.30294117647059,1,424.7,15,1.2,-8.922847400434959,-6.59291409736836,1.30294117647059,-1.1476574392530972,1.0294965249805375,8.729002180945265,-1.1131746482875573,-3.6933697759931703,1.535260854015,0.12990319611042,0.35127162943945023
1.2227,1.1217,1.778,1.30494117647059,1,424.7,15,1.2,-8.981865110509958,-6.536541482462235,1.30494117647059,-1.1560483989024568,1.0222984843254912,8.665331470281753,-1.1101143048867403,-3.742459999698663,1.5384144552029995,0.11632034615850984,0.3507098803736036
1.1070299441883,0.998995709360235,1.4171063835941,1.26370473145643,0,1.0,17,0.0,-7.705188356650386,-2.979345854481661,1.26370473145643,-0.6925924317836964,0.9141168810579156,5.470267466302806,-0.8494699725872961,-5.913041267889426,1.1048075011165817,-1.344770143620834,0.3084811265460081
1.10674768260131,0.998308287575022,1.41001627741408,1.27205736770634,0,1.0,17,0.0,-7.875722809302499,-2.9251961242787834,1.27205736770634,-0.730775419682829,0.9034099352537577,5.398019480563958,-0.850612680946303,-6.057272360170703,1.1030062523805189,-1.3462758077658963,0.30773570508767006
1.10543046186201,0.996589733111991,1.40338359743922,1.27205736770634,0,1.0,17,0.0,-7.872812019077857,-2.878780725437437,1.27205736770634,-0.7261344239317193,0.8997528917502565,5.350304371768836,-0.8463745941611011,-6.138352180288388,1.0979036921279517,-1.3597581005615575,0.30684832626688174
1.11643866375475,1.00148761333163,1.4703202987947,1.27181170193428,0,1.0,17,0.0,-7.796506467399104,-3.3162263895128365,1.27181170193428,-0.7166244128059882,0.9288914855607335,5.785268080489264,-0.8842386890407401,-5.31172549083115,1.1197627925064693,-1.259674194294091,0.30827955454058337
1.11662683814608,1.00380766185672,1.46193415170005,1.26075674219176,0,1.0,17,0.0,-7.611748990260374,-3.291919864910401,1.26075674219176,-0.670092164674918,0.9335356224547025,5.781921388785579,-0.8725388145589338,-5.3704570253758135,1.1251465021640754,-1.2718764377035785,0.3093250449516063
1.11559187899377,1.00071426382327,1.45423414391314,1.26628422206302,0,1.0,17,0.0,-7.706999001897322,-3.2246804855544084,1.26628422206302,-0.6849282652669466,0.9234269463334507,5.700045309804297,-0.8707573126692623,-5.466925787712998,1.117186101979811,-1.2875875823322618,0.30729136508692656
1.1170972741244,1.01179894010982,1.4539291931097,1.27279436502251,0,1.0,17,0.0,-7.927694768402704,-3.2547194873804255,1.27279436502251,-0.7694149622093583,0.9261839458456411,5.730116489061873,-0.879510910049313,-5.59344151437238,1.1436139184761678,-1.2407200833644874,0.31416513078824887
1.11643866375475,1.01102559060146,1.44638166072452,1.26996920864386,0,1.0,17,0.0,-7.877522880641495,-3.2097241716501435,1.26996920864386,-0.7520842068563264,0.923808868484768,5.688829370402851,-0.8729230761574687,-5.668900999100791,1.1411931733880103,-1.2558182051645463,0.3135427255914895
1.11549779179811,1.010767807432,1.43845293983503,1.26726688515125,0,1.0,17,0.0,-7.835198546884362,-3.163170166345596,1.26726688515125,-0.7392923960656184,0.9220225509145393,5.647265144922068,-0.8665579944485693,-5.756537142732367,1.1396500597704586,-1.269533639123229,0.31340138679728846
1.1347,0.9232,1.5595555555555554,1.295294117647059,0,1.0,1,0.0,-7.489212261048668,-3.591703801669332,1.295294117647059,-0.31018970493021625,0.8633087504783352,5.900207847943127,-0.9062348764826887,-4.273027408245834,0.967102812928,-1.4043154099002395,0.2486480107360036
1.1342,0.9227,1.555222222222222,1.295294117647059,0,1.0,1,0.0,-7.490726020008919,-3.5627396762078396,1.295294117647059,-0.30915154425371366,0.8612025252683329,5.87084849529623,-0.9036665126751755,-4.3004659821233115,0.9656298539179999,-1.411407399118997,0.24836869690666735
1.1339,0.924,1.5511111111111109,1.299294117647059,0,1.0,1,0.0,-7.585118641246379,-3.536870340209814,1.299294117647059,-0.3382278059491129,0.8579419373198722,5.838427911245646,-0.9048947846129072,-4.350362850294148,0.9680966064000001,-1.407470052460948,0.24925614481887748
1.1331,0.9231,1.577888888888889,1.2963529411764707,0,1.0,1,0.0,-7.487701473761241,-3.68991861881974,1.2963529411764707,-0.3243972558384373,0.8751156136409699,6.008288573324713,-0.9182968011866551,-4.151718441957843,0.9655299314910001,-1.3846284858514721,0.2501042188062727
1.1333,0.926,1.5723333333333334,1.2922352941176471,0,1.0,1,0.0,-7.437070208046506,-3.676170615659487,1.2922352941176471,-0.320851528070203,0.8772517275998993,6.001585395108814,-0.9136452216867906,-4.181534244024557,0.9717775508000002,-1.3837225624356204,0.2518153058736963
