A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,-0.41153331664593856,-28.223032741547208,-1.6943705597738463,1.27549668851512
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,-0.4193791416204186,-28.259236711831345,-1.6936656003412496,1.27832184489377
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,-0.3941293406626297,-27.251628860873407,-1.670223205575201,1.26714405226522
1.14297125293213,1.05235682543736,1.45705493884498,1.26124807373587,0,33.0,18,0.9,-0.3322930646213648,-23.62132001936042,-1.6283312575304778,1.26124807373587
1.14334760171479,1.05089605414379,1.44981235726324,1.27242586636442,0,33.0,18,0.9,-0.35867173816467424,-23.740952596309192,-1.6392347421270033,1.27242586636442
1.14250081695381,1.05072419869748,1.44226482487805,1.26960070998578,0,33.0,18,0.9,-0.3528039761314578,-23.529190314440722,-1.6285163206763857,1.26960070998578
1.1472992639327,1.04866193334185,1.46597474984565,1.2745140254269,0,33.0,18,0.9,-0.36687097668174967,-23.69963412792817,-1.6624186662859204,1.2745140254269
1.14720517673704,1.04737301749457,1.45880840596477,1.29121929792671,0,33.0,18,0.9,-0.406552046651876,-24.103130249248878,-1.6813682816199431,1.29121929792671
1.14626430478039,1.04754487294088,1.45126087357958,1.27733918180555,0,33.0,18,0.9,-0.37493133392918726,-23.49443960244727,-1.6544544971402286,1.27733918180555
1.1713,1.0246,1.76977777777778,1.31,0,42.0,7,1.9,-0.4897749400000002,-31.377815388669152,-2.067336034917412,1.31
1.1705,1.0242,1.76266666666667,1.31811764705882,0,42.0,7,1.9,-0.5106625518466023,-31.660979682296766,-2.073766192230519,1.31811764705882
1.1709,1.0242,1.75644444444444,1.312,0,42.0,7,1.9,-0.49540280320000013,-31.073805495179027,-2.05814185130663,1.312
1.1822,1.0544,1.78488888888889,1.31682352941176,0,42.0,7,1.9,-0.4550487526470883,-30.319997105956773,-2.0158011770407365,1.31682352941176
1.1805,1.0523,1.77855555555556,1.32294117647059,0,42.0,7,1.9,-0.4736689762039532,-30.67176251353141,-2.02370958850185,1.32294117647059
1.1815,1.0556,1.77188888888889,1.30858823529412,0,42.0,7,1.9,-0.43321785597655754,-29.621180544148054,-1.98875526455647,1.30858823529412
1.1905,1.0674,1.83233333333333,1.31329411764706,0,42.0,7,1.9,-0.4241037744219856,-30.39750807723754,-2.025247314265311,1.31329411764706
1.1897,1.0666,1.824,1.32976470588235,0,42.0,7,1.9,-0.4653473526596306,-31.012154639037217,-2.0414309565681084,1.32976470588235
1.1913,1.0694,1.81866666666667,1.31129411764706,0,42.0,7,1.9,-0.41593506375347344,-29.729764556402632,-2.0040513927182584,1.31129411764706
1.1744,1.1011,1.4772,1.241,0,1.0,405,0.0,-0.21545733190000024,-19.26973225520091,-1.5113344127597876,1.241
1.175,1.1024,1.4733,1.2381,0,1.0,405,0.0,-0.20801339147699988,-19.01322450079344,-1.5014686519772924,1.2381
1.1743,1.1001,1.4694,1.2371,0,1.0,405,0.0,-0.20966704817000004,-18.957990342924095,-1.5013736527523378,1.2371
1.1861,1.1036,1.4767,1.2288,0,1.0,405,0.0,-0.18904566988799995,-17.69296351743945,-1.491113007823546,1.2288
1.1858,1.1026,1.4716,1.2284,0,1.0,405,0.0,-0.18982799324799984,-17.58787880062774,-1.4876792452830185,1.2284
1.1855,1.105,1.4674,1.2249,0,1.0,405,0.0,-0.17989556319900019,-17.416239360546783,-1.4749187687687688,1.2249
1.1913,1.0991,1.4833,1.2349,0,1.0,405,0.0,-0.20709201375800024,-17.53907174760172,-1.5128594031264804,1.2349
1.192,1.0982,1.4789,1.2317,0,1.0,405,0.0,-0.20253083281499992,-17.281692449619158,-1.5068218705715635,1.2317
1.1912,1.0976,1.4739,1.232,0,1.0,405,0.0,-0.2039955456000001,-17.24525281217071,-1.5034763815291448,1.232
1.1975,1.0987,1.71088888888889,1.31517647058824,0,93.1,12,4.4,-0.37443700214460685,-25.635664109640672,-1.8328527813421562,1.31517647058824
1.1978,1.0963,1.70588888888889,1.31517647058824,0,93.1,12,4.4,-0.37858825610170027,-25.447390517814995,-1.833177825115363,1.31517647058824
1.1981,1.0995,1.69966666666667,1.30494117647059,0,93.1,12,4.4,-0.34983991900672107,-24.832755316527276,-1.8071271767643307,1.30494117647059
1.207,1.1079,1.74277777777778,1.30952941176471,0,93.1,12,4.4,-0.3457676809767647,-25.161944251897406,-1.835430105570287,1.30952941176471
1.2074,1.1061,1.737,1.31352941176471,0,93.1,12,4.4,-0.3578903093975261,-25.099813135176824,-1.8383355128092052,1.31352941176471
1.2068,1.1075,1.73055555555556,1.31764705882353,0,93.1,12,4.4,-0.36485601465499856,-25.14309586659843,-1.833908351088846,1.31764705882353
1.2127,1.1078,1.75055555555556,1.30788235294118,0,93.1,12,4.4,-0.34225211916516185,-24.64459389995692,-1.8403447971832618,1.30788235294118
1.2119,1.1066,1.74333333333333,1.31611764705882,0,93.1,12,4.4,-0.36291927358777953,-24.843875049038708,-1.8457530217227511,1.31611764705882
1.2116,1.1042,1.73755555555556,1.312,0,93.1,12,4.4,-0.3576952832,-24.560058980789407,-1.8403689048283236,1.312
1.1765,1.0725,1.5209,1.271,0,28.9,6,1.5,-0.3206650384999998,-21.171309016902022,-1.651365235173824,1.271
1.1752,1.0739,1.5166,1.2697,0,28.9,6,1.5,-0.31565663802199995,-21.164608562523288,-1.6426183173371447,1.2697
1.176,1.0766,1.5122,1.266,0,28.9,6,1.5,-0.30356198640000004,-20.824434226153645,-1.627572430569633,1.266
1.1782,1.0813,1.5027,1.2599,0,28.9,6,1.5,-0.28350035458600015,-20.114489972772134,-1.600071468587435,1.2599
1.1779,1.0805,1.4981,1.2579,0,28.9,6,1.5,-0.280702221534,-19.96171699781226,-1.594911344327836,1.2579
1.1776,1.0825,1.4944,1.2546,0,28.9,6,1.5,-0.27088904163599986,-19.792530494457083,-1.5830586275484833,1.2546
1.1835,1.0838,1.5112,1.2595,0,28.9,6,1.5,-0.27871998192499997,-19.742591746163274,-1.6017401468545347,1.2595
1.1831,1.0864,1.5065,1.2558,0,28.9,6,1.5,-0.267149498616,-19.547484847904364,-1.587210584985696,1.2558
1.1835,1.0858,1.5016,1.2535,0,28.9,6,1.5,-0.26350067932499993,-19.307281437228124,-1.5808915534554042,1.2535
1.1726,1.03175,1.66945,1.3397,1,202.4,21,2.6,-0.5527074559154999,-28.981519802488325,-1.993855669924247,1.3397
1.1724,1.03155,1.6637,1.33835,1,202.4,21,2.6,-0.5495342456629999,-28.75756951380671,-1.9865862292051755,1.33835
1.1753,1.0419,1.6582,1.3327,1,202.4,21,2.6,-0.5164867655319999,-27.858434069915905,-1.945073318258903,1.3327
1.1809,1.033,1.637,1.32015,1,202.4,21,2.6,-0.500443877860875,-25.816974872409066,-1.9252867132867135,1.32015
1.18035,1.03295,1.63225,1.3183,1,202.4,21,2.6,-0.4959140138615,-25.673537428074745,-1.918126815642458,1.3183
1.18025,1.03205,1.6271,1.31655,1,202.4,21,2.6,-0.4931249602612504,-25.45821392812114,-1.9126609405526098,1.31655
1.188,1.0433,1.6345,1.3151,1,202.4,21,2.6,-0.4700748411180001,-24.577038856425016,-1.8878601178781929,1.3151
1.1871,1.0444,1.629,1.3123,1,202.4,21,2.6,-0.46135897259100006,-24.425003733441418,-1.87604908616188,1.3123
1.187,1.0441,1.6241,1.3114,1,202.4,21,2.6,-0.45969451030799974,-24.25796051607308,-1.8706382516037838,1.3114
1.2018,1.0725,1.4844,1.2238,0,1.0,203,0.0,-0.226599958372,-16.353157787809906,-1.555926653974298,1.2238
1.2014,1.0747,1.4798,1.2208,0,1.0,203,0.0,-0.2177405207040002,-16.204499471237465,-1.5435440443475787,1.2208
1.2013,1.0727,1.4749,1.22,0,1.0,203,0.0,-0.21924131999999996,-16.084258255757575,-1.5419533206831118,1.22
1.2013,1.0446,1.4958,1.2366,0,1.0,203,0.0,-0.2936024755199999,-16.9965887842595,-1.6414308530664816,1.2366
1.2001,1.042,1.4914,1.2349,0,1.0,203,0.0,-0.29416825812900016,-16.951368701727244,-1.6409210484511518,1.2349
1.2017,1.0427,1.4879,1.233,0,1.0,203,0.0,-0.28931099670000027,-16.686595660944427,-1.6333550326280406,1.233
1.1961,1.0598,1.4849,1.23,0,1.0,203,0.0,-0.2574955799999999,-17.01089029234575,-1.59100310946486,1.23
1.1953,1.0587,1.4812,1.226,0,1.0,203,0.0,-0.2514646148,-16.885195907739067,-1.5852431906614788,1.226
1.1947,1.0598,1.4763,1.2254,0,1.0,203,0.0,-0.24866581449599998,-16.808890188630297,-1.577417306384219,1.2254
1.1475,0.986,1.5373,1.2991,1,167.2,13,2.8,-0.5284065996109998,-27.040231137270144,-1.9265396931927137,1.2991
1.147,0.9872,1.5312,1.2964,1,167.2,13,2.8,-0.519657895232,-26.805539400499192,-1.9130618285987109,1.2964
1.147,0.9851,1.5266,1.2937,1,167.2,13,2.8,-0.5164913803340002,-26.533854152464325,-1.9095820610687024,1.2937
1.1535,0.9992,1.56,1.2956,1,167.2,13,2.8,-0.49753092230400026,-26.61231746251467,-1.9066172908645433,1.2956
1.1524,0.9981,1.5535,1.2953,1,167.2,13,2.8,-0.49864278114799976,-26.569187841057087,-1.9029210477081384,1.2953
1.1521,0.9973,1.5489,1.2929,1,167.2,13,2.8,-0.49412212519599985,-26.366192369173554,-1.896725510799766,1.2929
1.1603,1.0227,1.5964,1.2988,1,167.2,13,2.8,-0.465747965584,-26.818499527103302,-1.8859596697579737,1.2988
1.1599,1.0204,1.5908,1.2968,1,167.2,13,2.8,-0.46481918233599995,-26.615136910546063,-1.8832466327108093,1.2968
1.1606,1.0208,1.5852,1.2954,1,167.2,13,2.8,-0.4607955945360004,-26.256109312446355,-1.8743322799097069,1.2954
