A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
1.1455,0.9636,1.64511111111111,1.29035294117647,0,42.2,8,3.2,-0.71658615111111,-0.6384346270044695,0.14485294117647007,0.9636,1.2433840941176466,-0.6565656978783383,-0.2748661144632445,0.9015340512777286,3.7966938190825674,1.64511111111111,-1.6900655813930057
1.145,0.9638,1.639,1.29647058823529,0,42.2,8,3.2,-0.71008956,-0.6472104102341943,0.15147058823529003,0.9638,1.2495383529411725,-0.663481663921059,-0.28002437811456116,0.9025566720413598,3.8221302448393497,1.639,-1.7233733573477619
1.1452,0.9645,1.633,1.29647058823529,0,42.2,8,3.2,-0.70273975,-0.6468523283540698,0.15127058823529005,0.9645,1.2504458823529372,-0.6633251486166111,-0.27958927030469544,0.8992569501781239,3.8295770029569423,1.633,-1.752796826031831
1.1473,0.9743,1.65244444444444,1.30588235294118,0,42.2,8,3.2,-0.7031839544444398,-0.6555854945906322,0.15858235294118006,0.9743,1.2723211764705917,-0.680511225779659,-0.28158344501925536,0.9121753436758238,3.8736093959915925,1.65244444444444,-1.7367139798494957
1.1474,0.9752,1.64511111111111,1.30388235294118,0,42.2,8,3.2,-0.6940960711111102,-0.6520432051264243,0.15648235294118007,0.9752,1.2715460705882387,-0.6777088070882037,-0.2793542187451968,0.9069695541480899,3.8759624481757964,1.64511111111111,-1.769582349574254
1.1467,0.9745,1.641,1.29564705882353,0,42.2,8,3.2,-0.69134975,-0.6397354500127692,0.14894705882353,0.9745,1.26260805882353,-0.6663518592357662,-0.2729203879162205,0.9002408243429019,3.848349882974297,1.641,-1.7689275153094821
1.1628,1.0003,1.69722222222222,1.312,0,42.2,8,3.2,-0.6966221322222201,-0.6563207942141343,0.1492,1.0003,1.3123936,-0.7084203852882428,-0.2681402734778122,0.923773356557261,3.9510082005738525,1.69722222222222,-1.7346714505593253
1.163,1.0016,1.691,1.29976470588235,0,42.2,8,3.2,-0.68779744,-0.6371671016191102,0.13676470588235,1.0016,1.3018443294117619,-0.6930815982211013,-0.2567857002680669,0.9124911775929853,3.9179053145915663,1.691,-1.748191775990449
1.1621,1.0016,1.68533333333333,1.30788235294118,0,42.2,8,3.2,-0.6821307733333299,-0.6488873297948873,0.14578235294118014,1.0016,1.309974964705886,-0.7021908946354521,-0.26398107280430766,0.9155026803552692,3.9502493790833717,1.68533333333333,-1.7817859138783956
1.1972,1.0335,1.5304,1.2541,0,58.7,9,0.8,-0.4622777499999997,-0.565746373233582,0.05689999999999995,1.0335,1.29611235,-0.654639764540585,-0.19043610090210483,0.7623462685965336,4.033381729989982,1.5304,-3.3024027902946194
1.1966,1.0347,1.5257,1.2522,0,58.7,9,0.8,-0.45509591000000005,-0.5616553719166452,0.05559999999999987,1.0347,1.2956513399999998,-0.6517349333527164,-0.18807224636469996,0.7582793116338303,4.031352605551527,1.5257,5.5020516625103575
1.1962,1.0337,1.5218,1.2494,0,58.7,9,0.8,-0.45326431,-0.5577454845150619,0.053200000000000136,1.0337,1.2915047800000001,-0.6475077203044357,-0.18639783481023242,0.7549699713659235,4.0206882099355825,1.5218,-2.7487136027869523
1.1925,1.0396,1.5146,1.2447,0,58.7,9,0.8,-0.43383183999999986,-0.5443047476099497,0.052200000000000024,1.0396,1.29399012,-0.6395138664004701,-0.1788024821802934,0.7485935986797776,4.016179875342518,1.5146,-2.962547770595169
1.194,1.0388,1.5114,1.2417,0,58.7,9,0.8,-0.4322945600000001,-0.5410341786109685,0.047700000000000076,1.0388,1.2898779599999999,-0.6364786215805582,-0.17652639865996658,0.7441603419903908,4.0082653209240755,1.5114,-3.060124825816102
1.1927,1.0385,1.5066,1.2398,0,58.7,9,0.8,-0.42811774999999996,-0.537498413317786,0.04709999999999992,1.0385,1.2875323,-0.6327507621060631,-0.17527462899304103,0.7410511055694677,4.001272741072171,1.5066,-3.106093271338441
1.1919,1.0441,1.4688,1.2251,0,58.7,9,0.8,-0.37865519000000014,-0.5100593433881844,0.03320000000000012,1.0441,1.27912691,-0.6119526661573289,-0.15855533182313958,0.7058540299525703,3.9817079338500716,1.4688,-3.534120642872581
1.1919,1.0449,1.4643,1.221,0,58.7,9,0.8,-0.3724839900000001,-0.5030085948704123,0.029100000000000126,1.0449,1.2758229,-0.6065886494808236,-0.15438114774729436,0.7005507355188068,3.971568308686228,1.4643,-3.586954596593757
1.1922,1.0434,1.4603,1.2183,0,58.7,9,0.8,-0.3716164399999997,-0.4999311854849344,0.026100000000000012,1.0434,1.27117422,-0.6028709207143944,-0.1530705083039757,0.6968220002461701,3.9610198640675804,1.4603,-3.611699584255535
1.2156,1.1146,1.80544444444444,1.31082352941177,1,424.7,15,1.2,-0.5631112844444399,-0.6113293276362429,0.09522352941177004,1.1146,1.461043905882359,-0.7716813486689468,-0.17991999496738964,0.9094876604503839,4.216027555935619,1.80544444444444,-1.9899958548491032
1.2158,1.1164,1.79855555555556,1.31082352941177,1,424.7,15,1.2,-0.5522065955555597,-0.6103149472182885,0.09502352941177006,1.1164,1.4634033882353001,-0.771646571612507,-0.17852807059985196,0.905503373337807,4.229969036804821,1.79855555555556,-2.03419899491799
