A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
1.11643866375475,1.01102559060146,1.44638166072452,1.26996920864386,0,1.0,17,0.0,-0.06584263667975147,-0.4353560701230599,6.190948829830055,1.15005992796473,3.032639134886688
1.11549779179811,1.010767807432,1.43845293983503,1.26726688515125,0,1.0,17,0.0,-0.0644101844670022,-0.4276851324030302,6.158126532445699,1.1482878588856382,3.0182244899965642
1.1347,0.9232,1.5595555555555554,1.295294117647059,0,1.0,1,0.0,-0.07786009211589874,-0.6363555555555553,6.898440052542976,1.0538605176802367,3.2393979241830064
1.1342,0.9227,1.555222222222222,1.295294117647059,0,1.0,1,0.0,-0.07794654837618238,-0.6325222222222221,6.881148004711357,1.0537540842469946,3.2330556326797386
1.1339,0.924,1.5511111111111109,1.299294117647059,0,1.0,1,0.0,-0.0790894424273926,-0.6271111111111108,6.8756231500233795,1.058777462479833,3.232074488888889
1.1331,0.9231,1.577888888888889,1.2963529411764707,0,1.0,1,0.0,-0.07841084939951842,-0.6547888888888889,6.923705300367808,1.0560969023034155,3.256803417647059
1.1333,0.926,1.5723333333333334,1.2922352941176471,0,1.0,1,0.0,-0.07758693481920131,-0.6463333333333333,6.895385151749788,1.0558633039380054,3.246415625490196
1.133,0.9264,1.5684444444444443,1.2902352941176471,0,1.0,1,0.0,-0.07720693402384399,-0.6420444444444443,6.874795289272989,1.0549637921187893,3.2388841437908495
1.1283,0.9383,1.6076666666666668,1.3058823529411767,0,1.0,1,0.0,-0.08245902563294884,-0.6693666666666668,6.922433904999699,1.0859783849727076,3.28735735882353
1.1285,0.9381,1.6011111111111112,1.31,0,1.0,1,0.0,-0.08371251939571636,-0.6630111111111111,6.922193570433752,1.0889774036331414,3.2851888888888894
1.1268,0.9395,1.5945555555555555,1.299764705882353,0,1.0,1,0.0,-0.08174814109320079,-0.6550555555555555,6.84790065227376,1.083714005303932,3.2613200705882353
1.1697,1.0244,1.6688,1.3406,1,465.9,16,2.7,-0.08470353361321256,-0.6444000000000001,7.6118357744062894,1.1740708215781823,3.52009518
1.1697,1.0231,1.664,1.3394,1,465.9,16,2.7,-0.08443006671860168,-0.6409,7.600636292476925,1.1715312815251773,3.51307698
1.1694,1.0249,1.6588,1.3368,1,465.9,16,2.7,-0.0838853987226576,-0.6339000000000001,7.569530333455512,1.1716147768086198,3.50305464
1.1713,1.0101,1.6529,1.3322,1,465.9,16,2.7,-0.08175595427868285,-0.6428,7.612288514280085,1.1488561598224196,3.49644763
1.1705,1.0092,1.6481,1.331,1,465.9,16,2.7,-0.08167083745394038,-0.6388999999999998,7.586503681358078,1.1475824006834687,3.48703655
1.1708,1.0083,1.6428,1.3278,1,465.9,16,2.7,-0.08072937119986875,-0.6345000000000001,7.570167898082803,1.1435093440382644,3.4779784800000004
1.1738,1.0227,1.6395,1.3252,1,465.9,16,2.7,-0.07947965175109051,-0.6168,7.562125330711762,1.1546107002896575,3.4799648599999995
1.1736,1.0215,1.6355,1.3243,1,465.9,16,2.7,-0.07924792653209761,-0.6139999999999999,7.55021837575202,1.1526690950920249,3.4736212799999997
1.1735,1.02,1.6301,1.3217,1,465.9,16,2.7,-0.07847706086262031,-0.6101000000000001,7.531403155798852,1.1488146570089477,3.4639373000000004
1.1846,1.042,1.5776,1.289,0,73.6,10,6.0,-0.06367049637429606,-0.5355999999999999,7.418831162444678,1.1338325173054193,3.3957743600000003
1.1843,1.0411,1.5732,1.2881,0,73.6,10,6.0,-0.06328563192723169,-0.5321,7.40453994129524,1.132348990965127,3.3886375899999996
1.1837,1.0394,1.5686,1.287,0,73.6,10,6.0,-0.06294950633237557,-0.5291999999999999,7.386438670317647,1.1301071217369265,3.3801737199999997
1.1852,1.0366,1.5436,1.2739,0,73.6,10,6.0,-0.05748398580874319,-0.5070000000000001,7.319336344898833,1.1141788221397233,3.339301
1.1845,1.0375,1.5389,1.2708,0,73.6,10,6.0,-0.05638625017930049,-0.5013999999999998,7.285971107683229,1.113089911355002,3.3280896500000003
1.1855,1.0397,1.5354,1.2677,0,73.6,10,6.0,-0.0548811549809612,-0.49570000000000003,7.277960385978088,1.1117905440742304,3.3230750500000004
1.1866,1.039,1.528,1.2587,0,73.6,10,6.0,-0.051746328521483205,-0.4890000000000001,7.248934489412786,1.1021315523344006,3.30669822
1.1869,1.0379,1.5229,1.2553,0,73.6,10,6.0,-0.050491356932320444,-0.4849999999999999,7.233921854660401,1.0977132614373577,3.29744558
1.1873,1.0368,1.5187,1.2556,0,73.6,10,6.0,-0.050236957014352275,-0.4819,7.235894634518129,1.0964424155647265,3.29392639
1.1951,1.0684,1.759777777777778,1.3105882352941178,0,92.6,11,8.2,-0.06678842831183933,-0.6913777777777781,7.945035647456352,1.1716446076380516,3.669394422222223
1.1943,1.0672,1.7534444444444444,1.3249411764705885,0,92.6,11,8.2,-0.07156238080934885,-0.6862444444444444,7.988870580760713,1.1839380587200972,3.6765159470588236
1.1945,1.0682,1.7472222222222222,1.3229411764705885,0,92.6,11,8.2,-0.07130840835699062,-0.6790222222222222,7.966948510901249,1.1830604978701404,3.6673101797385623
1.1984,1.0838,1.7713333333333334,1.3192941176470587,0,92.6,11,8.2,-0.0679250282353329,-0.6875333333333333,7.998003458964391,1.1931333150082464,3.7038079372549015
1.1977,1.0868,1.7666666666666666,1.3192941176470587,0,92.6,11,8.2,-0.0682904804331823,-0.6798666666666666,7.964134047639125,1.1971352150445216,3.6960552313725485
1.1982,1.0876,1.7586666666666666,1.3171764705882352,0,92.6,11,8.2,-0.06794874805013422,-0.6710666666666667,7.944784261431069,1.1955943326754837,3.685475247058823
1.2063,1.0938,1.7585555555555554,1.3185882352941176,0,92.6,11,8.2,-0.06662716196946998,-0.6647555555555553,8.064606066556474,1.195616191465395,3.7119585549019605
1.2058,1.0977,1.7523333333333333,1.3103529411764705,0,92.6,11,8.2,-0.06418832129321181,-0.6546333333333334,7.988099375332062,1.192879767398749,3.692987109803921
1.2047,1.0952,1.7467777777777778,1.3205882352941178,0,92.6,11,8.2,-0.06795783529667071,-0.6515777777777778,8.01916773174657,1.2005546902084483,3.695255835947713
1.1612,1.0524,1.6434,1.3371,1,185.9,20,4.7,-0.0858972084847411,-0.591,7.327789309681136,1.211818842576645,3.4609566000000003
1.1609,1.0556,1.6394,1.3347,1,185.9,20,4.7,-0.08501307192621929,-0.5837999999999999,7.297220169424048,1.213635386338186,3.45263269
1.16,1.0564,1.6328,1.3326,1,185.9,20,4.7,-0.0843799587458662,-0.5764,7.2606112255091455,1.2135850344827586,3.4398639999999996
1.1569,1.0198,1.6232,1.3326,1,185.9,20,4.7,-0.08587534754688783,-0.6033999999999999,7.2923936735923816,1.174678433745354,3.4195650200000003
1.1566,1.021,1.6185,1.3296,1,185.9,20,4.7,-0.08498310747305371,-0.5975000000000001,7.264265455782599,1.1737174476915093,3.4097724600000006
1.1568,1.0192,1.6132,1.3279,1,185.9,20,4.7,-0.08434037837404734,-0.5939999999999999,7.255040849163059,1.1699478561549101,3.4022644800000004
1.1564,1.0098,1.6042,1.325,1,185.9,20,4.7,-0.08344447133955056,-0.5944,7.243061523194404,1.157026115530958,3.3873268800000003
1.1552,1.009,1.5983,1.3219,1,185.9,20,4.7,-0.08271033035970185,-0.5893000000000002,7.203194078356825,1.154602752770083,3.3734150400000003
1.1558,1.0104,1.5924,1.3186,1,185.9,20,4.7,-0.0813994057450931,-0.5820000000000001,7.185471425624737,1.152719709292265,3.3645338
1.1583,1.0365,1.5299,1.2782,0,54.8,19,4.9,-0.063868480259163,-0.49340000000000006,6.903828034956472,1.1437920227920226,3.2526222300000005
1.1575,1.0363,1.5263,1.2755,0,54.8,19,4.9,-0.06300942427766444,-0.49,6.876749528651681,1.1419444060475163,3.2430835
1.1578,1.035,1.5215,1.2735,0,54.8,19,4.9,-0.06209622684529296,-0.48650000000000015,6.868703620566779,1.1384284850578683,3.236051
1.162,1.0442,1.5272,1.2807,0,54.8,19,4.9,-0.06277209307728349,-0.4829999999999999,6.945843046914211,1.1508665576592083,3.2627797999999997
1.1627,1.0448,1.5226,1.278,0,54.8,19,4.9,-0.06138469854210723,-0.4778,6.93749231268806,1.1484083598520685,3.2562576200000004
1.1614,1.0453,1.517,1.279,0,54.8,19,4.9,-0.06142662300351136,-0.4717,6.911173441901919,1.1511440502841397,3.2472744
1.1685,1.0594,1.516,1.2729,0,54.8,19,4.9,-0.05645360721528128,-0.4566000000000001,6.961975142113155,1.1540524261874197,3.25882965
1.1694,1.0614,1.5117,1.2706,0,54.8,19,4.9,-0.054979266910525355,-0.45030000000000014,6.955619355611984,1.153253668547973,3.25362162
1.1681,1.0596,1.5066,1.2679,0,54.8,19,4.9,-0.054250381526442536,-0.44699999999999984,6.9224731260174215,1.150129988870816,3.2408934499999993
1.14268899134514,1.04797451155663,1.48915101090723,1.27414552676882,1,332.9,14,2.1,-0.06137596512405346,-0.4411764993506,6.572843069958802,1.168534961114639,3.157588533424563
1.14090133462752,1.04556853530839,1.48198466702635,1.26309056702629,1,332.9,14,2.1,-0.0581765450679841,-0.43641613171796,6.50455550288232,1.1575477335721454,3.131859998183609
1.14193629377983,1.04737301749457,1.4747420854446,1.27414552676882,1,332.9,14,2.1,-0.06010146317588754,-0.42736906795003016,6.5413589376996555,1.1686340581065422,3.13905453190828
1.15237997249858,1.06619118886477,1.67189277986974,1.29085079926863,1,332.9,14,2.1,-0.07207657656759588,-0.6057015910049701,7.014628770386773,1.1943055078744482,3.414206364247819
1.15256814688991,1.06378521261652,1.66266801806562,1.27697068314746,1,332.9,14,2.1,-0.0676566450118115,-0.5988828054491,6.955456709373133,1.1786049556745526,3.3881339303830216
1.15162727493327,1.06292593538501,1.65435810867183,1.28802564288998,1,332.9,14,2.1,-0.07154595704032889,-0.59143217328682,6.974873655887522,1.1888185449133624,3.3885293816190587
1.15567302434684,1.04969306601967,1.53283521350027,1.28937680463629,1,332.9,14,2.1,-0.06672031162350052,-0.48314214748060014,6.879776954091648,1.171135661038944,3.2615542983478774
1.15539076275985,1.05166940365215,1.52444906640562,1.27279436502251,1,332.9,14,2.1,-0.060951117705388615,-0.47277966275347016,6.798944438023524,1.1585334883911147,3.2319092218627277
1.15557893715118,1.05063827097433,1.51613915701183,1.28114700127241,1,332.9,14,2.1,-0.06274562055582049,-0.46550088603750006,6.820061963416223,1.164803222875546,3.2324849656978096
1.11690909973307,1.02253990550377,1.42412025207326,1.27549668851512,0,33.0,18,0.9,-0.06320356486313428,-0.40158034656949004,6.1622900355603845,1.1677282096245112,3.0152267267367123
1.11606231497209,1.02168062827225,1.4167251950898,1.27832184489377,0,33.0,18,0.9,-0.06325931651146509,-0.3950445668175502,6.148745700947046,1.1702184081521196,3.007840438402742
1.11719136132007,1.02168062827225,1.41032122821752,1.26714405226522,0,33.0,18,0.9,-0.059144337222170766,-0.38864059994527,6.122312924459335,1.158813589374751,2.991241081589735
1.14297125293213,1.05235682543736,1.45705493884498,1.26124807373587,0,33.0,18,0.9,-0.05369388399412775,-0.40469811340761996,6.4784337250374175,1.1612566943925404,3.1069422001387177
1.14334760171479,1.05089605414379,1.44981235726324,1.27242586636442,0,33.0,18,0.9,-0.055998243381468665,-0.39891630311945003,6.512151872745383,1.1695369983261013,3.1124645442810155
1.14250081695381,1.05072419869748,1.44226482487805,1.26960070998578,0,33.0,18,0.9,-0.05453406686966402,-0.39154062618057006,6.480400122905547,1.1676142098719327,3.0983085890508066
1.1472992639327,1.04866193334185,1.46597474984565,1.2745140254269,0,33.0,18,0.9,-0.057836721442174006,-0.4173128165037998,6.602800115212973,1.164939596835545,3.1441607546860233
1.14720517673704,1.04737301749457,1.45880840596477,1.29121929792671,0,33.0,18,0.9,-0.061736603364517646,-0.4114353884702,6.6469086386875675,1.1788547329983938,3.1548460180745814
1.14626430478039,1.04754487294088,1.45126087357958,1.27733918180555,0,33.0,18,0.9,-0.05723604553136145,-0.40371600063869995,6.576679608452165,1.1673312213654425,3.1276968455097696
1.1713,1.0246,1.76977777777778,1.31,0,42.0,7,1.9,-0.06834830286041621,-0.7451777777777799,7.737584801544902,1.1459284555621958,3.6073437111111137
1.1705,1.0242,1.76266666666667,1.31811764705882,0,42.0,7,1.9,-0.07142330329031152,-0.7384666666666699,7.743656010613351,1.15336701761439,3.6060580392156862
1.1709,1.0242,1.75644444444444,1.312,0,42.0,7,1.9,-0.07042950241424975,-0.73224444444444,7.711706821582757,1.1476218293620293,3.592841599999995
1.1822,1.0544,1.78488888888889,1.31682352941176,0,42.0,7,1.9,-0.06853092343428807,-0.7304888888888901,7.8612578283384655,1.1744702498830655,3.6668444209150284
1.1805,1.0523,1.77855555555556,1.32294117647059,0,42.0,7,1.9,-0.07110750119363823,-0.7262555555555601,7.855165745035546,1.1792723422278713,3.6613168921568704
1.1815,1.0556,1.77188888888889,1.30858823529412,0,42.0,7,1.9,-0.06766642368024477,-0.7162888888888899,7.781702483554168,1.1691457817828805,3.639583722222226
1.1905,1.0674,1.83233333333333,1.31329411764706,0,42.0,7,1.9,-0.06121052834049588,-0.7649333333333301,8.024152854445791,1.1774969686488634,3.744869480392154
1.1897,1.0666,1.824,1.32976470588235,0,42.0,7,1.9,-0.06677995598838443,-0.7574000000000001,8.075132341218808,1.1921720057948346,3.7520338705882317
1.1913,1.0694,1.81866666666667,1.31129411764706,0,42.0,7,1.9,-0.06237878124395414,-0.7492666666666701,7.992317662622521,1.1771156966438059,3.7287222823529467
1.1744,1.1011,1.4772,1.241,0,1.0,405,0.0,-0.0368093065817726,-0.3761000000000001,6.780238871800815,1.1635431709809263,3.1922540800000005
1.175,1.1024,1.4733,1.2381,0,1.0,405,0.0,-0.03537071542173228,-0.3709,6.770208521246316,1.1616012255319148,3.1858950000000004
1.1743,1.1001,1.4694,1.2371,0,1.0,405,0.0,-0.03527887157628602,-0.36929999999999996,6.757007123976643,1.1589318828238102,3.17824295
1.1861,1.1036,1.4767,1.2288,0,1.0,405,0.0,-0.03131100677443769,-0.3731,6.895575624944108,1.143329972177725,3.2089935499999998
1.1858,1.1026,1.4716,1.2284,0,1.0,405,0.0,-0.03102214755706758,-0.369,6.88609100561577,1.1422110305279136,3.20166
1.1855,1.105,1.4674,1.2249,0,1.0,405,0.0,-0.029433686843330715,-0.36240000000000006,6.857345632603202,1.1417245887811052,3.1917216500000003
1.1913,1.0991,1.4833,1.2349,0,1.0,405,0.0,-0.03337937084466794,-0.3842000000000001,7.015267712036539,1.13932560228322,3.2381916600000005
1.192,1.0982,1.4789,1.2317,0,1.0,405,0.0,-0.032244236738162964,-0.38070000000000004,7.009343155939594,1.134775956375839,3.2310352000000004
1.1912,1.0976,1.4739,1.232,0,1.0,405,0.0,-0.032130206522583984,-0.3763000000000001,6.9939570650297895,1.135194089993284,3.22326808
1.1975,1.0987,1.71088888888889,1.31517647058824,0,93.1,12,4.4,-0.068123822904849,-0.61218888888889,7.794257233505418,1.2066675475868887,3.623713267973863
1.1978,1.0963,1.70588888888889,1.31517647058824,0,93.1,12,4.4,-0.0682838738367312,-0.6095888888888898,7.800363394486135,1.203730142516186,3.618632087581706
1.1981,1.0995,1.69966666666667,1.30494117647059,0,93.1,12,4.4,-0.06459215113987798,-0.6001666666666701,7.735443302758104,1.1975484713541555,3.599820656862751
1.207,1.1079,1.74277777777778,1.30952941176471,0,93.1,12,4.4,-0.0632328324412015,-0.6348777777777799,7.943765533508945,1.2020112968468288,3.6841347777777855
1.2074,1.1061,1.737,1.31352941176471,0,93.1,12,4.4,-0.06472584270224088,-0.6309,7.968372282608805,1.2033252297109043,3.6832092117647113
1.2068,1.1075,1.73055555555556,1.31764705882353,0,93.1,12,4.4,-0.0661777286984174,-0.6230555555555601,7.961146122855884,1.209226149856695,3.678570915032686
1.2127,1.1078,1.75055555555556,1.30788235294118,0,93.1,12,4.4,-0.06148967992052111,-0.6427555555555602,8.047584618376689,1.1947489656042214,3.7089676516339964
1.2119,1.1066,1.74333333333333,1.31611764705882,0,93.1,12,4.4,-0.06454499718747084,-0.63673333333333,8.067372246121332,1.201762346922428,3.7077486431372466
1.2116,1.1042,1.73755555555556,1.312,0,93.1,12,4.4,-0.06357663367691162,-0.6333555555555599,8.042632268539295,1.195700231099373,3.6948415111111164
1.1765,1.0725,1.5209,1.271,0,28.9,6,1.5,-0.05302402272012751,-0.4483999999999999,7.051863485916915,1.1586464088397788,3.2846703500000003
1.1752,1.0739,1.5166,1.2697,0,28.9,6,1.5,-0.05235934429673183,-0.44269999999999987,7.017614481837048,1.1602542801225324,3.2744597599999996
1.176,1.0766,1.5122,1.266,0,28.9,6,1.5,-0.05039084447797203,-0.4356,7.002629061706418,1.1589928571428572,3.2671631999999997
1.1782,1.0813,1.5027,1.2599,0,28.9,6,1.5,-0.04673682928787,-0.4214,6.987363606957803,1.1562806569343067,3.2548953199999997
1.1779,1.0805,1.4981,1.2579,0,28.9,6,1.5,-0.045939503407900685,-0.41759999999999997,6.970574481333239,1.153884837422532,3.2462924
1.1776,1.0825,1.4944,1.2546,0,28.9,6,1.5,-0.04446710772562181,-0.41189999999999993,6.9437767885326025,1.1532816745923913,3.2372223999999994
1.1835,1.0838,1.5112,1.2595,0,28.9,6,1.5,-0.04600678461036706,-0.4274,7.071137120789324,1.1533976341360375,3.27912345
1.1831,1.0864,1.5065,1.2558,0,28.9,6,1.5,-0.04427262473186523,-0.4200999999999999,7.037736886489047,1.1531579071929676,3.26807713
1.1835,1.0858,1.5016,1.2535,0,28.9,6,1.5,-0.04323050215190526,-0.41579999999999995,7.029299996730029,1.1500213772708072,3.2606608500000003
1.1726,1.03175,1.66945,1.3397,1,202.4,21,2.6,-0.08389283769190015,-0.6377000000000002,7.6355232316351165,1.1787783344704075,3.5285292900000003
1.1724,1.03155,1.6637,1.33835,1,202.4,21,2.6,-0.08364190873824805,-0.63215,7.615387747820489,1.1775630693449333,3.51960342
1.1753,1.0419,1.6582,1.3327,1,202.4,21,2.6,-0.0813131055358381,-0.6162999999999998,7.598726571677862,1.1814346379647749,3.51520477
1.1809,1.033,1.637,1.32015,1,202.4,21,2.6,-0.07617781601316874,-0.6040000000000001,7.623550767693509,1.154809848420696,3.492098435
1.18035,1.03295,1.63225,1.3183,1,202.4,21,2.6,-0.0757019896036764,-0.5992999999999999,7.597705503582395,1.1536730503664168,3.4826816925
1.18025,1.03205,1.6271,1.31655,1,202.4,21,2.6,-0.0751370837015309,-0.5950500000000001,7.5811477822350275,1.1512352700699005,3.4742429125
1.188,1.0433,1.6345,1.3151,1,202.4,21,2.6,-0.07269628458338742,-0.5912000000000002,7.684306469690404,1.1549190488215486,3.5041248
1.1871,1.0444,1.629,1.3123,1,202.4,21,2.6,-0.07191675040832839,-0.5846,7.644174894068111,1.1545498441580322,3.49161723
1.187,1.0441,1.6241,1.3114,1,202.4,21,2.6,-0.0715495330039048,-0.5800000000000001,7.629954138260175,1.153523791069924,3.4844385000000004
1.2018,1.0725,1.4844,1.2238,0,1.0,203,0.0,-0.03287559804620212,-0.41189999999999993,7.191179549835246,1.0921330504243636,3.2547147599999997
1.2014,1.0747,1.4798,1.2208,0,1.0,203,0.0,-0.0315862824421136,-0.4051,7.161180518688334,1.0920540702513735,3.24450084
1.2013,1.0727,1.4749,1.22,0,1.0,203,0.0,-0.03127616767396408,-0.4022000000000001,7.153872261448271,1.0893981520019977,3.2373833700000003
1.2013,1.0446,1.4958,1.2366,0,1.0,203,0.0,-0.040015025464806585,-0.45120000000000005,7.316670436741313,1.0752953966536252,3.28243212
1.2001,1.042,1.4914,1.2349,0,1.0,203,0.0,-0.03971905666507832,-0.4494,7.289864431846392,1.0722154820431633,3.27183263
1.2017,1.0427,1.4879,1.233,0,1.0,203,0.0,-0.03859248120355173,-0.44520000000000004,7.298901660517364,1.0698586169593078,3.2697055300000004
1.1961,1.0598,1.4849,1.23,0,1.0,203,0.0,-0.03691309491032214,-0.42510000000000003,7.160461525955827,1.0898369701529973,3.24729189
1.1953,1.0587,1.4812,1.226,0,1.0,203,0.0,-0.035925597969536364,-0.4225000000000001,7.129595834266094,1.0858915753367353,3.2359161600000004
1.1947,1.0598,1.4763,1.2254,0,1.0,203,0.0,-0.03534237810502988,-0.41649999999999987,7.108198979045326,1.087033497949276,3.22772099
1.1475,0.986,1.5373,1.2991,1,167.2,13,2.8,-0.07587764884671311,-0.5513000000000001,6.931450174303216,1.1162637037037038,3.254769
1.147,0.9872,1.5312,1.2964,1,167.2,13,2.8,-0.07484516211367896,-0.5439999999999999,6.900336440567303,1.1157855972101134,3.2432572
1.147,0.9851,1.5266,1.2937,1,167.2,13,2.8,-0.07385014481075834,-0.5415,6.886108317704368,1.1110931734960767,3.2348841
1.1535,0.9992,1.56,1.2956,1,167.2,13,2.8,-0.07426663509244269,-0.5608000000000001,7.0306818932267285,1.1222917381881232,3.2939345999999996
1.1524,0.9981,1.5535,1.2953,1,167.2,13,2.8,-0.07415647644574287,-0.5554000000000001,7.002013036057791,1.121866478653245,3.28295712
1.1521,0.9973,1.5489,1.2929,1,167.2,13,2.8,-0.07332800108266782,-0.5516,6.981791252225261,1.1191816422185574,3.27403778
1.1603,1.0227,1.5964,1.2988,1,167.2,13,2.8,-0.07424816220662286,-0.5737000000000001,7.163600399662284,1.1447752822545891,3.3593005600000003
1.1599,1.0204,1.5908,1.2968,1,167.2,13,2.8,-0.07364726926452901,-0.5704,7.14508378124565,1.1408351754461592,3.3493272399999996
1.1606,1.0208,1.5852,1.2954,1,167.2,13,2.8,-0.07282842195380862,-0.5644,7.1387901296462575,1.1393626744787178,3.3432243600000007
