B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8
10169,9255,8185,7749,8481,8505,8323,1,150812873.042769,-3.260648487665991,2.422027792151621e+16,-0.0001392526083418449,8185.0,150844679.4611147,9.195949730939623e+26,-4.291374576068862
10135,9227,8155,7678,8395,8162,7953,1,143800600.15459347,-2.891788583907159,2.0142098533455224e+16,-0.00014906589759762718,8155.0,143830763.46374843,1.1608865036728028e+27,-3.9530794342622575
10130,9208,8145,7671,8627,8325,8049,1,148446320.9494369,-3.6767195811774815,2.5645320993934068e+16,-0.0001455798397597411,8145.0,148476374.4535253,1.0259468994840906e+27,-4.960698495704757
10180,9295,8274,7853,8642,8570,8294,1,153688469.43859294,-3.6838974231974633,2.7194655104622788e+16,-0.00015255274824274183,8274.0,153720089.45231104,9.450745422953963e+26,-4.848294472226261
10145,9259,8211,7807,8686,8565,8255,1,153667677.95370707,-3.9688114592232315,2.8778863614339384e+16,-0.00015233019582693515,8211.0,153698924.45017067,8.893771045656008e+26,-5.2587337162761685
10250,9365,8267,7863,8496,9203,9241,1,164338461.28288674,-3.557652418397676,3.1080130732191676e+16,-0.00011417256859819026,8267.0,164374782.4632051,2.474191739115634e+26,-4.2763495162194225
10224,9309,8261,7890,8600,9400,9391,1,168307752.51992947,-4.165415750611218,3.651245869428807e+16,-0.00011399186292182043,8261.0,168344599.45700833,-1.4711123564203445e+26,-4.905364468352365
10225,9308,8222,7789,8304,8830,8902,1,155479087.74948514,-2.9742275799096176,2.476813480890464e+16,-0.00011783325378176354,8222.0,155513959.47115198,6.419703057582958e+26,-3.6866864799918235
10253,9373,8298,7901,8590,9203,9112,1,165277728.4897748,-3.796165155580524,3.2317315738419676e+16,-0.00012163434914931734,8298.0,165313488.45841283,2.6270219363054437e+26,-4.619420552863189
10263,9352,8276,7874,8449,8914,8913,1,158643360.77818233,-3.2312180805396795,2.7147046452639828e+16,-0.0001234362859831103,8276.0,158678113.46553877,6.226632352999277e+26,-4.022676460724145
10217,9313,8251,7852,8562,9290,9256,1,166022424.399497,-3.9515506131152103,3.39097030268505e+16,-0.00011515086678158018,8251.0,166058749.45862526,3.570834945407854e+25,-4.711176627863025
10276,9385,8277,7918,8624,9159,9091,1,164909075.4618541,-3.8019330416512163,3.269872331632738e+16,-0.00012266507530226382,8277.0,164944430.45891052,3.484791134791574e+26,-4.685278140255571
10244,9333,8232,7826,8525,9222,9196,1,164650414.3941315,-3.7090728957955843,3.1863214586988676e+16,-0.00011380871721606253,8232.0,164686475.4624142,1.6772054213516677e+26,-4.479521975303952
10262,9367,8308,7913,8583,9064,9025,1,162663715.6567124,-3.658907643738368,3.1066162099298652e+16,-0.00012380214773317276,8308.0,162698799.45883024,4.5798495497042614e+26,-4.491852076470565
10233,9354,8290,7903,8637,9169,9029,1,164924218.00826272,-3.980741186714888,3.323397113362516e+16,-0.00012577358096204443,8290.0,164959478.4553982,2.8395753691835612e+26,-4.878826765015051
10261,9369,8305,7940,8639,9302,9224,1,167474275.1801929,-4.024420841545063,3.489690303348426e+16,-0.00012115238198206506,8305.0,167510415.45647094,1.0758689038447665e+26,-4.8525028366934535
10286,9391,8344,7936,8682,9525,9538,1,172107822.5454075,-4.276226657569552,3.88176449511117e+16,-0.00011057050388659969,8344.0,172145324.45494458,-2.3048804257321757e+26,-4.963572835971227
10306,9410,8347,7970,8700,9369,9310,1,169636189.85155076,-4.1235475093122735,3.6601214122772584e+16,-0.00011870394754875557,8347.0,169672589.4553089,6.83409787825325e+25,-4.938670313634146
10272,9415,8361,8017,8831,9805,9820,1,178863421.9712303,-5.134980829599006,4.833716381418569e+16,-0.00011040502935333764,8361.0,178902029.4475143,-7.392472475981847e+26,-5.826093016794646
10252,9363,8310,7933,8730,9312,9178,1,168446285.20185137,-4.38514271562096,3.746512106818128e+16,-0.0001228685817402536,8310.0,168482015.4518762,8.262995982532606e+25,-5.2954865153802
10296,9418,8391,8043,8850,9502,9385,1,173545982.5016255,-4.842960970555857,4.316324268487865e+16,-0.0001232563546236199,8391.0,173582535.4470905,-1.4924667877420316e+26,-5.741644831934062
10350,9485,8446,8127,8980,9640,9593,1,177965506.83027738,-5.301959997809635,4.969730443545375e+16,-0.00012079182939114337,8446.0,178002599.44338015,-2.978347001749271e+26,-6.206551900970692
10276,9373,8318,7930,8676,9430,9336,1,170165368.71388087,-4.226152422207698,3.706184404893311e+16,-0.00011682428605673013,8318.0,170202069.45531088,-9.444501162027622e+25,-5.02346974467983
10314,9404,8354,7990,8795,9686,9572,1,176237803.6056113,-4.777256258947312,4.345761314499689e+16,-0.00011396502233815225,8354.0,176275513.45141178,-5.089943915671391e+26,-5.568955165791426
10301,9403,8342,7969,8694,9482,9403,1,171558731.12457493,-4.226556368754053,3.776341767101131e+16,-0.00011675350445779345,8342.0,171595753.45539257,-1.3435545312116887e+26,-5.010877416530775
10289,9416,8354,7977,8731,9480,9421,1,171996595.56752566,-4.352389107339188,3.89928676899738e+16,-0.00011709420991872071,8354.0,172033559.45291883,-1.0998370880034132e+26,-5.141938917613025
10294,9427,8354,7980,8787,9671,9550,1,176109865.45946956,-4.716998946639665,4.267424300498551e+16,-0.00011478589650546065,8354.0,176147593.45089057,-4.374118998490699e+26,-5.50860085714587
10274,9389,8349,7921,8676,9415,9422,1,170045070.20309016,-4.183761101557843,3.7314165674451144e+16,-0.00011260252148628711,8349.0,170081974.45439416,-4.354307533922211e+25,-4.895339305725836
10323,9452,8428,8123,9087,9895,9692,1,183405652.11288267,-6.528377300750229,6.041007447461277e+16,-0.00012102992834643527,8428.0,183443404.43770567,-8.931556938442432e+26,-7.544839718810326
10253,9417,8368,8015,8845,9736,9558,1,177761002.55215397,-5.175128025353033,4.627002689517893e+16,-0.00011938828532681757,8368.0,177798831.44569302,-5.8599006545355876e+26,-6.011734557209552
10287,9402,8366,8013,8897,9532,9445,1,174389550.5717557,-5.1742609254722005,4.6371486854880024e+16,-0.00011947339187201831,8366.0,174426067.44524917,-2.3261868760878294e+26,-6.094186843620229
10321,9445,8409,8100,9049,9923,9671,1,183478034.87430355,-6.313660241247528,5.7913949259069864e+16,-0.00012067703210433109,8409.0,183515961.43972212,-9.525320235882353e+26,-7.318811905006053
10299,9407,8392,8081,8955,9583,9316,1,175926766.30020705,-5.502722319154184,4.8081820571018744e+16,-0.00013037998912009827,8392.0,175963045.44267836,-3.20027559947491e+26,-6.592115008795739
10275,9382,8354,7981,8866,9547,9334,1,174177205.18969807,-5.122789913414758,4.446525600800015e+16,-0.00012201704076272487,8354.0,174213655.44611362,-2.8873000544464767e+26,-6.079937036313727
10311,9420,8421,8087,8973,9621,9359,1,176922557.1011699,-5.571743263181009,4.900148411543066e+16,-0.00012858074088003548,8421.0,176959052.44177634,-3.7160685684697024e+26,-6.621684096712853
10679,9919,9198,9181,11995,13078,11378,1,286548238.6040045,4.5066628575864875,-5.037580440342483e+16,-0.0001540875576440123,9198.0,286591291.3254536,-1.8834902382210684e+28,4.552540161387484
10804,10021,9123,8839,10795,11349,10502,1,236201090.56036705,15.584991690578862,-1.7214208551337824e+17,-0.000136982717889082,9123.0,236240783.3797045,-5.188202271448947e+27,17.108493640127513
10792,10014,9185,9026,11345,11892,10637,1,253961264.64944592,6.853057107520692,-7.483870633412326e+16,-0.00015549947516489663,9185.0,254001227.35668287,-8.628863666799446e+27,7.45846216926707
10666,9904,9135,8987,11593,12175,10482,1,261686327.35853857,5.154253664271731,-5.1624698635550264e+16,-0.0001718975613270385,9135.0,261725974.3409856,-1.0686259042560648e+28,5.600003564666811
10681,9904,9098,8964,11433,11957,10460,1,255087171.40330338,5.735652835482627,-5.849789916975186e+16,-0.00016696581712611686,9098.0,255126508.3489375,-9.215655795277146e+27,6.28802469842376
10683,9937,9201,9194,11850,12716,11118,1,277001579.5060048,4.719379189193993,-5.1989702662140216e+16,-0.0001644808873331526,9201.0,277043491.3308342,-1.5532274573250115e+28,4.892943721748595
10769,9987,9105,8761,10910,11487,10543,1,240004054.37290975,11.497003619997207,-1.2441384689287949e+17,-0.00013174567309968572,9105.0,240043838.37372187,-5.947225742666403e+27,12.434629310482542
10810,10000,9078,8745,10584,11537,10869,1,237435899.71087697,33.9489110462908,-3.92692798093892e+17,-0.0001176114898880628,9078.0,237477607.38925108,-6.027198553307573e+27,35.947504598340004
10704,9967,9190,9084,11496,12188,10775,1,261550285.9289371,5.832513746605148,-6.277221625838656e+16,-0.00016335301575861976,9190.0,261591043.3453883,-1.0883024941597278e+28,6.215760151236293
10666,9941,9229,9255,12120,12769,10829,1,281656204.36042726,3.9904001780288354,-4.155266441624048e+16,-0.00019250892194426538,9229.0,281696908.31931525,-1.6130971913089046e+28,4.243678981462411
10681,9907,9165,9073,11811,12981,11200,1,281878413.8898421,5.00318928953932,-5.4135472235092296e+16,-0.00015120455291179903,9165.0,281921357.33313113,-1.7182769098372676e+28,5.108595698734444
10678,9923,9166,9079,11905,13547,11744,1,295658300.6857239,5.130926720999451,-5.858316724910994e+16,-0.0001349783365981202,9166.0,295703915.32970613,-2.242162400658541e+28,5.005087446982973
10666,9936,9218,9161,11838,13317,11576,1,289919422.4696769,5.191905983898643,-5.871438023960662e+16,-0.0001462113475733123,9218.0,289964357.32959074,-2.0524392829701966e+28,5.1256611390889955
10832,9977,9045,8729,10457,11424,10889,1,233396341.37627006,102.13020160330595,-1.2015701385592064e+18,-0.00011416578294245096,9045.0,233438015.39615715,-5.501486030301607e+27,108.49098232488127
10730,9928,9022,8726,10548,11576,10933,1,236988185.65311697,28.31631116995187,-3.242421796212113e+17,-0.00011793367034924291,9022.0,237030175.38729858,-6.422246453540645e+27,29.6630390871486
10621,9892,9133,9058,11768,12403,10737,1,268608654.85063523,4.6030979431561665,-4.737996482174466e+16,-0.00017131597631422872,9133.0,268648979.3319099,-1.2707812871631755e+28,4.893291243479827
10605,9931,9270,9272,12060,12614,10700,1,277354125.0371522,3.965763766359711,-4.021046266953811e+16,-0.000207427549796931,9270.0,277394473.3159775,-1.4965947884870307e+28,4.210730869816808
10639,9849,9123,9068,11890,12720,10841,1,276479098.931753,4.422519645992369,-4.529786117681544e+16,-0.00016918056115453614,9123.0,276520079.32876897,-1.525085931204841e+28,4.6582804046023565
10631,9875,9116,9060,11735,12946,11229,1,279719976.8787813,5.121294106116729,-5.535211661992128e+16,-0.00015142983149051892,9116.0,279763059.3341857,-1.6867928895903871e+28,5.221297566046061
10675,9950,9228,9263,12095,13011,11243,1,286785133.4121401,4.224866930581585,-4.6702873812999496e+16,-0.00016935056040792674,9228.0,286827494.3208602,-1.8441078555563111e+28,4.339540633797972
10759,9917,8922,8534,10079,11140,10884,1,222713550.54685915,-24.28451722933326,2.848461344724739e+17,-0.00010321294602423317,8922.0,222755439.41001168,-4.1121528242770735e+27,-25.633229579280737
10655,9791,8845,8618,10947,11823,10195,1,245145985.4304048,9.011208049952277,-8.601507672434486e+16,-0.00014656185548984245,8845.0,245185373.37283504,-7.579617185529657e+27,10.180953184341405
10599,9732,8759,8469,10100,11323,10330,1,224516798.86038408,-112.5296246530428,1.1248585413637533e+18,-0.00012555843651879808,8759.0,224557735.40398982,-4.998295709917494e+27,-124.43413881524313
10651,9912,9171,9115,11806,12836,11245,1,278729592.101727,4.8738239008841004,-5.3682604861987416e+16,-0.00015308027019486585,9171.0,278772247.3312561,-1.6336274803494232e+28,4.960084591556506
10627,9877,9122,9088,11857,12765,11068,1,277392750.33372873,4.574265370229576,-4.879567254500537e+16,-0.00016037584971107468,9122.0,277434509.3294107,-1.5706733437152277e+28,4.738094211918414
10634,9768,8849,8620,10831,11659,10295,1,240124296.438006,10.116784553729032,-9.920379446713587e+16,-0.00014096263978040084,8849.0,240163740.3755758,-6.933631026168888e+27,11.26213553518766
10585,9785,9022,8949,11575,12366,10726,1,264097304.93977237,5.029621272789878,-5.091752005848127e+16,-0.0001619843083310262,9022.0,264137759.33966956,-1.2321435381019688e+28,5.341902983936062
10610,9732,8858,8609,12516,12499,9888,1,278041883.2746167,2.9261624814864438,-2.443518432522946e+16,-0.00017315334247743603,8858.0,278077751.31427324,-1.2632114284365976e+28,3.360554016241009
10692,9914,9048,8828,10798,11671,10746,1,241688655.26323768,12.85594853343036,-1.4096385500314134e+17,-0.00013513905918000743,9048.0,241729751.37471467,-7.136205775228563e+27,13.701583788712693
10706,9917,8954,8634,10226,11020,10621,1,221935345.77269402,-75.89244254535795,8.545485219649363e+17,-0.00011808031568899688,8954.0,221975859.40036842,-3.725555899037978e+27,-81.97553700946128
10626,9746,8819,8589,10442,11502,10191,1,232162310.89981955,24.16893366067061,-2.3448247786809472e+17,-0.00014162389272666487,8819.0,232202375.39054158,-5.939865145106009e+27,27.185861135073832
10590,9733,8785,8511,10121,11292,10328,1,224150554.92162254,-199.9324242907347,2.003457826746661e+18,-0.00012865136045575883,8785.0,224191367.40183553,-4.9498982808976557e+27,-220.6814841952355
10672,9827,8872,8687,11022,12621,10782,1,263092181.82866096,9.590559710922111,-9.70065807103854e+16,-0.0001353398599546308,8872.0,263135228.37044418,-1.205172088754949e+28,10.314133051009412
10559,9703,8782,8549,12068,12699,10299,1,276431502.24773335,3.7348289486319177,-3.2936908153783364e+16,-0.0001510563007840039,8782.0,276469928.32875663,-1.3505117262143912e+28,4.128106352821073
10537,9661,8743,8534,10964,11957,10308,1,246573416.59621158,7.766099131540825,-7.242422102019758e+16,-0.00014188674697752864,8743.0,246613124.3677012,-8.526405108447715e+27,8.58036159401323
10614,9834,9074,9024,11678,12402,10796,1,266751316.2084662,4.807367380365719,-4.979791194647648e+16,-0.00016476739278474677,9074.0,266791823.33632898,-1.2760698566408063e+28,5.094998366599691
10576,9833,9106,9081,11725,12204,10621,1,263054319.7088991,4.4487294595784705,-4.511118315042352e+16,-0.00018228907647505996,9106.0,263093831.33112755,-1.1619910181257675e+28,4.7703266139110205
10679,9832,8888,8651,10727,11796,10659,1,242472828.39913163,13.815667857821596,-1.4560381895642384e+17,-0.0001278260652759511,8888.0,242513963.3812595,-7.53002308482717e+27,14.93922265006074
10630,9907,9186,9206,12007,12844,11120,1,281421623.5939407,4.24596533461236,-4.585257832824145e+16,-0.00017092873601793314,9186.0,281463415.3222624,-1.6865062521350704e+28,4.385314208549857
10614,9861,9115,9057,11748,12748,11189,1,275429230.94012254,4.873254893486399,-5.285303459827019e+16,-0.00015155706853196984,9115.0,275471531.33258986,-1.557215798916008e+28,4.970650614719605
10667,9833,8896,8726,11274,12220,10275,1,257887682.03121704,6.72278735028016,-6.386097783325761e+16,-0.00015745847019189244,8896.0,257927539.36022094,-9.880284317900322e+27,7.579207006151865
10649,9810,8841,8631,10673,11662,10206,1,238832832.2272669,14.398962691763323,-1.4000919991446379e+17,-0.00014584229235343804,8841.0,238872745.3829256,-6.610419055482481e+27,16.309922475363074
10641,9778,8854,8652,10952,11625,10087,1,240947722.83844265,8.500988973157732,-8.067682649124462e+16,-0.0001534758780001109,8854.0,240986249.37142554,-6.752267085070175e+27,9.696895428786004
10644,9806,8883,8675,10644,11595,10314,1,237077660.55394602,15.074277875206253,-1.5038644781632256e+17,-0.00014371369489715892,8883.0,237117749.38230434,-6.47907180934132e+27,16.804849237714087
10628,9792,8842,8620,10433,11571,10455,1,233982475.20551163,28.024014141772998,-2.8616722400561264e+17,-0.00013358011226276376,8842.0,234023474.3906084,-6.256384197018531e+27,30.82610584264309
10647,9816,8871,8617,10442,11658,10609,1,236126109.01941645,30.042147098993954,-3.1438063439980166e+17,-0.00012709725130958038,8871.0,236167763.39059666,-6.655038855210313e+27,32.490778609107
10653,9926,9247,9326,12347,13080,11136,1,291289293.64432335,3.663332429620371,-3.943495117015298e+16,-0.00018604386230918862,9247.0,291330839.30986,-1.9672847326989896e+28,3.7908762341129263
10640,9791,8867,8668,10868,11997,10554,1,247804993.94947022,10.32795596472702,-1.041272770726391e+17,-0.00013750097151382645,8867.0,247846022.3741276,-8.660176882649035e+27,11.26083063630164
10707,9834,8917,8716,11190,12292,10442,1,258386319.63422483,7.584441213320777,-7.429542639596968e+16,-0.000146431208674087,8917.0,258427007.36493388,-1.0314732684010745e+28,8.399393725737244
10672,9875,8937,8642,10373,11174,10620,1,226210718.26015988,56.42274538925728,-6.213698554567736e+17,-0.00012172281986407118,8937.0,226251151.39299074,-4.5260704090793514e+27,60.765016632207725
10633,9837,8978,8813,10903,11646,10591,1,241497921.94886884,9.499723833538205,-1.0005374753269808e+17,-0.0001439016866265107,8978.0,241538039.36904332,-7.226476075163075e+27,10.272346124811252
10573,9810,9059,9033,11696,12566,10940,1,270203144.1767988,4.774549243420381,-4.973669018009292e+16,-0.00016254943830350675,9059.0,270244395.3334669,-1.4078566235238224e+28,4.982556869184583
10591,9816,9036,8953,11532,12422,11007,1,265143441.4661074,5.31669101323809,-5.661123500035519e+16,-0.00014838906008211245,9036.0,265184855.3413239,-1.2796280775522352e+28,5.5091363522186265
10691,9825,8884,8696,10751,11986,10649,1,246582298.54841587,13.625411806824992,-1.4199317119375406e+17,-0.00013339669448760692,8884.0,246623935.38113883,-8.492091964076784e+27,14.83514950504459
10594,9861,9092,9004,11531,12561,11246,1,268662346.3332713,5.53730984761284,-6.115215286540647e+16,-0.0001431642906584824,9092.0,268704911.33992505,-1.3916316957701437e+28,5.605752443092262
10671,9826,8933,8773,11402,12534,10623,1,266030599.00931025,6.246601406265149,-6.190142321961718e+16,-0.00014789916601494778,8933.0,266071751.3545419,-1.2219267948491767e+28,6.788118481706159
10612,9826,9023,8884,11301,12019,10898,1,253884776.5638984,6.163647395187429,-6.6441956511823336e+16,-0.0001413036535017217,9023.0,253925412.35150713,-9.921008990716442e+27,6.442157290504553
10533,9744,8935,8758,11097,11779,10483,1,245446576.14981312,6.765445887943016,-6.699404808498563e+16,-0.00015087930320543312,8935.0,245486138.35657394,-8.202700821929024e+27,7.276891411737018
10571,9796,8981,8798,11051,11913,10779,1,248309426.34701794,7.642715286987499,-8.007011112335394e+16,-0.0001400245961919271,8981.0,248350310.3594096,-8.942172486744981e+27,8.020893737095669
10668,9803,8894,8751,11794,12421,10301,1,268217629.6632971,4.469748589764562,-4.197835508708149e+16,-0.00016113200807138945,8894.0,268256336.34170523,-1.1757046604281327e+28,5.026484749589086
10656,9868,9053,8946,11534,12691,11336,1,271569812.3793144,5.777575294461468,-6.4840267984619384e+16,-0.00013359528841580965,9053.0,271612781.34505934,-1.46084442550363e+28,5.85444867177398
10672,9890,9073,8969,11545,12479,11054,1,267445634.0365846,5.614102628711192,-6.126756371860826e+16,-0.00014410499595188895,9073.0,267487364.34511644,-1.2945263915869335e+28,5.844734834936336
10679,9931,9228,9224,12132,12982,11094,1,286380063.64034086,4.097710217465508,-4.397935399398415e+16,-0.00017262865554127838,9228.0,286421865.3196912,-1.80625639296189e+28,4.242265370409861
10682,9798,8891,8734,11604,12230,10319,1,261707732.1082747,4.987804783851957,-4.777302970929252e+16,-0.0001550572577482383,8891.0,261746459.3492913,-1.0512614924614444e+28,5.597504244434548
10636,9772,8863,8690,11287,12088,10309,1,254521887.76860982,6.228706283939846,-5.946430859938719e+16,-0.00015211740010586278,8863.0,254561191.35858077,-9.428137828691236e+27,6.958296254006706
10639,9787,8843,8633,10753,11911,10500,1,244610934.0172378,12.334608984198749,-1.2376086776807858e+17,-0.0001361504914739727,8843.0,244651939.37911347,-8.048768827073887e+27,13.532103955056707
10652,9800,8870,8640,10467,11786,10572,1,238824971.35038137,26.87909527171428,-2.7677904253565648e+17,-0.0001314638398262363,8870.0,238866861.38983783,-7.277489438843366e+27,29.21298104568394
10656,9847,8939,8734,10785,12062,10717,1,248821039.9080339,12.778778060905678,-1.332194304080534e+17,-0.00013562819677986874,8939.0,248863183.37617964,-8.977613408818044e+27,13.702141086137027
10669,9839,8912,8714,10755,11878,10681,1,244574087.7881178,13.189823956983586,-1.3902253360732107e+17,-0.00013309243311355968,8912.0,244615531.37889308,-8.024055922836927e+27,14.249464709769411
10647,9811,8915,8756,12180,12416,10187,1,273002900.37073696,3.512294334737532,-3.211970010821718e+16,-0.00016915730406079653,8915.0,273040255.32638675,-1.2112591957178077e+28,3.9734350453854015
10696,9836,8897,8738,10936,12222,10531,1,253833832.1941924,10.381521723334782,-1.0428871741768187e+17,-0.00014449704569284932,8897.0,253875383.37423757,-9.75072143275266e+27,11.465880933284504
10636,9778,8846,8617,11981,12523,10166,1,272449881.501351,3.9660635781051705,-3.535602302343282e+16,-0.00015760760056785606,8846.0,272487956.3347769,-1.2174700806096389e+28,4.478110765599272
10625,9760,8839,8611,11444,12597,10569,1,267065947.29012614,5.820627914573506,-5.554018389153719e+16,-0.0001396171451040861,8839.0,267106787.35303402,-1.236272790387414e+28,6.308739935982429
10640,9778,8812,8583,10493,11864,10512,1,240453355.88358405,23.20961333874922,-2.3369253329592074e+17,-0.00013131379721425135,8812.0,240495143.38989103,-7.539773683550926e+27,25.451013807165047
10711,9841,8909,8689,10565,11835,10524,1,241463365.7852024,22.549184843350627,-2.3291712635866304e+17,-0.00013502352814772077,8909.0,241505009.38855353,-7.494161409156956e+27,24.77822090620408
10673,9825,8883,8718,10763,12120,10502,1,249484761.05265623,13.37981727855525,-1.3397928936522778e+17,-0.00014407956209711115,8883.0,249526559.37968123,-9.037420130293408e+27,14.783567448855903
10662,9813,8894,8749,10984,12110,10614,1,251810510.40986535,9.154068504106759,-9.359182960593982e+16,-0.00014207818021531182,8894.0,251851669.370403,-9.440268241673842e+27,9.993385610530034
10624,9769,8849,8733,11278,12429,10449,1,261552461.85150835,6.600281337253808,-6.316980380703619e+16,-0.00015467087107252675,8849.0,261593162.3586416,-1.1327697460566804e+28,7.318806587339339
10721,9824,8854,8676,11250,12315,10381,1,259486063.16522267,7.1411804986645295,-6.928326541900584e+16,-0.00014594948918181561,8854.0,259526309.3656671,-1.0321758816683526e+28,8.032864461776727
10630,9751,8783,8512,11317,11733,10050,1,247153459.07672265,5.63753795423742,-5.198604960526316e+16,-0.0001440938620427636,8783.0,247190843.35975134,-7.357706719084816e+27,6.434581948732625
10613,9749,8826,8635,11670,12479,10320,1,267248521.22979313,4.759393003947763,-4.37291295775456e+16,-0.00015256775717183726,8826.0,267287700.34468126,-1.1829153244221096e+28,5.299190680585869
10618,9741,8788,8575,10745,11851,10417,1,242739097.41367874,11.680628585961678,-1.1488953777709882e+17,-0.00013547119938897383,8788.0,242779585.37967306,-7.747708941449067e+27,12.905532379674673
10671,9814,8851,8599,10328,11467,10300,1,230927584.52790037,67.70305494324377,-6.820094089740841e+17,-0.00013501630878015263,8851.0,230968313.39694726,-5.589933174744884e+27,75.75840850879624
10619,9781,8868,8707,11005,12374,10492,1,257164273.9859915,8.879469200931558,-8.569016293123373e+16,-0.00014931742263827043,8868.0,257205963.36772043,-1.067748967644896e+28,9.746703272999724
10573,9718,8775,8632,11161,12346,10319,1,257731709.60174426,6.986374254436424,-6.4495835769568136e+16,-0.00015356588758209163,8775.0,257772133.3619813,-1.0540092477808986e+28,7.809063014889059
10717,9837,8902,8773,11558,12299,10317,1,263097965.6460907,5.371350592860704,-5.1831521649310776e+16,-0.00015827306981298282,8902.0,263137104.35292283,-1.0727810160994282e+28,6.083356888208727
10674,9786,8853,8637,10503,11836,10481,1,240098971.50737223,23.920043231704316,-2.4206134828422038e+17,-0.00013460081345783431,8853.0,240140603.39017794,-7.489936168153613e+27,26.32726131794259
10737,9872,8883,8711,11112,11989,10225,1,251537667.59268212,8.223288684895817,-8.01908795840434e+16,-0.00015195111324621394,8883.0,251577175.37094775,-8.359234697851121e+27,9.42702376194135
10761,9874,8880,8627,10835,11981,10230,1,248074074.1839288,12.8831978576001,-1.2537343171890098e+17,-0.0001421672968013589,8880.0,248114528.3825666,-7.93767175742918e+27,14.679255006729678
10706,9830,8831,8559,10422,11284,10146,1,228484212.91010943,37.69616361799589,-3.767430474597425e+17,-0.00013463086428276203,8831.0,228523567.39611807,-4.7766785724759036e+27,43.0413245754463
10629,9753,8797,8563,11070,11748,10107,1,244590195.6841996,7.310755682610453,-6.836248206199517e+16,-0.00014636585902016834,8797.0,244628603.3681435,-7.320151383963624e+27,8.31738328730707
10619,9739,8826,8637,10686,12006,10480,1,245181103.44359988,13.382562873451766,-1.318348102494334e+17,-0.0001393357226427552,8826.0,245222549.38064796,-8.55707433410556e+27,14.668922042687045
10643,9791,8812,8551,10297,11944,10763,1,239887668.44704488,78.28095026383303,-8.195751621135741e+17,-0.00012053478416608152,8812.0,239931071.39762965,-7.786978171141181e+27,83.69566422140109
10603,9758,8852,8694,11195,12382,10649,1,259398787.31616142,7.0128870606143705,-6.931818534665662e+16,-0.000141941830974547,8852.0,259440045.36019483,-1.117159801561486e+28,7.570853191814703
10651,9751,8811,8667,10953,12102,10598,1,250518888.63960433,9.091903143147379,-9.196223955587872e+16,-0.00013680763934443343,8811.0,250559807.37322903,-9.36518762792147e+27,9.960531211464096
10602,9686,8752,8528,10743,11760,10365,1,240205121.28383163,10.872639875851684,-1.0563843070754424e+17,-0.00013350750148821583,8752.0,240245039.3796044,-7.4201901588253e+27,12.02062813943033
10717,9864,8921,8722,11475,12366,10305,1,263838362.19737315,5.890382516755095,-5.615077358226896e+16,-0.00015420973464931966,8921.0,263878073.35539404,-1.078897366728968e+28,6.6351986406208905
10747,9867,8883,8625,10437,11658,10306,1,236663001.2983547,47.026987453353534,-4.755043297581644e+17,-0.0001354719979825343,8883.0,236704031.39646843,-6.301324177260991e+27,53.03472249466933
