B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
10096,9193,8204,7765,8995,8838,8182,1,0.00011718474664572918,-0.000874876368207046,0.8900250190362232,-1.2702246123421772e+19,0.00012008626971528358,1.0,-786177685087200.0,16386.0,84511249.0,-1911.9035836177482,1.12356392080176
10030,9196,8252,7877,9804,9524,8718,1,0.00012550505109072902,-0.004625878866064116,0.9480208786428882,-1.2906144644708413e+19,0.00011142925309453683,1.0,-782829000000944.0,16970.0,84566416.0,-1309.8119243819674,1.0548290892406516
10098,9214,8202,7761,8870,8664,8374,1,0.00011464377305677615,-0.0007670496481891929,0.9088343824614716,-1.292532400132925e+19,0.00011664385577412665,1.0,-818316455220456.0,16576.0,84897796.0,-1721.9185564496456,1.10031048483401
10138,9240,8198,7745,8640,8635,8334,1,0.00011399412167892283,-0.0006247347699995413,0.9019480519480519,-1.3204887004580407e+19,0.00011992096187860527,1.0,-837130339996600.0,16532.0,85377600.0,-1801.9460844108326,1.1087113030957523
10099,9175,8132,7654,8398,8433,8122,1,0.00011302607788921488,-0.0005410226346507506,0.8852316076294278,-1.2745051471712094e+19,0.0001236355157555307,1.0,-816708568013676.0,16254.0,84180625.0,-1974.967289719627,1.1296478699827628
10069,9139,8114,7702,8906,9015,8493,1,0.00012157157701570868,-0.0008497322293017801,0.9293139293139293,-1.275753663204298e+19,0.00011918508654661747,1.0,-803287303757520.0,16607.0,83521321.0,-1573.9023909292573,1.0760626398210291
10177,9265,8204,7753,8537,8550,8374,1,0.00011248511052352808,-0.0005634314491592074,0.9038316243928765,-1.3352909084871203e+19,0.00011959909042024153,1.0,-851959134401760.0,16578.0,85840225.0,-1800.9594100438808,1.1064007642703606
10146,9222,8168,7680,8405,8197,8023,1,0.00010882134469143008,-0.0005111665925571071,0.8699848189112991,-1.2815274069201928e+19,0.00012155712647376153,1.0,-825148657291920.0,16191.0,85045284.0,-2120.9709843290893,1.1494453446341768
10073,9184,8100,7643,8477,8160,7964,1,0.00010969157310620726,-0.000557450655080655,0.8671602787456446,-1.2459749820801114e+19,0.00012086949963048892,1.0,-804975160002300.0,16064.0,84345856.0,-2106.953456790123,1.1531893520843797
10072,9160,8058,7548,8318,7959,7629,1,0.00010782904726757213,-0.0004959784772574821,0.8328602620087336,-1.2315210761800765e+19,0.00012542149517361255,1.0,-798292610972376.0,15687.0,83905600.0,-2440.967733929014,1.200681609647398
10169,9255,8185,7749,8481,8505,8323,1,0.00011227400401374614,-0.0005450972608239397,0.8992976769313884,-1.3156503949753883e+19,0.00012048898894268087,1.0,-839507015948430.0,16508.0,85655025.0,-1843.9638362858896,1.1119788537786857
10135,9227,8155,7678,8395,8162,7953,1,0.00010847061548701771,-0.0005090015990407504,0.861926953506015,-1.2746112954812015e+19,0.00012224888522032395,1.0,-819047695933565.0,16108.0,85137529.0,-2179.9705702023293,1.1601911228467245
10130,9208,8145,7671,8627,8325,8049,1,0.000111001243213924,-0.0006023875704777483,0.8741311902693311,-1.28074541656662e+19,0.00011988987758314621,1.0,-820498004568990.0,16194.0,84787264.0,-2078.9408225905463,1.1439930426139893
10180,9295,8274,7853,8642,8570,8294,1,0.0001114335358771126,-0.000600309344517396,0.8923076923076924,-1.3073518367317772e+19,0.00011956457622770498,1.0,-818546573798856.0,16568.0,86397025.0,-1883.9555233260817,1.1206896551724137
10145,9259,8211,7807,8686,8565,8255,1,0.00011265934737367383,-0.0006349532894295588,0.891564963818987,-1.2854905498062717e+19,0.00011945118560705958,1.0,-807900522396660.0,16466.0,85729081.0,-1887.9421507733532,1.1216232586311325
10250,9365,8267,7863,8496,9203,9241,1,0.00011887039413550335,-0.0005609452348788486,0.986759209823812,-1.4887068760240079e+19,0.00011721844290500189,1.0,-948361600731104.0,17508.0,87703225.0,-1006.972299504052,1.0134184612054973
10224,9309,8261,7890,8600,9400,9391,1,0.00012223404988363773,-0.0006225983166647194,1.0088086797722633,-1.435735810297345e+19,0.00011639050748737659,1.0,-909179552629524.0,17652.0,86657481.0,-830.9589638058351,0.9912682355446705
10225,9308,8222,7789,8304,8830,8902,1,0.00011537902283401823,-0.0004943781268908907,0.9563816072195961,-1.4182478773419117e+19,0.00011944989521958003,1.0,-913875009952506.0,17124.0,86638864.0,-1320.9900267574794,1.0456077286003145
10253,9373,8298,7901,8590,9203,9112,1,0.00011832523468266787,-0.0005911736204208131,0.9721540595327003,-1.4667079734014067e+19,0.00011757704663016493,1.0,-923330410713216.0,17410.0,87853129.0,-1138.9648107977828,1.0286435469710271
10263,9352,8276,7874,8449,8914,8913,1,0.00011517219651699844,-0.0005260670500656915,0.9530581693755347,-1.4209836144207899e+19,0.0001183704812012365,1.0,-902041230757536.0,17189.0,87459904.0,-1347.9790961817307,1.0492538987995064
10217,9313,8251,7852,8562,9290,9256,1,0.00012089811343374159,-0.0006035136195937322,0.993879523247074,-1.4484180680100422e+19,0.0001172241640970726,1.0,-920398678399713.0,17507.0,86731969.0,-958.9623075990785,1.0061581676750215
10276,9385,8277,7918,8624,9159,9091,1,0.00011790733595654306,-0.0005915140622418257,0.9686734150239744,-1.4522934798424285e+19,0.0001168228113637231,1.0,-913431297715560.0,17368.0,88078225.0,-1182.9580765978008,1.032339676603234
10244,9333,8232,7826,8525,9222,9196,1,0.00012003240015756498,-0.0005755292329846106,0.9853209043180113,-1.4719948316930843e+19,0.00011763370278292615,1.0,-938882832547968.0,17428.0,87104889.0,-1045.9644071914481,1.014897781644193
10262,9367,8308,7913,8583,9064,9025,1,0.00011647236359073913,-0.0005770578132554358,0.9634888438133874,-1.4365247201038477e+19,0.00011701285443782934,1.0,-905509195690616.0,17333.0,87740689.0,-1234.966899374098,1.0378947368421052
10233,9354,8290,7903,8637,9169,9029,1,0.00011824153977849668,-0.000614994540601031,0.9652555056660252,-1.4341418634168699e+19,0.00011757619463806132,1.0,-900128164750920.0,17319.0,87497316.0,-1201.9581423401687,1.0359951268136007
10261,9369,8305,7940,8639,9302,9224,1,0.00011954831505569142,-0.0006129180746297028,0.9845234283274629,-1.4498185819270453e+19,0.00011673297849452758,1.0,-908908818975575.0,17529.0,87778161.0,-1034.9597832630952,1.0157198612315699
10286,9391,8344,7936,8682,9525,9538,1,0.00012155668515570433,-0.0006331762993212917,1.015653285060164,-1.532514133458383e+19,0.00011502384598296155,1.0,-965963484648960.0,17882.0,88190881.0,-745.9594918504317,0.9845879639337387
10306,9410,8347,7970,8700,9369,9310,1,0.00011928153025637316,-0.0006207743075861971,0.9893730074388948,-1.4936032839341922e+19,0.00011567095077595468,1.0,-933820405974720.0,17657.0,88548100.0,-993.957709356655,1.0107411385606875
10272,9415,8361,8017,8831,9805,9820,1,0.0001245572611833651,-0.0007237765817221884,1.0430164630908125,-1.5376063527171906e+19,0.0001130644893094383,1.0,-959464292045184.0,18181.0,88642225.0,-449.94378662839335,0.9587576374745418
10252,9363,8310,7933,8730,9312,9178,1,0.00011968147146518423,-0.0006543657537514736,0.9802413756274698,-1.4484798153116035e+19,0.00011621994624827485,1.0,-906098654175000.0,17488.0,87665769.0,-1071.949458483754,1.0201568969274353
10296,9418,8391,8043,8850,9502,9385,1,0.00012023824229557203,-0.0006987566579320244,0.9964960713527288,-1.4706562963264039e+19,0.00011440301719597026,1.0,-908355531756750.0,17776.0,88698724.0,-908.9452985341431,1.0035162493340437
10350,9485,8446,8127,8980,9640,9593,1,0.0001203340743532262,-0.0007430065747719202,1.0113863995782815,-1.5141859525048144e+19,0.00011190416545843445,1.0,-929072183608380.0,18039.0,89965225.0,-754.9367748046407,0.98874179088919
10276,9373,8318,7930,8676,9430,9336,1,0.00012095230792779916,-0.0006296377699786137,0.9960524911981222,-1.4857613605331288e+19,0.00011642099491036545,1.0,-931869961416264.0,17654.0,87853129.0,-937.9569608078873,1.0039631533847473
10314,9404,8354,7990,8795,9686,9572,1,0.00012329270283368025,-0.0006790195018290616,1.0178647384091877,-1.518435365700379e+19,0.0001150551150349216,1.0,-944350088022712.0,17926.0,88435216.0,-739.9472109169255,0.9824488090263268
10301,9403,8342,7969,8694,9482,9403,1,0.0001208824711059405,-0.0006283373774250314,1.0,-1.5017938986472915e+19,0.00011598821876762775,1.0,-938095063176216.0,17745.0,88416409.0,-895.9578038839609,1.0
10289,9416,8354,7977,8731,9480,9421,1,0.00012051675142164001,-0.0006470946035370003,1.0005310110450298,-1.5141681517205826e+19,0.00011525170138804504,1.0,-945884183233544.0,17775.0,88661056.0,-865.9548719176437,0.999469270778049
10294,9427,8354,7980,8787,9671,9550,1,0.0001228014246742969,-0.0006817080806071533,1.013047629150313,-1.5489462242174837e+19,0.00011524640458268609,1.0,-964168210411728.0,17904.0,88868329.0,-741.948168542016,0.9871204188481676
10274,9389,8349,7921,8676,9415,9422,1,0.00012010650353307665,-0.0006283505444837918,1.0035147513047182,-1.526816082897681e+19,0.00011517485684065006,1.0,-963894106993224.0,17771.0,88153321.0,-849.960833632771,0.9964975589046912
10323,9452,8428,8123,9087,9895,9692,1,0.00012421314518780576,-0.000848437173872054,1.0253914515446467,-1.501960145228653e+19,0.00011235227350814915,1.0,-914704914498732.0,18120.0,89340304.0,-628.9218082581865,0.9752373091209244
10253,9417,8368,8015,8845,9736,9558,1,0.00012355101662080964,-0.0007353962270677047,1.0149729213125198,-1.5181586376537917e+19,0.00011516372446771375,1.0,-938103587617888.0,17926.0,88679889.0,-692.9429971319314,0.985247959824231
10287,9402,8366,8013,8897,9532,9445,1,0.00012118417945876794,-0.0007304879719127114,1.0045734950010636,-1.4782934880720736e+19,0.00011343275518368472,1.0,-917976288489612.0,17811.0,88397604.0,-839.9365288070767,0.9954473266278454
10321,9445,8409,8100,9049,9923,9671,1,0.000124938611929881,-0.0008273312724669801,1.023928004235045,-1.5094513120817349e+19,0.00011338902471715048,1.0,-919550522431935.0,18080.0,89208025.0,-647.9238910690929,0.9766311653396753
10299,9407,8392,8081,8955,9583,9316,1,0.00012139054714847868,-0.0007591663872748372,0.9903263527160625,-1.4261933381234223e+19,0.00011486994631571099,1.0,-869751082562544.0,17708.0,88491649.0,-980.9329122974268,1.0097681408329755
10275,9382,8354,7981,8866,9547,9334,1,0.00012180833953453929,-0.0007232948638192857,0.9948838200810062,-1.4733617042259757e+19,0.00011536429038865502,1.0,-912400776403158.0,17688.0,88021924.0,-938.9387119942548,1.0051424898221555
10311,9420,8421,8087,8973,9621,9359,1,0.00012128459560834038,-0.0007645421248298283,0.993524416135881,-1.4509122004002419e+19,0.00011456530077463934,1.0,-884460671471517.0,17780.0,88736400.0,-949.9344495903097,1.0065177903622182
10679,9919,9198,9181,11995,13078,11378,1,0.00014334417106459692,0.0010003044574969562,1.1470914406694224,-1.4019049960851104e+19,9.582418877145375e-05,1.0,-710260332621588.0,20576.0,98386561.0,701.304087845183,0.8717700826155739
10804,10021,9123,8839,10795,11349,10502,1,0.00012413917619431288,-0.16409630274017056,1.0479992016764794,-1.9000598237880914e+19,0.00010010665164552349,1.0,-1032923722857840.0,19625.0,100420441.0,-299.8167269538535,0.9541992001523519
10792,10014,9185,9026,11345,11892,10637,1,0.00012929095781964042,0.0021393592033980293,1.062212901937288,-1.6949328929866295e+19,9.854423923279679e-05,1.0,-886419210728480.0,19822.0,100280196.0,-152.7648339684274,0.9414308545642568
10666,9904,9135,8987,11593,12175,10482,1,0.00013457047535928937,0.0013231323023206439,1.0583602584814216,-1.5581296190088047e+19,0.00010019106168011927,1.0,-801926685549990.0,19617.0,98089216.0,-181.7309250136841,0.9448578515550468
10681,9904,9098,8964,11433,11957,10460,1,0.0001326983934760289,0.0016009922420460723,1.0561389337641358,-1.563504214126345e+19,9.998396175975118e-05,1.0,-813682383600680.0,19558.0,98089216.0,-218.7433501868545,0.9468451242829828
10683,9937,9201,9194,11850,12716,11118,1,0.00013907856426253795,0.0010945888042706582,1.1188487471067727,-1.3783525295765152e+19,9.651737441773443e-05,1.0,-699186412908531.0,20319.0,98743969.0,437.2879034887519,0.8937758589674402
10769,9987,9105,8761,10910,11487,10543,1,0.00012632567312794937,0.00803787850161751,1.0556723740863123,-1.9616365540691653e+19,9.986600202931333e-05,1.0,-1071317370959190.0,19648.0,99740169.0,-223.8017572762219,0.9472635872142654
