B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
10683,9937,9201,9194,11850,12716,11118,1,1.0,12716.0,-162634997131.0,98318849.0,11118.0,106147014.83323339,0.9015189873425697,-1.9696262186760544e-16,-4.5208958983498426e-13,5.418916189232668e-17,1489.0
10769,9987,9105,8761,10910,11487,10543,1,1.0,11487.0,-136777603943.0,98074142.0,10543.0,107539774.14230126,0.9870760769936169,-1.6760157620266992e-15,-5.453411553805963e-13,6.534843730632054e-17,2008.0
10810,10000,9078,8745,10584,11537,10869,1,1.0,11537.0,-162432931706.0,98155301.0,10869.0,108090082.18255667,1.0213529856391688,1.0459407093426559e-15,-5.652740390042806e-13,6.429291117870227e-17,2065.0
10704,9967,9190,9084,11496,12188,10775,1,1.0,12188.0,-139539701496.0,98393444.0,10775.0,106676670.98630661,0.9311064718167472,-2.931410853238001e-16,-4.825900492406221e-13,5.875467875321648e-17,1620.0
10666,9941,9229,9255,12120,12769,10829,1,1.0,12769.0,-134820986564.0,98461403.0,10829.0,106020581.38012129,0.8800330033009232,-1.607400239964163e-16,-4.372420986519088e-13,5.391162367535555e-17,1411.0
10681,9907,9165,9073,11811,12981,11200,1,1.0,12981.0,-175093190291.0,97916157.0,11200.0,105806948.00902346,0.9043264753199765,-2.051035284559046e-16,-4.527966350802435e-13,5.2018823095619604e-17,1608.0
10678,9923,9166,9079,11905,13547,11744,1,1.0,13547.0,-219671239682.0,97900000.0,11744.0,105948409.62210104,0.8969340613184613,-1.841345362948646e-16,-4.3847628403868746e-13,4.7789862266991e-17,1599.0
10666,9936,9218,9161,11838,13317,11576,1,1.0,13317.0,-202676246711.0,98344343.0,11576.0,105967893.92147243,0.9009967899983167,-1.8973060256721696e-16,-4.394426231997381e-13,4.9566201278300666e-17,1505.0
10832,9977,9045,8729,10457,11424,10889,1,1.0,11424.0,-164582131271.0,97997321.0,10889.0,108060948.12045401,1.035861145644958,6.277578954757026e-16,-5.786767366080899e-13,6.530501047534119e-17,2103.0
10730,9928,9022,8726,10548,11576,10933,1,1.0,11576.0,-168047747454.0,96828184.0,10933.0,106517662.12126009,1.0172544558208756,1.3157402680007225e-15,-5.695701031813261e-13,6.481626695406911e-17,2004.0
10621,9892,9133,9058,11768,12403,10737,1,1.0,12403.0,-137757501767.0,97025764.0,10737.0,105052854.0260235,0.9025322909583338,-2.0984139846175202e-16,-4.695745865475733e-13,5.762554374009574e-17,1563.0
10605,9931,9270,9272,12060,12614,10700,1,1.0,12614.0,-122765114487.0,98333024.0,10700.0,105308115.02026048,0.8793532338313526,-1.5931530685559917e-16,-4.378444182870098e-13,5.588203908369319e-17,1333.0
10639,9849,9123,9068,11890,12720,10841,1,1.0,12720.0,-145791327823.0,97084207.0,10841.0,104773565.49166162,0.8947855340629758,-1.9218868039609605e-16,-4.567910362362749e-13,5.460391922443384e-17,1571.0
10631,9875,9116,9060,11735,12946,11229,1,1.0,12946.0,-178039306034.0,96936877.0,11229.0,104971487.76572995,0.9059224541961157,-2.1147400340359748e-16,-4.601551371445672e-13,5.2793614065350795e-17,1571.0
10675,9950,9228,9263,12095,13011,11243,1,1.0,13011.0,-169890251850.0,98534006.0,11243.0,106206325.8454008,0.8825961140973959,-1.6092100668029791e-16,-4.33714385463577e-13,5.183737097062927e-17,1412.0
10759,9917,8922,8534,10079,11140,10884,1,1.0,11140.0,-171148495762.0,96013017.0,10884.0,106687267.95059486,1.067467010616383,3.542701976183917e-16,-6.282692005295342e-13,6.961236484309386e-17,2225.0
10655,9791,8845,8618,10947,11823,10195,1,1.0,11823.0,-117123648546.0,94266245.0,10195.0,104313238.6785255,0.9733260253942717,-8.914324664921629e-16,-5.592862305056496e-13,6.301405915656405e-17,2037.0
10599,9732,8759,8469,10100,11323,10330,1,1.0,11323.0,-133478270722.0,92858064.0,10330.0,103140013.01837021,1.049405940593715,5.1540021664788e-16,-6.345735980837881e-13,6.943015426823709e-17,2130.0
10651,9912,9171,9115,11806,12836,11245,1,1.0,12836.0,-176967246793.0,97704963.0,11245.0,105562914.97681691,0.9021683889550332,-1.9997889610087344e-16,-4.547480274646369e-13,5.35007925088213e-17,1536.0
10627,9877,9122,9088,11857,12765,11068,1,1.0,12765.0,-163531630636.0,96964116.0,11068.0,104953007.21640198,0.8962638104076177,-1.9294045860385245e-16,-4.580986781427526e-13,5.4342174885326133e-17,1539.0
10634,9768,8849,8620,10831,11659,10295,1,1.0,11659.0,-124459848535.0,94122756.0,10295.0,103863032.42540029,0.9818114670852083,-1.3020331776850037e-15,-5.679396337422104e-13,6.505545256527169e-17,2014.0
10585,9785,9022,8949,11575,12366,10726,1,1.0,12366.0,-142310313817.0,95521811.0,10726.0,103564316.34409422,0.9144708423318662,-2.491556812576257e-16,-4.872466417262129e-13,5.836592187363896e-17,1636.0
10610,9732,8858,8609,12516,12499,9888,1,1.0,12499.0,-94792909673.0,94008395.0,9888.0,103245894.80724072,0.8477149248956266,-1.5529269257064086e-16,-4.694811026053454e-13,5.686115074344848e-17,2001.0
10692,9914,9048,8828,10798,11671,10746,1,1.0,11671.0,-149476592622.0,96763685.0,10746.0,105990595.00446506,0.9901833672902285,-2.179492520117895e-15,-5.471012902504468e-13,6.421936839111475e-17,1864.0
10706,9917,8954,8634,10226,11020,10621,1,1.0,11020.0,-148122793640.0,95882770.0,10621.0,106161466.57970801,1.046939174653744,5.062034242924048e-16,-6.15445215957043e-13,7.184263773785658e-17,2072.0
10626,9746,8819,8589,10442,11502,10191,1,1.0,11502.0,-118180994374.0,93732638.0,10191.0,103551348.4745253,1.0176211453745054,1.4156613366298272e-15,-5.973137152403231e-13,6.694435806881895e-17,2037.0
10590,9733,8785,8511,10121,11292,10328,1,1.0,11292.0,-131618228146.0,93054563.0,10328.0,103062977.4144563,1.046339294536665,5.438772280569237e-16,-6.292290820591197e-13,6.993058353040002e-17,2079.0
10672,9827,8872,8687,11022,12621,10782,1,1.0,12621.0,-158096993361.0,94705627.0,10782.0,104864423.36894691,0.9682453275272564,-7.071603611632153e-16,-5.315875507517163e-13,5.512169163527965e-17,1985.0
10559,9703,8782,8549,12068,12699,10299,1,1.0,12699.0,-127899429123.0,92753905.0,10299.0,102443941.94874357,0.8749585681143799,-1.9042038333968731e-16,-4.906432332920822e-13,5.56178543996908e-17,2010.0
10537,9661,8743,8534,10964,11957,10308,1,1.0,11957.0,-129198901243.0,92147912.0,10308.0,101788294.32193036,0.9610543597227661,-6.301032104920605e-16,-5.625601338819482e-13,6.299724721251383e-17,2003.0
10614,9834,9074,9024,11678,12402,10796,1,1.0,12402.0,-144298502380.0,96335516.0,10796.0,104368080.88715771,0.9088885083056084,-2.282249085176879e-16,-4.773347906943181e-13,5.771089457563011e-17,1590.0
10576,9833,9106,9081,11725,12204,10621,1,1.0,12204.0,-126995401639.0,96328985.0,10621.0,103983646.34468743,0.9020042643915076,-2.1167328886536274e-16,-4.751647861368293e-13,6.002767690698493e-17,1495.0
10679,9832,8888,8651,10727,11796,10659,1,1.0,11796.0,-150278299002.0,94937475.0,10659.0,104986216.0218596,0.99552530996516,-4.90494973507494e-15,-5.674477878742643e-13,6.301873749832883e-17,2028.0
10630,9907,9186,9206,12007,12844,11120,1,1.0,12844.0,-162212311867.0,97672031.0,11120.0,105301472.01682277,0.8853168984751392,-1.6894235584755192e-16,-4.4345155547970995e-13,5.364543402064069e-17,1424.0
10614,9861,9115,9057,11748,12748,11189,1,1.0,12748.0,-174886336506.0,96771106.0,11189.0,104654871.90783696,0.9034729315626464,-2.0773069491231937e-16,-4.633269797383625e-13,5.462079285137143e-17,1557.0
10667,9833,8896,8726,11274,12220,10275,1,1.0,12220.0,-117945602783.0,94917126.0,10275.0,104878769.01367776,0.9461593045944028,-4.2622343925543824e-16,-5.261594420315374e-13,5.885359072085243e-17,1941.0
10649,9810,8841,8631,10673,11662,10206,1,1.0,11662.0,-117328282253.0,94170144.0,10206.0,104456943.3023658,0.9977513351441303,-9.522092447088026e-15,-5.79473351929553e-13,6.483902600816885e-17,2018.0
10641,9778,8854,8652,10952,11625,10087,1,1.0,11625.0,-107419922647.0,94237991.0,10087.0,104037672.23144376,0.9716033601162053,-8.410793366064867e-16,-5.616604828644392e-13,6.535041455536737e-17,1989.0
10644,9806,8883,8675,10644,11595,10314,1,1.0,11595.0,-123343948087.0,94572891.0,10314.0,104365292.21255471,1.0,-8.363243030293627e-14,-5.75988692312143e-13,6.565213828593433e-17,1969.0
10628,9792,8842,8620,10433,11571,10455,1,1.0,11571.0,-136348552939.0,93994780.0,10455.0,104059792.4837484,1.0186906929939141,1.3064611060282101e-15,-5.945704960945501e-13,6.612349861919264e-17,2008.0
10647,9816,8871,8617,10442,11658,10609,1,1.0,11658.0,-147911335399.0,94471637.0,10609.0,104501414.78935067,1.01963225435793,1.2245069035175018e-15,-5.891757271890308e-13,6.490801451624621e-17,2030.0
10653,9926,9247,9326,12347,13080,11136,1,1.0,13080.0,-157423416560.0,98533718.0,11136.0,105731621.28976709,0.8628006803264725,-1.363337740885792e-16,-4.1961092016869153e-13,5.150390814715785e-17,1327.0
10640,9791,8867,8668,10868,11997,10554,1,1.0,11997.0,-141703124956.0,94367745.0,10554.0,104166600.54952665,0.9790209790207882,-1.0983529573396948e-15,-5.544834669197842e-13,6.137223482520164e-17,1972.0
10707,9834,8917,8716,11190,12292,10442,1,1.0,12292.0,-131121878359.0,95497801.0,10442.0,105282890.15314347,0.9568364611259312,-5.24718274920181e-16,-5.261116060741958e-13,5.773239546332623e-17,1991.0
10672,9875,8937,8642,10373,11174,10620,1,1.0,11174.0,-147725255347.0,95397211.0,10620.0,105376092.22848903,1.0288248337037658,8.260949429588819e-16,-6.014966653863665e-13,7.032195251133313e-17,2030.0
10633,9837,8978,8813,10903,11646,10591,1,1.0,11646.0,-138095405346.0,95485623.0,10591.0,104586865.59826073,0.9752361735299928,-9.007461307367373e-16,-5.471079957219287e-13,6.521303165028968e-17,1820.0
10573,9810,9059,9033,11696,12566,10940,1,1.0,12566.0,-155601812454.0,95805069.0,10940.0,103711288.30204876,0.9039842681249866,-2.1514975107285483e-16,-4.731921054534401e-13,5.665122538248907e-17,1540.0
10591,9816,9036,8953,11532,12422,11007,1,1.0,12422.0,-164640831163.0,95724230.0,11007.0,103951423.10257933,0.9184009712098486,-2.573878761515391e-16,-4.877208864476753e-13,5.777539869782859e-17,1638.0
10691,9825,8884,8696,10751,11986,10649,1,1.0,11986.0,-147686651006.0,95001581.0,10649.0,105029484.82062341,0.9944191238027997,-3.93970010705663e-15,-5.59853078418759e-13,6.089975997549324e-17,1995.0
10594,9861,9092,9004,11531,12561,11246,1,1.0,12561.0,-181763437747.0,96344740.0,11246.0,104457708.01344733,0.9187407857079961,-2.5050899884661494e-16,-4.797176264292686e-13,5.647186169711991e-17,1590.0
10671,9826,8933,8773,11402,12534,10623,1,1.0,12534.0,-142386206577.0,95347979.0,10623.0,104843538.0186711,0.9358884406246943,-3.456837658549511e-16,-5.068491891876415e-13,5.589986747471937e-17,1898.0
10612,9826,9023,8884,11301,12019,10898,1,1.0,12019.0,-158955846471.0,95775396.0,10898.0,104263533.21259935,0.9390319440753956,-3.534915809451784e-16,-5.109158267370295e-13,6.147072156962806e-17,1728.0
10533,9744,8935,8758,11097,11779,10483,1,1.0,11779.0,-132311901270.0,94135231.0,10483.0,102623628.09377083,0.9491754528244201,-4.486627068118198e-16,-5.355568512832736e-13,6.496483684308916e-17,1775.0
10571,9796,8981,8798,11051,11913,10779,1,1.0,11913.0,-153338895102.0,94961115.0,10779.0,103543709.1558667,0.9565650167405693,-5.090525823507728e-16,-5.306360394332689e-13,6.305587111122239e-17,1773.0
10668,9803,8894,8751,11794,12421,10301,1,1.0,12421.0,-118698979088.0,94905407.0,10301.0,104568273.7585738,0.9045277259629074,-2.386271492029434e-16,-4.962971151733748e-13,5.695341165888955e-17,1917.0
10656,9868,9053,8946,11534,12691,11336,1,1.0,12691.0,-191273867050.0,96492993.0,11336.0,105143722.79369345,0.9238772325297759,-2.69907285823941e-16,-4.824664448767302e-13,5.4678994352213295e-17,1710.0
10672,9890,9073,8969,11545,12479,11054,1,1.0,12479.0,-167723551468.0,96851080.0,11054.0,105536206.0414364,0.9243828497183131,-2.737360646756572e-16,-4.851921189389007e-13,5.638308695630738e-17,1703.0
10679,9931,9228,9224,12132,12982,11094,1,1.0,12982.0,-159103646309.0,98570926.0,11094.0,106043168.50633669,0.8802340916590765,-1.5926351590441656e-16,-4.328875338104108e-13,5.203019327478588e-17,1455.0
10682,9798,8891,8734,11604,12230,10319,1,1.0,12230.0,-120908145974.0,94997496.0,10319.0,104652100.00444643,0.9205446397791093,-2.8890536262884484e-16,-5.095119221850543e-13,5.859233273227311e-17,1948.0
10636,9772,8863,8690,11287,12088,10309,1,1.0,12088.0,-122260543977.0,94290243.0,10309.0,103925060.02254523,0.9423230264910671,-4.0432822852241045e-16,-5.304441937123609e-13,6.049700724926763e-17,1946.0
10639,9787,8843,8633,10753,11911,10500,1,1.0,11911.0,-139145040971.0,94103341.0,10500.0,104114287.58161521,0.989398307448937,-2.176630722117459e-15,-5.665466725656404e-13,6.227339521157982e-17,2006.0
10652,9800,8870,8640,10467,11786,10572,1,1.0,11786.0,-144223006081.0,94505493.0,10572.0,104380139.33566186,1.0176745963508438,1.3552074808747257e-15,-5.826037710517704e-13,6.344624927366083e-17,2012.0
10656,9847,8939,8734,10785,12062,10717,1,1.0,12062.0,-151268683707.0,95276831.0,10717.0,104920103.40904099,0.9880389429763454,-1.8451545460129072e-15,-5.494473865586189e-13,6.053046431631177e-17,1922.0
10669,9839,8912,8714,10755,11878,10681,1,1.0,11878.0,-149361755308.0,95104761.0,10681.0,104962629.94618529,0.9920037192005111,-2.7730471200712824e-15,-5.593603360328234e-13,6.226823076018131e-17,1955.0
10647,9811,8915,8756,12180,12416,10187,1,1.0,12416.0,-109711221189.0,94942601.0,10187.0,104447271.61663292,0.8741379310340562,-1.8074307385252492e-16,-4.786977809448257e-13,5.722422397290012e-17,1891.0
10696,9836,8897,8738,10936,12222,10531,1,1.0,12222.0,-136900269060.0,95185470.0,10531.0,105196284.6873778,0.9780541331383574,-1.0275312706788702e-15,-5.421026947173975e-13,5.851585330486334e-17,1958.0
10636,9778,8846,8617,11981,12523,10166,1,1.0,12523.0,-115017392644.0,94110560.0,10166.0,103988631.58568971,0.8877389199569734,-2.0895440463613184e-16,-4.933533925135864e-13,5.636704014275394e-17,2019.0
10625,9760,8839,8611,11444,12597,10569,1,1.0,12597.0,-145184348449.0,93938416.0,10569.0,103690346.79102042,0.9284341139464232,-3.2322353365103884e-16,-5.147140139723021e-13,5.582236384002381e-17,2014.0
10640,9778,8812,8583,10493,11864,10512,1,1.0,11864.0,-142105336748.0,93782037.0,10512.0,104028508.80394353,1.014009339560289,1.7541273082618245e-15,-5.869103838151118e-13,6.275606444550632e-17,2057.0
10711,9841,8909,8689,10565,11835,10524,1,1.0,11835.0,-138540131759.0,95446699.0,10524.0,105397388.6201711,1.013819214387695,1.713946087537115e-15,-5.718074556475135e-13,6.223065402729504e-17,2022.0
10673,9825,8883,8718,10763,12120,10502,1,1.0,12120.0,-135590265380.0,94831142.0,10502.0,104852746.23754199,0.991638019138918,-2.667730038937601e-15,-5.551672875196955e-13,5.976169545052451e-17,1955.0
10662,9813,8894,8749,10984,12110,10614,1,1.0,12110.0,-142756405219.0,94850922.0,10614.0,104616534.6186623,0.9706846321914782,-7.721224046916051e-16,-5.414440021930771e-13,5.998391901547802e-17,1913.0
10624,9769,8849,8733,11278,12429,10449,1,1.0,12429.0,-130871214022.0,94035483.0,10449.0,103776215.10940492,0.9420109948569007,-3.9552501915639584e-16,-5.227245845861507e-13,5.735244506415478e-17,1891.0
10721,9824,8854,8676,11250,12315,10381,1,1.0,12315.0,-128340402109.0,94947299.0,10381.0,105313309.40099974,0.9529777777770505,-4.925889154739081e-16,-5.30668946609992e-13,5.736680604855922e-17,2045.0
10630,9751,8783,8512,11317,11733,10050,1,1.0,11733.0,-111434451525.0,93386340.0,10050.0,103642876.10529403,0.9392948661297851,-4.085280234251018e-16,-5.51714377240239e-13,6.428559077775624e-17,2118.0
10613,9749,8826,8635,11670,12479,10320,1,1.0,12479.0,-125639011842.0,93694487.0,10320.0,103456211.29361644,0.9094258783206897,-2.587194207704269e-16,-5.079147885265545e-13,5.70116349261044e-17,1978.0
