B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2
10286,9391,8293,7860,8794,9478,8981,1,7.995242274269848e-09,8749.853562340966
10365,9499,8471,8124,9949,11184,10136,1,3.919304792762271e-09,8832.821393402266
10239,9330,8198,7751,8560,9104,8793,1,9.67512469260184e-09,8670.778480196104
10254,9367,8223,7776,8629,9281,9000,1,8.682876232414375e-09,8695.695601851852
10342,9481,8488,8163,10436,11780,10575,1,3.1792535963432137e-09,8825.9394830332
10380,9496,8400,7986,9084,9896,9337,1,6.528129032710559e-09,8835.462058602556
10264,9374,8272,7833,8676,9331,9076,1,8.369259077209743e-09,8735.603727818207
10203,9277,8122,7672,8400,8890,8624,1,1.1242676364407217e-08,8598.394681960375
10389,9525,8401,7975,8919,9616,9236,1,7.462460374450107e-09,8849.755611285267
10288,9383,8265,7818,8611,9178,8974,1,9.195560744358297e-09,8737.557559478128
10351,9485,8358,7950,9151,10145,9697,1,5.726583205406123e-09,8786.93886792453
10373,9505,8501,8174,10595,11945,10551,1,3.0648218212335658e-09,8841.081600195743
10228,9338,8208,7737,8381,9104,9005,1,9.996295005593937e-09,8707.672741372626
10389,9499,8331,7910,9003,9877,9671,1,6.312354966715536e-09,8774.407206068267
10220,9306,8141,7667,8344,8828,8698,1,1.1688905207557452e-08,8644.304291117776
10390,9521,8423,7969,8925,9717,9320,1,7.181185854342126e-09,8902.864725812524
10373,9471,8484,8159,10117,11677,10609,1,3.460510540791308e-09,8821.945826694448
10204,9319,8156,7675,8299,8854,8690,1,1.1907507233095711e-08,8667.144755700325
10222,9316,8235,7771,9591,9660,8877,1,5.5824583907122685e-09,8726.705057264187
10381,9483,8364,7951,8991,10024,9771,1,6.125459190689052e-09,8798.452521695384
10341,9490,8462,8131,9788,11067,10362,1,3.996721892424943e-09,8806.474480383717
10229,9339,8214,7756,9147,9627,9104,1,6.341962249181208e-09,8699.045384218669
10251,9354,8233,7745,8785,9479,9017,1,7.692663381010952e-09,8751.748095545514
10221,9309,8281,7819,9542,9968,9169,1,5.240696990162739e-09,8770.298119964189
10379,9506,8379,7938,9032,9857,9319,1,6.683447840641606e-09,8844.5
10322,9426,8402,8002,9454,10671,10115,1,4.603399629529585e-09,8821.995001249688
10318,9414,8259,7820,8872,9761,9615,1,6.5618157199784966e-09,8722.644629156011
10367,9490,8408,7964,9342,10314,9521,1,5.437217349183883e-09,8876.753390256154
10380,9509,8431,7999,9431,10042,9464,1,5.518644011842427e-09,8886.330916364546
10292,9393,8319,7924,9323,10618,10105,1,4.758932651612766e-09,8733.6901817264
10323,9418,8293,7835,8805,9793,9444,1,6.95564049427447e-09,8777.772686662413
9859,8993,7896,7440,7869,7962,7929,1,2.2672866897901482e-08,8379.948387096774
9905,9027,7950,7484,7874,8248,8367,1,1.674670231864668e-08,8445.016034206308
9955,9090,8003,7614,8051,8232,8191,1,1.7456867810519964e-08,8411.874047806672
9911,9064,7945,7506,7866,7960,7973,1,2.4867314111247978e-08,8409.675592859046
9859,8975,7883,7423,7978,8150,8063,1,1.7140513391018064e-08,8371.505994880776
9881,9020,7921,7464,7877,8075,8168,1,1.9330601596449014e-08,8405.980841371918
9860,8967,7846,7365,7651,7773,7862,1,3.4158383754736744e-08,8358.413577732517
9907,9046,7910,7488,7828,7912,7953,1,2.6846008757517893e-08,8355.782585470084
9840,8937,7806,7359,7806,8093,7978,1,2.04079056033329e-08,8280.151651039543
9811,8930,7833,7387,7838,7972,7873,1,2.1983652094393754e-08,8305.927846216326
9847,8950,7811,7347,7625,7670,7739,1,4.312850804372483e-08,8304.303933578332
9838,8957,7856,7405,7875,8082,7930,1,2.010559608338428e-08,8334.46806212019
9819,8947,7801,7325,7633,7712,7704,1,3.901412386897841e-08,8307.931877133105
9845,8954,7809,7339,7719,7839,7823,1,2.905181978411024e-08,8309.09946859245
9838,8980,7887,7421,7940,8218,8087,1,1.674200018657324e-08,8382.262363562862
9884,8988,7884,7410,7756,7807,7871,1,3.03717934564673e-08,8388.320647773278
9799,8933,7832,7364,7884,7986,7938,1,1.974006322979716e-08,8329.742531233025
9881,8979,7871,7402,7810,7951,7951,1,2.3935224671176785e-08,8369.716427992435
9837,8939,7810,7329,7653,7688,7799,1,3.638014019706518e-08,8322.567881020603
9823,8965,7865,7400,7993,8127,8012,1,1.687918694112932e-08,8359.219594594595
9879,9002,7944,7517,8194,8395,8195,1,1.3256846647019532e-08,8395.255554077425
9929,9068,8034,7641,8746,8789,8259,1,9.087211800707152e-09,8447.213191990577
9817,8980,7867,7450,7943,8164,8030,1,1.7566403249148163e-08,8307.340805369127
9801,8943,7824,7336,7738,7853,7876,1,2.5526963747560772e-08,8344.462377317339
9821,8946,7826,7347,7702,8052,8674,1,1.628967475653251e-08,8336.229209201034
9867,9044,8069,7721,8948,9469,8730,1,6.621086492890155e-09,8432.685014894443
9860,8972,7938,7531,8248,8206,8101,1,1.3951036664860817e-08,8366.995618111805
9838,8948,7824,7378,7766,7825,8086,1,2.375036903042282e-08,8296.960693955001
9791,8919,7804,7334,7775,7925,7836,1,2.349498745395809e-08,8304.119989091902
9858,8992,7971,7576,8969,9085,8335,1,7.312371876220354e-09,8386.594640971489
9975,9211,8337,8249,10288,11839,10422,1,3.1772327221398785e-09,8425.938780458237
9965,9206,8401,8283,11299,11476,9869,1,2.715889003548091e-09,8520.68103344199
10015,9212,8461,8306,11609,11791,9868,1,2.5358302513277717e-09,8618.892487358537
9950,9123,8189,7955,9305,10223,9192,1,5.230034747219348e-09,8429.883218101822
9977,9219,8479,8515,11476,12190,10096,1,2.5338141302196586e-09,8443.152201996476
9887,9119,8373,8296,11842,12025,9718,1,2.4004676875738536e-09,8450.714681774349
9841,9053,8319,8098,12107,12062,9464,1,2.2983932393381483e-09,8546.031242282046
9966,9190,8423,8328,11591,12027,9848,1,2.5197073007053073e-09,8519.083693563882
9925,9192,8469,8424,11263,12372,10254,1,2.5644653273783094e-09,8514.240384615385
9897,9129,8334,8232,10973,11783,9653,1,2.9140292088911463e-09,8437.263848396502
9829,9045,8298,8142,11355,11209,9371,1,2.7816225851155977e-09,8456.988946204863
9887,9117,8217,8086,10145,11053,9649,1,3.630411728822824e-09,8350.12231016572
9951,9210,8367,8271,10897,11349,9717,1,3.0289689574179367e-09,8464.114254624592
10026,9277,8518,8510,11053,12153,10422,1,2.699949570760972e-09,8526.007520564042
9930,9133,8341,8179,10343,11843,10605,1,3.036771013707754e-09,8506.208705220688
9849,9019,8034,7778,8990,9682,8883,1,6.188522874943253e-09,8298.425816405244
9957,9188,8338,8245,10013,11600,10271,1,3.481778944767369e-09,8432.048999393572
9835,9044,8118,7906,9830,10933,9562,1,3.920509303176106e-09,8335.684796357198
9779,8934,7932,7634,9051,9367,8655,1,6.278704226731051e-09,8241.632695834423
9846,9041,8139,7946,9851,10589,9173,1,4.208811643611664e-09,8336.687767430152
9957,9199,8323,8227,10299,11374,10021,1,3.363116539490514e-09,8420.120213929744
9922,9123,8134,7936,9526,10531,9732,1,4.3720667380300315e-09,8336.94002016129
9856,9007,8054,7764,9087,10040,9227,1,5.427012596541059e-09,8354.832045337454
9778,8977,8003,7782,9809,10137,8863,1,4.466328025626803e-09,8230.27615008995
9940,9168,8312,8226,10312,11069,9894,1,3.438937556836067e-09,8398.899100413324
9819,8975,7923,7548,8325,8858,8375,1,1.0028336727403849e-08,8316.630763116058
9831,8973,7946,7591,8613,9321,8649,1,7.62114826935998e-09,8317.60189698327
10009,9259,8490,8443,10122,10967,9800,1,3.788638328759124e-09,8537.261636858937
9979,9231,8482,8391,10895,11473,9926,1,2.979027339777103e-09,8573.986890716244
9951,9154,8270,8062,10321,11023,9519,1,3.5617360295013135e-09,8483.366410320019
9929,9123,8259,8092,10031,11253,10168,1,3.5012778780465334e-09,8429.446490360851
9886,9042,8065,7796,9116,10014,9305,1,5.386479315106582e-09,8343.281811185223
9906,9113,8301,8145,10213,11416,9738,1,3.4911087282444513e-09,8459.987845303867
9887,9117,8240,8060,9804,10960,9826,1,3.899187648245799e-09,8424.019851116625
9918,9118,8199,7991,9360,10588,9735,1,4.592021637066351e-09,8412.41409085221
9877,9049,8076,7781,8786,9656,8893,1,6.761892102487347e-09,8382.184295077754
9873,9045,8000,7666,8682,9261,8679,1,7.658513070905358e-09,8348.552048004174
9880,9055,8107,7823,9129,9771,8748,1,6.049392535229811e-09,8401.310111210532
9999,9178,8322,8153,10207,10748,9341,1,3.873475908432339e-09,8494.503127683061
9965,9138,8220,7951,9794,10163,9149,1,4.546187790208548e-09,8498.10086781537
9944,9102,8078,7729,8692,8989,8558,1,8.538907857381365e-09,8442.758959761937
9939,9195,8403,8311,10547,11221,9928,1,3.22914518272736e-09,8496.018409337024
9923,9130,8303,8155,10105,10974,9673,1,3.7119701377632116e-09,8453.685959534028
9909,9114,8266,8035,10291,10921,9598,1,3.5377599935564806e-09,8503.641070317362
9893,9077,8138,7900,9084,10570,9689,1,4.975963550464007e-09,8383.17012658228
9882,9061,8086,7797,9050,10441,9682,1,5.019558024732865e-09,8385.711940489933
9895,9080,8063,7778,8930,9915,9266,1,5.858179147155946e-09,8358.442915916688
9919,9086,8060,7731,8707,9409,8759,1,7.48342933203822e-09,8403.00090544561
9939,9112,8224,8066,9597,11139,10034,1,4.0217201183922415e-09,8385.09496652616
9959,9171,8304,8154,9931,11306,10261,1,3.5823667108415524e-09,8456.759381898455
9962,9184,8391,8248,10313,11474,10354,1,3.2156917946606218e-09,8536.479267701261
9877,9044,8077,7817,9194,10097,9269,1,5.239692377077588e-09,8345.647818856338
9867,9027,8030,7728,8970,9779,9416,1,5.616016809983156e-09,8343.801759834369
9942,9096,8172,7929,9088,10285,9904,1,4.980795283211694e-09,8422.44721906924
10015,9205,8299,8093,9445,10171,9719,1,4.772264421029436e-09,8510.243543803286
9987,9145,8159,7831,8749,9396,9098,1,7.141281837128339e-09,8500.73821989529
9941,9148,8349,8200,10352,12305,10868,1,2.9186131236969315e-09,8500.707439024389
9867,9051,8125,7885,9573,10844,9677,1,4.1872177112928794e-09,8372.30500951173
9798,8926,7896,7517,8344,9119,8644,1,8.661631209638524e-09,8294.108820007983
9825,8974,7999,7681,8882,9301,8493,1,7.1319077927174996e-09,8330.165473245672
9897,9074,8169,7886,9359,10158,9139,1,5.097336337203442e-09,8462.155845802688
9979,9152,8173,7873,8919,10080,9435,1,5.819055609342761e-09,8484.431474660232
9970,9159,8261,8072,9580,11285,10448,1,3.838378881412285e-09,8454.425297324082
9901,9085,8122,7912,9245,10646,9863,1,4.604601948225135e-09,8337.573811931243
9942,9124,8243,8093,10360,11654,10627,1,3.0253184508437263e-09,8395.780180402817
9939,9103,8142,7939,9539,10592,9907,1,4.244738366803242e-09,8350.190704118906
9924,9064,8054,7772,8812,9820,9290,1,6.1875586643625385e-09,8346.23211528564
9838,9018,7978,7641,8673,9380,8677,1,7.426263666673442e-09,8329.863106923178
9957,9119,8187,7947,9733,10748,9862,1,4.016781223196525e-09,8434.248018120046
9938,9099,8094,7743,8682,9216,8832,1,7.734549276507675e-09,8460.911274699729
9869,9021,8008,7719,8829,9822,9156,1,6.150737647838127e-09,8307.820183961652
9837,9001,7958,7615,8540,8884,8296,1,9.33603887015428e-09,8316.44963887065
9962,9120,8150,7874,9100,10641,10130,1,4.687752092459254e-09,8435.674371348741
9988,9181,8193,7941,9058,10569,10252,1,4.757531698548586e-09,8452.996977710614
9930,9103,8141,7832,8801,9394,9016,1,6.966665124878763e-09,8462.191138917264
9890,9069,8049,7712,8853,9267,8595,1,7.338968797521121e-09,8400.726270746887
9953,9157,8265,8061,9424,10423,9747,1,4.61175633203077e-09,8474.16263490882
9794,8953,7944,7624,8927,9615,8782,1,6.258392057636452e-09,8277.431269674711
9967,9169,8279,8075,9890,11503,10339,1,3.5429959133699397e-09,8488.153684210527
9908,9083,8164,7932,9590,10533,9525,1,4.389621285659947e-09,8402.785678265254
9872,9011,8034,7719,9473,10031,9000,1,4.952385111055964e-09,8361.854644383988
9891,9080,8116,7825,9497,10303,9518,1,4.532370833218433e-09,8417.821853035144
9890,9090,8107,7777,9151,9672,8932,1,5.867805454294162e-09,8451.002828854313
9925,9119,8112,7801,8892,9670,9003,1,6.4761412403281765e-09,8435.398538648891
9962,9155,8198,7939,9252,10168,9581,1,5.0444549189294234e-09,8465.449552840408
9982,9180,8212,7984,9344,10733,10279,1,4.302968835144449e-09,8446.511022044087
9924,9124,8141,7879,9314,10413,9893,1,4.57051816072413e-09,8411.712273131108
9801,8947,7950,7593,9034,9504,8577,1,6.30215922219822e-09,8323.785065191625
9941,9057,8011,7674,8513,10089,10041,1,5.899109597556146e-09,8362.799192077144
9917,8996,7941,7573,8334,10103,10054,1,6.167808557596342e-09,8326.882477221709
9947,9044,7969,7592,8303,9690,9813,1,6.867137633550442e-09,8364.720890410958
9931,9044,7996,7630,8293,9890,9930,1,6.611945603235475e-09,8379.55648754915
9949,9068,8006,7639,8348,9940,9997,1,6.409396480902982e-09,8390.631758083518
9989,9060,8022,7688,8591,10479,10442,1,5.300101568063931e-09,8370.510405827263
9944,9013,7959,7565,8242,9786,9813,1,6.921102749269614e-09,8373.520290812954
9846,8971,8258,8037,11989,13714,9970,1,2.1531932351530372e-09,8485.077018788104
9937,9101,8323,8223,11539,14047,10505,1,2.2644336888543233e-09,8424.216101179618
9907,8993,7916,7485,8196,9511,9526,1,7.519553038142566e-09,8371.817768871075
9960,9061,8006,7625,8331,9752,9794,1,6.821222105486353e-09,8406.037508196721
9957,9062,8003,7620,8301,9703,9680,1,7.083572781500759e-09,8405.250524934383
9869,9018,8295,8107,11939,13756,10034,1,2.171657207433911e-09,8487.359689157518
9907,9009,7931,7549,8192,9841,10002,1,6.717316158063896e-09,8332.330242416214
9944,8998,7942,7552,8240,9770,9888,1,6.829256795290804e-09,8352.140360169491
9968,9076,8009,7628,8269,9781,9934,1,6.828590341958626e-09,8409.030020975353
10025,9128,8081,7706,8370,9849,10441,1,6.124088104941591e-09,8474.248767194395
9984,9067,8018,7679,8453,10370,10418,1,5.622867917144296e-09,8371.965620523506
9893,9041,8317,8181,11931,14055,10335,1,2.121490295732715e-09,8455.260848307053
10036,9157,8104,7752,8546,10001,10962,1,5.259841887099277e-09,8471.983488132095
9979,9078,8010,7618,8278,9931,10465,1,6.1308135559077344e-09,8422.17117353636
9935,9031,7967,7595,8309,10191,10265,1,6.027857730355666e-09,8357.220408163264
9867,9020,8308,8113,12089,13948,10176,1,2.0819446751711323e-09,8507.686922223593
9893,9028,8316,8153,12011,13786,10072,1,2.1440734687731555e-09,8482.258800441556
9966,9055,8022,7678,8545,10498,10545,1,5.2673402451107374e-09,8381.412346965355
9927,9031,7971,7624,8377,10408,10430,1,5.64316956891001e-09,8333.793415529906
9862,9013,8307,8099,12198,13947,10159,1,2.0426037575465916e-09,8520.341894060995
9877,9014,8292,8111,12066,13915,10099,1,2.106005343582022e-09,8477.03908272716
9959,9110,8359,8241,11662,13806,10326,1,2.2621147833733248e-09,8478.689600776604
10030,9181,8403,8417,11503,13621,10330,1,2.376222863572825e-09,8389.023286206488
9957,9086,8321,8288,11553,13666,10276,1,2.3291420279838517e-09,8354.131394787644
9932,9092,8274,8176,11334,13454,10163,1,2.4482957009966234e-09,8373.174657534248
9887,9016,8234,8136,11645,13718,10205,1,2.2676508214780858e-09,8333.180432645035
9988,9158,8364,8396,11426,13593,10241,1,2.4201355047832042e-09,8332.121962839446
9889,9031,8205,8080,11556,13751,10154,1,2.309626665878156e-09,8331.933787128712
9923,9074,8283,8178,11595,13524,10060,1,2.3412781320691424e-09,8389.348129126925
9819,8951,8187,7894,12050,13319,9812,1,2.1540170644145476e-09,8490.875221687358
10003,9166,8250,8063,9828,11432,10722,1,3.471448147741345e-09,8441.336971350613
10029,9168,8211,7999,9481,11309,10869,1,3.7666487211369375e-09,8428.618702337793
9999,9151,8183,7981,9622,11577,10851,1,3.5721721998553765e-09,8390.112642525999
10010,9153,8227,8067,9753,11902,11119,1,3.336861927920993e-09,8390.173422585844
9969,9118,8147,7863,9452,11139,10489,1,3.921890462383647e-09,8441.257662469796
10052,9200,8261,8050,9726,11848,11182,1,3.36323649720244e-09,8477.53055900621
10084,9194,8208,7936,8964,10551,10411,1,4.894894364620722e-09,8489.322580645161
10057,9190,8223,7954,9127,10557,10097,1,4.831759244770026e-09,8501.097435252703
10057,9170,8228,8012,9489,11325,11005,1,3.7157230383021493e-09,8449.823265102346
10044,9173,8235,8035,9626,11465,10781,1,3.651087229824928e-09,8439.978220286248
10063,9218,8319,8193,9828,11886,11222,1,3.291400943783183e-09,8446.93775173929
10036,9192,8211,7964,9380,11412,10763,1,3.905062652351779e-09,8465.660597689603
10033,9163,8201,7963,9445,11390,10663,1,3.877585088450904e-09,8446.11339947256
10024,9196,8259,8048,9606,11569,10731,1,3.6709545754578662e-09,8475.531933399601
10126,9281,8329,8099,9362,11249,11046,1,3.92392764697398e-09,8565.531670576614
10123,9283,8399,8272,9786,12027,11623,1,3.220523682002769e-09,8527.949830754353
10081,9247,8348,8225,9678,11713,11096,1,3.5093533620280448e-09,8472.839392097265
10072,9232,8294,8145,9782,11830,11181,1,3.347756737096769e-09,8445.72572130141
10091,9277,8365,8172,9596,11610,11185,1,3.560573083391733e-09,8562.558125305923
10059,9251,8301,8109,9682,11645,11180,1,3.4456425510918702e-09,8497.546059933407
10066,9225,8304,8117,9569,11985,11510,1,3.3912740260475317e-09,8495.30811876309
10139,9290,8397,8275,9801,12396,12025,1,3.0587058988496048e-09,8520.798670694865
10092,9284,8376,8249,9679,11918,11403,1,3.3817699710160256e-09,8504.955267305128
10082,9228,8269,8069,9454,11515,10974,1,3.772798273638423e-09,8473.957243772462
10072,9205,8235,8014,9546,11724,11098,1,3.578467997983885e-09,8462.094459695532
10060,9215,8260,8032,9524,11845,11410,1,3.463144081933021e-09,8494.472111553785
10072,9231,8264,8037,9370,11375,11128,1,3.801416109731133e-09,8497.411471942267
10159,9285,8358,8167,9502,11834,11686,1,3.4646179993492377e-09,8553.466878902902
10115,9240,8277,8034,9229,11500,11314,1,3.880712201814103e-09,8527.349887976101
10068,9189,8217,7976,9312,11370,11079,1,3.8650919960658725e-09,8465.28197091274
10063,9201,8234,8008,9457,11858,11353,1,3.542139900595207e-09,8466.378121878122
10044,9194,8231,8001,9353,11807,11472,1,3.5908082705937117e-09,8467.611673540807
10081,9220,8276,8062,9435,11865,11899,1,3.3813519935467855e-09,8495.680476308607
10084,9226,8290,8103,9482,12010,12188,1,3.238294945026891e-09,8481.315562137479
9998,9120,8116,7781,8963,11060,10849,1,4.3454842733229354e-09,8465.4229533479
10093,9227,8294,8116,9551,12402,12126,1,3.178132152039262e-09,8475.903893543618
10058,9206,8230,8000,9261,11573,11559,1,3.685552582226285e-09,8466.612500000001
10083,9217,8230,8031,9289,11337,11123,1,3.903895306826802e-09,8433.931017307932
10052,9186,8229,7998,9570,12266,12018,1,3.1677395498875216e-09,8466.671792948238
10009,9131,8149,7885,9235,11364,11158,1,3.849550145270467e-09,8421.839061509194
10111,9265,8332,8186,9565,12030,11912,1,3.287223681132961e-09,8480.603957977033
9997,9120,8119,7810,9226,11223,11092,1,3.882883980994287e-09,8440.22548015365
9962,9110,8135,7773,8864,9869,9399,1,5.984664341976704e-09,8513.85887044899
10005,9151,8156,7819,8939,9791,9253,1,6.139972297249313e-09,8507.524747410156
10093,9271,8262,7952,8897,9489,9054,1,7.101925280680533e-09,8584.085010060362
10046,9229,8262,7950,8991,9751,9055,1,6.480813989259053e-09,8586.244528301886
10020,9203,8254,7937,9316,10040,9212,1,5.372213942300002e-09,8583.6608290286
10074,9270,8271,7970,9123,9594,9122,1,6.289863068477384e-09,8583.367754077792
10022,9164,8164,7821,8708,9274,8906,1,7.799780706533365e-09,8522.042705536378
10152,9343,8327,8013,8677,9262,9047,1,8.452559511022364e-09,8653.304505179085
10072,9266,8283,7964,8871,9274,9074,1,7.3436342696886716e-09,8614.777624309392
10048,9234,8249,7925,8975,9562,9816,1,5.780280501052742e-09,8586.2461829653
10007,9206,8254,7990,9304,9984,9571,1,5.133507900291567e-09,8526.722903629538
9979,9170,8190,7911,9461,9936,9593,1,4.804620573627334e-09,8478.839590443686
9980,9166,8188,7930,9188,10206,9615,1,5.1288683779023565e-09,8454.393947036571
10018,9190,8200,7885,9033,9743,9041,1,6.283493363105741e-09,8527.584020291693
10154,9364,8411,8122,8942,9538,9331,1,6.873139012293056e-09,8710.283304604778
10132,9328,8318,8065,9064,9786,9315,1,6.263615562975349e-09,8578.936639801612
10003,9178,8177,7846,8760,9429,8986,1,7.313477266360531e-09,8521.963930665306
10004,9179,8188,7911,9214,9688,9031,1,5.921862887162878e-09,8474.699026671722
10054,9240,8226,7929,8845,9389,8988,1,7.343521962361497e-09,8534.124858115778
10095,9295,8332,8036,8951,9659,9426,1,6.392908752197162e-09,8638.90293678447
10058,9236,8291,8072,9663,10155,9446,1,4.692491517567261e-09,8515.941650148661
9990,9157,8154,7892,9542,9736,9000,1,5.2501517935671374e-09,8424.697921946274
10016,9190,8189,7898,8918,9392,9026,1,6.919050719348048e-09,8490.721828310965
10021,9227,8258,8002,9156,9990,9430,1,5.558945285670462e-09,8522.189952511872
10032,9207,8255,7978,9064,9913,9295,1,5.915747915170751e-09,8541.617573326648
10070,9226,8203,7868,8468,9014,8848,1,9.655983385984623e-09,8552.263472292832
10079,9248,8239,7923,8752,9324,9020,1,7.72893274225462e-09,8567.603306828223
9999,9180,8194,7933,9181,9855,9152,1,5.767180839479073e-09,8463.587041472332
10002,9174,8179,7929,9372,9923,9137,1,5.37254738128014e-09,8436.882456804138
10046,9222,8246,7980,9100,9703,9242,1,6.065994816963997e-09,8520.866666666667
9977,9161,8174,7871,8879,9953,9273,1,6.150951695656897e-09,8488.664210392579
9963,9121,8051,7639,8124,8742,8556,1,1.2206206192801598e-08,8485.220709516952
10050,9209,8181,7826,8662,9204,9099,1,7.830393738946877e-09,8552.103373370815
9989,9145,8182,7906,9263,9760,9359,1,5.415720561314774e-09,8467.6352137617
9978,9166,8144,7845,8928,9571,9112,1,6.486849515298914e-09,8454.395920968771
10066,9229,8211,7918,8800,9487,9102,1,7.211413534652939e-09,8514.842258145998
9959,9122,8091,7698,8526,9195,8986,1,8.057074598513439e-09,8504.063522992985
10030,9202,8162,7815,8815,9371,8991,1,7.243043532619245e-09,8524.40742162508
10076,9252,8261,7967,9316,10217,9568,1,5.089387108098002e-09,8565.849253169323
10011,9199,8182,7882,9071,9789,9348,1,5.828433844901304e-09,8493.418421720377
9973,9145,8086,7724,8648,9008,8701,1,8.518123510090236e-09,8464.96582081823
9962,9129,8102,7727,8561,9250,9016,1,7.860576898357639e-09,8495.199171735474
10033,9248,8250,7931,9087,9759,9311,1,5.932327721902233e-09,8581.830790568654
10107,9348,8378,8106,9304,10131,9614,1,5.248821147472213e-09,8659.12706637059
10096,9345,8437,8177,9967,10202,9301,1,4.453307385306516e-09,8705.267090620033
9975,9152,8187,7872,9167,9794,9174,1,5.719063027661695e-09,8514.604801829268
10123,9336,8375,8126,9175,10031,9691,1,5.5010721778895315e-09,8631.629953236525
10063,9256,8271,7940,8803,9426,9199,1,7.141099912262427e-09,8615.798614609572
9969,9158,8154,7839,8953,9485,8992,1,6.61596121994425e-09,8481.657864523537
10194,9422,8489,8271,9371,10052,9583,1,5.4232459827230705e-09,8712.74585902551
10075,9297,8348,8135,9216,10351,9812,1,5.108067011066671e-09,8566.57701290719
10049,9239,8257,7978,8838,9663,9297,1,6.690984941222503e-09,8545.756956630736
10044,9247,8263,7955,8790,9478,9218,1,7.073742787492578e-09,8582.92507856694
9973,9177,8217,7922,9541,9782,8930,1,5.2855178116427246e-09,8522.985231002272
9945,9117,8141,7798,8982,9551,8992,1,6.38182138045903e-09,8499.087073608618
10012,9191,8184,7867,8899,9432,8972,1,6.967803760253436e-09,8513.773484174399
10046,9247,8262,7972,8960,9582,9165,1,6.59774146258655e-09,8562.549422980432
10081,9270,8273,7969,8927,9488,9044,1,7.0200903348531046e-09,8588.596938135275
10126,9323,8332,8069,9020,9783,9399,1,6.261000255854022e-09,8603.572189862436
10161,9385,8463,8272,9369,10711,10249,1,4.5885271507831916e-09,8658.410178916827
10771,9934,8879,8256,9866,9416,8695,1,7.091932557129496e-09,9549.011749031008
10785,9909,8814,8155,9696,9257,9103,1,7.0507614347154474e-09,9526.253341508278
10846,9953,8849,8221,9564,8901,8975,1,8.758365275549215e-09,9524.972752706484
10085,9289,8297,8035,9045,11038,11043,1,4.308894696583652e-09,8567.54312383323
10055,9251,8260,7960,8939,9677,9523,1,6.149824400730226e-09,8571.306532663317
10041,9256,8254,7968,9066,9536,9120,1,6.417082871219438e-09,8550.265562248995
10025,9232,8248,7961,8930,9660,9338,1,6.342758342888054e-09,8545.346564501946
10756,9867,8807,8311,10381,9466,8494,1,6.004990464502625e-09,9332.601251353628
10628,9732,8589,7996,9137,8539,8264,1,1.3130053082473824e-08,9225.978114057029
10746,9855,8696,8090,9230,8648,8493,1,1.22492505960433e-08,9347.393819530284
10897,9974,8827,8200,9219,8500,8393,1,1.6263471819513058e-08,9501.942560975609
10010,9200,8171,7847,8642,9822,9831,1,6.240603597835631e-09,8508.37785140818
10005,9162,8120,7722,8525,9809,10059,1,6.163296905775969e-09,8538.513338513338
10704,9815,8661,8020,8929,8370,7992,1,2.1248078438506155e-08,9353.23204488778
9996,9190,8161,7840,8615,9953,10008,1,6.006487629960457e-09,8495.142984693877
10771,9874,8756,8130,9420,8531,7976,1,1.4269543274047349e-08,9430.2012300123
10697,9783,8676,8046,9069,8417,8198,1,1.6149617187008354e-08,9355.328859060402
10781,9878,8754,8127,9237,8562,8332,1,1.3932260919746815e-08,9429.373200442968
10721,9828,8749,8123,9743,9128,8705,1,7.521713186741027e-09,9423.242767450449
10705,9796,8736,8095,9880,9378,9032,1,6.215994206465244e-09,9427.757381099444
10059,9267,8269,7993,8989,11081,11270,1,4.215387034659623e-09,8554.530339046665
10726,9828,8774,8193,10201,9827,9123,1,5.218503192398421e-09,9396.201147320884
10830,9925,8798,8138,9688,8711,7868,1,1.1985726645429336e-08,9511.526665028261
10737,9835,8672,8067,9071,8597,8277,1,1.50236862071565e-08,9322.373125077476
10673,9786,8671,8037,9419,8756,8224,1,1.0718095633043375e-08,9355.01318900087
10594,9712,8621,7998,9600,8976,8319,1,8.428995659736098e-09,9292.528257064267
10636,9711,8658,8054,9736,9153,8533,1,7.401445225676127e-09,9307.296250310405
10031,9197,8188,7877,8838,10740,10910,1,4.633610013028921e-09,8511.278913291862
10591,9675,8618,8070,9859,9525,8676,1,6.294092633724551e-09,9203.21239157373
9985,9169,8101,7763,8574,10128,10443,1,5.53375662784704e-09,8453.716475589334
9986,9160,8133,7774,8575,10204,10490,1,5.459180885001202e-09,8508.578466683817
10020,9189,8151,7814,8622,10582,10845,1,5.032169046500826e-09,8502.53404146404
10724,9833,8663,8024,9083,8427,7966,1,1.8361005802294688e-08,9352.887462612163
10573,9659,8591,7936,9653,8951,8085,1,8.53166094379406e-09,9300.060609879032
10464,9558,8510,7934,9608,9193,8467,1,7.174756772438003e-09,9127.816990168894
10795,9872,8742,8099,9271,8536,8160,1,1.4754511996295178e-08,9436.049388813433
10874,9938,8789,8115,9130,8384,8006,1,2.185025154735717e-08,9518.979790511397
10734,9823,8665,8010,9372,8783,8037,1,1.2002525366412895e-08,9373.561173533084
10792,9871,8772,8105,10293,9240,7891,1,7.209456776908839e-09,9493.890684762493
10012,9180,8151,7828,8782,10512,10931,1,4.727489871922118e-09,8487.327669902914
9989,9173,8122,7772,8619,10380,10825,1,5.0608524237630055e-09,8487.76170869789
9981,9187,8152,7849,8785,10529,10866,1,4.741875997693871e-09,8466.696904064213
