B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2
10253,9417,8368,8015,8845,9736,9558,1,6.778517799466942e-09,8736.546974422958
10287,9402,8366,8013,8897,9532,9445,1,7.037235137828289e-09,8734.55085486085
10321,9445,8409,8100,9049,9923,9671,1,6.1744094123063285e-09,8729.787777777778
10299,9407,8392,8081,8955,9583,9316,1,7.1044660051399224e-09,8714.968939487688
10275,9382,8354,7981,8866,9547,9334,1,7.20228163029963e-09,8744.432527252224
10311,9420,8421,8087,8973,9621,9359,1,6.980888621040415e-09,8768.794484975888
10679,9919,9198,9181,11995,13078,11378,1,2.224048042931642e-09,9215.0314780525
10804,10021,9123,8839,10795,11349,10502,1,3.4142204353734015e-09,9416.125014141871
10792,10014,9185,9026,11345,11892,10637,1,2.889300788084927e-09,9346.800908486595
10666,9904,9135,8987,11593,12175,10482,1,2.6878578089455344e-09,9285.437298319795
10681,9904,9098,8964,11433,11957,10460,1,2.8181888951973913e-09,9234.003123605533
10683,9937,9201,9194,11850,12716,11118,1,2.3745156717323843e-09,9208.005329562757
10769,9987,9105,8761,10910,11487,10543,1,3.2313423602528057e-09,9462.507133888825
10810,10000,9078,8745,10584,11537,10869,1,3.3849372864597863e-09,9423.680274442539
10704,9967,9190,9084,11496,12188,10775,1,2.691482059896143e-09,9297.236900044034
10666,9941,9229,9255,12120,12769,10829,1,2.3150849474606566e-09,9203.073041599135
10681,9907,9165,9073,11811,12981,11200,1,2.339645434909307e-09,9257.932877769204
10678,9923,9166,9079,11905,13547,11744,1,2.155429826311352e-09,9253.83368212358
10666,9936,9218,9161,11838,13317,11576,1,2.2349402097772353e-09,9275.354655605282
10832,9977,9045,8729,10457,11424,10889,1,3.519229260305278e-09,9372.43956925192
10730,9928,9022,8726,10548,11576,10933,1,3.329170946630691e-09,9328.04079761632
10621,9892,9133,9058,11768,12403,10737,1,2.4959774339813582e-09,9208.620998012806
10605,9931,9270,9272,12060,12614,10700,1,2.3715013752654873e-09,9268.000431406384
10639,9849,9123,9068,11890,12720,10841,1,2.388365638172847e-09,9178.333590648435
10631,9875,9116,9060,11735,12946,11229,1,2.3555673280729205e-09,9172.346136865342
10675,9950,9228,9263,12095,13011,11243,1,2.2223350108231062e-09,9193.132246572384
10759,9917,8922,8534,10079,11140,10884,1,3.85782290425445e-09,9327.640496836184
10655,9791,8845,8618,10947,11823,10195,1,3.177016062266238e-09,9077.97922951961
10599,9732,8759,8469,10100,11323,10330,1,3.919362400573589e-09,9058.930334159877
10651,9912,9171,9115,11806,12836,11245,1,2.3385284356038348e-09,9227.34404827208
10627,9877,9122,9088,11857,12765,11068,1,2.348467600204302e-09,9156.127200704224
10634,9768,8849,8620,10831,11659,10295,1,3.244591861154672e-09,9084.083642691414
10585,9785,9022,8949,11575,12366,10726,1,2.5719958328939704e-09,9095.59548552911
10610,9732,8858,8609,12516,12499,9888,1,2.264395123986659e-09,9114.201881751655
10692,9914,9048,8828,10798,11671,10746,1,3.1851306023519594e-09,9273.482555505212
10706,9917,8954,8634,10226,11020,10621,1,3.856924269088157e-09,9285.86008802409
10626,9746,8819,8589,10442,11502,10191,1,3.6465977705389024e-09,9055.159040633369
10590,9733,8785,8511,10121,11292,10328,1,3.911748382709864e-09,9067.821055105158
10672,9827,8872,8687,11022,12621,10782,1,2.8524142234040296e-09,9060.939795096121
10559,9703,8782,8549,12068,12699,10299,1,2.336711347281332e-09,9021.350333372324
10537,9661,8743,8534,10964,11957,10308,1,3.0256153470501303e-09,8957.118467307242
10614,9834,9074,9024,11678,12402,10796,1,2.517607167576553e-09,9124.277039007091
10576,9833,9106,9081,11725,12204,10621,1,2.5536621012966324e-09,9131.068825019272
10679,9832,8888,8651,10727,11796,10659,1,3.2033204759376628e-09,9131.492775401686
10630,9907,9186,9206,12007,12844,11120,1,2.2788447311621844e-09,9166.043449923962
10614,9861,9115,9057,11748,12748,11189,1,2.3656569982640665e-09,9173.371425416804
10667,9833,8896,8726,11274,12220,10275,1,2.8929117599513346e-09,9069.311941324777
10649,9810,8841,8631,10673,11662,10206,1,3.428356064450243e-09,9056.109489051094
10641,9778,8854,8652,10952,11625,10087,1,3.246404975847764e-09,9060.716134997689
10644,9806,8883,8675,10644,11595,10314,1,3.4282403295487016e-09,9095.98720461095
10628,9792,8842,8620,10433,11571,10455,1,3.539416033584784e-09,9069.717401392112
10647,9816,8871,8617,10442,11658,10609,1,3.46097514692736e-09,9132.487060461877
10653,9926,9247,9326,12347,13080,11136,1,2.136373142842799e-09,9168.669204374866
10640,9791,8867,8668,10868,11997,10554,1,3.086884035230251e-09,9070.56864328565
10707,9834,8917,8716,11190,12292,10442,1,2.899841441345346e-09,9122.635268471775
10672,9875,8937,8642,10373,11174,10620,1,3.642526535812699e-09,9242.070006942839
10633,9837,8978,8813,10903,11646,10591,1,3.128048789643215e-09,9146.089186429139
10573,9810,9059,9033,11696,12566,10940,1,2.447051610630998e-09,9085.074836709842
10591,9816,9036,8953,11532,12422,11007,1,2.520727862402754e-09,9119.769462749917
10691,9825,8884,8696,10751,11986,10649,1,3.17543728391785e-09,9076.064397424103
10594,9861,9092,9004,11531,12561,11246,1,2.4606250995473296e-09,9180.86006219458
10671,9826,8933,8773,11402,12534,10623,1,2.6851084871654954e-09,9095.918043998632
10612,9826,9023,8884,11301,12019,10898,1,2.714537224730388e-09,9164.174808644755
10533,9744,8935,8758,11097,11779,10483,1,2.945031391334476e-09,9115.577186572278
10571,9796,8981,8798,11051,11913,10779,1,2.8893757856482093e-09,9167.806433280291
10668,9803,8894,8751,11794,12421,10301,1,2.5574390828762156e-09,9039.33676151297
10656,9868,9053,8946,11534,12691,11336,1,2.438411295365032e-09,9161.279789850212
10672,9890,9073,8969,11545,12479,11054,1,2.5275984608606368e-09,9178.20593154198
10679,9931,9228,9224,12132,12982,11094,1,2.235699698053818e-09,9232.00173460538
10682,9798,8891,8734,11604,12230,10319,1,2.6786638647511817e-09,9050.822189145867
10636,9772,8863,8690,11287,12088,10309,1,2.8665924597236265e-09,9039.44407364787
10639,9787,8843,8633,10753,11911,10500,1,3.198157575672381e-09,9058.108305339974
10652,9800,8870,8640,10467,11786,10572,1,3.4383504528153605e-09,9106.122685185186
10656,9847,8939,8734,10785,12062,10717,1,3.1083859331026326e-09,9148.811655598809
10669,9839,8912,8714,10755,11878,10681,1,3.1710528965900147e-09,9114.498967179252
10647,9811,8915,8756,12180,12416,10187,1,2.3871972434075282e-09,9076.88727729557
10696,9836,8897,8738,10936,12222,10531,1,3.056900754325409e-09,9058.893224994277
10636,9778,8846,8617,11981,12523,10166,1,2.4558600735647563e-09,9081.085760705582
10625,9760,8839,8611,11444,12597,10569,1,2.6262960712125988e-09,9073.036929508768
10640,9778,8812,8583,10493,11864,10512,1,3.4047333584250553e-09,9047.109868344402
10711,9841,8909,8689,10565,11835,10524,1,3.4103803370600465e-09,9134.570261249857
10673,9825,8883,8718,10763,12120,10502,1,3.1969245950663288e-09,9051.122849277357
10662,9813,8894,8749,10984,12110,10614,1,2.995338610099694e-09,9041.40313178649
10624,9769,8849,8733,11278,12429,10449,1,2.79455445600537e-09,8966.540822168785
10721,9824,8854,8676,11250,12315,10381,1,2.8742121694043593e-09,9035.651913324113
10630,9751,8783,8512,11317,11733,10050,1,2.9384591502601768e-09,9062.627937030074
10613,9749,8826,8635,11670,12479,10320,1,2.576848840512402e-09,9021.22478286045
10618,9741,8788,8575,10745,11851,10417,1,3.2174234198073994e-09,9006.29084548105
10671,9814,8851,8599,10328,11467,10300,1,3.7570908275695495e-09,9110.385044772649
10619,9781,8868,8707,11005,12374,10492,1,2.9605260481825877e-09,9031.977029975882
10573,9718,8775,8632,11161,12346,10319,1,2.8779817910998337e-09,8920.368975903615
10717,9837,8902,8773,11558,12299,10317,1,2.7198439168793247e-09,9032.896842585205
10674,9786,8853,8637,10503,11836,10481,1,3.4444339134323203e-09,9074.401875651267
10737,9872,8883,8711,11112,11989,10225,1,3.0821945061443318e-09,9058.39616576742
10761,9874,8880,8627,10835,11981,10230,1,3.2868809546679035e-09,9140.4196128434
10706,9830,8831,8559,10422,11284,10146,1,3.791118219585488e-09,9111.644000467344
10629,9753,8797,8563,11070,11748,10107,1,3.1008522999992415e-09,9037.394487913116
10619,9739,8826,8637,10686,12006,10480,1,3.2315177993814316e-09,9019.135811045502
10643,9791,8812,8551,10297,11944,10763,1,3.46008717630523e-09,9080.966436674073
10603,9758,8852,8694,11195,12382,10649,1,2.777775115471723e-09,9012.871405567057
10651,9751,8811,8667,10953,12102,10598,1,2.998396014046726e-09,8957.392523364486
10602,9686,8752,8528,10743,11760,10365,1,3.2285264554520636e-09,8981.883677298312
10717,9864,8921,8722,11475,12366,10305,1,2.7587955004892337e-09,9124.54035771612
10747,9867,8883,8625,10437,11658,10306,1,3.664087011697863e-09,9148.717565217392
10767,9891,8915,8712,10937,12003,10497,1,3.128517309216164e-09,9122.730142332415
10677,9815,8855,8639,10517,12152,10983,1,3.1980410350709547e-09,9076.400625072347
10599,9773,8833,8689,11114,12769,10842,1,2.735227089049797e-09,8979.386465646221
10580,9704,8727,8532,10374,11555,10247,1,3.6300482024872293e-09,8926.456751054851
10612,9746,8787,8616,10803,11980,10401,1,3.166184692615403e-09,8961.393802228413
10653,9782,8808,8583,10758,11992,10338,1,3.2369047696256183e-09,9038.898287312128
10546,9721,8778,8656,11122,12602,10561,1,2.7988770101289925e-09,8901.719500924213
10253,9364,8356,7946,9328,9634,8934,1,6.301963530106004e-09,8787.155298263278
10268,9442,8585,8444,10912,12257,10490,1,2.8370248330507356e-09,8728.35445286594
10211,9321,8307,7955,9437,10189,9363,1,5.223297426473669e-09,8674.575612822126
10203,9355,8391,8075,9856,10889,9563,1,4.256005052086817e-09,8719.366068111456
10255,9358,8413,8100,9793,10926,9840,1,4.212453631086454e-09,8738.094938271604
10288,9484,8653,8495,11111,13069,10940,1,2.553734054770005e-09,8813.93866980577
10191,9335,8373,8031,9871,10651,9576,1,4.269663222897867e-09,8729.564064251026
10227,9348,8428,8085,10426,10759,9348,1,3.786387262252042e-09,8785.551515151516
10202,9314,8370,8023,10180,10760,9338,1,4.010300627718234e-09,8732.007977065934
10237,9373,8421,8122,10083,11005,10038,1,3.763847911235095e-09,8731.007264220634
10205,9303,8307,7905,9375,10212,9304,1,5.325246261118753e-09,8729.443263757115
10271,9368,8408,8100,9776,10896,9918,1,4.211815487646592e-09,8727.711604938271
10176,9295,8310,7928,9392,9871,9055,1,5.693232964497493e-09,8710.406155398588
10199,9332,8352,8011,9614,10010,9062,1,5.283227252772594e-09,8707.515166645862
10171,9303,8302,7942,9608,10551,9613,1,4.569264247180471e-09,8678.31830773105
10196,9330,8361,8059,9989,11503,10211,1,3.6387523690571387e-09,8674.317036853206
10232,9337,8365,8002,9552,9952,9039,1,5.484835326768526e-09,8744.467008247937
10197,9298,8303,7939,9758,10873,9744,1,4.214371416852515e-09,8683.689255573749
10194,9304,8328,7961,9488,9976,9038,1,5.506241637424397e-09,8711.918603190554
10188,9287,8301,7924,9579,10461,9474,1,4.7393918215068716e-09,8695.936521958607
10228,9308,8256,7826,9040,9190,8600,1,7.930344572339222e-09,8709.626373626374
10174,9284,8216,7797,9135,9594,8726,1,6.783887737888569e-09,8657.516480697705
10147,9251,8151,7703,8619,9111,8698,1,9.080535068009542e-09,8625.05530312865
10165,9273,8219,7805,9275,9673,8971,1,6.058908220435478e-09,8654.959769378604
10129,9215,8106,7666,8944,9135,8341,1,8.291249415057747e-09,8571.254369945213
10203,9331,8328,7971,10153,10597,9065,1,4.230806115184104e-09,8700.989085434701
10212,9330,8418,8070,11050,11287,9272,1,3.1609878042274417e-09,8781.006691449815
10163,9282,8313,7907,10664,10459,8894,1,3.749658138891288e-09,8739.846844568103
10211,9306,8267,7889,9880,10125,8864,1,4.888530139408994e-09,8663.111801242236
10204,9318,8246,7836,9269,9746,9047,1,6.0404985583302265e-09,8677.452271567126
10182,9281,8198,7782,9171,9552,8797,1,6.638212634955351e-09,8636.237985093805
10173,9292,8214,7800,9189,9595,8795,1,6.559537368561713e-09,8649.973846153845
10196,9287,8269,7830,9586,9973,8963,1,5.30948959940336e-09,8732.613154533843
10138,9259,8305,7923,11108,11232,9040,1,3.141462527701222e-09,8705.417771046321
10125,9202,8296,7780,12016,11297,8811,1,2.6043673547975667e-09,8846.223136246786
10127,9237,8223,7784,10128,9860,8570,1,4.708530291050807e-09,8686.758607399795
10177,9311,8265,7909,9906,10327,8857,1,4.7433770476345655e-09,8637.024276141105
10230,9338,8285,7889,9506,9921,8888,1,5.666820676742743e-09,8700.877804537964
10163,9298,8233,7878,10077,10144,8688,1,4.669972145001833e-09,8603.997080477278
10189,9282,8358,7973,10800,11309,9451,1,3.2435809069873844e-09,8761.590869183496
10220,9331,8251,7859,9088,9554,8806,1,7.033918810833498e-09,8662.552614836492
10151,9265,8328,7923,10790,11531,9259,1,3.2576639149506896e-09,8753.702385460054
10107,9194,8263,7783,11820,11382,8755,1,2.711500212310519e-09,8772.602980855712
10126,9261,8405,7941,12148,11942,9158,1,2.414550510054955e-09,8896.111950635941
10273,9386,8353,7971,9682,9847,9061,1,5.341460545601183e-09,8753.306862376114
10255,9371,8348,7999,9735,9967,9240,1,5.021824024450839e-09,8712.227028378547
10258,9356,8317,7941,9422,9901,8966,1,5.856693599653923e-09,8710.803299332578
10184,9287,8375,8004,11376,11812,9499,1,2.7737139693480783e-09,8763.196526736632
10143,9253,8320,7935,11080,11677,9416,1,2.9729399396265292e-09,8723.679899180845
10154,9279,8316,7925,10542,10968,9257,1,3.5730326727286642e-09,8726.29097791798
10247,9364,8338,7952,9714,10060,8962,1,5.200122099342263e-09,8742.736921529175
10216,9320,8303,7911,9883,10282,9301,1,4.521677654770675e-09,8714.424093035015
10311,9415,8339,7956,9204,9641,9407,1,6.1754185703786235e-09,8740.437531422825
10256,9388,8367,8027,9627,10032,9125,1,5.292265744371607e-09,8721.401395290894
10259,9367,8358,8032,9898,10358,9082,1,4.729756277926781e-09,8697.23157370518
10200,9316,8323,7980,10313,10775,9125,1,3.960688633794657e-09,8680.74298245614
10194,9269,8279,7901,10071,10499,9088,1,4.301677461423507e-09,8675.084293127453
10210,9297,8219,7850,9168,9694,9026,1,6.359197118804358e-09,8605.34535031847
10209,9312,8258,7870,9467,10464,9288,1,5.05393870006885e-09,8665.128843710292
10277,9389,8344,7976,9493,9955,9171,1,5.538651448136281e-09,8728.97893681043
10492,9434,8457,8168,10109,10630,9411,1,4.391922722049997e-09,8756.225391772772
10286,9417,8366,8015,9665,9987,9051,1,5.357131209414414e-09,8732.371303805365
10418,9427,8372,8026,9474,9816,9099,1,6.00415909683519e-09,8732.916022925492
10434,9454,8474,8185,9746,10301,9458,1,4.983043906774216e-09,8773.204153940134
10206,9307,8313,7995,10241,10830,9453,1,3.86229027898362e-09,8643.648405253283
10312,9401,8423,8108,10141,10478,9192,1,4.363214081084375e-09,8750.237913172175
10204,9342,8355,8057,10088,10692,9349,1,4.150424051655784e-09,8664.021968474619
10197,9299,8292,7972,9916,10872,9574,1,4.1333817505456974e-09,8624.844957350728
10276,9393,8343,7978,9234,9880,9092,1,6.2292524189054115e-09,8724.699047380296
10184,9323,8313,7995,9565,10203,9214,1,5.114601129922421e-09,8643.648405253283
10335,9439,8445,8120,9323,10203,9399,1,5.694431215101442e-09,8783.008004926109
10310,9439,8418,8124,9425,10062,9346,1,5.6018805655279216e-09,8722.639586410634
10520,9400,8360,8047,9375,9750,9105,1,6.465445958709434e-09,8685.174599229527
10311,9432,8446,8158,9756,10220,9318,1,4.96531248056e-09,8744.167197842607
10232,9419,8487,8294,10240,10880,9635,1,3.887859235345033e-09,8684.491077887631
10210,9362,8435,8221,10294,10740,9443,1,3.918680379748979e-09,8654.570611847706
10230,9280,8178,7666,9994,9513,8103,1,5.600291962328251e-09,8724.195669188624
10328,9409,8354,7849,11060,10135,8194,1,3.928753356237087e-09,8891.491400178367
10436,9587,8600,8316,10672,10734,9231,1,3.852898414648064e-09,8893.698893698893
10290,9383,8319,7836,11134,10404,8331,1,3.6660300022069754e-09,8831.771439509954
10307,9367,8227,7715,9819,9587,8106,1,6.084531718221124e-09,8772.978483473753
10398,9519,8471,8179,10422,10309,8872,1,4.410893550170027e-09,8773.424746301505
10335,9370,8268,7767,10875,10612,8571,1,3.737208714353905e-09,8801.316338354578
10304,9429,8352,7936,10372,10038,8602,1,4.559019437194614e-09,8789.806451612903
10266,9300,8131,7603,10131,9576,7919,1,5.494346533104729e-09,8695.667631198212
10292,9380,8262,7802,10106,9877,8481,1,5.029550457130787e-09,8749.121250961292
10279,9339,8250,7724,10285,10549,8652,1,4.291089672969273e-09,8811.820300362506
10224,9269,8109,7560,9970,9516,8119,1,5.546644832943123e-09,8697.867857142857
10635,9703,8556,8033,10138,9729,8705,1,5.553728649660485e-09,9113.050666002739
10722,9819,8664,8158,9454,9310,8653,1,8.476391155580682e-09,9201.38465310125
10747,9841,8719,8237,9333,9442,8917,1,8.38192478025506e-09,9229.204928978997
10673,9774,8666,8179,9198,9352,8972,1,8.58228178215546e-09,9181.99731018462
10591,9683,8600,8081,9214,9506,9017,1,7.693531100241729e-09,9152.332632099988
10580,9673,8558,8077,10315,10531,9765,1,4.044494773736562e-09,9067.64442243407
10634,9710,8597,8132,10015,10450,9274,1,4.880428329945595e-09,9088.589399901623
10637,9744,8614,8123,9426,9527,8993,1,7.241494452466265e-09,9134.678813246337
10739,9838,8739,8277,9903,9795,8937,1,6.155586491563197e-09,9226.78760420442
10724,9855,8774,8313,10104,9990,9317,1,5.204027030864585e-09,9260.564898351979
10791,9889,8792,8314,10212,10079,8962,1,5.381500519490821e-09,9297.481837863843
10736,9855,8784,8331,9665,9878,9226,1,6.3385644499568955e-09,9261.631976953548
10784,9879,8750,8262,9849,9824,8941,1,6.339887362621175e-09,9266.824013556039
10745,9865,8773,8269,9488,9839,9319,1,6.672247864392102e-09,9307.719071229896
10701,9791,8653,8149,9375,9685,9128,1,7.1945177186564766e-09,9188.171432077555
10620,9685,8539,7995,9064,9649,9149,1,7.759047446895592e-09,9120.015134459038
10692,9783,8700,8175,9367,9756,9280,1,6.894061161826399e-09,9258.715596330276
10762,9863,8715,8194,9423,9699,9217,1,7.130476931118347e-09,9269.126800097632
10859,9947,8822,8301,9539,9673,9194,1,7.246913898782281e-09,9375.699795205395
10882,10005,8907,8438,9704,9883,9452,1,6.397770518560412e-09,9402.067907086988
10820,9949,8849,8397,9716,9866,9414,1,6.253854899292389e-09,9325.330594259854
10742,9872,8802,8312,9750,9937,9313,1,5.976575305419721e-09,9320.88594802695
10674,9784,8668,8245,9656,9664,8955,1,6.718388788468513e-09,9112.701516070347
10681,9779,8654,8155,9516,9617,9047,1,6.932740503374876e-09,9183.533537706928
10804,9880,8768,8205,9335,9518,9074,1,8.051417597495123e-09,9369.631200487509
10737,9866,8729,8179,9471,9453,8837,1,7.881938342621567e-09,9315.984961486734
10821,9958,8850,8380,9709,9638,9156,1,6.861831925681984e-09,9346.360381861576
10856,9969,8869,8360,9538,9573,9123,1,7.596362090446218e-09,9408.990550239234
10743,9854,8739,8245,9325,9693,9247,1,7.408051206273258e-09,9262.598059429958
10707,9792,8725,8247,9461,9815,9260,1,6.7119403384649564e-09,9230.705104886627
10685,9793,8685,8231,9594,9676,8989,1,6.832468174120135e-09,9164.041428744988
10695,9836,8844,8482,10226,10188,9057,1,5.167003346669067e-09,9221.449658099506
10549,9739,8849,8767,11400,11354,9789,1,3.0500638609107303e-09,8931.766967035473
10628,9817,8818,8692,10528,11323,10314,1,3.5897628634898652e-09,8945.826507132995
10748,9962,8993,8839,10652,11823,10959,1,3.2355779678036444e-09,9149.683108948975
10795,9988,9057,8903,10622,12124,11412,1,3.090330107655769e-09,9213.66382118387
10774,9984,8961,8789,10395,11506,10805,1,3.5899729794222526e-09,9136.366025713962
10826,10063,9110,8964,10649,11768,11169,1,3.2421698832362962e-09,9258.377956269522
10761,9989,8933,8750,10644,11664,10554,1,3.421527364303975e-09,9119.827314285714
10613,9753,8778,8561,10904,11375,10308,1,3.205028176405254e-09,9000.500408830743
10672,9863,8941,8801,10742,11295,10361,1,3.435256556757328e-09,9083.227019656859
10829,9984,8882,8431,9926,9600,8848,1,6.85538073165253e-09,9357.125370655913
10725,9905,8914,8732,10479,11370,10473,1,3.6325963136441896e-09,9099.793403573065
10830,9992,8996,8765,10498,11234,10430,1,3.75348228220002e-09,9233.087963491158
10949,10155,9201,9026,10971,12065,11182,1,3.022479344741919e-09,9379.392975847551
10832,9959,8924,8415,9847,9656,8970,1,6.767306218002724e-09,9463.78799762329
10828,9929,8837,8339,9720,9645,9004,1,6.9922529691420846e-09,9364.740256625495
10833,9929,8875,8411,9727,9723,9124,1,6.786733838384352e-09,9364.596956366662
10770,9893,8883,8418,9797,9886,9286,1,6.0853796730767085e-09,9373.68602993585
10733,9866,8855,8444,9950,9945,9193,1,5.761986669889616e-09,9286.004855518711
10717,9876,8955,8629,10834,10457,9222,1,4.146234093767996e-09,9293.316143237918
10839,9967,8872,8378,9582,9310,8726,1,8.700596093882212e-09,9395.12819288613
10970,10184,9210,9030,10858,11746,10839,1,3.3040588089587406e-09,9393.588039867109
10838,10052,9059,8843,10668,11674,10719,1,3.398978280628821e-09,9280.27603754382
10721,9887,8844,8612,10579,11336,10274,1,3.597197622347043e-09,9082.249883882954
10722,9956,8978,8768,10864,11395,10239,1,3.3913813890100717e-09,9193.029653284671
10919,10029,8992,8549,9990,9499,8817,1,7.230190745938976e-09,9457.95578430226
10849,10000,8976,8529,10249,9826,8981,1,5.7766683995275645e-09,9446.427013717903
10819,9939,8916,8429,10052,9671,8838,1,6.375304316100475e-09,9431.137264206905
10851,9960,8916,8475,9980,10009,9233,1,5.851383061974199e-09,9379.947610619469
10859,9981,8936,8546,10055,10024,9345,1,5.643696783066465e-09,9343.797800140417
10782,9992,9003,8778,10268,10837,10201,1,4.2314187841706345e-09,9233.767259056733
10807,9971,8971,8552,10213,10216,9393,1,5.092760130866608e-09,9410.528648269412
10621,9770,8777,8568,11190,11577,10094,1,3.044851493086841e-09,8991.098155929038
10710,9894,8950,8616,10648,10343,9279,1,4.380806555816737e-09,9296.947539461466
10782,9942,8939,8556,10208,10047,9239,1,5.3180500251161956e-09,9339.144576905095
10823,10015,9096,8742,11048,10820,9414,1,3.817622164380484e-09,9464.334934797529
10905,10049,9024,8561,10219,10055,9286,1,5.450824575951788e-09,9512.040182221703
10867,10021,9014,8559,10158,10059,9320,1,5.463665961314964e-09,9493.18798925108
10860,10026,9018,8623,10232,10288,9583,1,4.979886627947482e-09,9431.094050794387
10869,10037,9022,8605,10248,10322,9630,1,4.8972603437655515e-09,9459.207902382337
10857,10020,9056,8664,10513,10332,9481,1,4.618560997175234e-09,9465.735918744229
10793,9964,9034,8727,10886,10533,9292,1,4.1343895665914854e-09,9351.799702074022
10875,10025,8989,8537,10139,9996,9299,1,5.570949237900741e-09,9464.931591894107
10497,9551,8406,7828,8588,8570,8367,1,1.5535813236621517e-08,9026.678078691875
10477,9555,8402,7871,8713,8645,8396,1,1.3661176865237319e-08,8968.822767119807
10485,9538,8383,7825,8782,8945,8682,1,1.0627118376233302e-08,8980.790926517573
10456,9546,8407,7924,9150,9597,9081,1,7.099431655165828e-09,8919.440812720848
10457,9522,8400,7880,9028,9267,8907,1,8.165998006458214e-09,8954.314720812183
10461,9515,8387,7833,8697,8672,8473,1,1.2871608478382748e-08,8980.182433295035
10442,9495,8387,7889,9083,9590,8989,1,7.337945527537905e-09,8916.436683990365
10439,9501,8371,7852,8998,9566,9226,1,7.22524853077819e-09,8924.304763117676
10479,9537,8385,7862,8832,9051,8780,1,9.843407669244768e-09,8942.791274484865
10499,9567,8429,7898,8813,8854,8581,1,1.1391633930396485e-08,8995.700303874399
10496,9554,8385,7826,8695,8749,8499,1,1.2764330531691465e-08,8983.92857142857
10463,9525,8365,7803,8568,8632,8388,1,1.4716421406431498e-08,8967.477252338844
10481,9553,8452,7973,9436,10052,9477,1,5.622606700852263e-09,8959.777248212718
10457,9532,8457,8033,10369,10597,9325,1,4.0779475620852105e-09,8903.379683804307
10580,9651,8554,8053,9118,9246,9125,1,8.155251526940571e-09,9086.16863280765
10500,9580,8433,7913,8969,9427,9140,1,7.92793944867136e-09,8987.171616327561
