B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
10180,9295,8274,7853,8642,8570,8294,1,19495,86397025,70898000,-134599158.14208528,-5.816348683456826e-16,-1.3483037422104484e+19,572569887837.2052,10180.0,1.1417129725711269e-08,-3657654.0,-3115769428814183.0,7853.0
10145,9259,8211,7807,8686,8565,8255,1,19448,85729081,70317070,-131872675.87737812,-6.11993463586391e-16,-1.3271706399150043e+19,564419019010.6865,10145.0,1.139296835839823e-08,-3698240.0,-3083247343248474.0,7807.0
10250,9365,8267,7863,8496,9203,9241,1,20589,87703225,76070951,-125637994.72367021,-4.4134863055785316e-16,-1.7272776857301418e+19,583042116123.2103,10250.0,1.3941498816074636e-08,-12734098.0,-4177189232154124.5,7863.0
10224,9309,8261,7890,8600,9400,9391,1,20663,86657481,77643176,-122190948.25215854,-4.587008696717251e-16,-1.7385132131464229e+19,586337515603.6809,10224.0,1.4355535938443468e-08,-14095891.0,-4227352575581146.0,7890.0
10225,9308,8222,7789,8304,8830,8902,1,20213,86638864,72590035,-128562126.40709831,-4.455672597596414e-16,-1.6229055781218697e+19,565938411881.6616,10225.0,1.3535712207607116e-08,-9907926.0,-3897580533853481.5,7789.0
10253,9373,8298,7901,8590,9203,9112,1,20440,87853129,76356241,-126885625.23647243,-4.678764744093031e-16,-1.6614570825782002e+19,585631345347.4215,10253.0,1.3460558943327018e-08,-11034632.0,-3971674208010263.0,7901.0
10263,9352,8276,7874,8449,8914,8913,1,20252,87459904,73762001,-129803023.30142124,-4.583632501485111e-16,-1.611976750500786e+19,578625475751.5046,10263.0,1.3133295392191224e-08,-9260607.0,-3825137601385072.5,7874.0
10217,9313,8251,7852,8562,9290,9256,1,20535,86731969,76641573,-123362606.15273467,-4.624193303300504e-16,-1.7080784658161054e+19,580759108195.6805,10217.0,1.4099625138496746e-08,-12995424.0,-4146073567257166.5,7852.0
10276,9385,8277,7918,8624,9159,9091,1,20475,88078225,75798767,-126742473.14286016,-4.706613519397839e-16,-1.6575405702853945e+19,586432805376.5188,10276.0,1.323431830779598e-08,-10663743.0,-3945362693843999.5,7918.0
10244,9333,8232,7826,8525,9222,9196,1,20541,87104889,75905260,-123693037.70355001,-4.528266106073771e-16,-1.7243648174240872e+19,576074903678.3345,10244.0,1.395776536631674e-08,-12598520.0,-4181345048607093.0,7826.0
10262,9367,8308,7913,8583,9064,9025,1,20346,87740689,75293450,-129078375.95000094,-4.725467701859159e-16,-1.6311952049260095e+19,589874200844.0865,10262.0,1.3144398637197152e-08,-10035800.0,-3874337477967112.5,7913.0
10233,9354,8290,7903,8637,9169,9029,1,20326,87497316,76000777,-126909112.36191334,-4.904776793180535e-16,-1.6113605681476954e+19,584506925160.7917,10233.0,1.3228132171508538e-08,-10166654.0,-3837948663890163.0,7903.0
10261,9369,8305,7940,8639,9302,9224,1,20549,87778161,77242849,-125696977.80579346,-4.677517989597222e-16,-1.682840879853757e+19,590861519079.9182,10261.0,1.3639039538725115e-08,-11843616.0,-4024697838193080.0,7940.0
10286,9391,8344,7936,8682,9525,9538,1,20871,88190881,79466314,-124325948.71092784,-4.446568686522138e-16,-1.8348616085629053e+19,605286107459.0841,10286.0,1.4267528107004005e-08,-15279876.0,-4456012806525708.5,7936.0
10306,9410,8347,7970,8700,9369,9310,1,20679,88548100,78192737,-126653082.32776007,-4.605473790191906e-16,-1.741777804503129e+19,602332811588.5366,10306.0,1.3574830246787479e-08,-12475400.0,-4159630482745384.5,7970.0
10272,9415,8361,8017,8831,9805,9820,1,21146,88642225,81969333,-121763450.48126991,-4.583318354473275e-16,-1.8675952296224145e+19,618287151226.3967,10272.0,1.456784728953795e-08,-17705460.0,-4556580397068299.0,8017.0
10252,9363,8310,7933,8730,9312,9178,1,20483,87665769,77372468,-125715918.99927834,-4.937034878776542e-16,-1.6642036747741037e+19,594184580437.5,10252.0,1.33933780540372e-08,-11426610.0,-3975879673890901.0,7933.0
10296,9418,8391,8043,8850,9502,9385,1,20708,88698724,79720986,-126660778.75734954,-4.913113054131254e-16,-1.7143993786293387e+19,615446014674.5159,10296.0,1.3441147433212762e-08,-12594670.0,-4074483525362814.5,8043.0
10350,9485,8446,8127,8980,9640,9593,1,20982,89965225,81409090,-127463999.68485475,-4.890519027097817e-16,-1.788297537496795e+19,637464349139.8589,10350.0,1.3371301830672136e-08,-14063338.0,-4239939550012455.5,8127.0
10276,9373,8318,7930,8676,9430,9336,1,20667,87853129,78428464,-124438133.22927289,-4.624675836715757e-16,-1.7478039056088443e+19,594301088504.4395,10276.0,1.3902255202940498e-08,-13126416.0,-4206465331389143.5,7930.0
10314,9404,8354,7990,8795,9686,9572,1,20936,88435216,80906530,-122638763.39529085,-4.591637446074277e-16,-1.8346917226033773e+19,606572910546.5455,10314.0,1.4186907823644124e-08,-15142904.0,-4427276405168137.5,7990.0
10301,9403,8342,7969,8694,9482,9403,1,20765,88416409,79088543,-124894487.01609744,-4.53728244657815e-16,-1.7717848791422843e+19,599965796003.9495,10301.0,1.3912542854719778e-08,-13483902.0,-4252870734017546.5,7969.0
10289,9416,8354,7977,8731,9480,9421,1,20772,88661056,79185631,-125600013.68099205,-4.61626703465834e-16,-1.7638005573012718e+19,605538271101.2992,10289.0,1.3801604637619287e-08,-13603924.0,-4235681998291395.5,7977.0
10294,9427,8354,7980,8787,9671,9550,1,20917,88868329,80781240,-123236445.14443485,-4.616997566336798e-16,-1.8148834178940928e+19,605566102063.7576,10294.0,1.4094232392970452e-08,-14993500.0,-4384205497364249.0,7980.0
10274,9389,8349,7921,8676,9415,9422,1,20736,88153321,78595561,-126002168.29499257,-4.547099873323081e-16,-1.791769540380662e+19,605217170761.8557,10274.0,1.3967302309640498e-08,-14142422.0,-4336512643877974.0,7921.0
10323,9452,8428,8123,9087,9895,9692,1,21039,89340304,83384737,-123246749.70296615,-5.242034776902135e-16,-1.7979596707279675e+19,632218483721.6307,10323.0,1.3703861444378824e-08,-15206748.0,-4291540015571200.0,8123.0
10253,9417,8368,8015,8845,9736,9558,1,20860,88679889,81460595,-123006310.12650634,-4.868866621940767e-16,-1.7541501440698556e+19,608033687028.1676,10253.0,1.4057391538589683e-08,-14747994.0,-4228814977495182.5,8015.0
10287,9402,8366,8013,8897,9532,9445,1,20768,88397604,79734425,-125179117.08616073,-5.017619932755966e-16,-1.7458261123203045e+19,617017155993.9928,10287.0,1.3529284653759465e-08,-13525240.0,-4179152468574759.0,8013.0
10321,9445,8409,8100,9049,9923,9671,1,21028,89208025,83432186,-122141619.80682735,-5.145276283173032e-16,-1.8028411223520958e+19,623616625827.673,10321.0,1.3839756209529169e-08,-15193141.0,-4311286739679870.0,8100.0
10299,9407,8392,8081,8955,9583,9316,1,20630,88491649,80410237,-125463698.43797262,-5.268987747006677e-16,-1.6637230549703379e+19,613090423202.9553,10299.0,1.3219433269655127e-08,-11505260.0,-3921111475577604.5,8081.0
10275,9382,8354,7981,8866,9547,9334,1,20637,88021924,79745363,-124344093.35546161,-5.0743220370985e-16,-1.7155576159143782e+19,604947300112.4022,10275.0,1.3547942233155837e-08,-12628902.0,-4102245243288160.0,7981.0
10311,9420,8421,8087,8973,9621,9359,1,20669,88736400,81008130,-126136676.8669789,-5.235667173198888e-16,-1.6914459779216142e+19,618976605660.8447,10311.0,1.325031525409517e-08,-11904648.0,-3990012611759989.5,8087.0
10679,9919,9198,9181,11995,13078,11378,1,22778,98386561,120280765,-119435551.40235259,2.5354738530362642e-16,-1.904880184042326e+19,882900289422.5753,10679.0,1.1530346141706293e-08,-24997466.0,-4285421443771973.5,9181.0
10804,10021,9123,8839,10795,11349,10502,1,22204,100420441,103526123,-135545829.9575989,-4.821794219420111e-14,-2.136135674429474e+19,831404583330.9199,10804.0,1.1131997359530712e-08,-17464826.0,-4765879438669195.0,8839.0
10792,10014,9185,9026,11345,11892,10637,1,22258,100280196,109217228,-131504114.3546007,7.189812576946799e-16,-1.9806608394487054e+19,856105092056.1827,10792.0,1.0807392289378197e-08,-17136207.0,-4357272885876474.0,9026.0
10666,9904,9135,8987,11593,12175,10482,1,21917,98089216,111207959,-126021402.78880928,4.2450733112395315e-16,-1.7974182125129413e+19,832890914624.9569,10666.0,1.0785893331029904e-08,-15670590.0,-3965538077589507.0,8987.0
10681,9904,9098,8964,11433,11957,10460,1,21947,98089216,108774105,-126961686.51899299,5.370741097124144e-16,-1.825540665941977e+19,827868815589.5894,10681.0,1.0827594646198728e-08,-15648160.0,-4030911664254397.0,8964.0
10683,9937,9201,9194,11850,12716,11118,1,22537,98743969,116989233,-123136089.70035115,3.010485710578814e-16,-1.8091571639568306e+19,877131205761.8984,10683.0,1.1207383131888557e-08,-21391032.0,-4015642007535222.5,9194.0
10769,9987,9105,8761,10910,11487,10543,1,22194,99740169,104578366,-133014270.69417275,2.997474491383198e-15,-2.1885045234644525e+19,830122597434.774,10769.0,1.1229896131213894e-08,-18787626.0,-4943591813414155.0,8761.0
10810,10000,9078,8745,10584,11537,10869,1,22601,100000000,104722076,-131417403.26682901,-1.8778768910086007e-15,-2.3939501673748443e+19,821725726662.8815,10810.0,1.2120157204896071e-08,-23085756.0,-5489955810863052.0,8745.0
10704,9967,9190,9084,11496,12188,10775,1,22256,99341089,111997016,-128362760.62951371,4.823945893713567e-16,-1.850168079973919e+19,858346441855.9238,10704.0,1.1014170084274378e-08,-18220525.0,-4086975380870782.5,9084.0
10666,9941,9229,9255,12120,12769,10829,1,22207,98823481,117834435,-123687224.13894637,2.4301004726810336e-16,-1.6287706937161126e+19,875474253399.5364,10666.0,1.0597250896707844e-08,-17044846.0,-3546658711727311.5,9255.0
10681,9907,9165,9073,11811,12981,11200,1,22623,98148649,118960184,-119113236.04276422,3.0822294308437807e-16,-1.974542446360367e+19,855975788777.444,10681.0,1.1673208341842847e-08,-23822400.0,-4458315713284603.0,9073.0
10678,9923,9166,9079,11905,13547,11744,1,23179,98465929,124161124,-114366509.94677874,2.598309219212978e-16,-2.158491378479013e+19,867085686901.1531,10678.0,1.2389446346858616e-08,-31297760.0,-4992254749548461.0,9079.0
10666,9936,9218,9161,11838,13317,11576,1,22960,98724096,122745440,-118190009.01747598,2.8097702488170905e-16,-1.982858938014455e+19,874387341238.4556,10666.0,1.210136964733862e-08,-27956040.0,-4513580559292541.0,9161.0
10832,9977,9045,8729,10457,11424,10889,1,22653,99540529,103319248,-131111596.76625003,-1.158255943381185e-15,-2.443050761708376e+19,815443835200.7024,10832.0,1.2317397873322025e-08,-23520240.0,-5612277891123855.0,8729.0
10730,9928,9022,8726,10548,11576,10933,1,22569,98565184,104427942,-128505066.547677,-2.3260228121613094e-15,-2.3188836482731626e+19,810880014509.8009,10730.0,1.2457848218056482e-08,-24129131.0,-5365159438009675.0,8726.0
10621,9892,9133,9058,11768,12403,10737,1,22117,97851664,113265978,-123729688.59233649,3.233648606172248e-16,-1.7478483574131038e+19,849739456164.1558,10621.0,1.0920734256175434e-08,-18027423.0,-3880311700768195.5,9058.0
10605,9931,9270,9272,12060,12614,10700,1,21966,98624761,116921175,-126793236.58656581,2.4774060142350685e-16,-1.5003345547700568e+19,879098880751.5459,10605.0,1.0467291712478311e-08,-15279600.0,-3250764887990031.0,9272.0
10639,9849,9123,9068,11890,12720,10841,1,22206,97002801,116033921,-119704495.85790494,2.913112763357372e-16,-1.7920633483241605e+19,843411342865.1108,10639.0,1.1164954797122493e-08,-19221093.0,-3990022271880217.0,9068.0
10631,9875,9116,9060,11735,12946,11229,1,22619,97515625,118005105,-117743554.57693808,3.1698158333774665e-16,-1.919715110668183e+19,845857503243.5223,10631.0,1.1859084343076675e-08,-24355701.0,-4356970610208000.0,9060.0
10675,9950,9228,9263,12095,13011,11243,1,22640,99002500,120054833,-121416646.86193357,2.3588440452650897e-16,-1.758225553202201e+19,890005269888.1438,10675.0,1.1121142838879543e-08,-22261140.0,-3897229378581981.5,9263.0
10759,9917,8922,8534,10079,11140,10884,1,22638,98346889,99380321,-129626804.17162214,-6.709848177088569e-16,-2.530120514523079e+19,783872132859.8047,10759.0,1.3006821870267947e-08,-25577400.0,-5963951824362756.0,8534.0
10655,9791,8845,8618,10947,11823,10195,1,21796,95863681,104563780,-118570374.83146495,1.536766512177817e-15,-1.9953394105762157e+19,738499716800.019,10655.0,1.1653676548131758e-08,-16077515.0,-4530674917133632.0,8618.0
10599,9732,8759,8469,10100,11323,10330,1,21902,94711824,99167558,-120432926.28696899,-9.97437801643821e-16,-2.1100836140960543e+19,706918326501.1923,10599.0,1.3054045981316965e-08,-19224130.0,-4919841638386132.0,8469.0
10651,9912,9171,9115,11806,12836,11245,1,22637,98247744,117708305,-120870984.35524012,2.991619547181194e-16,-1.89721789938925e+19,869893162284.2997,10651.0,1.1565917177439038e-08,-23951850.0,-4278927670205728.5,9115.0
10627,9877,9122,9088,11857,12765,11068,1,22450,97555129,116431703,-119651679.68472439,2.864667079978751e-16,-1.8275853549607578e+19,855467051012.6113,10627.0,1.137035226221699e-08,-21914640.0,-4105426962010048.0,9088.0
10634,9768,8849,8620,10831,11659,10295,1,21848,95413824,103159857,-120196525.39358822,2.2868319002539645e-15,-2.0086442191572185e+19,748896834179.7019,10634.0,1.1835366244887556e-08,-17244125.0,-4586142883716476.0,8620.0
10585,9785,9022,8949,11575,12366,10726,1,22074,95746225,111555467,-119304690.88774142,3.89144129936099e-16,-1.7974324157880973e+19,817212866445.8838,10585.0,1.1440085808493468e-08,-19060102.0,-4043812719813477.5,8949.0
10610,9732,8858,8609,12516,12499,9888,1,21372,94711824,110705532,-112099619.31813844,1.9907596122133024e-16,-1.8387177306838546e+19,776908899020.5706,10610.0,9.829532746880247e-09,-12646752.0,-4126277837765804.5,8609.0
10692,9914,9048,8828,10798,11671,10746,1,22304,98287396,105588516,-128390895.38474466,3.96608091589171e-15,-2.0823375108098134e+19,813930408659.2094,10692.0,1.1893586283886602e-08,-20610828.0,-4729487914324770.0,8828.0
10706,9917,8954,8634,10226,11020,10621,1,22290,98346889,98662374,-132491852.75090717,-9.630955063099452e-16,-2.240602921182669e+19,790175905535.7655,10706.0,1.2251563072898083e-08,-21103927.0,-5169581529442848.0,8634.0
10626,9746,8819,8589,10442,11502,10191,1,21744,94984516,101425512,-120595156.34617566,-2.6409960995574834e-15,-1.9825026949563396e+19,719558010607.1241,10626.0,1.2328847858480775e-08,-16325982.0,-4521885072919436.0,8589.0
10590,9733,8785,8511,10121,11292,10328,1,21866,94731289,99189630,-121704079.69122054,-1.058966833135731e-15,-2.0631208770914492e+19,714417881709.8655,10590.0,1.294437532667528e-08,-18765976.0,-4788155958300271.0,8511.0
10672,9827,8872,8687,11022,12621,10782,1,22409,96569929,111962840,-112237476.33291915,1.1630712966325336e-15,-2.1848745996703523e+19,741154984510.1288,10672.0,1.2710884483466898e-08,-22588290.0,-5056140801517284.0,8687.0
10559,9703,8782,8549,12068,12699,10299,1,21779,94148209,111512059,-107939278.00208671,2.4960373129756345e-16,-1.976980548708795e+19,754827479007.9509,10559.0,1.1006997778904103e-08,-18023250.0,-4568114262683583.0,8549.0
10537,9661,8743,8534,10964,11957,10308,1,21763,93334921,104529514,-113008434.6174603,1.0345792515783283e-15,-1.960682296462615e+19,722507174969.3643,10537.0,1.21973469481522e-08,-18286392.0,-4545058885600911.0,8534.0
10614,9834,9074,9024,11678,12402,10796,1,22170,96707556,112525134,-121104015.7024202,3.5321854843684393e-16,-1.784845934348147e+19,837022571753.2242,10614.0,1.1233584150153442e-08,-19130512.0,-3989690781605032.0,9024.0
10576,9833,9106,9081,11725,12204,10621,1,21924,96687889,111119048,-124333144.49095128,3.3271629209849927e-16,-1.624131159259735e+19,846118816383.4891,10576.0,1.0823521270296025e-08,-16356340.0,-3584597406346973.0,9081.0
10679,9832,8888,8651,10727,11796,10659,1,22282,96668224,104832169,-120644869.04794757,8.994219981595118e-15,-2.186933148807818e+19,765716615047.0153,10679.0,1.2344589248930275e-08,-21403272.0,-5051173956503878.0,8651.0
10630,9907,9186,9206,12007,12844,11120,1,22471,98148649,117974354,-121332592.52694567,2.498003417482426e-16,-1.7194092919373122e+19,877186386757.4463,10630.0,1.1132541762518909e-08,-21283680.0,-3821503846047650.5,9206.0
10614,9861,9115,9057,11748,12748,11189,1,22549,97239321,116187406,-119458825.21918625,3.098438339309549e-16,-1.8858490031793017e+19,856695533947.2622,10614.0,1.1671197883504408e-08,-23854948.0,-4277201649207091.5,9057.0
10667,9833,8896,8726,11274,12220,10275,1,21879,96687889,108698453,-116787817.24042122,6.967573104237525e-16,-1.944582019797537e+19,750201975779.509,10667.0,1.1414438483810326e-08,-15915975.0,-4375089314370363.5,8726.0
10649,9810,8841,8631,10673,11662,10206,1,21824,96236100,103093093,-120337715.76599328,1.9368989191452467e-14,-1.9789850231380615e+19,730082296427.8236,10649.0,1.1923992866137609e-08,-16074450.0,-4490376578941018.5,8631.0
10641,9778,8854,8652,10952,11625,10087,1,21652,95609284,102917109,-120802772.84795207,1.4697305270818712e-15,-1.906693059099519e+19,744974709784.4631,10641.0,1.1361529540104434e-08,-14474845.0,-4292785987651133.5,8652.0
10644,9806,8883,8675,10644,11595,10314,1,21881,96157636,102987741,-122425284.10589854,,-1.980452808740233e+19,747103144274.1548,10644.0,1.1996333251171296e-08,-16904646.0,-4495106553293395.0,8675.0
10628,9792,8842,8620,10433,11571,10455,1,22033,95883264,102300154,-121203716.84090209,-2.3815317366750806e-15,-2.062594422775143e+19,736993015551.1589,10628.0,1.256223857417152e-08,-19184925.0,-4746652539778819.0,8620.0
10647,9816,8871,8617,10442,11658,10609,1,22201,96353856,103407471,-121468513.52428302,-2.2066183965915638e-15,-2.1579668556811145e+19,747789298591.9624,10647.0,1.273876521161147e-08,-21133128.0,-4999688765939552.0,8617.0
10653,9926,9247,9326,12347,13080,11136,1,22468,98525476,120940107,-121213053.43290116,1.956714195284201e-16,-1.6210714309890765e+19,898844658012.9761,10653.0,1.0750786110412164e-08,-20156160.0,-3555266152424180.5,9326.0
10640,9791,8867,8668,10868,11997,10554,1,22118,95863681,106366759,-117640446.62664956,1.8899715430886606e-15,-2.07233244609641e+19,751705066946.4706,10640.0,1.2268112374886602e-08,-19904844.0,-4762246066924516.0,8668.0
10707,9834,8917,8716,11190,12292,10442,1,22066,96707556,109597057,-116590970.71612683,8.692113589291036e-16,-2.072646355555613e+19,755838060351.1406,10707.0,1.177022739189568e-08,-18022892.0,-4697102374245190.0,8716.0
10672,9875,8937,8642,10373,11174,10620,1,22230,97515625,99851366,-129694507.13574292,-1.5167527697030425e-15,-2.183648068889268e+19,787415108394.5714,10672.0,1.2230397496085398e-08,-21006360.0,-5041259233163222.0,8642.0
10633,9837,8978,8813,10903,11646,10591,1,22083,96766569,104547155,-125570901.90509397,1.5775815277920663e-15,-1.9488604358226686e+19,799218257577.686,10633.0,1.1719666589347442e-08,-18830798.0,-4413960045408665.5,8813.0
10573,9810,9059,9033,11696,12566,10940,1,22264,96236100,113824821,-118959405.32471088,3.271433937152615e-16,-1.7653623360740598e+19,835637931847.003,10573.0,1.150798341089848e-08,-20862580.0,-3976533056032798.0,9033.0
10591,9816,9036,8953,11532,12422,11007,1,22378,96353856,112234601,-119567300.37814265,3.936548541453807e-16,-1.899175156980347e+19,834323583477.8864,10591.0,1.1732179439285866e-08,-22608378.0,-4325865481945013.5,8953.0
10691,9825,8884,8696,10751,11986,10649,1,22281,96530625,106472933,-118456480.9348844,7.224271210264867e-15,-2.1487576383532474e+19,753877037571.2451,10691.0,1.246400656451924e-08,-20797497.0,-4932237644926178.0,8696.0
10594,9861,9092,9004,11531,12561,11246,1,22609,97239321,114194018,-120590503.77706905,3.804227330111015e-16,-1.936924436558133e+19,853413856068.9805,10594.0,1.1936143019684496e-08,-25213532.0,-4434757355124885.0,9004.0
10671,9826,8933,8773,11402,12534,10623,1,22187,96550276,111955551,-114926799.17676082,5.429715141138e-16,-2.041705153264595e+19,771139937232.575,10671.0,1.178763209042369e-08,-19652550.0,-4644051541506277.0,8773.0
10612,9826,9023,8884,11301,12019,10898,1,22313,96550276,108436825,-123152718.68783553,5.612864027529687e-16,-1.9651040194310115e+19,834252003004.5463,10612.0,1.167229762235065e-08,-21948572.0,-4483530914599667.0,8884.0
10533,9744,8935,8758,11097,11779,10483,1,21825,94945536,105234832,-122063894.04621525,7.466089324318714e-16,-1.8357611302051439e+19,788445835720.3901,10533.0,1.165275557138967e-08,-18083175.0,-4182242495449034.5,8758.0
10571,9796,8981,8798,11051,11913,10779,1,22165,95961616,106980082,-122673891.74381518,8.43962762147344e-16,-1.955718971508109e+19,806507298375.1506,10571.0,1.1994294787230443e-08,-21353199.0,-4489565407710789.5,8798.0
10668,9803,8894,8751,11794,12421,10301,1,21878,96098809,110461706,-114479292.99586722,3.508743989583738e-16,-1.930016488801887e+19,773709980438.015,10668.0,1.0870366125624184e-08,-15966550.0,-4335089360245878.0,8751.0
10656,9868,9053,8946,11534,12691,11336,1,22807,97377424,114880967,-117866046.11696772,4.023257946201457e-16,-2.1198372388481774e+19,844362585267.3561,10656.0,1.213965201680017e-08,-27093040.0,-4890397304469120.0,8946.0
10672,9890,9073,8969,11545,12479,11054,1,22543,97812100,113211295,-120706220.06596947,4.196254879862289e-16,-2.0148851492618334e+19,841851392389.8927,10672.0,1.164079008540487e-08,-23047590.0,-4573411040873569.0,8969.0
10679,9931,9228,9224,12132,12982,11094,1,22476,98624761,119787217,-121434413.25299655,2.345624106203469e-16,-1.764726830966078e+19,882864654303.6106,10679.0,1.0985756680696946e-08,-20745780.0,-3900729959538254.0,9224.0
10682,9798,8891,8734,11604,12230,10319,1,21908,96000804,108726248,-116042485.15591837,4.3961803899592304e-16,-1.970005149232578e+19,773962815906.832,10682.0,1.1021225861017515e-08,-16355615.0,-4434468568288847.0,8734.0
10636,9772,8863,8690,11287,12088,10309,1,21854,95491984,107125308,-116419174.6916937,6.490028798519383e-16,-1.9495527614261158e+19,756139824129.2378,10636.0,1.1451887758069422e-08,-16690271.0,-4417914011140226.0,8690.0
10639,9787,8843,8633,10753,11911,10500,1,22083,95785369,105318334,-117661219.09440713,3.869141033819407e-15,-2.0807023646380446e+19,741258984410.9227,10639.0,1.2367253082865442e-08,-19603500.0,-4788856852658901.0,8633.0
10652,9800,8870,8640,10467,11786,10572,1,22154,96040000,104531168,-119894712.12735513,-2.4622834008333282e-15,-2.1246972848077246e+19,738686533110.0968,10652.0,1.2806107606273953e-08,-20425104.0,-4899811868038811.0,8640.0
10656,9847,8939,8734,10785,12062,10717,1,22281,96963409,107811562,-119953671.24766937,3.286402284457721e-15,-2.102727496656156e+19,765688158262.0001,10656.0,1.2468646687140257e-08,-21251811.0,-4828820766140007.0,8734.0
10669,9839,8912,8714,10755,11878,10681,1,22277,96805921,105846067,-120744997.70132522,4.988845387396401e-15,-2.1206523827815354e+19,768120515148.7052,10669.0,1.2340181780298381e-08,-21009527.0,-4869967904863963.0,8714.0
10647,9811,8915,8756,12180,12416,10187,1,21730,96255721,110677993,-115387899.42478006,2.4752687631039225e-16,-1.8626563732996985e+19,794245175684.077,10647.0,1.0219384848880957e-08,-14577597.0,-4162674011541610.5,8756.0
10696,9836,8897,8738,10936,12222,10531,1,22166,96746896,108728438,-116692505.87186368,1.7902614069385722e-15,-2.0664119173640258e+19,745886962461.8511,10696.0,1.2199329230352888e-08,-18882083.0,-4693232709510640.0,8738.0
10636,9778,8846,8617,11981,12523,10166,1,21734,95609284,110767822,-111915627.15572858,2.8915077543880717e-16,-1.963187559748837e+19,761077114614.6879,10636.0,1.0694019223703487e-08,-15747134.0,-4455869569036331.5,8617.0
10625,9760,8839,8611,11444,12597,10569,1,22115,95257600,111334258,-110889931.01721324,4.83319100298523e-16,-2.11280460435679e+19,750154787824.7803,10625.0,1.1961676616365849e-08,-20694102.0,-4894290489596985.0,8611.0
10640,9778,8812,8583,10493,11864,10512,1,22118,95609284,104534928,-117001250.85719757,-3.111250347840695e-15,-2.1311848124216828e+19,721942923874.5029,10640.0,1.2865056082339195e-08,-20277648.0,-4936189405766900.0,8583.0
10711,9841,8909,8689,10565,11835,10524,1,22167,96845281,105427304,-120892085.92265809,-3.1068081422542896e-15,-2.1369866462798176e+19,745658540387.2295,10711.0,1.249808519119989e-08,-19311540.0,-4875894080243134.0,8689.0
