B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
10692,9914,9048,8828,10798,11671,10746,1,-8.997343021501696e-08,-966008384822516.2,-5877.719338739749,608811201908.9694,-0.9999689141808534,3.10517059444249,-34027.86352444601,-2476.0267323250087,9914.0,-116035307.99970958,-12023.226269800016
10706,9917,8954,8634,10226,11020,10621,1,-9.225643749271156e-08,-914554520985584.4,-5523.946493580524,794619525462.4719,-0.9999682229997695,3.6186085498742666,-40176.66554903604,-2960.899413243923,9917.0,-108610345.999662,-11973.32659021222
10626,9746,8819,8589,10442,11502,10191,1,-8.316923285957972e-08,-1004062537645791.8,-5472.141262576938,594550220674.5077,-0.9999664305029162,2.948506694129763,-32169.822863027806,-2664.167524888431,9746.0,-106414421.99972253,-10969.896311740433
10590,9733,8785,8511,10121,11292,10328,1,-8.470826938641736e-08,-971544816051213.2,-5394.621208149646,636207182192.465,-0.9999658725943974,3.0604099244875944,-33453.12837108954,-2707.207838906868,9733.0,-104529687.999711,-11388.291282469261
10672,9827,8872,8687,11022,12621,10782,1,-7.493649587741341e-08,-1128527602056501.0,-6080.168281189539,473688181396.72394,-0.9999658221102361,2.2081850533807827,-24067.611591255718,-1905.6532791052364,9827.0,-118839203.99979308,-12197.771761353626
10559,9703,8782,8549,12068,12699,10299,1,-7.613079722199304e-08,-1084905360417963.0,-6425.751656180527,411621476993.83374,-0.9999686765654255,2.06,-22344.37060240964,-1811.4197590361446,9703.0,-124288331.9998049,-11279.768620961317
10537,9661,8743,8534,10964,11957,10308,1,-7.897113853542505e-08,-1041793641637193.2,-5861.441045471723,493365331720.3374,-0.9999670415989151,2.493134677183757,-26913.523517382415,-2237.472392638037,9661.0,-113016911.9997634,-11293.526034430963
10614,9834,9074,9024,11678,12402,10796,1,-8.674093638735178e-08,-1025599903621702.8,-6403.247026423036,447021966158.10065,-0.9999703635971493,2.6714031971580816,-28511.378330373,-2095.239786856128,9834.0,-126075687.99974832,-11890.191841027561
10576,9833,9106,9081,11725,12204,10621,1,-9.460253062158805e-08,-945612589970521.8,-6326.728353514256,458550739259.3609,-0.9999711089154258,2.9077809798270895,-30837.35382644893,-2166.429074607749,9833.0,-124531224.99972506,-11484.460727347063
10679,9832,8888,8651,10727,11796,10659,1,-8.072667171910788e-08,-1045729028601411.9,-5843.011636570614,583779702056.1018,-0.9999674510332149,2.7507154213036564,-30179.63497615262,-2393.683942766296,9832.0,-114339092.99974242,-11963.826905272632
10630,9907,9186,9206,12007,12844,11120,1,-8.928766823348885e-08,-1021504937953393.2,-6737.447657345115,406917954202.2419,-0.9999709538209149,2.530511269928532,-26840.89609675646,-1825.5849367784497,9907.0,-133517839.99976194,-12455.682880442819
10614,9861,9115,9057,11748,12748,11189,1,-8.4546907335411e-08,-1057615858663951.0,-6662.259462623951,411604747035.7776,-0.9999701682373232,2.4538065564887566,-26211.49011108101,-1859.5489027363858,9861.0,-131448371.99976881,-12763.712701960161
10667,9833,8896,8726,11274,12220,10275,1,-8.270140320478104e-08,-1028347243255394.0,-5920.9774611471785,511707003376.1374,-0.9999675666719569,2.497424155695478,-27159.024613623355,-2123.4298797939323,9833.0,-115840349.99976587,-11045.26528456586
10649,9810,8841,8631,10673,11662,10206,1,-8.557642489913013e-08,-978356715622190.6,-5588.509634577279,602455894988.3903,-0.9999667928332653,2.8475750577367207,-31061.632794457273,-2447.24480369515,9810.0,-108928637.9997326,-11001.03833498505
10641,9778,8854,8652,10952,11625,10087,1,-8.524728724271322e-08,-988252092516998.9,-5666.290825335418,581683717176.5846,-0.9999680870128341,2.910191725529768,-31690.351160443995,-2570.131853346788,9778.0,-110472823.9997265,-10695.194592153764
10644,9806,8883,8675,10644,11595,10314,1,-8.610063369423706e-08,-981455947224436.4,-5621.626125553692,601327836237.4213,-0.9999673572418044,2.970890410958904,-32380.3602739726,-2549.2993150684933,9806.0,-109782215.99972089,-11184.301623954756
10628,9792,8842,8620,10433,11571,10455,1,-8.45375471672648e-08,-989027418001522.4,-5601.8575972767585,612516066126.78,-0.9999666003256185,2.921043713995256,-31844.383598780074,-2504.883768214165,9792.0,-109077014.99972516,-11561.435110868711
10647,9816,8871,8617,10442,11658,10609,1,-8.318512858894775e-08,-1007550380948331.2,-5675.286671521708,599484077159.4584,-0.999966591169225,2.8336073659980268,-31058.70996382769,-2424.1371259454127,9816.0,-110779177.99973387,-11914.593642948697
10653,9926,9247,9326,12347,13080,11136,1,-8.857120850882577e-08,-1049552022196675.5,-6908.931720621456,375270609852.39264,-0.9999716628458014,2.4842834310069257,-26240.887320191796,-1790.7749067661161,9926.0,-137496191.9997668,-12337.450285322513
10640,9791,8867,8668,10868,11997,10554,1,-8.028022937411562e-08,-1051158419164226.5,-5879.543684942099,532762567447.7125,-0.9999671696192598,2.6037849203965155,-28340.306398317814,-2261.3646740762993,9791.0,-114700871.99975528,-11705.856822980068
10707,9834,8917,8716,11190,12292,10442,1,-7.769327603054527e-08,-1100547143428840.4,-5953.8129871688625,496409020208.81824,-0.9999673004260765,2.437360178970917,-26698.635067114094,-2176.885067114094,9834.0,-116845979.99977235,-11372.691390149512
10672,9875,8937,8642,10373,11174,10620,1,-9.04437383298111e-08,-932694120751361.5,-5617.414176979166,724144412599.8057,-0.9999683213700613,3.4131121642969986,-37668.11374407583,-2813.107819905213,9875.0,-110161259.99968018,-11950.75763567995
10633,9837,8978,8813,10903,11646,10591,1,-8.944550569055307e-08,-964493423486450.5,-5887.753155087471,591299162598.9926,-0.9999691603910833,3.110836569008119,-33696.813978115075,-2522.586657253795,9837.0,-115473672.99970743,-11675.244940613877
10573,9810,9059,9033,11696,12566,10940,1,-8.63644641705586e-08,-1027528681514898.1,-6517.201476286707,422464878500.6377,-0.9999701413805492,2.5567506368525335,-27110.333144636286,-1956.4157939428248,9810.0,-127954239.99975818,-12219.425808982973
10591,9816,9036,8953,11532,12422,11007,1,-8.462684632209393e-08,-1038703577164965.4,-6466.807262874933,448068984035.6714,-0.9999699316145818,2.580859037186509,-27587.280484289422,-2018.7085615451138,9816.0,-126932723.99975632,-12456.026986157713
10691,9825,8884,8696,10751,11986,10649,1,-7.831948897187643e-08,-1084644564388888.5,-5848.207915573704,556189953722.3854,-0.9999668869868718,2.643161094224924,-28868.949544072948,-2338.4632218844986,9825.0,-114487398.99975277,-11861.437956416212
10594,9861,9092,9004,11531,12561,11246,1,-8.683092772588487e-08,-1019553819330186.6,-6586.853466391537,439527955826.57294,-0.9999699494942315,2.5313466404273264,-27079.181332583637,-1873.6114703401743,9861.0,-129677625.99976106,-12990.76727303357
10671,9826,8933,8773,11402,12534,10623,1,-7.78162583987763e-08,-1104108521367505.6,-6178.081928381084,462829626072.4719,-0.9999677662066795,2.3326243020473276,-25345.398298324915,-2007.0154214304707,9826.0,-121123445.9997814,-11734.829418591204
10612,9826,9023,8884,11301,12019,10898,1,-8.636946054891859e-08,-1010222935797349.9,-6271.932185439432,508274553528.7882,-0.9999701239868112,2.8338118022328547,-30542.926953748007,-2262.225837320574,9826.0,-123158297.99973296,-12283.846018834993
10533,9744,8935,8758,11097,11779,10483,1,-8.998055830878443e-08,-948009732349175.6,-5974.993789626198,509770510111.6849,-0.9999692990186637,2.899040052962595,-31152.715988083415,-2333.570009930487,9744.0,-116329850.99972476,-11512.636275907542
10571,9796,8981,8798,11051,11913,10779,1,-8.831365790301765e-08,-973520008574009.9,-6091.953021813529,511068553622.30115,-0.9999691735728838,2.824398073836276,-30477.737078651684,-2234.438202247191,9796.0,-119118728.99973282,-12138.84477873368
10668,9803,8894,8751,11794,12421,10301,1,-7.892731040280414e-08,-1083588222663940.1,-6210.094272732408,472452441518.9177,-0.9999690343178054,2.3844686648501363,-25853.18583106267,-2096.2697547683924,9803.0,-121489993.99977648,-11036.558237686813
10656,9868,9053,8946,11534,12691,11336,1,-7.88802801194507e-08,-1117160104725203.5,-6633.548611918895,445152250349.541,-0.9999694498052114,2.388785046728972,-25759.350600801066,-1904.8769025367155,9868.0,-130749423.99977583,-13203.562452349785
10672,9890,9073,8969,11545,12479,11054,1,-8.304194988276844e-08,-1065375067948901.6,-6462.885254865551,472029941023.6923,-0.9999697862752467,2.5552706552706552,-27586.05584045584,-2021.3920227920228,9890.0,-127618429.99976057,-12532.9922532682
10679,9931,9228,9224,12132,12982,11094,1,-8.61371241886232e-08,-1068315396708307.9,-6760.633007813864,387587579799.2634,-0.9999709756055002,2.454497072911123,-26222.940926024483,-1836.759978712081,9931.0,-134592407.99977016,-12344.047686105952
10682,9798,8891,8734,11604,12230,10319,1,-7.832810405912459e-08,-1091736344524483.8,-6117.27425471678,495678807225.9605,-0.9999690092483198,2.498283752860412,-27166.37929061785,-2248.181922196796,9798.0,-119741675.99976613,-11072.869890670474
10636,9772,8863,8690,11287,12088,10309,1,-8.058334723136045e-08,-1050801498179419.1,-5966.939286760756,506388169756.29956,-0.9999681915768915,2.557386698057681,-27741.868157739846,-2253.5703354914654,9772.0,-116357682.99975955,-11125.46354470398
10639,9787,8843,8633,10753,11911,10500,1,-8.053131390324615e-08,-1041530939130248.4,-5794.98369709831,549643420892.8368,-0.999966785340483,2.6336180597925565,-28700.633618059794,-2298.424649176327,9787.0,-112906499.99975246,-11625.481300228166
10652,9800,8870,8640,10467,11786,10572,1,-8.103013484246556e-08,-1039046030994894.9,-5667.878979352668,569000962243.506,-0.9999662056393064,2.7463445645263826,-30032.816274634457,-2402.174189446917,9800.0,-110657123.99974218,-11776.775619524738
