B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
10096,9193,8204,7765,8995,8838,8182,1,-0.00016201645925936824,18973.217171717173,0.48552867602352356,1.890024983358497,4102.561781960401,10418.279848618384,8204.0,10096.0,3.579912739266303e-17
10030,9196,8252,7877,9804,9524,8718,1,-0.00014477425770126042,19541.044407894737,0.4702874070244062,1.9480208406825161,4126.52741454462,11184.963070841568,8252.0,10030.0,2.7370034063454394e-17
10098,9214,8202,7761,8870,8664,8374,1,-0.00016483332370158818,18784.56104651163,0.49109902732729693,1.9088343470834417,4101.550155242417,10259.855530240266,8202.0,10098.0,3.6254406147112735e-17
10138,9240,8198,7745,8640,8635,8334,1,-0.00017080599952126724,18785.908333333333,0.49219623658749595,1.9019480165974572,4099.554355651548,10179.051501702963,8198.0,10138.0,3.777252039315625e-17
10099,9175,8132,7654,8398,8433,8122,1,-0.00017731570514650417,18541.850707850706,0.49508957197002196,1.8852315721741055,4066.564823934991,9927.087890422332,8132.0,10099.0,4.167631242449957e-17
10069,9139,8114,7702,8906,9015,8493,1,-0.00016537981247797702,19117.055793991418,0.47888283128589115,1.9293138912461023,4057.5380313199107,10483.188671386923,8114.0,10069.0,3.3810639062531977e-17
10177,9265,8204,7753,8537,8550,8374,1,-0.0001736949086953272,18737.649725274725,0.49474021192310974,1.9038315894639448,4102.553200382135,10090.624009875528,8204.0,10177.0,3.838054901970334e-17
10146,9222,8168,7680,8405,8197,8023,1,-0.00017751427698555353,18352.400244798042,0.5027530909349903,1.8699847850729354,4084.574722672317,9739.578686493185,8168.0,10146.0,4.3271881838496274e-17
10073,9184,8100,7643,8477,8160,7964,1,-0.00017633106148616032,18243.810466760962,0.5037020757743407,1.8671602446200537,4050.576594676042,9692.167004206261,8100.0,10073.0,4.2751780714309474e-17
10072,9160,8058,7548,8318,7959,7629,1,-0.0001824173184700356,18039.964370546317,0.5080139729506684,1.8328602280858945,4029.6003408048236,9409.881863560731,8058.0,10072.0,4.748352846446463e-17
