B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8
10306,9410,8347,7970,8700,9369,9310,1,1.159546658023478,8732.102425848538,1.1282214916686042e-12,754159769626.2765,7970.0,0.0011653120097318906,29725230635.941162,-941443.0184651607
10272,9415,8361,8017,8831,9805,9820,1,1.2271932174688185,8426.497990377136,9.60237989792675e-13,851676617410.3701,8017.0,0.0010044767311467974,30721107077.7191,3812745.6467108536
10252,9363,8310,7933,8730,9312,9178,1,1.1377215962048894,8771.321031239197,1.1585955165505516e-12,735453779727.0759,7933.0,0.0010688977566216955,30808286380.788208,-1732680.6451890133
10296,9418,8391,8043,8850,9502,9385,1,1.1501225634578427,8736.345393968693,1.0860216278565505e-12,779571029698.0559,8043.0,0.0010488889445305586,29533987807.451694,-311269.8759208683
10350,9485,8446,8127,8980,9640,9593,1,1.1735992317788455,8798.602053942628,1.020269155568093e-12,826471339119.5718,8127.0,0.0009883350439989687,28828338155.22514,1024009.4466804889
10276,9373,8318,7930,8676,9430,9336,1,1.163509486303427,8588.218393543555,1.1121624935582789e-12,756285579442.5369,7930.0,0.0011272562894646316,30852268530.26371,-347292.53891835525
10314,9404,8354,7990,8795,9686,9572,1,1.1811451284012693,8488.273107551888,1.0237846079289048e-12,805905856164.6838,7990.0,0.0010247228823569395,30781675534.578094,1579385.529423902
10301,9403,8342,7969,8694,9482,9403,1,1.168364825821097,8586.921720059527,1.0934510416195926e-12,768770688484.2274,7969.0,0.001159220010328099,29598073994.816654,-459.9271250884576
10289,9416,8354,7977,8731,9480,9421,1,1.1723494423946839,8638.600870557406,1.0859779645066439e-12,775000701009.4159,7977.0,0.0011159889870060102,31003364034.975567,46637.859810117225
10294,9427,8354,7980,8787,9671,9550,1,1.178866821436297,8518.16511899711,1.0297495968530801e-12,801476136626.797,7980.0,0.0010224874197529963,32658109005.573467,1159017.1195326145
10274,9389,8349,7921,8676,9415,9422,1,1.190548410464683,8598.779248263052,1.0924504099204824e-12,770282605863.381,7921.0,0.0011143272149205334,34678213110.49055,309415.5309612227
10323,9452,8428,8123,9087,9895,9692,1,1.164064391254064,8631.698233632971,9.618328542416135e-13,853667781538.2249,8123.0,0.0008515764070457648,30585013031.803257,2267962.160687207
10253,9417,8368,8015,8845,9736,9558,1,1.1666056536394132,8504.889072663735,1.0189159531482118e-12,808118164314.1719,8015.0,0.0009918474225579393,32144197446.0018,1327255.4728841325
10287,9402,8366,8013,8897,9532,9445,1,1.1660493975982913,8739.367217595254,1.0592795455214812e-12,793762804060.0372,8013.0,0.0009509525428041386,31532041127.418446,403838.013952991
10321,9445,8409,8100,9049,9923,9671,1,1.1579262596659485,8562.118563105236,9.64595287574709e-13,846418364400.9216,8100.0,0.0008601532113395379,30535898475.472572,2133997.8363398076
10299,9407,8392,8081,8955,9583,9316,1,1.1159559314356715,8747.75567414883,1.0851404437013347e-12,777263419304.951,8081.0,0.000964833081847121,27580930871.95594,-856636.0366273707
10275,9382,8354,7981,8866,9547,9334,1,1.139126204254133,8671.083087956556,1.082365891715456e-12,772515412567.0149,7981.0,0.0009445982084471769,33141320152.539677,-450939.3325652134
10311,9420,8421,8087,8973,9621,9359,1,1.1209725854404695,8741.220515264358,1.0695900200125613e-12,786031776218.2153,8087.0,0.0009487100616761256,30077244469.587093,-575235.873090125
10679,9919,9198,9181,11995,13078,11378,1,1.0456759606373354,10033.903359614389,4.5211893684184766e-13,1552963952216.9922,9181.0,0.0002494735811254609,-1390166027.519544,14470415.030738637
10804,10021,9123,8839,10795,11349,10502,1,1.084245314758253,9667.856088423807,6.54211251233827e-13,1190697979442.2874,8839.0,0.00039817747426374334,4241799910789.1113,4819009.71239756
10792,10014,9185,9026,11345,11892,10637,1,1.0346269933289687,9900.70174076366,5.913373637716786e-13,1283736436136.0022,9026.0,0.00032729523306423037,-33954671645.527317,6237423.174655223
10666,9904,9135,8987,11593,12175,10482,1,0.9814606850915116,9965.656880094495,5.795602091948139e-13,1273845591002.2158,8987.0,0.00028325094041392395,-17779258475.869667,5722879.958028739
10681,9904,9098,8964,11433,11957,10460,1,0.9999044180901989,9904.734431620716,5.993679938270218e-13,1250997973928.0417,8964.0,0.00030363968253597264,-19959544029.71862,5505151.857740227
10683,9937,9201,9194,11850,12716,11118,1,1.030207572664757,10019.807212777801,4.936497472623405e-13,1464879880741.5027,9194.0,0.0002722236855569494,-708426324.2118816,11734246.644620942
10769,9987,9105,8761,10910,11487,10543,1,1.0863472561437855,9677.394912031268,6.289735843192201e-13,1212795382782.0574,8761.0,0.00035490379538842196,-343257000148.2135,5551542.0589361815
10810,10000,9078,8745,10584,11537,10869,1,1.1546797115198297,9327.65446303743,6.06286210852524e-13,1250441198467.388,8745.0,0.0004121783647788426,213219487940.49863,8689040.147091957
10704,9967,9190,9084,11496,12188,10775,1,1.0264837686920272,9893.11546597479,5.58471192404487e-13,1334791792793.7236,9084.0,0.0003090063303436869,-14487594399.41272,8051988.164095825
10666,9941,9229,9255,12120,12769,10829,1,0.9673068440464218,10274.187991523193,5.100069919854166e-13,1421378886820.9243,9255.0,0.0002529850804406451,1415467064.2831619,8826012.675464006
10681,9907,9165,9073,11811,12981,11200,1,1.0318776602635271,9875.560333911948,4.717984575788303e-13,1481674471976.3735,9073.0,0.00025527560677686536,-8878017266.11438,12808192.740852008
10678,9923,9166,9079,11905,13547,11744,1,1.0792133919564824,9809.078835807095,4.081968156241853e-13,1642063514061.012,9079.0,0.00023714978091790313,-8204905473.018927,18068274.053148292
10666,9936,9218,9161,11838,13317,11576,1,1.0618235303474173,9813.444288580313,4.336882138038371e-13,1586443391028.931,9161.0,0.0002569733654021283,-5142844696.850732,16293587.77885409
10832,9977,9045,8729,10457,11424,10889,1,1.1754102035246645,9250.74830353041,6.163161158697845e-13,1239988323451.6306,8729.0,0.00044218352850399417,119743799873.83699,9098199.769170161
10730,9928,9022,8726,10548,11576,10933,1,1.1669335176805642,9230.57876643148,5.979266823094575e-13,1260906220994.6836,8726.0,0.0004137217165307381,224547140954.56363,9976747.055977877
10621,9892,9133,9058,11768,12403,10737,1,1.0012122455673869,10045.962375001878,5.383610804283374e-13,1356750379111.514,9058.0,0.0002694860456626819,-6825581131.156122,8357237.50366846
10605,9931,9270,9272,12060,12614,10700,1,0.9565528443898927,10276.339390927924,5.324045438945265e-13,1380848574443.8428,9272.0,0.00026365003108522585,-24219038.223852575,7635330.998255897
10639,9849,9123,9068,11890,12720,10841,1,0.9903169929036137,10024.497692785479,5.101997010483701e-13,1397498258326.4956,9068.0,0.00025261980218320565,-4440900680.991438,9768580.574213829
10631,9875,9116,9060,11735,12946,11229,1,1.0419411827194582,9806.540339053025,4.730032923354509e-13,1479773672654.2083,9060.0,0.0002616187152673001,-5431534968.272847,13369283.212034598
10675,9950,9228,9263,12095,13011,11243,1,1.0192185772042837,10169.282828644782,4.657005106855526e-13,1528972802267.3953,9263.0,0.0002513898496144288,2040520454.4401913,12863933.607178533
10759,9917,8922,8534,10079,11140,10884,1,1.2382252707635777,9019.635546326313,6.416740728915443e-13,1194070107864.8906,8534.0,0.0004958370372952653,87062855881.06186,9589102.775942542
10655,9791,8845,8618,10947,11823,10195,1,0.995022459064845,9421.369483097678,6.406901004641909e-13,1137899720464.0496,8618.0,0.00031297475752173527,-105671377384.5451,3953868.9227776285
10599,9732,8759,8469,10100,11323,10330,1,1.091735375055319,8811.335084875196,6.940494329084306e-13,1077850356659.3577,8469.0,0.0004585816414753604,80777739889.97214,5818515.547646376
10651,9912,9171,9115,11806,12836,11245,1,1.0503456124555015,9927.311838520143,4.757095511992652e-13,1492972107210.0105,9115.0,0.0002638841265258814,-5063989768.765622,13211318.99703957
10627,9877,9122,9088,11857,12765,11068,1,1.0262401599928537,9991.216566197754,4.901972786900049e-13,1452590845518.4348,9088.0,0.00025711330059156146,-2894219660.333707,11762059.39631805
10634,9768,8849,8620,10831,11659,10295,1,1.031149851631209,9377.165873698093,6.441157427598232e-13,1148036554306.0032,8620.0,0.0003343930333905409,-152090917792.60303,5146261.999313827
10585,9785,9022,8949,11575,12366,10726,1,1.01293796607565,9820.28013013114,5.43482980093159e-13,1331766659851.0286,8949.0,0.0002755818074249481,-7592635018.194414,9206207.346272029
10610,9732,8858,8609,12516,12499,9888,1,0.8812834329200264,10677.063283589887,5.628968234483528e-13,1223808734252.6663,8609.0,0.0001762925779391248,-17968325941.603382,1515725.7573405774
10692,9914,9048,8828,10798,11671,10746,1,1.1018148388169449,9422.72746006372,6.066757822531751e-13,1247012635369.8418,8828.0,0.0003839618091090459,-260919978047.7028,8247379.668237505
10706,9917,8954,8634,10226,11020,10621,1,1.1757998588982717,9252.28640231608,6.792584290304432e-13,1153645571744.4058,8634.0,0.0004921385511951773,93362881131.86435,6980859.381669684
10626,9746,8819,8589,10442,11502,10191,1,1.0293939509801366,9057.865721217357,6.886405664103434e-13,1084559235384.1879,8589.0,0.0004029895830782098,162014959074.02075,4335527.918709781
10590,9733,8785,8511,10121,11292,10328,1,1.0900263977396376,8851.887644572149,6.982253496025596e-13,1079673335441.7928,8511.0,0.0004681487250909235,78356277752.88736,5789955.983970946
10672,9827,8872,8687,11022,12621,10782,1,1.024320740950212,9176.938222844687,5.37224390779513e-13,1281419939767.77,8687.0,0.0002947739967054671,-74860468491.45006,9383044.133586872
10559,9703,8782,8549,12068,12699,10299,1,0.940633859020588,10158.078961467552,5.259634335446475e-13,1280135961788.0474,8549.0,0.00019130509075847827,-22083107890.13454,5780758.604693275
10537,9661,8743,8534,10964,11957,10308,1,1.0122753727264202,9321.84343545057,6.127049276146706e-13,1165068437297.9756,8534.0,0.0002937136536237017,-63838198481.86339,6249003.948649318
10614,9834,9074,9024,11678,12402,10796,1,1.0156161922056417,9928.75865241726,5.346260992805421e-13,1361211075715.222,9024.0,0.000274161483301123,-4778532828.388564,9458882.683276884
10576,9833,9106,9081,11725,12204,10621,1,0.995967753306228,10061.746088329528,5.626324322725773e-13,1322742841277.9368,9081.0,0.00028142976361015534,-2096549528.3475919,7747006.305145846
10679,9832,8888,8651,10727,11796,10659,1,1.0889865266728593,9237.816627744916,6.01810736670787e-13,1218835114945.5266,8651.0,0.0003532679181277609,-676411120189.1395,8129796.752543228
10630,9907,9186,9206,12007,12844,11120,1,1.0173833600275028,10126.646370925964,4.827950692496456e-13,1484820513606.176,9206.0,0.00025589250446769523,1147659372.1941166,12015783.34911242
10614,9861,9115,9057,11748,12748,11189,1,1.053975143932257,9883.518576822362,4.830950701361212e-13,1470877806294.6833,9057.0,0.000264015008015772,-5315392491.013166,13094051.142689042
10667,9833,8896,8726,11274,12220,10275,1,0.9628900866271011,9589.09110631455,5.999847310066253e-13,1190350988261.295,8726.0,0.00028024932747869384,-37370640431.83457,4344317.30237315
10649,9810,8841,8631,10673,11662,10206,1,1.01179737431364,9241.07417838615,6.6577931564277e-13,1111815896884.4182,8631.0,0.0003624368454531666,-1180332179420.81,3883219.5487051886
10641,9778,8854,8652,10952,11625,10087,1,0.989892062322792,9519.584655594208,6.679515089686986e-13,1114428672433.4402,8652.0,0.0003235904628330996,-83243460590.67802,3019791.2636559056
10644,9806,8883,8675,10644,11595,10314,1,1.0359582278648607,9245.979150370338,6.608145426956267e-13,1132385381300.8333,8675.0,0.0003799732419995922,,4980063.139887874
10628,9792,8842,8620,10433,11571,10455,1,1.073849642483608,9042.07276315137,6.533107978912019e-13,1140492620901.3108,8620.0,0.00041090229615730565,151064990763.83932,6490848.022124269
10647,9816,8871,8617,10442,11658,10609,1,1.0975584648605519,9018.038347556238,6.289846576960004e-13,1175350397488.5176,8617.0,0.00040501319571250975,169887638242.36847,7782875.04786412
10653,9926,9247,9326,12347,13080,11136,1,0.9881100376086438,10392.274573344926,4.656967427930942e-13,1531260553085.9727,9326.0,0.00023601355243165324,3479928366.404615,12008954.899311919
10640,9791,8867,8668,10868,11997,10554,1,1.0438136801742124,9264.180305003847,5.969000898902309e-13,1210646570799.191,8668.0,0.00032841543719263147,-115252261163.37279,7469053.326915055
10707,9834,8917,8716,11190,12292,10442,1,0.9882642547632791,9469.630276659958,5.812129364600692e-13,1220198819748.3845,8716.0,0.00028661239928119345,-56359560073.31549,5977258.67482915
10672,9875,8937,8642,10373,11174,10620,1,1.1548499484124375,9267.725026726459,6.611391740634773e-13,1170007478408.986,8642.0,0.0004467952291244726,134118383727.2435,7356049.921156248
10633,9837,8978,8813,10903,11646,10591,1,1.0732671384859807,9499.709509179338,6.188227204540877e-13,1223076742745.978,8813.0,0.00036207679988693573,-71811703837.73024,7415968.848274078
10573,9810,9059,9033,11696,12566,10940,1,1.0263627099475887,9879.948493928301,5.135704146361295e-13,1399918475841.672,9033.0,0.00026993785243504983,-2357985908.252007,11083905.047349984
10591,9816,9036,8953,11532,12422,11007,1,1.0616319567831731,9770.57109229636,5.159075354229995e-13,1397247937048.6782,8953.0,0.00027946390127361,-9421076696.319416,11689565.717678305
10691,9825,8884,8696,10751,11986,10649,1,1.0613974005923865,9164.094900416949,5.951390219199137e-13,1219270902989.6272,8696.0,0.0003530477365523362,-416709038334.43384,8094418.554897373
10594,9861,9092,9004,11531,12561,11246,1,1.0898342989116396,9738.164287787928,4.915701591433875e-13,1458456814939.838,9004.0,0.0002836651796927866,-10114002458.531666,13656287.077223144
10671,9826,8933,8773,11402,12534,10623,1,0.9942905390237854,9588.221184832179,5.440271293943825e-13,1286789246940.433,8773.0,0.0002662366578956968,-28512487982.69535,7829534.187649585
10612,9826,9023,8884,11301,12019,10898,1,1.0892553851631963,9711.475863391557,5.507667003018753e-13,1342277449514.8337,8884.0,0.0003058183665409371,-22577105284.74606,10532342.34512022
10533,9744,8935,8758,11097,11779,10483,1,1.0426695964733952,9583.6222869584,6.09759028369305e-13,1219579479539.5112,8758.0,0.0003178822638574508,-35637458166.73029,7199479.196875787
10571,9796,8981,8798,11051,11913,10779,1,1.0852799160621074,9499.424549702388,5.752318539847049e-13,1284077571495.1404,8798.0,0.0003277944711527266,-44530453994.07941,9628277.854444716
10668,9803,8894,8751,11794,12421,10301,1,0.9475669320012179,10011.6711045464,5.630118541946479e-13,1251560030667.5132,8751.0,0.00023152568068510434,-16392361265.834715,4879929.337331929
10656,9868,9053,8946,11534,12691,11336,1,1.1004756947456638,9686.195460037261,4.756316306519441e-13,1482278079191.022,8946.0,0.0002723759623737544,-14218094948.118553,14484978.432274833
10672,9890,9073,8969,11545,12479,11054,1,1.063498184222079,9784.537054705017,5.095286955650554e-13,1410794402782.5752,8969.0,0.00027900910797220077,-13680628330.975554,11510636.486657577
10679,9931,9228,9224,12132,12982,11094,1,0.9983801406507226,10206.524240071956,4.758879976505447e-13,1493270534170.6792,9224.0,0.0002443336525422885,-398947343.065374,11548195.11107687
10682,9798,8891,8734,11604,12230,10319,1,0.9693753046913549,9894.27100314615,5.780170443607034e-13,1235706086424.1138,8734.0,0.00024883119991111135,-21833704888.256207,5102931.007604243
10636,9772,8863,8690,11287,12088,10309,1,0.9847167941450572,9631.609612620528,5.993652435117416e-13,1199622708374.4707,8690.0,0.0002768173937906769,-34084215082.734722,5245824.808322295
10639,9787,8843,8633,10753,11911,10500,1,1.045400250844739,9186.80078947574,6.11427341456683e-13,1185611087013.6074,8633.0,0.00034188311739742714,-247926815519.3297,6976659.78263789
10652,9800,8870,8640,10467,11786,10572,1,1.0728638237115395,8967.122061028029,6.266879791148215e-13,1169960874147.0264,8640.0,0.000401244191363386,166458336935.51996,7564271.895638886
10656,9847,8939,8734,10785,12062,10717,1,1.0632999424933673,9180.74303056356,5.846106910073476e-13,1238797134327.9119,8734.0,0.0003530434862749191,-210200842112.77393,8565495.88749792
10669,9839,8912,8714,10755,11878,10681,1,1.0776914662395949,9230.844197770006,5.979703144573314e-13,1227066024068.3118,8714.0,0.000359443992859299,-302821948283.18304,8283163.930038719
10647,9811,8915,8756,12180,12416,10187,1,0.9273554955848374,10406.286576559613,5.579807943226853e-13,1264069925080.4143,8756.0,0.0002059635140668658,-13455380793.682714,3686864.7198775685
10696,9836,8897,8738,10936,12222,10531,1,1.0097804311097325,9248.486043108096,5.895371114907502e-13,1212917525073.616,8738.0,0.0003252685494273442,-87567356880.67554,6834380.251268198
10636,9778,8846,8617,11981,12523,10166,1,0.9263714341138087,10152.707347423635,5.55763304520638e-13,1238296982098.4146,8617.0,0.00020454634578202506,-24327428679.895473,3791632.30400063
10625,9760,8839,8611,11444,12597,10569,1,0.9934204456296567,9584.01693502575,5.347834373361655e-13,1278431244814.1829,8611.0,0.00024129031220377243,-39452655945.1408,7893900.625783909
10640,9778,8812,8583,10493,11864,10512,1,1.0580775156933513,8943.944528818245,6.239906571347185e-13,1159591614206.114,8583.0,0.0003787691569021334,215842542216.2164,7175609.579231281
10711,9841,8909,8689,10565,11835,10524,1,1.052400011651755,9056.59077371423,6.274954844077899e-13,1170215839422.1165,8689.0,0.0003913530302498012,202061104695.90677,6719995.5987325655
10673,9825,8883,8718,10763,12120,10502,1,1.01606038267677,9117.44123831319,6.060055421434277e-13,1187166113718.3474,8718.0,0.0003517393304122588,-241787859934.73157,6649934.283745867
10662,9813,8894,8749,10984,12110,10614,1,1.0360175812594359,9338.397157262676,5.838947680304744e-13,1237518830289.0679,8749.0,0.00032324866944877034,-57060501722.17513,7858749.991412049
10624,9769,8849,8733,11278,12429,10449,1,0.9753570537671457,9484.18490136083,5.706683763131461e-13,1231442544408.2808,8733.0,0.0002760828855640707,-22433933930.89149,6641110.685252225
10721,9824,8854,8676,11250,12315,10381,1,0.9784165990535543,9512.725384040974,5.811552523823149e-13,1212449959889.3984,8676.0,0.00027370112631988397,-46852953494.554146,5470105.452050338
10630,9751,8783,8512,11317,11733,10050,1,0.9857773535547489,9814.943405597172,6.347408486341897e-13,1143133547797.5615,8512.0,0.00025863641908883836,-56030122585.85008,2913752.302480175
10613,9749,8826,8635,11670,12479,10320,1,0.9560867258768654,9849.094362064312,5.567866773095873e-13,1242974077406.4448,8635.0,0.00022799423294726572,-24613113797.55592,5564650.982690913
10618,9741,8788,8575,10745,11851,10417,1,1.040763324992164,9183.678200445831,6.206217290089985e-13,1166073267504.8013,8575.0,0.00033344130480346016,-225868529558.1373,6583417.293646098
10671,9814,8851,8599,10328,11467,10300,1,1.0546795121164438,9002.186974416793,6.844606443647771e-13,1095788671565.1787,8599.0,0.00043371370245283035,100348900986.76698,4768265.069329373
10619,9781,8868,8707,11005,12374,10492,1,0.99083956141217,9239.331949310224,5.808856961147021e-13,1211546142465.7556,8707.0,0.00030620227172756037,-54336772473.51323,6952514.059156288
10573,9718,8775,8632,11161,12346,10319,1,0.9681020842912622,9382.547827383256,5.883627933373497e-13,1188533468987.6807,8632.0,0.0002764625628630453,-31806181117.65283,5838638.2324639475
10717,9837,8902,8773,11558,12299,10317,1,0.9592747667332141,9834.14432898362,5.798636495816159e-13,1230330999332.9885,8773.0,0.00025612568229992864,-19867564026.113968,4719903.065533775
10674,9786,8853,8637,10503,11836,10481,1,1.0489391629889797,8966.833647054109,6.32527855147337e-13,1153861618513.521,8637.0,0.0003910626363082166,167993857348.004,6799831.121578229
10737,9872,8883,8711,11112,11989,10225,1,0.9761336624081879,9541.823726180006,6.254673096130528e-13,1161857359602.8054,8711.0,0.00030261670171140146,-63139904882.08559,3483063.306948027
10761,9874,8880,8627,10835,11981,10230,1,0.9857390741732514,9266.334355461799,6.350759121562176e-13,1134004999693.306,8627.0,0.00032611266147245215,-504470996712.0998,3513317.3935397635
10706,9830,8831,8559,10422,11284,10146,1,1.046302992197352,9209.559554278907,7.070656195122539e-13,1072943981302.2517,8559.0,0.0004071431140154843,134919296481.16978,3104927.3320630896
10629,9753,8797,8563,11070,11748,10107,1,0.9904939354435596,9562.140593676959,6.446265369812278e-13,1130905437843.2495,8563.0,0.00029074193212359154,-72460145553.01904,3450842.394109627
10619,9739,8826,8637,10686,12006,10480,1,1.0311915888588827,9052.391735106441,6.130088670279692e-13,1173740136312.6213,8637.0,0.0003510933649817356,-363597243063.629,7215059.404797594
10643,9791,8812,8551,10297,11944,10763,1,1.1059391822260252,8718.106956915131,6.002482119476897e-13,1192921642715.7842,8551.0,0.0004100368347438869,109268941208.85648,9515537.738697246
10603,9758,8852,8694,11195,12382,10649,1,1.0212908911303087,9418.125794051626,5.53127568529435e-13,1269620694977.215,8694.0,0.0002807470130991377,-34436845243.191864,8692735.129785165
10651,9751,8811,8667,10953,12102,10598,1,1.0419821179443878,9279.352207774426,5.821968408158446e-13,1230308080792.2087,8667.0,0.00031328198501711827,-61117410832.0658,8257628.442488837
10602,9686,8752,8528,10743,11760,10365,1,1.0445429931408166,9195.416677380712,6.283697013925172e-13,1154245836362.3247,8528.0,0.000327390549899418,-209666035691.37384,6575311.461734686
10717,9864,8921,8722,11475,12366,10305,1,0.9556709741911226,9737.270041845863,5.788623087795087e-13,1218656878170.1711,8722.0,0.00025620088687453073,-36690008820.98656,4348037.959404811
10747,9867,8883,8625,10437,11658,10306,1,1.0329758557615005,9030.377474878693,6.674514256077085e-13,1108643253200.3809,8625.0,0.00040829763036836825,118793887908.15746,4330107.719591689
10767,9891,8915,8712,10937,12003,10497,1,1.027304767767929,9368.04805594981,6.023354132420616e-13,1205208883726.2305,8712.0,0.0003262105821859142,-167262077424.93658,5992391.173873191
10677,9815,8855,8639,10517,12152,10983,1,1.119800175832441,8853.00200821495,5.604312669399721e-13,1268723920429.3267,8639.0,0.00037854727586180304,189230884557.43872,11462676.005595779
10599,9773,8833,8689,11114,12769,10842,1,1.0212886323700028,9205.642363129267,5.209094926850814e-13,1306534937349.5535,8689.0,0.00028060872296226444,-37953269398.09943,10445592.640848923
10580,9704,8727,8532,10374,11555,10247,1,1.0413618005084406,8942.327623255584,6.779259379341575e-13,1089369879057.8644,8532.0,0.00040085866067539897,124289904995.10345,5267878.443444389
10612,9746,8787,8616,10803,11980,10401,1,1.0202059949184608,9185.842658469686,6.154515167950525e-13,1168768572328.5913,8616.0,0.00032885169841826,-118236553308.54172,6382059.412938223
10653,9782,8808,8583,10758,11992,10338,1,1.0098661830402802,9148.835578996284,6.225616873177017e-13,1149844159612.4653,8583.0,0.000329069954682432,-301505103464.7663,5437096.785023342
10546,9721,8778,8656,11122,12602,10561,1,0.9872861660854267,9256.524967795376,5.537623133566014e-13,1240581856045.0903,8656.0,0.00027853815863365964,-27757067099.59246,8163809.140295184
10253,9364,8356,7946,9328,9634,8934,1,1.033310214261442,9016.04989116657,1.1079136411433723e-12,744601610440.6338,7946.0,0.000596806955106838,56625417648.362144,-4027676.052729926
