B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6
10397,9668,9260,9437,15670,17998,12586,0,-3.88458237303641,5527944.469104252,-2233868150168.0054,-5.3176361369822504e+16,10397.0,-1.4596771569444917e+27
10328,9607,9126,9211,15538,17473,12104,0,-4.070406496015861,6347730.338220751,-2111686218282.2302,-4.961330978172103e+16,10328.0,-1.456484736385087e+27
10372,9641,9217,9407,15669,17548,12137,0,-4.13426591590785,5555321.37959079,-2184836854859.0054,-5.207248297582355e+16,10372.0,-1.3263151758761237e+27
10353,9614,9200,9360,15738,17546,12024,0,-4.181271078583732,5365140.092656741,-2230428579398.948,-5.152040289866586e+16,10353.0,-1.3495177293586957e+27
10390,9633,9227,9350,15947,17420,11987,0,-3.8045217209749636,5236249.632070485,-2171087275201.2402,-5.208945466671901e+16,10390.0,-1.4380186235954082e+27
10319,9544,9083,9116,15483,17318,12013,0,-4.023578642590667,6020553.03229285,-2045030577033.1555,-4.82221144186633e+16,10319.0,-1.5090234660261978e+27
10350,9598,9144,9198,15556,17298,11960,0,-4.186284553675459,5893610.420881505,-2077872636077.6414,-4.937913406616813e+16,10350.0,-1.4572227396523673e+27
10371,9586,9090,9172,15274,17405,12025,0,-4.644333130822126,6523968.581053092,-2102137688259.3303,-4.84341846769118e+16,10371.0,-1.4680134555381004e+27
10358,9577,9078,9126,15433,17231,11949,0,-4.166973494412961,6523446.892818069,-2028527182010.2114,-4.8270978177468776e+16,10358.0,-1.505491053011435e+27
10227,9389,8775,8525,14796,15825,10970,0,-4.853523200066779,7541350.637735648,-1600001114798.5735,-3.967463196075021e+16,10227.0,-1.3595013778169487e+27
10283,9473,8957,8830,15329,16838,11729,0,-3.9259875642582696,6646713.482950756,-1850250042878.69,-4.4621312117995256e+16,10283.0,-1.5973280049527615e+27
10317,9512,8958,8905,15017,17131,11871,0,-4.715798729824352,7273904.8233269015,-1960555409543.9058,-4.48545341305037e+16,10317.0,-1.5448263454680077e+27
10303,9507,8949,8886,14925,17048,11847,0,-4.83906822958269,7318735.0167363295,-1921842830623.383,-4.4408469343541784e+16,10303.0,-1.5099830281450188e+27
10282,9474,8961,8823,14903,16577,11565,0,-4.916703073203397,6518847.335561097,-1783955585577.0144,-4.340649506062318e+16,10282.0,-1.4313449171919893e+27
10284,9415,8802,8672,15380,17162,11464,0,-4.384517761453445,7851817.515082875,-2117698595126.0366,-4.276404943882554e+16,10284.0,-1.700464819752057e+27
10258,9440,8770,8593,15354,16945,11323,0,-4.378392972872815,8561634.185298271,-2043819573880.3967,-4.194311621398761e+16,10258.0,-1.6614304725944926e+27
10231,9385,8711,8490,15028,16706,11151,0,-5.043560498546908,8500391.51748462,-1968415838504.2466,-3.998337919089805e+16,10231.0,-1.562720680110934e+27
10204,9348,8711,8456,15775,16023,10673,0,-3.656634830176584,7625022.33405193,-1813267861475.9082,-4.070791055711074e+16,10204.0,-1.5421248751076012e+27
10219,9357,8676,8340,15223,15878,10710,0,-4.3080539707418115,8256828.625897506,-1699109594431.1482,-3.870987365356953e+16,10219.0,-1.498438512007005e+27
10224,9343,8700,8330,15008,16562,11000,0,-5.269281236458194,7958534.164627071,-1922818452646.2703,-3.842725953074377e+16,10224.0,-1.6104217926819384e+27
10184,9318,8673,8438,14670,15912,10870,0,-5.224525517573495,7901356.447440639,-1668099382843.8274,-3.827239592632438e+16,10184.0,-1.3361865248065914e+27
10188,9354,8709,8472,15058,16522,11156,0,-4.570965621028461,8097173.985147589,-1863633502222.6575,-3.97618812970367e+16,10188.0,-1.5335183005766338e+27
10325,9520,8917,8899,14973,17802,12162,0,-5.007171190629315,8181822.446981228,-2201468151917.8896,-4.5027669734786024e+16,10325.0,-1.682661839949527e+27
10235,9398,8727,8531,14781,16369,11222,0,-4.93001947803612,8517449.35456374,-1767306691139.3757,-3.990531000341312e+16,10235.0,-1.4647643606944787e+27
10250,9444,8844,8740,15155,17031,11593,0,-4.5030698820081145,7756911.482193618,-1998752359143.3433,-4.30588309606524e+16,10250.0,-1.5726108054605006e+27
10217,9441,8782,8594,15371,16896,11398,0,-4.106896585027639,8459743.007921472,-1981906806151.6624,-4.203398360154929e+16,10217.0,-1.6419132157572897e+27
10372,9606,9106,9285,15300,18540,12904,0,-4.142719275863646,7060121.773706583,-2364309581637.8994,-5.077730223917789e+16,10372.0,-1.656618554752482e+27
10320,9566,9061,9144,15659,18140,12549,0,-3.5525226199894644,6937018.631647687,-2268125395730.973,-4.965487771342879e+16,10320.0,-1.7309966582271138e+27
10288,9498,8988,8993,15714,17980,12316,0,-3.4985337984241327,6883651.849412297,-2253007035037.8965,-4.775989583380941e+16,10288.0,-1.8089745748280706e+27
10256,9454,8838,8722,15258,17147,11711,0,-4.13548849745839,8064673.125016453,-2003499419660.4895,-4.330489392934033e+16,10256.0,-1.6624252673522655e+27
10285,9470,8861,8754,15383,17125,11805,0,-3.7562897109088023,8023376.043987457,-1954638150025.7375,-4.4071281732531384e+16,10285.0,-1.7229004615583465e+27
10399,9654,9165,9421,15417,18504,13103,0,-3.6792202174129987,6994322.068372289,-2271335737951.5293,-5.292369047512294e+16,10399.0,-1.5825910844056415e+27
10383,9671,9198,9487,15870,18840,13166,0,-3.262528266469443,6772900.614064861,-2465504560328.141,-5.496236505843155e+16,10383.0,-1.610064799966666e+27
10385,9633,9094,9242,15842,18532,12849,0,-3.2771888008485694,7618524.062346506,-2377345039424.293,-5.180875800889632e+16,10385.0,-1.8629962554056495e+27
10420,9721,9278,9629,15844,19627,13778,0,-3.27502885386493,6603551.7848036885,-2680199619809.374,-5.762295833516798e+16,10420.0,-1.6379152650713108e+27
10402,9708,9250,9539,15944,19203,13512,0,-3.097236871721829,6711345.298764883,-2524153746422.2935,-5.645784488322857e+16,10402.0,-1.6915605235658834e+27
10359,9607,9151,9337,15790,18773,13204,0,-3.1411804452852836,6533091.155529329,-2364175106420.5244,-5.302590463105493e+16,10359.0,-1.7972817140395788e+27
10273,9470,8913,8857,15269,17347,12074,0,-3.815820516988218,7439400.436763938,-1974285527467.298,-4.5026999573343544e+16,10273.0,-1.6839297220272888e+27
10387,9655,9223,9550,15852,18833,13360,0,-3.0621995897231473,6235097.252816628,-2372108846489.1177,-5.580701722427867e+16,10387.0,-1.5587484942158228e+27
10401,9692,9259,9578,15953,19294,13524,0,-3.1516075378345216,6324977.67859787,-2587657864300.4966,-5.68391134102667e+16,10401.0,-1.6357319084034964e+27
10382,9649,9114,9265,15679,18425,12955,0,-3.306858679035027,7621151.0245369775,-2261971748259.3594,-5.183260454714115e+16,10382.0,-1.7991871290853865e+27
10376,9625,9119,9302,15581,18541,13067,0,-3.3840853643255198,7237139.573113724,-2283842101723.522,-5.199292957601481e+16,10376.0,-1.7560848876108333e+27
10355,9601,9117,9295,15763,18221,12851,0,-3.1532159624391873,6781335.702510719,-2199184521565.5425,-5.197292378572587e+16,10355.0,-1.6967649770304728e+27
10395,9658,9158,9376,15751,18724,13108,0,-3.3343699525186348,7162542.753518944,-2394418803507.199,-5.340094082784481e+16,10395.0,-1.7498077248249393e+27
10383,9632,9162,9427,15657,18796,13331,0,-3.203423377838178,6814990.579445464,-2333817898290.2163,-5.386246338357646e+16,10383.0,-1.693662512628099e+27
10361,9641,9172,9403,15744,19009,13379,0,-3.205232440754023,6822382.811548195,-2436254294479.4565,-5.395557984650196e+16,10361.0,-1.7470615941108092e+27
10377,9648,9306,9345,17068,17446,11657,0,-2.9804075530439116,4239936.962756531,-2356491620355.7476,-5.469816596987307e+16,10377.0,-1.58540781083176e+27
10446,9732,9385,9654,16768,18814,12578,0,-3.311838763214683,4644599.589187893,-2827020360264.952,-5.880630644590738e+16,10446.0,-1.51085369404221e+27
10287,9547,9170,9033,16958,16056,10721,0,-3.0703788896424773,4325067.665928218,-1932758197926.3267,-4.970973110444613e+16,10287.0,-1.4284796886831793e+27
10296,9549,9140,9003,16721,15854,10669,0,-3.2074663100263194,4694627.869068458,-1840023741630.7793,-4.879951144129843e+16,10296.0,-1.3879959263629148e+27
10331,9574,9209,8977,16831,15623,10636,0,-3.0782092322892485,4146883.231329611,-1726987009231.7917,-4.905003688722177e+16,10331.0,-1.445147099383854e+27
10571,9890,9731,10297,16699,19108,13547,0,-3.023107295253717,2233386.3310740134,-2637670420927.8755,-6.851055362859075e+16,10571.0,-6.479207522039014e+26
10408,9671,9372,9487,17473,17580,11747,0,-2.6649616951860957,3709617.2524647014,-2428941548315.8926,-5.752737231283737e+16,10408.0,-1.551669488358424e+27
10293,9559,9158,9121,17133,15833,10631,0,-2.8304160952185162,4577584.102504782,-1870288705753.2578,-5.087371096063188e+16,10293.0,-1.3331515055449568e+27
10312,9579,9245,9018,17481,15666,10627,0,-2.5508787326947813,3770592.4790126886,-1761559294179.901,-5.102303822127744e+16,10312.0,-1.511827644371097e+27
10316,9550,9177,9045,17626,15837,10637,0,-2.432580178244169,4239409.602984427,-1854116739456.2534,-5.141329507978469e+16,10316.0,-1.5294551497258404e+27
10479,9775,9523,9852,17398,18756,12542,0,-2.83059916021522,3314540.095455133,-2865598308953.0493,-6.306608317579234e+16,10479.0,-1.3214602757550583e+27
10575,9868,9752,10241,17232,18991,13327,0,-2.655761163870224,1597824.7644203685,-2671534199555.99,-6.914078571754337e+16,10575.0,-8.198515976334348e+26
10484,9830,9612,9938,18139,18220,12201,0,-2.3637913986698544,2775466.471865685,-2717600987273.679,-6.60435972410911e+16,10484.0,-1.1700767204707558e+27
10307,9536,9196,9036,17841,15739,10545,0,-2.3336679055421956,3811196.892184174,-1841421283078.399,-5.1715107590983336e+16,10307.0,-1.5356466386699977e+27
10344,9621,9299,9364,17793,16268,10778,0,-2.5673414782072155,3677999.8031240143,-2098846292322.331,-5.5520857028302504e+16,10344.0,-1.3180347060591838e+27
10331,9580,9233,8944,17601,15426,10451,0,-2.499655597895271,3859683.6475633816,-1699776748065.308,-5.0482423138100456e+16,10331.0,-1.5513188207393142e+27
10454,9749,9504,9732,18303,17678,11673,0,-2.3179522014243106,2995215.18402538,-2597923516154.186,-6.2877752243394344e+16,10454.0,-1.3716596255250467e+27
10663,10057,10064,10668,17585,19095,13278,0,-2.968828171812491,-70280.03246002071,-2889273362686.1284,-7.679571768434658e+16,10663.0,2.610052270390425e+25
10825,10235,10350,11247,17933,19868,14013,0,-2.7993215370834443,-1560628.8636226717,-3163582386254.9683,-8.882912208827046e+16,10825.0,1.4850900351665465e+27
10530,9868,9720,10053,18838,18234,12042,0,-2.1603361948887847,1845587.9091157245,-2853938992565.8438,-6.964341109273557e+16,10530.0,-1.0973603379899145e+27
10470,9792,9597,9807,18700,18062,11999,0,-2.0607709483424306,2434569.7537128697,-2690819256094.137,-6.570967841081318e+16,10470.0,-1.4386137421051528e+27
10412,9731,9501,9640,18441,18011,11849,0,-2.2021942111907835,2848538.700590813,-2696367869285.2573,-6.238696693791745e+16,10412.0,-1.5520078929866308e+27
10366,9626,9305,9195,18067,16611,11074,0,-2.2574536819665076,3765573.753193799,-2114496175827.8655,-5.499072416165746e+16,10366.0,-1.7221409557599323e+27
10356,9594,9270,9002,17424,15605,10601,0,-2.6381394148833963,3643441.0364766866,-1737919744817.6096,-5.087649539275218e+16,10356.0,-1.5558502315189862e+27
10379,9610,9360,9147,18481,16493,11038,0,-2.0352724530170923,2893603.298243825,-2052823969141.6455,-5.555731177268952e+16,10379.0,-1.8764537238262237e+27
10744,10127,10162,10960,18058,20002,14292,0,-2.2325891437709076,-474257.0091660712,-3003870018034.3975,-8.512731527358664e+16,10744.0,7.947010046005083e+26
10574,9926,9874,10298,18842,18452,12312,0,-2.2084249207318214,667246.8455601827,-2915518489447.78,-7.361596388220752e+16,10574.0,-6.899859613478353e+26
10563,9902,9788,10204,18195,19101,13370,0,-1.9977032398841328,1574716.7029554348,-2713046355219.7456,-7.210207814002802e+16,10563.0,-1.0049550853325811e+27
10538,9852,9639,9869,18147,17700,12228,0,-2.1493224666688393,2716111.8756943387,-2339691524838.1733,-6.560033937792928e+16,10538.0,-1.3928639571824747e+27
10399,9660,9394,9208,17914,16430,11131,0,-2.337152436644137,3112279.2506779307,-1985209340564.235,-5.513149425797785e+16,10399.0,-1.7310745889125756e+27
10410,9640,9361,9200,17697,16172,11056,0,-2.3968838181792473,3249043.865356749,-1874786701055.684,-5.429594885372394e+16,10410.0,-1.6612675115571618e+27
10456,9730,9511,9624,17992,16335,10985,0,-2.5427711689772674,2512557.3412240967,-2091993946066.3672,-5.988263928351275e+16,10456.0,-1.2380891537639612e+27
10339,9526,9130,8844,17508,15079,10320,0,-2.3871045592067466,4383791.072016165,-1562198527642.3208,-4.887836097024282e+16,10339.0,-1.551955031536826e+27
10310,9538,9187,8767,17681,14949,10166,0,-2.4085702024374482,3800656.1521911924,-1548851909672.1333,-4.855854824016948e+16,10310.0,-1.5662684176709295e+27
10420,9657,9309,9071,18053,16209,10855,0,-2.3011677113633793,4017467.7641829825,-1962912077553.68,-5.3737928994792696e+16,10420.0,-1.8277614468807096e+27
10533,9833,9742,10142,17535,17873,12473,0,-2.5793034275914004,1173683.6571144816,-2381710048786.3667,-6.7202466947735416e+16,10533.0,-8.198702538656066e+26
10462,9756,9512,10249,15298,19382,13842,0,-4.629725182728241,3543621.529346467,-2641640392008.3374,-6.291376841565318e+16,10462.0,-4.230237340769535e+26
10484,9738,9519,10397,15475,19052,13621,0,-4.264660769701988,3118322.29151547,-2580729199353.895,-6.456180016751881e+16,10484.0,-1.6586418277259692e+26
10464,9732,9531,10346,15517,19368,13887,0,-4.047153471719635,2910721.546676122,-2630253595304.4634,-6.464327365105649e+16,10464.0,-2.4266929656430028e+26
10462,9749,9408,9998,15548,19578,13858,0,-3.943851601260072,5030588.457675514,-2701586498676.672,-6.098420107247736e+16,10462.0,-9.600993445181184e+26
10386,9627,9227,9555,14910,18708,13306,0,-4.797468265122279,5730012.575645334,-2323462162833.274,-5.305754256654469e+16,10386.0,-1.311768264115087e+27
10377,9614,9155,9536,15028,18999,13380,0,-4.4752856445341465,6676522.846859526,-2463715464345.604,-5.316937078463582e+16,10377.0,-1.3862958278217245e+27
10376,9594,9091,9296,15103,18903,13010,0,-4.858878641463043,7168046.898957263,-2540256643880.126,-5.045687092709728e+16,10376.0,-1.653944207624056e+27
10405,9635,9115,9340,15079,18844,13150,0,-4.565446992778932,7510486.514560546,-2438409134944.7227,-5.121298064999395e+16,10405.0,-1.6570718908359804e+27
10365,9590,9011,9158,14977,18512,12857,0,-4.641601622600158,8265311.875482642,-2339238368087.343,-4.855739973488464e+16,10365.0,-1.6996204003409902e+27
10413,9638,9094,9377,14897,19231,13411,0,-4.917216596537565,8049591.968221791,-2554628937666.91,-5.144681151864323e+16,10413.0,-1.6625975716353837e+27
10375,9623,9110,9379,15033,18881,13164,0,-4.670138954572779,7409581.096230221,-2464610167371.939,-5.137908306351762e+16,10375.0,-1.5514141548573486e+27
10348,9593,9120,9383,15354,19002,13190,0,-4.0326317783417105,6795038.0802356005,-2529269220134.9023,-5.217537614581069e+16,10348.0,-1.607836408875253e+27
10388,9640,9139,9388,15103,19369,13393,0,-4.7933595637606246,7344979.464160897,-2658309429242.132,-5.21037712709099e+16,10388.0,-1.674649974837147e+27
10356,9621,9122,9331,15252,19187,13231,0,-4.447445751344604,7223222.465991194,-2612801911758.157,-5.159826823488774e+16,10356.0,-1.692878952922874e+27
10383,9596,9051,9245,14707,18814,13013,0,-5.807192036612908,7832682.643512868,-2467932762344.3726,-4.894329444412169e+16,10383.0,-1.6090104362569144e+27
10394,9618,9058,9297,14718,18723,13092,0,-5.323050685791585,8116974.9077435685,-2382079208418.0986,-4.964519618434732e+16,10394.0,-1.5707740569947836e+27
10404,9645,9112,9368,15045,18931,13053,0,-5.084767698074053,7658819.002837048,-2554447297476.747,-5.1270153775352904e+16,10404.0,-1.5890367420856803e+27
10398,9656,9060,9316,14841,18863,13138,0,-5.08576500230076,8718986.247690128,-2450617993270.501,-5.034793407532856e+16,10398.0,-1.6030716636018272e+27
10369,9609,9043,9238,14861,19016,13144,0,-5.183526396958792,8242569.99822024,-2524031277894.861,-4.948065022504446e+16,10369.0,-1.6897194844554302e+27
10371,9608,9076,9251,15123,19061,13112,0,-4.724195919290463,7678001.875922932,-2574089958951.923,-5.027033889173822e+16,10371.0,-1.750358287985974e+27
10346,9626,9331,9320,16403,16640,11279,0,-3.807145727226783,3517068.797721903,-2058202444120.5073,-5.216383356137797e+16,10346.0,-1.288414511107965e+27
10375,9625,9234,9251,16821,17954,12010,0,-3.02406217891024,5034011.536881164,-2463295629004.991,-5.341768702287893e+16,10375.0,-1.8017067014434153e+27
10424,9684,9271,9432,16804,18560,12377,0,-3.0996009821820105,5497065.655857934,-2705646864506.314,-5.59936021760584e+16,10424.0,-1.769451080778084e+27
10406,9679,9340,9491,16466,17519,11881,0,-3.5677937644166704,4283917.141725047,-2319944791658.705,-5.501317349383658e+16,10406.0,-1.3715644689803496e+27
10359,9616,9107,9286,15097,18848,13008,0,-4.8547934211065,7259148.584522789,-2503296690394.9287,-5.042517764801241e+16,10359.0,-1.6320746296509606e+27
10320,9544,8984,8987,14724,18436,12662,0,-5.771078179523493,7854617.543813269,-2349702590599.81,-4.594342348109074e+16,10320.0,-1.7102749452439426e+27
10372,9581,9037,9183,14565,18784,13009,0,-6.245063221904805,7818255.312143538,-2434647436808.069,-4.794599354259913e+16,10372.0,-1.6261528039802363e+27
10375,9636,9069,9234,14997,18454,12771,0,-4.998746459423958,8020252.921494177,-2367898947555.9453,-4.941513042126571e+16,10375.0,-1.59556897370747e+27
10332,9657,9421,9462,16709,16781,11296,0,-3.668375414079739,2793313.072798611,-2164943885518.009,-5.454244534427996e+16,10332.0,-1.1740332365139884e+27
10344,9634,9322,9333,16066,16966,11560,0,-4.192184293117801,3823301.1834012833,-2112518778184.4668,-5.1767699969972e+16,10344.0,-1.2945048866147367e+27
10345,9599,9194,9211,16850,18046,12088,0,-2.8675684594240676,5260058.622143899,-2468998526320.2065,-5.301073095778587e+16,10345.0,-1.8486245817364038e+27
10322,9560,9184,9204,17159,17883,11811,0,-2.747264021667185,4748765.532577974,-2512818974627.1567,-5.3163653798600936e+16,10322.0,-1.798360330711674e+27
10345,9637,9283,9338,16346,16973,11480,0,-3.7604553554646936,4334312.3295004545,-2157986132372.523,-5.240042059450054e+16,10345.0,-1.321666894389604e+27
10386,9696,9371,9465,16020,17570,12067,0,-4.107067114647369,4164399.7856944674,-2247833339417.7305,-5.390248063848843e+16,10386.0,-1.335092706056733e+27
10397,9709,9349,9485,16077,17625,12083,0,-3.979290711363131,4643518.684358128,-2278077422427.249,-5.430363597876693e+16,10397.0,-1.3401920769059326e+27
10379,9681,9383,9473,16361,17420,11807,0,-3.8748232318274933,3719795.4373915102,-2293047062266.844,-5.4490363408020984e+16,10379.0,-1.3150459368587757e+27
10429,9726,9359,9513,16021,18184,12490,0,-3.958223808136555,4898387.072780672,-2419161832549.274,-5.512106007969802e+16,10429.0,-1.4740767570062357e+27
10463,9743,9343,9561,15817,18302,12599,0,-4.254917420544877,5414996.975412739,-2447786000471.2524,-5.5272027539399464e+16,10463.0,-1.4440631199427536e+27
10442,9751,9384,9562,15879,18248,12595,0,-4.1818222192619166,4940013.072950132,-2415651036061.977,-5.550680848318419e+16,10442.0,-1.4195484806976628e+27
10425,9713,9288,9513,16816,19243,12836,0,-3.0113759411274033,5876451.401926074,-2931294085987.8105,-5.7658359070672376e+16,10425.0,-1.8286497582499004e+27
10399,9671,9272,9450,16754,18969,12716,0,-2.9934016846215505,5444533.182249693,-2793140875600.4272,-5.644515312969515e+16,10399.0,-1.8195153420194052e+27
10403,9720,9393,9545,16529,18244,12409,0,-3.4037259615817113,4306662.881481977,-2510181880183.2163,-5.669607946786414e+16,10403.0,-1.4811692006118654e+27
10411,9695,9275,9439,15716,17767,12135,0,-4.591803402765593,5496649.318698643,-2327540601535.6387,-5.28340473761917e+16,10411.0,-1.3638794619624475e+27
10422,9698,9285,9460,15770,17650,12031,0,-4.600792856376325,5352109.86132229,-2314763712722.5444,-5.307247127858691e+16,10422.0,-1.3324943214618707e+27
10369,9656,9198,9313,15631,17614,12045,0,-4.483398733478763,5989038.774661155,-2249619515374.6436,-5.102583240374643e+16,10369.0,-1.408854667174587e+27
10150,9290,8567,8129,15520,15225,10118,0,-3.9110046531820664,8342228.858886822,-1583320268402.8325,-3.686700051471285e+16,10150.0,-1.402625903192817e+27
10141,9248,8475,8064,14590,14338,9658,0,-5.612632270662409,8623766.798240334,-1344595527779.2332,-3.4101122681356864e+16,10141.0,-1.0607064992193975e+27
10437,9732,9334,9544,15999,18516,12634,0,-4.041561903260672,5399810.901341714,-2563003430296.7827,-5.556984839781695e+16,10437.0,-1.493537993210555e+27
10550,9892,9559,10047,16755,20730,13976,0,-3.304592500114239,4938110.2796242805,-3493307951787.185,-6.64348114630859e+16,10550.0,-1.345712657121829e+27
10502,9801,9431,9794,16992,20048,13427,0,-2.9219595706654635,5301765.622568087,-3241282760510.368,-6.274384914545181e+16,10502.0,-1.7071363156587972e+27
10197,9372,8694,8464,15869,15701,10250,0,-4.001077647974733,7847564.654151409,-1834216025049.6362,-4.06774756431462e+16,10197.0,-1.3957802401208606e+27
10287,9546,9133,9107,15439,16729,11446,0,-4.851341253576664,5098971.117773535,-1981420395515.5696,-4.738620849713346e+16,10287.0,-1.2914858267638097e+27
10412,9685,9281,9451,15962,18002,12223,0,-4.1808958124263915,5309759.636831542,-2431485413255.719,-5.3697148337826504e+16,10412.0,-1.4431212921846197e+27
10568,9893,9540,9980,16720,20575,13861,0,-3.361234269443819,5207746.9128963845,-3425221685941.569,-6.5377740546262376e+16,10568.0,-1.5181902883849423e+27
10063,9177,8469,7921,16436,14645,9495,0,-2.9694111501536242,7633523.246500068,-1519036067419.947,-3.611188016662147e+16,10063.0,-1.3915523551507942e+27
10078,9171,8422,7869,15288,13711,9199,0,-4.044668053568049,7910197.73457759,-1212567608084.3896,-3.3473566380251596e+16,10078.0,-1.0682790330459613e+27
10368,9639,9226,9295,15673,16973,11525,0,-4.890559451786992,5129730.996934129,-2125483281258.9602,-5.028692689945078e+16,10368.0,-1.2734253035877912e+27
10373,9630,9187,9308,15425,17111,11608,0,-5.43974043395392,5572055.178708027,-2168604752758.3787,-4.978192052305691e+16,10373.0,-1.2428177426362117e+27
10092,9192,8483,7961,15480,14644,9790,0,-3.7184839708539865,7903772.009083109,-1412505662216.5103,-3.4903654930699076e+16,10092.0,-1.3008717461023522e+27
10567,9886,9555,10041,16797,20608,13831,0,-3.3541183037698743,4856021.3274923125,-3491933105689.0186,-6.622635518669006e+16,10567.0,-1.3784685570988137e+27
10569,9918,9635,10162,17066,19920,13352,0,-3.2914826754304345,3978654.155213229,-3313278012956.997,-6.780109795839417e+16,10569.0,-1.0089530164037675e+27
10397,9676,9289,9407,16334,17740,11959,0,-3.742652874296164,4960560.9848953355,-2396008896517.28,-5.387080530465953e+16,10397.0,-1.4764919532885988e+27
10317,9559,9093,9042,15592,16522,11106,0,-5.012250655659942,5630264.859338372,-2012971847678.1497,-4.686634211307075e+16,10317.0,-1.31487323603353e+27
10343,9583,9147,9172,15708,16488,11107,0,-4.876396967784331,5240176.383634351,-2021950081142.5598,-4.845665563990581e+16,10343.0,-1.2455728134227146e+27
10319,9577,9176,9130,15853,16413,11063,0,-4.613941380256639,4772073.7772162175,-1991296334500.87,-4.839140461823386e+16,10319.0,-1.274282687797322e+27
10575,9941,9586,10067,16560,20853,14125,0,-3.5756815794173447,5338596.153822378,-3497673663444.2734,-6.661711655094345e+16,10575.0,-1.3566617769420817e+27
10051,9121,8384,7730,16330,14524,9592,0,-2.6982746302412575,8075714.320563206,-1392310209919.2322,-3.4292845842337896e+16,10051.0,-1.4648417638286555e+27
10061,9170,8349,7755,14887,13407,8997,0,-4.699636459055562,8607297.54349002,-1141948596760.2397,-3.183118464527589e+16,10061.0,-9.620759771958753e+26
10084,9198,8469,7903,15603,14913,9927,0,-3.5192230579865758,8266770.850457481,-1470584719019.626,-3.4792977772775804e+16,10084.0,-1.4055014221059563e+27
10061,9124,8337,7716,15031,14029,9369,0,-4.2638144340748285,8536590.705758898,-1259929441153.5637,-3.1812927326856092e+16,10061.0,-1.1333997971138367e+27
10105,9236,8477,7987,15182,14306,9569,0,-4.338700677557644,8350951.994752343,-1350634106269.7583,-3.4563494241861104e+16,10105.0,-1.1528670343670109e+27
10046,9101,8303,7656,15318,13762,9179,0,-3.7608287725623404,8491172.048771344,-1207007982505.3237,-3.1708653198028584e+16,10046.0,-1.1247464137773529e+27
10003,9062,8214,7560,14752,13229,8826,0,-4.6833990499399185,8781473.97623213,-1100541361044.3967,-2.977197253398772e+16,10003.0,-9.242285344179995e+26
10044,9111,8341,7727,15478,14450,9597,0,-3.5183696994863327,8515993.1046785,-1357891141671.8552,-3.271355217593219e+16,10044.0,-1.2954022045103804e+27
9991,9045,8287,7527,16977,13611,8946,0,-2.2563465659364326,7767972.167946808,-1205256386788.0242,-3.327141725734959e+16,9991.0,-1.330326166053732e+27
10229,9429,8875,8779,15241,15142,10541,0,-4.272896784195366,6459812.401448373,-1490397731035.8665,-4.2480565592822984e+16,10229.0,-1.1345417824083903e+27
10257,9463,8984,8950,15532,15582,10724,0,-4.222029242937297,5604339.910550581,-1662088090780.279,-4.498564110348483e+16,10257.0,-1.1658695000875203e+27
10210,9436,8982,8856,16274,15212,10389,0,-3.276709308529063,5118326.876140098,-1601331482365.0415,-4.545324632211396e+16,10210.0,-1.2229224385478342e+27
10177,9403,8932,8857,15993,15394,10527,0,-3.46167716502068,5399298.035397436,-1634182529754.9226,-4.471079698196828e+16,10177.0,-1.1902488416595936e+27
10214,9458,8936,8825,15706,15109,10415,0,-3.8459718172606054,5973375.399486252,-1534056234251.0552,-4.395322008457324e+16,10214.0,-1.1438961112987184e+27
10200,9416,8924,8788,16095,15052,10312,0,-3.363330356507123,5543147.673303688,-1542395907860.5896,-4.425341443603839e+16,10200.0,-1.200276215644562e+27
10192,9398,8860,8742,15859,14913,10190,0,-3.6288975003555444,6040393.8452619715,-1517064195473.5642,-4.309000965189772e+16,10192.0,-1.1434387828860388e+27
10206,9415,8815,8639,15144,14168,9921,0,-4.409320319502483,6641058.349259844,-1262377205476.5386,-4.053381645694914e+16,10206.0,-9.825884650579667e+26
10196,9372,8885,8586,16245,14550,9930,0,-3.2609526218964895,5279451.983910893,-1423053831824.942,-4.243492016421057e+16,10196.0,-1.2257283455556176e+27
10199,9396,8877,8766,15826,15262,10463,0,-3.568569275667912,5964009.660425152,-1578765659304.5154,-4.346710938783102e+16,10199.0,-1.2187070028387393e+27
10215,9406,8923,8815,15838,15308,10574,0,-3.5040860952371875,5574410.318487546,-1563807951031.9854,-4.410705465046145e+16,10215.0,-1.2317966151014786e+27
10202,9425,8896,8773,16033,15110,10361,0,-3.3641134218275814,6026310.6714110095,-1547806809657.2336,-4.403479521946141e+16,10202.0,-1.2142748221234394e+27
10185,9367,8862,8756,16276,15075,10318,0,-3.023581697351973,5704960.741523521,-1545512555563.6655,-4.411741720840474e+16,10185.0,-1.2439509347202925e+27
10260,9463,8948,8909,15591,15691,10826,0,-3.9235510300260814,6119419.318131209,-1665981285528.534,-4.484788380991172e+16,10260.0,-1.2391154266284971e+27
10204,9416,8882,8757,15828,15302,10515,0,-3.5311331137936124,6181912.480468197,-1575137063814.6997,-4.353289282350627e+16,10204.0,-1.2430869258101337e+27
10358,9567,9075,8999,15360,17412,11966,0,-4.537829804718772,6434969.534834428,-2095211244096.5027,-4.697167671366257e+16,10358.0,-1.6423629936487797e+27
