B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
10096,9193,8204,7765,8995,8838,8182,1,2873.1805537669024,-8092523.00006184,2212943855360.0,-0.002183344729947896,-5517.999572149987,-1.5000759360481978e+24,-9193.000000237795
10030,9196,8252,7877,9804,9524,8718,1,3223.8683508950107,-8230277.000053421,2485689885360.0,0.00041588694159817554,-6426.999509302761,-1.5329930783776585e+24,-9196.00000056251
10098,9214,8202,7761,8870,8664,8374,1,3134.5871666022413,-8475057.000062793,2166322122360.0,-0.003068812260132822,-5314.999563127731,-1.4567880888216167e+24,-9214.000000211163
10138,9240,8198,7745,8640,8635,8334,1,3163.985409941897,-8684625.000063345,2113164720000.0,-0.0010581809595165016,-5199.999575182026,-1.4480653225314403e+24,-9240.000000204687
10099,9175,8132,7654,8398,8433,8122,1,3062.4983015416783,-8471843.000066109,2013507494882.0,-0.0006141644749960295,-4944.999591504995,-1.3889424536432368e+24,-9175.00000018803
10069,9139,8114,7702,8906,9015,8493,1,3401.0923136847578,-8705832.00005877,2189761957366.0,0.002625092905684736,-5622.99955779071,-1.3995079944262077e+24,-9139.000000284648
10177,9265,8204,7753,8537,8550,8374,1,3239.1576164065536,-8885414.000064433,2090010514744.0,-0.0008756210576245059,-5064.999578910232,-1.4507066440585617e+24,-9265.000000190123
10146,9222,8168,7680,8405,8197,8023,1,2919.1351562500004,-8456860.00006979,2008873351410.0,-0.0005004407249335504,-4676.999601683781,-1.4427948333709e+24,-9222.000000160571
10073,9184,8100,7643,8477,8160,7964,1,2853.0580923721045,-8633628.000070073,2002026297166.0,-0.0005671280074371786,-4645.999595386882,-1.4150940783286554e+24,-9184.000000163502
10072,9160,8058,7548,8318,7959,7629,1,2632.0858505564393,-8407858.000073813,1931522447280.0,-0.00037552458538008053,-4332.9996248966,-1.41487535558525e+24,-9160.000000149974
10169,9255,8185,7749,8481,8505,8323,1,3173.259259259261,-8906202.000065282,2070097665867.0,-0.0007634955678767819,-5014.999579809872,-1.4416809082610303e+24,-9255.000000186581
10135,9227,8155,7678,8395,8162,7953,1,2820.001432664756,-8526257.000070497,2000989637350.0,-0.0004641159500129392,-4632.999603081025,-1.4478848677762453e+24,-9227.00000015907
10130,9208,8145,7671,8627,8325,8049,1,2958.1709034024243,-8556702.000067994,2068294867170.0,-0.0007074141177839772,-4802.999598123779,-1.464100602804953e+24,-9208.000000170381
10180,9295,8274,7853,8642,8570,8294,1,2898.6770660893926,-8468731.000065073,2135694694560.0,-0.0007639793766330927,-5221.999569223373,-1.5072696051030185e+24,-9295.00000019076
10145,9259,8211,7807,8686,8565,8255,1,2920.1647239656722,-8651806.000065118,2130640665130.0,-0.0009148526561724142,-5178.999569992016,-1.4864744502946309e+24,-9259.000000193777
10250,9365,8267,7863,8496,9203,9241,1,4183.32455805672,-10147235.000055164,2170917036000.0,0.0036209201589404096,-5717.999531705978,-1.3892062471647433e+24,-9365.00000029631
10224,9309,8261,7890,8600,9400,9391,1,4279.022053231938,-9842272.000053361,2213986752000.0,0.0010265145312483431,-6017.999512944596,-1.3591887017101032e+24,-9309.00000037124
10225,9308,8222,7789,8304,8830,8902,1,3897.089356785211,-9668174.000059664,2072444227200.0,-0.0015186072381082052,-5307.9995555398455,-1.3709068498265355e+24,-9308.000000225382
10253,9373,8298,7901,8590,9203,9112,1,3923.4951271990867,-9795992.00005579,2202272116350.0,0.007981427537913748,-5775.99953312248,-1.4347766793661463e+24,-9373.00000029322
10263,9352,8276,7874,8449,8914,8913,1,3743.2363474726935,-9590955.000059426,2138493489594.0,-0.0019054253341085614,-5448.9995491965055,-1.435984328636322e+24,-9352.000000229886
10217,9313,8251,7852,8562,9290,9256,1,4191.880794701987,-9830429.000054345,2186423982276.0,0.0016438062472362504,-5862.999525664516,-1.3664465236984957e+24,-9313.000000332091
10276,9385,8277,7918,8624,9159,9091,1,3880.3223036120235,-10073404.000056744,2215062498880.0,0.005456450829437003,-5692.999534204915,-1.4604184238330795e+24,-9385.000000273938
10244,9333,8232,7826,8525,9222,9196,1,4211.289036544851,-10125392.00005512,2172248907400.0,0.0025136741569680788,-5702.9995380049695,-1.3831295854667976e+24,-9333.000000301947
10262,9367,8308,7913,8583,9064,9025,1,3791.100846707948,-9558034.000057623,2192279987940.0,-0.01125311922070454,-5655.999537546888,-1.4514189792188604e+24,-9367.000000256488
10233,9354,8290,7903,8637,9169,9029,1,3787.972668606859,-9607428.000056416,2207350964475.0,0.008983377376229775,-5774.99953255642,-1.4414731014112888e+24,-9354.00000028827
10261,9369,8305,7940,8639,9302,9224,1,3980.3355163727956,-9814873.00005497,2232252824778.0,0.002118354159603572,-5916.999521475127,-1.4336002381639306e+24,-9369.000000318643
10286,9391,8344,7936,8682,9525,9538,1,4426.382560483871,-9986846.000051796,2268029611644.0,0.0009019530020826826,-6127.9995135758145,-1.40709631599313e+24,-9391.000000400642
