B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
10276,9373,8318,7930,8676,9430,9336,1,-2627.766281624964,1.0,-226436.14493539228,0.00011250405339737155,1.1789658142823337e-08,105596176.0,6.922862225174332e-08,4.724105501012128e-05,9373.0,7.735105127925013e-17,77972932.0,6.926802733427947e-05
10314,9404,8354,7990,8795,9686,9572,1,-2784.296972815566,1.0,-237040.14568458876,0.00011202719414528354,1.1484448984271293e-08,106378596.0,1.3883418803024575e-07,4.7660167647111425e-05,9404.0,7.837515688708673e-17,78569370.0,6.984852327583094e-05
10301,9403,8342,7969,8694,9482,9403,1,-2650.2256051070835,1.0,-226207.6707246622,0.00011215283960699094,1.173719926321419e-08,106110601.0,7.620727677070647e-08,4.7193784140462794e-05,9403.0,7.579930768810855e-17,78448168.0,6.92525488370035e-05
10289,9416,8354,7977,8731,9480,9421,1,-2664.0060388007696,1.0,-233958.2506151688,0.00011199232669105372,1.1638581300115894e-08,105863521.0,8.258717931648565e-08,4.712925283521995e-05,9416.0,7.370161209635825e-17,78669618.0,6.9116765141122e-05
10294,9427,8354,7980,8787,9671,9550,1,-2795.80111361375,1.0,-239212.3909836192,0.00011187359164837153,1.1477299403453529e-08,105966436.0,1.283153926020986e-07,4.7644357977678824e-05,9427.0,7.726006528656102e-17,78761512.0,6.980788657632133e-05
10274,9389,8349,7921,8676,9415,9422,1,-2740.3952326922645,1.0,-227554.02280561012,0.00011218162424243929,1.1813430627397098e-08,105555076.0,8.055503779413032e-08,4.7688201048221455e-05,9389.0,7.04813548319902e-17,78397110.0,6.985808635969038e-05
10323,9452,8428,8123,9087,9895,9692,1,-2712.0542725507185,1.0,-294786.0797034783,0.00011129413855097581,1.079840862971751e-08,106564329.0,1.8776526738708705e-07,4.654356582141656e-05,9452.0,7.907102701962448e-17,79669884.0,6.811267801895302e-05
10253,9417,8368,8015,8845,9736,9558,1,-2737.179355691973,1.0,-255782.59586704074,0.00011187357838733609,1.1358302389172788e-08,105124009.0,1.3639315094332917e-07,4.7274675634318974e-05,9417.0,7.769075485265817e-17,78809824.0,6.927033851931759e-05
10287,9402,8366,8013,8897,9532,9445,1,-2616.73032092615,1.0,-263008.17819013644,0.00011202474498152018,1.1241141956687731e-08,105822369.0,1.1760261288140464e-07,4.6638776616022145e-05,9402.0,7.569714519531276e-17,78665498.0,6.827034243153285e-05
10321,9445,8409,8100,9049,9923,9671,1,-2725.3795558119127,1.0,-284796.5422147699,0.00011144668870728595,1.0872795351687982e-08,106523041.0,1.8437088062092663e-07,4.6720410274885124e-05,9445.0,8.22766966890311e-17,79431414.0,6.838055976958346e-05
10299,9407,8392,8081,8955,9583,9316,1,-2375.0232120688243,1.0,-274857.19894593384,0.00011191144379329272,1.112456789123843e-08,106069401.0,8.176187414991424e-08,4.534218577116753e-05,9407.0,8.17885223543253e-17,78951936.0,6.644807608176323e-05
10275,9382,8354,7981,8866,9547,9334,1,-2545.719631195693,1.0,-258980.09667693157,0.00011225517747102707,1.1327748244270647e-08,105575625.0,9.100980856535043e-08,4.6413336990545906e-05,9382.0,8.094113148956831e-17,78385582.0,6.790767419868071e-05
10311,9420,8421,8087,8973,9621,9359,1,-2417.303434853864,1.0,-277079.33321923297,0.00011164418446780585,1.1102925585031619e-08,106316721.0,8.560819318224079e-08,4.542297091591495e-05,9420.0,7.957085568775293e-17,79334241.0,6.652501390279674e-05
10679,9919,9198,9181,11995,13078,11378,1,-2881.0082098069797,1.0,292865.6004375198,0.00010419818432826567,6.4450309964097e-09,114041041.0,4.660056910032594e-07,4.0804923648465937e-05,9919.0,1.1978864129560794e-16,91244160.0,5.846944325640739e-05
10804,10021,9123,8839,10795,11349,10502,1,-2706.53175107465,1.0,-45726821.55582828,0.00010405076554055558,7.812343300581064e-09,116726416.0,3.0217464524802917e-07,4.132085529464242e-05,10021.0,7.522743250625714e-17,91430706.0,5.964443838698562e-05
10792,10014,9185,9026,11345,11892,10637,1,-2502.4762579059025,1.0,746322.9759768704,0.00010380398062371448,7.126274927054723e-09,116467264.0,3.1922250310106744e-07,3.9876940287209195e-05,10014.0,9.14247373729678e-17,91987775.0,5.739610950748181e-05
10666,9904,9135,8987,11593,12175,10482,1,-2328.0484069574095,1.0,435691.2011586509,0.00010472186809913602,6.862877521022136e-09,113763556.0,3.0661269471064285e-07,3.925539229893242e-05,9904.0,1.1191915242765323e-16,90482175.0,5.6262566588038454e-05
10681,9904,9098,8964,11433,11957,10460,1,-2347.7398866078547,1.0,537540.9806757467,0.00010490845907896325,7.027727183558458e-09,114083761.0,3.067437033484917e-07,3.956641372054569e-05,9904.0,1.0678350376431835e-16,90115690.0,5.682862573273953e-05
10683,9937,9201,9194,11850,12716,11118,1,-2612.3771874351005,1.0,338130.3368513132,0.00010412403243260612,6.593910379717381e-09,114126489.0,3.893281895965662e-07,3.998607828822747e-05,9937.0,1.1266285692013026e-16,91439538.0,5.743755921763018e-05
10769,9987,9105,8761,10910,11487,10543,1,-2858.4466996327783,1.0,2902480.237896212,0.00010431013655798487,7.659411439382568e-09,115971361.0,3.560786711355779e-07,4.182386211472647e-05,9987.0,7.922647485304643e-17,90940740.0,6.0117543339785043e-05
10810,10000,9078,8745,10584,11537,10869,1,-3222.4150774930595,1.0,-1769167.6406617912,0.0001042860525481117,8.103833622136181e-09,116856100.0,4.3841551846790134e-07,4.375677496720237e-05,10000.0,7.203062291463087e-17,90789078.0,6.320425768628815e-05
10704,9967,9190,9084,11496,12188,10775,1,-2496.7163601407574,1.0,511442.10053022933,0.00010404033208684888,6.976820392381269e-09,114575616.0,3.3803151324008683e-07,3.984776576554411e-05,9967.0,9.809396803072916e-17,91605920.0,5.7333810925308594e-05
10666,9941,9229,9255,12120,12769,10829,1,-2213.610462854711,1.0,276380.45961086993,0.00010402610605676982,6.320032804642162e-09,113763556.0,3.031616552902745e-07,3.82363889871114e-05,9941.0,1.2670796925062229e-16,91754718.0,5.4800241278949474e-05
10681,9907,9165,9073,11811,12981,11200,1,-2891.7015125229354,1.0,340496.28170102276,0.00010443864983003464,6.631579300423444e-09,114083761.0,4.766792267527577e-07,4.108443577628298e-05,9907.0,1.2086230083374323e-16,90806820.0,5.884227704334181e-05
10678,9923,9166,9079,11905,13547,11744,1,-3438.0926176340145,1.0,300968.46407934296,0.00010424252091826452,6.517455312482947e-09,114019684.0,6.412283014498033e-07,4.290690673318951e-05,9923.0,1.2515592848034564e-16,90963384.0,6.138124109932151e-05
10666,9936,9218,9161,11838,13317,11576,1,-3130.439744551686,1.0,323000.9391123612,0.0001039622246285723,6.6201594486143586e-09,113763556.0,5.189062234384663e-07,4.182170699491872e-05,9936.0,1.1661602231849256e-16,91599266.0,6.000450386258778e-05
10832,9977,9045,8729,10457,11424,10889,1,-3252.8060832921456,1.0,-1061762.6667732957,0.00010457626715232955,8.290760754467763e-09,117332224.0,4.417897564349968e-07,4.41913836534022e-05,9977.0,7.030621847928635e-17,90251010.0,6.395702257241206e-05
10730,9928,9022,8726,10548,11576,10933,1,-3264.3831748601733,1.0,-2150348.479304953,0.00010497648898301678,8.167719452164073e-09,115132900.0,4.759973785715633e-07,4.4283211688812376e-05,9928.0,7.390123181220342e-17,89579438.0,6.401427418191318e-05
10621,9892,9133,9058,11768,12403,10737,1,-2443.633989309432,1.0,346245.03937027685,0.00010476948263289293,6.666901374453851e-09,112805641.0,3.589429773548739e-07,3.957004758665996e-05,9892.0,1.151804120767822e-16,90352769.0,5.670621558587737e-05
10605,9931,9270,9272,12060,12614,10700,1,-2044.2264344478444,1.0,280132.1883479701,0.00010390476575710544,6.417888041231683e-09,112466025.0,2.5264628679381334e-07,3.77141734995933e-05,9931.0,1.1788696839378114e-16,92069640.0,5.409639216701229e-05
10639,9849,9123,9068,11890,12720,10841,1,-2493.0036738621984,1.0,311780.94514608785,0.00010505963874587023,6.5521197795287835e-09,113188321.0,3.812174299918257e-07,3.974737499776868e-05,9849.0,1.2948328310896644e-16,89861550.0,5.688741512999543e-05
10631,9875,9116,9060,11735,12946,11229,1,-2917.6433508418977,1.0,343770.3649036477,0.00010486417507650061,6.703490902773045e-09,113018161.0,4.884036454005488e-07,4.144017418697073e-05,9875.0,1.2257633520462278e-16,90029616.0,5.94333966433887e-05
10675,9950,9228,9263,12095,13011,11243,1,-2620.495714024657,1.0,276131.2507086254,0.00010390768024046586,6.339759157801812e-09,113955625.0,3.9444031348023624e-07,3.968693009470411e-05,9950.0,1.2181844156403082e-16,91827828.0,5.691527472633057e-05
10759,9917,8922,8534,10079,11140,10884,1,-3541.035220032364,1.0,-570663.514945904,0.00010548742510633204,8.856191834837466e-09,115756081.0,4.927556761730682e-07,4.632233891184509e-05,9917.0,6.441273350099677e-17,88488396.0,6.711220273607399e-05
10655,9791,8845,8618,10947,11823,10195,1,-2610.396116867085,1.0,1314465.2147627368,0.00010686334718122432,7.538423821884462e-09,113529025.0,3.6373021851645143e-07,4.16444654515827e-05,9791.0,1.2934313939532463e-16,86610240.0,5.9763438665040826e-05
10599,9732,8759,8469,10100,11323,10330,1,-2960.982493950917,1.0,-750233.1652995622,0.00010759909154291345,8.822865902954397e-09,112338801.0,3.724094339021018e-07,4.463804065482511e-05,9732.0,1.0076846360182034e-16,85251347.0,6.466829976347428e-05
10651,9912,9171,9115,11806,12836,11245,1,-2863.8350955153146,1.0,335034.51930003444,0.00010438050261416509,6.638192500126812e-09,113443801.0,4.631126050488379e-07,4.1000681099589096e-05,9912.0,1.1278654590793703e-16,90912123.0,5.880372566182037e-05
10627,9877,9122,9088,11857,12765,11068,1,-2706.9017186403144,1.0,314129.564348523,0.00010485853729613355,6.5692437175967926e-09,112933129.0,4.3731525112252695e-07,4.050899072651189e-05,9877.0,1.2227284802488644e-16,90107116.0,5.8044602473164716e-05
10634,9768,8849,8620,10831,11659,10295,1,-2689.0086118426816,1.0,1948948.4238776541,0.00010696005142451534,7.722384695758815e-09,113081956.0,3.8042117970605284e-07,4.2206445551538794e-05,9768.0,1.165973764989133e-16,86445881.0,6.067899470908047e-05
10585,9785,9022,8949,11575,12366,10726,1,-2542.5109802920306,1.0,389331.25066963496,0.00010595425142605133,6.881767459775286e-09,112042225.0,3.956118101710985e-07,4.0570239734328044e-05,9785.0,1.238886443682348e-16,88289292.0,5.818420200513414e-05
10610,9732,8858,8609,12516,12499,9888,1,-2273.415754825275,1.0,204156.7421376137,0.00010723502175107944,5.8103523121440315e-09,112572100.0,3.785361142189903e-07,3.83119485780883e-05,9732.0,1.9348836829451099e-16,86214914.0,5.3730106113047184e-05
10692,9914,9048,8828,10798,11671,10746,1,-2885.962704848391,1.0,3738105.844896696,0.00010500327573313036,7.827391044987237e-09,114318864.0,3.956055852186774e-07,4.2455897368030516e-05,9914.0,8.327421363838035e-17,89710920.0,6.132767569450269e-05
10706,9917,8954,8634,10226,11020,10621,1,-3104.9415446701396,1.0,-826102.2111121557,0.00010542652585595813,8.634261546367403e-09,114618436.0,3.7599201958323416e-07,4.4231491928410635e-05,9917.0,6.612609200498543e-17,88805772.0,6.412817045831644e-05
10626,9746,8819,8589,10442,11502,10191,1,-2622.5543438551967,1.0,-2072800.723074467,0.00010727157078777842,8.298996048629891e-09,112911876.0,3.1629867150040276e-07,4.2608451042330305e-05,9746.0,1.127406676048603e-16,85958793.0,6.15940876251718e-05
10590,9733,8785,8511,10121,11292,10328,1,-2886.4716391821557,1.0,-803767.197243538,0.00010747126742344907,8.81146646561861e-09,112148100.0,3.520094864177517e-07,4.4264991041208565e-05,9733.0,9.738082240506902e-17,85513190.0,6.417684693235417e-05
10672,9827,8872,8687,11022,12621,10782,1,-3103.6255984958952,1.0,1046533.8162951826,0.00010637194794764754,7.431556153525462e-09,113891584.0,5.491414657219971e-07,4.3430571153447714e-05,9827.0,1.4077705334554592e-16,87194016.0,6.238052844395885e-05
10559,9703,8782,8549,12068,12699,10299,1,-2767.702639107979,1.0,244710.67850464516,0.00010769652335646637,6.214651767906696e-09,111492481.0,5.65981573578102e-07,4.098227420630099e-05,9703.0,1.8903751893738258e-16,85220528.0,5.7772108580711955e-05
10537,9661,8743,8534,10964,11957,10308,1,-2770.4474163365767,1.0,863079.3816059077,0.00010816294158746505,7.52835937633748e-09,111028369.0,4.6122750684320914e-07,4.277481080169696e-05,9661.0,1.41649305596793e-16,84474866.0,6.128360472017881e-05
10614,9834,9074,9024,11678,12402,10796,1,-2516.224300382668,1.0,366695.39104585885,0.00010539571838136425,6.7659943243632614e-09,112656996.0,3.8466854349028906e-07,4.018276986064003e-05,9834.0,1.1954882032794346e-16,89242790.0,5.764347453336283e-05
10576,9833,9106,9081,11725,12204,10621,1,-2235.4501110107376,1.0,346616.36477882706,0.00010528546219652589,6.7362144405513735e-09,111851776.0,3.076796788385615e-07,3.9104784424572454e-05,9833.0,1.1493109224154905e-16,89548404.0,5.61395946302639e-05
10679,9832,8888,8651,10727,11796,10659,1,-3048.0502230333796,1.0,7947298.558605739,0.00010627924471419131,7.856074889821508e-09,114041041.0,4.762368221523189e-07,4.359418866548802e-05,9832.0,1.0440295265292805e-16,87395704.0,6.280655575524271e-05
10630,9907,9186,9206,12007,12844,11120,1,-2566.3336280259773,1.0,284067.122195503,0.00010437849451763845,6.431544173372644e-09,112996900.0,3.869977478283472e-07,3.9738807373626706e-05,9907.0,1.2111359282836414e-16,91014888.0,5.698860077313237e-05
10614,9861,9115,9057,11748,12748,11189,1,-2871.3689588390007,1.0,337811.21786171227,0.00010496095088172253,6.697424684713263e-09,112656996.0,4.756789848118951e-07,4.129379682940868e-05,9861.0,1.1549066880800098e-16,89892130.0,5.9207301595348126e-05
10667,9833,8896,8726,11274,12220,10275,1,-2532.296614944823,1.0,632132.2097298052,0.00010635145485778979,7.117912977896692e-09,113784889.0,3.747681130473191e-07,4.0754618342851724e-05,9833.0,1.4299686855568865e-16,87483264.0,5.837214323393433e-05
10649,9810,8841,8631,10673,11662,10206,1,-2613.2190497175134,1.0,16066341.497244388,0.00010676795654718176,7.911509689916006e-09,113401201.0,3.3398416106614595e-07,4.2018479358154085e-05,9810.0,1.1898721716782832e-16,86739051.0,6.0588793416981885e-05
10641,9778,8854,8652,10952,11625,10087,1,-2432.2761064937313,1.0,1251165.4404766888,0.00010693500773959167,7.549229259106324e-09,113230881.0,3.1230026405664656e-07,4.097221852445776e-05,9778.0,1.2432192097334228e-16,86583266.0,5.885647179217087e-05
10644,9806,8883,8675,10644,11595,10314,1,-2640.471400251501,1.0,-3984814945.787068,0.0001065595246532747,7.995728545778146e-09,113294736.0,3.3709221200311056e-07,4.2162220339787445e-05,9806.0,1.0802123777815412e-16,87115581.0,6.087885623491745e-05
10628,9792,8842,8620,10433,11571,10455,1,-2867.6256910943775,1.0,-1945363.575033489,0.00010680579038675768,8.295846182944936e-09,112954384.0,3.8785505528160186e-07,4.348450328312946e-05,9792.0,1.030823043888826e-16,86589706.0,6.291662177350565e-05
10647,9816,8871,8617,10442,11658,10609,1,-3045.441007250369,1.0,-1847114.1038845722,0.00010646738293974652,8.288399040488995e-09,113358609.0,4.351149983257908e-07,4.408494688392742e-05,9816.0,9.830931394728252e-17,87086607.0,6.37398700980366e-05
10653,9926,9247,9326,12347,13080,11136,1,-2374.6757626732324,1.0,233310.95586494173,0.000103986858809365,6.110879084846098e-09,113486409.0,3.350731207881993e-07,3.862201977895074e-05,9926.0,1.3224741677418072e-16,91794969.0,5.52902208068292e-05
10640,9791,8867,8668,10868,11997,10554,1,-2881.1011547276203,1.0,1653871.3197915868,0.00010667324146467145,7.667440215766405e-09,113209600.0,4.52263236395281e-07,4.287243522171945e-05,9791.0,1.202555752708117e-16,86825664.0,6.16885145945767e-05
10707,9834,8917,8716,11190,12292,10442,1,-2717.8082339486755,1.0,790085.9413129285,0.00010619204730318595,7.24149757582638e-09,114639849.0,4.1977121706014964e-07,4.156939400501669e-05,9834.0,1.371695780943479e-16,87698695.0,5.957490435965693e-05
10672,9875,8937,8642,10373,11174,10620,1,-3057.9751843056674,1.0,-1313262.8342000225,0.00010577252134997916,8.410966395720992e-09,113891584.0,4.001239310883054e-07,4.3968256829341285e-05,9875.0,7.338265212241612e-17,88261812.0,6.36314813554457e-05
10633,9837,8978,8813,10903,11646,10591,1,-2696.341288568684,1.0,1452264.0516634989,0.00010585437540910556,7.677589812150075e-09,113060689.0,3.7713173480911497e-07,4.188562567648693e-05,9837.0,9.436166274537822e-17,88325564.0,6.043941698874914e-05
10573,9810,9059,9033,11696,12566,10940,1,-2623.3887520770004,1.0,341404.1551176861,0.00010559184722032833,6.750509193255738e-09,111788329.0,4.1614139924086066e-07,4.066166753135782e-05,9810.0,1.2290835079205933e-16,88877849.0,5.834561022215091e-05
10591,9816,9036,8953,11532,12422,11007,1,-2842.055577880611,1.0,406160.90298247646,0.00010563888569499444,6.922012912406502e-09,112169281.0,4.753093311553374e-07,4.164949216222847e-05,9816.0,1.1290260138521507e-16,88706412.0,5.9765872204634175e-05
10691,9825,8884,8696,10751,11986,10649,1,-2953.162693223563,1.0,6307472.555086396,0.00010635929276397898,7.823088928848065e-09,114297481.0,4.56448419382764e-07,4.322854620653636e-05,9825.0,1.1468899905462305e-16,87294184.0,6.235930982245445e-05
10594,9861,9092,9004,11531,12561,11246,1,-3025.438011650982,1.0,407339.3614510831,0.0001050514571607213,6.934330293572925e-09,112232836.0,5.117091295557622e-07,4.216125011443999e-05,9861.0,1.037602191345111e-16,89665304.0,6.05557350467652e-05
10671,9826,8933,8773,11402,12534,10623,1,-2791.065477554942,1.0,516456.1887097885,0.00010613258491147141,6.992919049604545e-09,113870241.0,4.72999192039568e-07,4.1603665341817734e-05,9826.0,1.4179549375182802e-16,87784591.0,5.95386379362109e-05
10612,9826,9023,8884,11301,12019,10898,1,-2866.6326943928825,1.0,563172.1349921202,0.00010564730338302244,7.190191341093602e-09,112614544.0,4.6533293872762196e-07,4.200269138410702e-05,9826.0,9.806416259240426e-17,88669021.0,6.034958435372844e-05
10533,9744,8935,8758,11097,11779,10483,1,-2612.168480326415,1.0,684635.0504230079,0.0001066570259047804,7.4463956770927605e-09,110944089.0,3.848482351866117e-07,4.1579867252730475e-05,9744.0,1.071003020591385e-16,87071575.0,5.974501388876374e-05
10571,9796,8981,8798,11051,11913,10779,1,-2878.2532681880593,1.0,801187.7122218633,0.00010604660551408114,7.507109698917484e-09,111746041.0,4.5077276137927326e-07,4.250024718620186e-05,9796.0,9.748812330782809e-17,87986857.0,6.115257368568842e-05
10668,9803,8894,8751,11794,12421,10301,1,-2490.0552896403187,1.0,340980.99130810966,0.00010654654414365874,6.522526850615824e-09,113806224.0,4.19315682260806e-07,3.9989572351476726e-05,9803.0,1.6011223156880743e-16,87196776.0,5.6891716197742084e-05
