B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
10276,9385,8277,7918,8624,9159,9091,1,5.3173533482617944e-20,-717926630887.4415,-7918.141278531807,85054452.0,-8.052854964268524e-13,1.8289605372204638e-11,0.00010838571422684097
10244,9333,8232,7826,8525,9222,9196,1,5.069149514008658e-20,-722823581887.3625,-7826.163519634804,84328608.0,-8.231866226758292e-13,1.805751428222658e-11,0.00010814471982408338
10262,9367,8308,7913,8583,9064,9025,1,5.491078678659701e-20,-701966000422.98,-7913.134986105225,85256696.0,-8.158904703468185e-13,1.7919813539364068e-11,0.00010986635284943185
10233,9354,8290,7903,8637,9169,9029,1,5.388495684626204e-20,-714884189574.2145,-7903.136428261839,84831570.0,-8.03502713066958e-13,1.8903493964563994e-11,0.0001074117591156023
10261,9369,8305,7940,8639,9302,9224,1,5.178945507925911e-20,-741093564713.9873,-7940.152455177558,85217605.0,-7.936944803810052e-13,1.8660066092732995e-11,0.00010661592559909994
10286,9391,8344,7936,8682,9525,9538,1,4.673575585641183e-20,-788607014313.0717,-7936.18396697748,85826384.0,-7.689915646787996e-13,1.8935161443333478e-11,0.00010514324386987459
10306,9410,8347,7970,8700,9369,9310,1,4.983587041230064e-20,-758712331625.05,-7970.157636082007,86024182.0,-7.759252596751066e-13,1.865393753473462e-11,0.00010607624015627802
10272,9415,8361,8017,8831,9805,9820,1,4.4641386390694953e-20,-850142638435.3693,-8017.2003175156,85884192.0,-7.259937177714231e-13,2.0893561063609484e-11,0.00010215692586629017
10252,9363,8310,7933,8730,9312,9178,1,5.136651594023319e-20,-745965751090.8578,-7933.148530236375,85194120.0,-7.752008819936447e-13,1.9687738147159614e-11,0.00010585634419223148
10296,9418,8391,8043,8850,9502,9385,1,4.956512101431059e-20,-789057911617.9556,-8043.156324873769,86393736.0,-7.393065817513261e-13,2.031468156476025e-11,0.00010395787690119454
10350,9485,8446,8127,8980,9640,9593,1,4.7397201674770156e-20,-830283667354.5122,-8127.16675641135,87416100.0,-7.050180915884649e-13,2.1039521654981178e-11,0.0001032410241630056
10276,9373,8318,7930,8676,9430,9336,1,4.8934962681781e-20,-763674255379.8265,-7930.165108699339,85475768.0,-7.798463250936997e-13,1.8959116336587086e-11,0.00010500065513252006
10314,9404,8354,7990,8795,9686,9572,1,4.5472015050456434e-20,-815272530969.5277,-7990.181266811626,86163156.0,-7.436276338657816e-13,1.982207545443594e-11,0.0001020390355211769
10301,9403,8342,7969,8694,9482,9403,1,4.8416116236411014e-20,-775002059150.7902,-7969.167068920431,85930942.0,-7.729655658447908e-13,1.8789308345792604e-11,0.00010459737983073955
10289,9416,8354,7977,8731,9480,9421,1,4.851091670735146e-20,-779625995052.4355,-7977.167485381498,85954306.0,-7.641398545262738e-13,1.9257686274510557e-11,0.00010484176387351038
10294,9427,8354,7980,8787,9671,9550,1,4.575481813317443e-20,-811400208368.8555,-7980.179517560399,85996076.0,-7.470514381295863e-13,1.9994846478380862e-11,0.00010212056683595516
10274,9389,8349,7921,8676,9415,9422,1,4.814225252394083e-20,-769484098482.3323,-7921.1743242537195,85777626.0,-7.752262915275212e-13,1.890767399611599e-11,0.00010630582903090695
10323,9452,8428,8123,9087,9895,9692,1,4.479255330021387e-20,-871307361606.148,-8123.176803864136,87002244.0,-6.805722331127886e-13,2.3432930454157436e-11,9.899919687658317e-05
10253,9417,8368,8015,8845,9736,9558,1,4.668776044509624e-20,-822935203041.7996,-8015.175766978389,85797104.0,-7.338629648825182e-13,2.1251869173235254e-11,0.00010084575150955889
10287,9402,8366,8013,8897,9532,9445,1,4.815367009446642e-20,-800842161077.2299,-8013.165885928779,86061042.0,-7.276524502430617e-13,2.1163231310745666e-11,0.00010396486119329342
10321,9445,8409,8100,9049,9923,9671,1,4.4326565014083363e-20,-868234109140.7477,-8100.177510733081,86789289.0,-6.888980820286487e-13,2.298846704073086e-11,9.822800463758061e-05
10299,9407,8392,8081,8955,9583,9316,1,4.978417869019611e-20,-799305288013.3973,-8081.145138086102,86429208.0,-7.206178714881614e-13,2.164181175763542e-11,0.00010145620833393556
10275,9382,8354,7981,8866,9547,9334,1,4.8151138475982735e-20,-789912752178.3708,-7981.158750975259,85837350.0,-7.384110359687523e-13,2.1044657533862838e-11,0.0001024204487035638
10311,9420,8421,8087,8973,9621,9359,1,4.8793674757552947e-20,-807800300670.3533,-8087.148767322983,86828931.0,-7.146062905916226e-13,2.165831279672315e-11,0.00010112089210872297
10679,9919,9198,9181,11995,13078,11378,1,2.7022434570878572e-20,-1784644905768.2996,-9181.207886756696,98225442.0,-3.088870019724412e-13,-1.6698063769058797e-11,6.65292808683192e-05
10804,10021,9123,8839,10795,11349,10502,1,3.058412255277805e-20,-1286424446156.8816,-8839.170723674151,98564892.0,-4.2211264341960907e-13,2.576839269950588e-09,8.154458422689258e-05
10792,10014,9185,9026,11345,11892,10637,1,3.010661253074964e-20,-1434873529111.7395,-9026.163219006787,99124520.0,-3.692248027221884e-13,-4.0217589533013624e-11,7.522186543376619e-05
10666,9904,9135,8987,11593,12175,10482,1,3.0253180113629207e-20,-1479261426427.3542,-8987.153598857369,97433910.0,-3.513920185641565e-13,-2.398600095689323e-11,7.071947623193237e-05
10681,9904,9098,8964,11433,11957,10460,1,3.111814487477251e-20,-1429713281241.3413,-8964.154241483056,97175738.0,-3.649547640964109e-13,-2.9837100357008435e-11,7.3167995900991e-05
10683,9937,9201,9194,11850,12716,11118,1,2.9764371114009317e-20,-1675085222142.373,-9194.186044286234,98294283.0,-3.2237791345969217e-13,-1.8728959091888037e-11,6.87632543395374e-05
10769,9987,9105,8761,10910,11487,10543,1,2.852968242805436e-20,-1321079778017.089,-8761.182256833343,98051745.0,-4.1003701398131865e-13,-1.6500786249447712e-10,7.99076364087625e-05
10810,10000,9078,8745,10584,11537,10869,1,2.7479524212194166e-20,-1326991454599.838,-8745.211247032847,98133180.0,-4.359470916532339e-13,1.068076883766577e-10,8.166618207341713e-05
10704,9967,9190,9084,11496,12188,10775,1,3.0922316556131533e-20,-1509502446512.878,-9084.168541933159,98369760.0,-3.5400391848680035e-13,-2.798618822299114e-11,7.254133889286442e-05
10666,9941,9229,9255,12120,12769,10829,1,3.152053506408279e-20,-1675666864641.8315,-9255.155950897997,98436514.0,-3.0830559731712264e-13,-1.4631811682728945e-11,6.642086271256781e-05
10681,9907,9165,9073,11811,12981,11200,1,2.5953619764423382e-20,-1716944437244.0342,-9073.20474778836,97891365.0,-3.2398118577472755e-13,-1.9871876391552562e-11,6.647096430246666e-05
10678,9923,9166,9079,11905,13547,11744,1,2.2727848663002954e-20,-1893812067722.44,-9079.244190124311,97874548.0,-3.1026956250333624e-13,-1.861298174139246e-11,6.399684088077754e-05
10666,9936,9218,9161,11838,13317,11576,1,2.5679271366239695e-20,-1824692035032.0103,-9161.22394873493,98319188.0,-3.163265231307284e-13,-1.9185456294529533e-11,6.52792420085656e-05
10832,9977,9045,8729,10457,11424,10889,1,2.7841260710758443e-20,-1300614616663.1228,-8729.21536465637,97975440.0,-4.489681877661572e-13,6.509209722230786e-11,8.344320755283394e-05
10730,9928,9022,8726,10548,11576,10933,1,2.8295305716164467e-20,-1334764541410.512,-8726.218172967381,96806060.0,-4.380451301115067e-13,1.3433193878426143e-10,8.15944233878742e-05
10621,9892,9133,9058,11768,12403,10737,1,3.0590629394176713e-20,-1566934529362.5154,-9058.167899361348,97001593.0,-3.3427479270306666e-13,-1.9219323767789054e-11,6.98009075388187e-05
10605,9931,9270,9272,12060,12614,10700,1,3.4732926158676674e-20,-1627504581720.098,-9272.142515506528,98308350.0,-3.1313428541181506e-13,-1.4511186931062177e-11,6.725249504791697e-05
10639,9849,9123,9068,11890,12720,10841,1,2.8584027826343864e-20,-1639376572774.086,-9068.176664001292,97059597.0,-3.2366703808821693e-13,-1.7706348831665403e-11,6.700784841723812e-05
10631,9875,9116,9060,11735,12946,11229,1,2.695053364791837e-20,-1705702954345.5918,-9060.207948352536,96912196.0,-3.2914852952667494e-13,-2.05663123390673e-11,6.700392875397162e-05
10675,9950,9228,9263,12095,13011,11243,1,2.9334816009195886e-20,-1769057117089.3489,-9263.188941684317,98508900.0,-3.0435159693406705e-13,-1.5172066876479784e-11,6.641869191545665e-05
10759,9917,8922,8534,10079,11140,10884,1,2.809257641562578e-20,-1221872929927.08,-8534.234245320318,95991798.0,-4.933861069981624e-13,3.7700876895450166e-11,8.771215246702779e-05
10655,9791,8845,8618,10947,11823,10195,1,2.7895093935813287e-20,-1319302460726.7407,-8618.168333621437,94243475.0,-4.154863287023581e-13,-8.389186353566393e-11,7.29403101450223e-05
10599,9732,8759,8469,10100,11323,10330,1,3.053217783002525e-20,-1181180934867.7837,-8469.196204445649,92836641.0,-5.04784817705088e-13,5.2939654623439605e-11,8.057819947009245e-05
10651,9912,9171,9115,11806,12836,11245,1,2.785448608605199e-20,-1703863812500.519,-9115.20353974917,97680321.0,-3.2364114181630646e-13,-1.925733476791767e-11,6.825438660492002e-05
10627,9877,9122,9088,11857,12765,11068,1,2.8512630966618845e-20,-1674968668983.2644,-9088.19247825229,96939494.0,-3.2304547016351134e-13,-1.807476869045689e-11,6.792943559775357e-05
10634,9768,8849,8620,10831,11659,10295,1,2.9052296783216233e-20,-1299841000527.592,-8620.17712483776,94100266.0,-4.2395477933344444e-13,-1.2459777653232526e-10,7.574261937980361e-05
10585,9785,9022,8949,11575,12366,10726,1,2.9915148031285884e-20,-1535065078695.2495,-8949.179217191622,95497870.0,-3.488030106727642e-13,-2.3038373343165958e-11,7.014737530772106e-05
10610,9732,8858,8609,12516,12499,9888,1,2.3051987429716643e-20,-1546625502873.0852,-8609.141018266067,93983380.0,-2.999877542321312e-13,-1.160299889716594e-11,6.329761953755127e-05
10692,9914,9048,8828,10798,11671,10746,1,3.0300370951472714e-20,-1354047573087.8125,-8828.19249160874,96741216.0,-4.1632539714103785e-13,-2.2421701716750475e-10,7.889828185469512e-05
10706,9917,8954,8634,10226,11020,10621,1,3.1606240349895736e-20,-1196699132506.8457,-8634.201966520786,95861524.0,-4.816631089949183e-13,5.179344414516101e-11,8.746684899446203e-05
10626,9746,8819,8589,10442,11502,10191,1,3.085956225930679e-20,-1223788808408.088,-8589.17139143488,93710694.0,-4.669805586412062e-13,1.3805053574402046e-10,7.703862100237206e-05
10590,9733,8785,8511,10121,11292,10328,1,3.1550675406342604e-20,-1180166598353.6577,-8511.191420274545,93033150.0,-5.01581587019e-13,5.5797194564859855e-11,8.10055424821079e-05
10672,9827,8872,8687,11022,12621,10782,1,2.3900821567397185e-20,-1499667824199.7688,-8687.211013169268,94681984.0,-3.97029972644289e-13,-7.166760352409528e-11,6.76932106728558e-05
10559,9703,8782,8549,12068,12699,10299,1,2.2151864264283165e-20,-1578119274945.0322,-8549.184909723437,92729138.0,-3.23562451627346e-13,-1.5541207770379484e-11,6.386838515131551e-05
10537,9661,8743,8534,10964,11957,10308,1,2.756353527267862e-20,-1351145306695.5771,-8534.187704248932,92124991.0,-4.1121219877758597e-13,-5.866149603562424e-11,7.210491340126337e-05
10614,9834,9074,9024,11678,12402,10796,1,3.0279043032774863e-20,-1563370974742.2498,-9024.177153493452,96311436.0,-3.399279558685209e-13,-2.1058776730752692e-11,7.019581982512338e-05
10576,9833,9106,9081,11725,12204,10621,1,3.3880106158709923e-20,-1519557781112.305,-9081.155951916064,96305056.0,-3.38658483965787e-13,-1.910642583179792e-11,7.131700739656987e-05
10679,9832,8888,8651,10727,11796,10659,1,2.742335713888949e-20,-1348547804744.915,-8651.204614290891,94914952.0,-4.2692632264515556e-13,-5.164636036330731e-10,7.660966942672767e-05
10630,9907,9186,9206,12007,12844,11120,1,3.0300244017112e-20,-1714674236636.329,-9206.184683564343,97647180.0,-3.117044950907322e-13,-1.577040081253363e-11,6.741152154860854e-05
10614,9861,9115,9057,11748,12748,11189,1,2.8104013261266603e-20,-1675482235816.6155,-9057.20509451743,96746610.0,-3.2862600815080794e-13,-1.9826134946426432e-11,6.8855390324209e-05
10667,9833,8896,8726,11274,12220,10275,1,2.6789267978141807e-20,-1415362061575.6003,-8726.163540696542,94893632.0,-3.842648928810631e-13,-3.9429783708375476e-11,6.88134047185623e-05
10649,9810,8841,8631,10673,11662,10206,1,2.965889104261481e-20,-1270131418201.8206,-8631.167519286191,94147809.0,-4.4281527623664317e-13,-1.0382118878975617e-09,7.504930033987526e-05
10641,9778,8854,8652,10952,11625,10087,1,3.000406963354883e-20,-1284046489116.6113,-8652.154818298637,94215414.0,-4.1677233300203057e-13,-7.771303113936417e-11,7.464700662482943e-05
10644,9806,8883,8675,10644,11595,10314,1,3.0619646891010526e-20,-1272730015267.2236,-8675.172490350022,94550652.0,-4.423005276790919e-13,1.3012915262873965,7.672255868617416e-05
10628,9792,8842,8620,10433,11571,10455,1,3.0188939554339493e-20,-1261940280430.646,-8620.190498768454,93972776.0,-4.622317868752183e-13,1.3021356631339918e-10,7.809450674565626e-05
10647,9816,8871,8617,10442,11658,10609,1,2.882013245347683e-20,-1291273429011.868,-8617.203660867359,94449537.0,-4.575238328730978e-13,1.2390665724046783e-10,7.80664325110658e-05
10653,9926,9247,9326,12347,13080,11136,1,3.0893653631146925e-20,-1798212436122.5842,-9326.174440373852,98508291.0,-2.897581907746234e-13,-1.2422048162584521e-11,6.509421331196649e-05
10640,9791,8867,8668,10868,11997,10554,1,2.7459459406705555e-20,-1375867621370.8738,-8668.194195506243,94344880.0,-4.150989050277195e-13,-1.085063917539602e-10,7.33343107286139e-05
10707,9834,8917,8716,11190,12292,10442,1,2.5491261770340355e-20,-1436064813617.1465,-8716.17996775588,95474319.0,-3.8789822494400176e-13,-5.001168686174834e-11,6.911501290783904e-05
10672,9875,8937,8642,10373,11174,10620,1,3.119273454761606e-20,-1230752336237.2795,-8642.201284569359,95375664.0,-4.645122811860257e-13,8.272454886287969e-11,8.506426843803663e-05
10633,9837,8978,8813,10903,11646,10591,1,3.1656846767851174e-20,-1344604644202.3535,-8813.181462935068,95463074.0,-4.095156911530161e-13,-8.783573806645905e-11,7.809437721219409e-05
10573,9810,9059,9033,11696,12566,10940,1,3.018257034763633e-20,-1607653157778.8555,-9033.187872232378,95780807.0,-3.3624613569313896e-13,-2.0095751824257188e-11,6.928743034948946e-05
10591,9816,9036,8953,11532,12422,11007,1,2.887899750347619e-20,-1576542695985.1465,-8953.201341774135,95700276.0,-3.477649369303386e-13,-2.4348211160255086e-11,7.133752318767351e-05
10691,9825,8884,8696,10751,11986,10649,1,2.726451426472492e-20,-1372048720306.9802,-8696.199562615277,94978844.0,-4.247250874760012e-13,-4.1501552263439507e-10,7.41303948003397e-05
10594,9861,9092,9004,11531,12561,11246,1,2.8499154382073165e-20,-1628664276726.8157,-9004.214178828559,96320648.0,-3.4376903091725903e-13,-2.4380801919332534e-11,7.128225243245732e-05
10671,9826,8933,8773,11402,12534,10623,1,2.5086622106430565e-20,-1517950785190.533,-8773.189126727108,95324043.0,-3.6648386824126745e-13,-3.2619584808553253e-11,6.762390250753412e-05
10612,9826,9023,8884,11301,12019,10898,1,2.970121252253305e-20,-1480029184758.4539,-8884.19958741078,95752076.0,-3.68036641294035e-13,-3.348983566786167e-11,7.544736306842457e-05
10533,9744,8935,8758,11097,11779,10483,1,3.157349823672451e-20,-1370045105277.0461,-8758.177876396408,94112355.0,-3.930885282369625e-13,-4.193269887623525e-11,7.556205141529562e-05
10571,9796,8981,8798,11051,11913,10779,1,3.0159229024320896e-20,-1418857249982.9207,-8798.198323098946,94938151.0,-3.915923587393285e-13,-4.941395306256283e-11,7.595756987517616e-05
10668,9803,8894,8751,11794,12421,10301,1,2.5246798413086564e-20,-1508810002342.7224,-8751.163748117302,94881192.0,-3.423217498038626e-13,-2.0483660182564958e-11,6.677253911089917e-05
10656,9868,9053,8946,11534,12691,11336,1,2.558469909687456e-20,-1659125099041.9285,-8946.227668598829,96468768.0,-3.4296885625103125e-13,-2.6381602226544075e-11,7.038818484635468e-05
10672,9890,9073,8969,11545,12479,11054,1,2.7202600181343084e-20,-1592333904752.888,-8969.203533604588,96827056.0,-3.4661923911747273e-13,-2.615072207518856e-11,7.098916410535773e-05
10679,9931,9228,9224,12132,12982,11094,1,2.8723983710742386e-20,-1747046351541.5715,-9224.181255439893,98545812.0,-3.037579974913409e-13,-1.479944535318758e-11,6.583159839873767e-05
10682,9798,8891,8734,11604,12230,10319,1,2.590453337021009e-20,-1464227032001.2695,-8734.167458344182,94973662.0,-3.562111765981586e-13,-2.5233164097192954e-11,6.899496341450876e-05
10636,9772,8863,8690,11287,12088,10309,1,2.7201367515529517e-20,-1406324878217.5962,-8690.170932710558,94266868.0,-3.820482669203535e-13,-3.671501437468277e-11,7.055722533496127e-05
10639,9787,8843,8633,10753,11911,10500,1,2.770030460298898e-20,-1344633319742.7708,-8633.193288599552,94080677.0,-4.2781173615265654e-13,-2.1952760703825026e-10,7.401656501665258e-05
10652,9800,8870,8640,10467,11786,10572,1,2.867549637479706e-20,-1304013722985.416,-8640.198634668397,94483240.0,-4.553415677707782e-13,1.3764232902545824e-10,7.611351563221816e-05
10656,9847,8939,8734,10785,12062,10717,1,2.7678171478592077e-20,-1393961933225.8186,-8734.200234891781,95253984.0,-4.192278419587146e-13,-1.9145548997209374e-10,7.366652069781433e-05
10669,9839,8912,8714,10755,11878,10681,1,2.8191398262181473e-20,-1364277738485.8904,-8714.199694084213,95082128.0,-4.233205768862978e-13,-2.866796926960725e-10,7.571144678129704e-05
10647,9811,8915,8756,12180,12416,10187,1,2.5029198831833532e-20,-1540323905273.773,-8756.152442936494,94918005.0,-3.17144084513599e-13,-1.4525976651753598e-11,6.60866101229759e-05
10696,9836,8897,8738,10936,12222,10531,1,2.6755352339178622e-20,-1407370057093.5833,-8738.185145666299,95162312.0,-4.094182316138314e-13,-1.0272257655787781e-10,7.05049825439462e-05
10636,9778,8846,8617,11981,12523,10166,1,2.3117277089651015e-20,-1525068664112.8013,-8617.165740867684,94086056.0,-3.316620748255012e-13,-1.7210227152809268e-11,6.482822516348569e-05
10625,9760,8839,8611,11444,12597,10569,1,2.3097461809878065e-20,-1523419326200.2698,-8611.201677714287,93914375.0,-3.647667062804107e-13,-2.972906432627899e-11,6.660880605013279e-05
10640,9778,8812,8583,10493,11864,10512,1,2.7709845075255117e-20,-1308437397085.4595,-8583.19968179428,93759680.0,-4.548428267110841e-13,1.7526652996400873e-10,7.46896108488404e-05
10711,9841,8909,8689,10565,11835,10524,1,2.822684713549489e-20,-1315692980640.1611,-8689.189778066082,95424299.0,-4.459827272780516e-13,1.7188615335083843e-10,7.514178704203742e-05
10673,9825,8883,8718,10763,12120,10502,1,2.7705807922928466e-20,-1369762735867.514,-8718.184534166036,94808259.0,-4.2665307844199714e-13,-2.777817165365762e-10,7.149938545164814e-05
10662,9813,8894,8749,10984,12110,10614,1,2.764871064717391e-20,-1411632265365.9287,-8749.190913496748,94827828.0,-4.029602855680926e-13,-7.579168223530796e-11,7.238117176648097e-05
10624,9769,8849,8733,11278,12429,10449,1,2.64641365566663e-20,-1464473952756.336,-8733.178599610226,94011776.0,-3.804579255397035e-13,-3.7126945133355466e-11,6.764493287582851e-05
10721,9824,8854,8676,11250,12315,10381,1,2.474843734650263e-20,-1438016543171.3792,-8676.179238844095,94923734.0,-3.850502008791002e-13,-4.591619305165619e-11,6.845480965804114e-05
10630,9751,8783,8512,11317,11733,10050,1,2.6434990020516786e-20,-1334258315822.9644,-8512.16683008912,93363290.0,-3.8570522516412295e-13,-3.4830140830371605e-11,7.301005735338808e-05
10613,9749,8826,8635,11670,12479,10320,1,2.4213373714352363e-20,-1502688175997.0427,-8635.177745372015,93670338.0,-3.5158128779392093e-13,-2.2459413388916445e-11,6.627531168990013e-05
10618,9741,8788,8575,10745,11851,10417,1,2.7662455126543244e-20,-1326295449055.215,-8575.192746339662,93310984.0,-4.3068716114744386e-13,-1.9863190597126413e-10,7.417693470198145e-05
10671,9814,8851,8599,10328,11467,10300,1,3.031136153964232e-20,-1219653132846.7617,-8599.179566846253,94449021.0,-4.779603829602035e-13,7.442351347829913e-11,7.833876716460728e-05
10619,9781,8868,8707,11005,12374,10492,1,2.6728102572984313e-20,-1428555604623.7998,-8707.18470570106,94169292.0,-4.033768878575309e-13,-6.427167640610092e-11,6.852861051718457e-05
10573,9718,8775,8632,11161,12346,10319,1,2.6537521315478173e-20,-1421690495410.9863,-8632.177868403765,92778075.0,-3.935790089737934e-13,-4.2201228148151135e-11,6.770463360366505e-05
10717,9837,8902,8773,11558,12299,10317,1,2.58692510724246e-20,-1466367194336.1443,-8773.163043851082,95402734.0,-3.6030325365127347e-13,-2.7758203312644496e-11,6.820976774327719e-05
10674,9786,8853,8637,10503,11836,10481,1,2.831056647353719e-20,-1302737947264.4895,-8637.19190230127,94496922.0,-4.5365268144796034e-13,1.490797400102663e-10,7.482213557418419e-05
10737,9872,8883,8711,11112,11989,10225,1,2.7023046036329027e-20,-1361988590724.8389,-8711.161042448475,95376771.0,-4.004582110095006e-13,-6.419765568615125e-11,7.11430368268613e-05
10761,9874,8880,8627,10835,11981,10230,1,2.5917305421186387e-20,-1327800514717.2695,-8627.170772288015,95557680.0,-4.2645687952286097e-13,-3.355076650689089e-10,7.127307558021547e-05
10706,9830,8831,8559,10422,11284,10146,1,3.0136032486255547e-20,-1192999160916.9172,-8559.17035535505,94544686.0,-4.71921536289908e-13,8.869619969870518e-11,7.969081001837378e-05
10629,9753,8797,8563,11070,11748,10107,1,2.7707035885903986e-20,-1314218298164.4082,-8563.166486572754,93503313.0,-4.06151234047309e-13,-5.523121025831174e-11,7.323688874396696e-05
10619,9739,8826,8637,10686,12006,10480,1,2.8016514085886385e-20,-1344348345443.9375,-8637.191749088226,93723294.0,-4.3430169644321964e-13,-3.7823002151497833e-10,7.271107280306229e-05
10643,9791,8812,8551,10297,11944,10763,1,2.6580871874412753e-20,-1323526591943.8157,-8551.223402893587,93786116.0,-4.708598857610702e-13,7.634308684716145e-11,7.545210060732722e-05
10603,9758,8852,8694,11195,12382,10649,1,2.5922975133460773e-20,-1475922145262.4668,-8694.199482996064,93857756.0,-3.8352766552968167e-13,-4.132200102732487e-11,6.946410569716039e-05
10651,9751,8811,8667,10953,12102,10598,1,2.6767301926482766e-20,-1404598677788.8743,-8667.199021312896,93845961.0,-4.067118561510466e-13,-8.222077346093849e-11,7.236765768461671e-05
10602,9686,8752,8528,10743,11760,10365,1,2.7775627108446344e-20,-1309295749031.285,-8528.193991716153,92788704.0,-4.3167832503055457e-13,-1.794485887384157e-10,7.495336059789371e-05
10717,9864,8921,8722,11475,12366,10305,1,2.4812332253623153e-20,-1462066844846.8489,-8722.166898750715,95606357.0,-3.671855284129132e-13,-3.115902584032137e-11,6.739416752937661e-05
10747,9867,8883,8625,10437,11658,10306,1,2.8288146591266087e-20,-1253787110546.7021,-8625.177655924908,95465601.0,-4.659485500243953e-13,8.182312224149777e-11,7.583686949425051e-05
10767,9891,8915,8712,10937,12003,10497,1,2.6180611253647972e-20,-1377811458719.3762,-8712.185108999902,95987805.0,-4.107150464464684e-13,-1.43449351726053e-10,7.286537531830659e-05
10677,9815,8855,8639,10517,12152,10983,1,2.5590252123066855e-20,-1403463815191.5925,-8639.232164366094,94544835.0,-4.4164466280527285e-13,1.6151448696607208e-10,7.438095423503709e-05
10599,9773,8833,8689,11114,12769,10842,1,2.4164410295153014e-20,-1538435906324.4668,-8689.215363261816,93620967.0,-3.8760229576649356e-13,-4.884651587775204e-11,6.650098312926822e-05
