B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
10686,9888,8858,8689,9976,12133,11326,1,981633220303.0599,121029636.0,992202088644.0,85916832.0,11326.0,1.0,9888.0,-65602061.33980583,5.8775298391281785,8858.0
10691,9879,8865,8706,10033,11659,10680,1,932754952080.9991,114179880.0,995073869586.0,86006574.0,10680.0,1.0,9879.0,-61553907.12690355,8.115501519756839,8865.0
10742,9902,8909,8799,10235,11998,10831,1,975299295283.0084,116346602.0,1015321572636.0,87127698.0,10831.0,1.0,9902.0,-61592497.191772364,7.102295081967213,8909.0
10697,9868,8844,8630,9732,11762,11000,1,923741082001.0284,117667000.0,987494731670.0,85160840.0,11000.0,1.0,9868.0,-65425179.10447761,7.829181494661921,8844.0
10489,9718,8771,8656,10557,10794,9664,1,883008396928.9214,101365696.0,952325511376.0,84119008.0,9664.0,1.0,9718.0,-51013438.664690465,8.981412639405205,8771.0
10513,9690,8692,8487,10580,10749,9118,1,818631783628.8674,95857534.0,938010135303.0,82239030.0,9118.0,1.0,9690.0,-48751795.52830189,13.063037249283667,8692.0
10493,9680,8619,8397,10247,10435,9041,1,777829461165.8617,94867213.0,924535302453.0,81282960.0,9041.0,1.0,9680.0,-49729715.25217543,22.71608040201005,8619.0
10546,9709,8678,8420,9610,10287,9340,1,755658799020.8857,98499640.0,936456536720.0,81749780.0,9340.0,1.0,9709.0,-54945859.575939156,-583.75,8678.0
10503,9692,8708,8533,10258,10769,9405,1,823135099050.8955,98780715.0,941300905797.0,82701836.0,9405.0,1.0,9692.0,-51502483.10691319,15.0,8708.0
10522,9744,8729,8556,10184,10338,9417,1,820444645677.895,99085674.0,947256013104.0,83369664.0,9417.0,1.0,9744.0,-52075240.80295567,18.005736137667306,8729.0
10555,9771,8738,8519,9676,10379,9388,1,773752275744.8894,99090340.0,949084964975.0,83239149.0,9388.0,1.0,9771.0,-54800145.4383154,-938.8,8738.0
10575,9784,8773,8598,10066,10225,9469,1,819417830348.8954,100134675.0,961519713750.0,84122832.0,9469.0,1.0,9784.0,-53418379.686766215,26.15745856353591,8773.0
10541,9729,8667,8465,9545,9855,9173,1,741067250759.8702,96692593.0,940568844665.0,82355985.0,9173.0,1.0,9729.0,-53925605.731798775,-31.850694444444443,8667.0
10459,9649,8620,8388,9941,10338,9049,1,754457189752.8652,94643491.0,917569032228.0,80935812.0,9049.0,1.0,9649.0,-50866933.74640371,63.27972027972028,8620.0
10549,9773,8804,8688,10373,10471,9285,1,836672037090.8802,97947465.0,966812811888.0,84907824.0,9285.0,1.0,9773.0,-50416031.3266697,22.05463182897862,8804.0
10586,9850,8958,8920,10642,11289,9870,1,936821443110.9325,104483820.0,999605492320.0,87862000.0,9870.0,1.0,9850.0,-52178463.46282652,9.81113320079523,8958.0
10563,9794,8881,8855,10834,11037,9674,1,927973671044.9159,102186462.0,988014060495.0,86725870.0,9674.0,1.0,9794.0,-49926148.028149985,8.875229357798165,8881.0
10635,9863,8888,8759,10418,11093,10018,1,914048591268.9421,106541430.0,990671147775.0,86390017.0,10018.0,1.0,9863.0,-55105042.58528353,9.614203454894433,8888.0
10623,9869,8868,8742,10168,10798,9539,1,847807547248.8981,101332797.0,986518343718.0,86274798.0,9539.0,1.0,9869.0,-53516035.98917456,27.891812865497077,8868.0
10546,9808,8936,8852,11146,11702,9706,1,957534219570.9204,102359476.0,984502762832.0,86820416.0,9706.0,1.0,9808.0,-48766702.14234556,6.6753782668500685,8936.0
10596,9854,8992,9008,10940,11422,9943,1,979752625389.9385,105356028.0,1011375145728.0,88764832.0,9943.0,1.0,9854.0,-50861098.825622775,7.774042220484754,8992.0
10541,9773,8867,8819,10784,11103,9779,1,929919864566.9277,103080439.0,979902733739.0,86188087.0,9779.0,1.0,9773.0,-50627728.07353107,8.128844555278471,8867.0
10514,9746,8843,8801,10781,11295,9728,1,922925186048.9253,102280192.0,972899468996.0,85774546.0,9728.0,1.0,9746.0,-50080739.021599,8.147403685092128,8843.0
10562,9805,8907,8867,11199,11524,9899,1,982881312030.9373,104553238.0,989165668748.0,86940935.0,9899.0,1.0,9805.0,-49362813.84186595,5.931096464949071,8907.0
10265,9453,8670,8599,10958,12566,11089,1,1044778700265.0803,113828585.0,906078564775.0,81286347.0,11089.0,1.0,9453.0,-53558410.65178777,3.4838202953188815,8670.0
10283,9492,8722,8709,10942,12743,11271,1,1073941387975.0962,115899693.0,920890435101.0,82665828.0,11271.0,1.0,9492.0,-54316689.660055034,3.4992238435268552,8722.0
10281,9459,8637,8589,10687,12809,11255,1,1032987963056.0948,115712655.0,907848376029.0,81243351.0,11255.0,1.0,9459.0,-55894540.73376173,3.6637369791666665,8637.0
10185,9360,8571,8391,11343,12638,10940,1,1041148061381.0741,111423900.0,870433881975.0,78539760.0,10940.0,1.0,9360.0,-50669785.56177809,2.9511734556244944,8571.0
10190,9360,8477,8307,10238,12370,11061,1,940592874376.0856,112711590.0,862566482700.0,77753520.0,11061.0,1.0,9360.0,-57214767.70319688,3.9475374732334045,8477.0
10162,9308,8416,8214,9926,11687,10901,1,888671332902.0728,110775962.0,848228928216.0,76455912.0,10901.0,1.0,9308.0,-57961940.76687262,4.447572419420645,8416.0
10182,9339,8516,8340,9982,12054,11156,1,928622059733.0957,113590392.0,864633854160.0,77887260.0,11156.0,1.0,9339.0,-59050369.08595584,4.264525993883792,8516.0
10203,9374,8453,8294,9851,11303,10757,1,878782250431.0544,109753671.0,863415427446.0,77747956.0,10757.0,1.0,9374.0,-57755926.25257304,5.095689246802463,8453.0
10208,9364,8470,8298,9897,11592,10837,1,889881306190.0618,110624096.0,864678684672.0,77702472.0,10837.0,1.0,9364.0,-58075364.01050768,4.8640035906642725,8470.0
10322,9446,8358,7980,8750,8800,8401,1,586513101477.814,86715122.0,850218598320.0,75379080.0,8401.0,1.0,9446.0,-51614604.165829144,-7.2988705473501305,8358.0
10307,9426,8346,7967,8737,8493,8126,1,565548236746.7885,83754682.0,846368261783.0,75096942.0,8126.0,1.0,9426.0,-49860143.3739516,-5.759036144578313,8346.0
10278,9398,8333,7989,8696,8970,8495,1,590080242175.8267,87311610.0,843936261876.0,75080622.0,8495.0,1.0,9398.0,-51891644.804392174,-7.894981412639405,8333.0
10432,9615,8611,8314,9242,9698,9271,1,712268262405.8887,96715072.0,904784551936.0,79939110.0,9271.0,1.0,9615.0,-55342139.01254209,-39.78969957081545,8611.0
10461,9691,8761,8562,9763,10334,9744,1,814406871936.9316,101931984.0,936961244802.0,82974342.0,9744.0,1.0,9691.0,-55437317.40760188,20.132231404958677,8761.0
10324,9501,8424,8073,9050,9124,8324,1,608070905300.8064,85936976.0,860460511248.0,76701573.0,8324.0,1.0,9501.0,-49831972.83333333,-8.136852394916911,8424.0
10276,9403,8306,7907,8517,8401,8049,1,541968484458.7833,82711524.0,834948963632.0,74349521.0,8049.0,1.0,9403.0,-50073376.03352998,-4.977736549165121,8306.0
10198,9368,8527,8390,10396,12124,10799,1,941804990560.059,110128202.0,872553321560.0,78597520.0,10799.0,1.0,9368.0,-54886071.37340213,4.142309167625624,8527.0
10145,9305,8369,8132,9693,11352,10598,1,835263671341.0447,107516710.0,836953775300.0,75668260.0,10598.0,1.0,9305.0,-57597449.1580834,5.262164846077458,8369.0
10115,9249,8237,7906,9174,10725,10297,1,746733579817.0181,104154155.0,808888356850.0,73122594.0,10297.0,1.0,9249.0,-58809528.494840354,7.101379310344828,8237.0
10137,9247,8279,7990,9280,10942,10298,1,763463464477.016,104390826.0,821042564310.0,73883530.0,10298.0,1.0,9247.0,-58265787.95893224,7.097174362508615,8279.0
10187,9355,8466,8312,10024,11787,10889,1,907154967701.069,110926243.0,862577542328.0,77758760.0,10889.0,1.0,9355.0,-57332439.70564611,4.510770505385253,8466.0
10201,9376,8529,8428,10420,12268,11086,1,973456759989.0868,113088286.0,877021059628.0,79020928.0,11086.0,1.0,9376.0,-56003108.11584007,3.8533194299617657,8529.0
10201,9378,8512,8371,10220,12165,11091,1,948739867039.0873,113139291.0,871089616771.0,78503238.0,11091.0,1.0,9378.0,-57392003.0180921,4.049288061336254,8512.0
10236,9456,8670,8641,10950,12988,11510,1,1088946286631.1246,117816360.0,905366789136.0,81709296.0,11510.0,1.0,9456.0,-54998384.34256056,3.2123918504046887,8670.0
10286,9481,8715,8629,10981,12565,11097,1,1051382623915.079,114143742.0,912963697684.0,81811549.0,11097.0,1.0,9481.0,-53805807.435283996,3.5083781220360417,8715.0
10120,9223,8245,7909,9134,10594,9999,1,722234619315.9882,101189880.0,809995489600.0,72944707.0,9999.0,1.0,9223.0,-57375404.396361426,9.057065217391305,8245.0
10324,9444,8362,8000,8644,8777,8402,1,580928353350.814,86742248.0,852679808000.0,75552000.0,8402.0,1.0,9444.0,-51992450.16168381,-6.57433489827856,8362.0
10285,9461,8382,8034,8846,9030,8548,1,607407869944.8312,87916180.0,849846361650.0,76009674.0,8548.0,1.0,9461.0,-51669514.9234073,-9.24108108108108,8382.0
10290,9468,8387,8018,8871,8921,8398,1,597243816026.8162,86415420.0,848978713800.0,75914424.0,8398.0,1.0,9468.0,-50796539.11911291,-8.082771896053899,8387.0
10325,9499,8447,8072,8886,8973,8474,1,607733806884.8208,87494050.0,860520605000.0,76675928.0,8474.0,1.0,9499.0,-51507044.60376465,-8.171648987463838,8447.0
10396,9587,8577,8255,9219,9482,8958,1,681636149184.8618,93127368.0,892174116080.0,79140685.0,8958.0,1.0,9587.0,-53376700.45645331,-18.89873417721519,8577.0
10413,9620,8650,8451,9649,10158,9487,1,773506274795.9111,98788131.0,916346738619.0,81298620.0,9487.0,1.0,9620.0,-54061587.79115607,34.87867647058823,8650.0
10201,9371,8520,8358,10237,12119,11110,1,950467654841.0891,113333110.0,869736831558.0,78322818.0,11110.0,1.0,9371.0,-57536730.10211268,3.98493543758967,8520.0
10151,9322,8386,8162,9651,11211,10494,1,826521187141.0339,106524594.0,841035341762.0,76086164.0,10494.0,1.0,9322.0,-57227925.29048414,5.728165938864628,8386.0
10183,9356,8468,8280,9898,11818,10972,1,899103348833.0776,111727876.0,858582088920.0,77467680.0,10972.0,1.0,9356.0,-58622012.190836094,4.558371416701288,8468.0
10135,9286,8338,8048,9577,10914,10262,1,790846776721.0126,104005370.0,826676274800.0,74733728.0,10262.0,1.0,9286.0,-56564621.53130247,6.196859903381642,8338.0
10171,9315,8375,8115,9662,11192,10446,1,818934623269.0272,106246266.0,839490590715.0,75591225.0,10446.0,1.0,9315.0,-57337857.016119406,5.733260153677278,8375.0
10222,9408,8595,8445,10983,12833,11022,1,1022193638665.0784,112666884.0,882412003380.0,79450560.0,11022.0,1.0,9408.0,-53184872.08900525,3.3019772318753744,8595.0
10260,9475,8720,8720,11265,13264,11621,1,1141420883720.1326,119231460.0,917933472000.0,82622000.0,11621.0,1.0,9475.0,-53764556.5,2.9751664106502815,8720.0
10289,9518,8805,8771,11551,13492,11449,1,1159824126420.1128,117798761.0,928528942691.0,83482378.0,11449.0,1.0,9518.0,-51918945.35440091,2.905837563451777,8805.0
10392,9541,8485,8121,8987,8797,8314,1,606697804676.8,86399088.0,877016545344.0,77482461.0,8314.0,1.0,9541.0,-50634485.72197996,-6.85973597359736,8485.0
10235,9378,8548,8390,10145,12133,11253,1,957701351443.0995,115174455.0,878896337750.0,78681420.0,11253.0,1.0,9378.0,-59137433.565863356,4.058059862964298,8548.0
10159,9298,8330,8070,9400,10818,10242,1,776833577281.0082,104048478.0,832866617670.0,75034860.0,10242.0,1.0,9298.0,-57403323.87515006,7.248407643312102,8330.0
10153,9265,8266,7937,9132,10362,9874,1,715574013220.9725,100250722.0,818173017233.0,73536305.0,9874.0,1.0,9265.0,-56950606.41906606,10.779475982532752,8266.0
10178,9321,8367,8130,9724,11063,10245,1,809825665546.0067,104273610.0,842200390920.0,75779730.0,10245.0,1.0,9321.0,-55863105.08605235,6.167971101745936,8367.0
10172,9348,8468,8264,10208,11845,10657,1,898904511524.0477,108403004.0,855072642176.0,77251872.0,10657.0,1.0,9348.0,-55309392.04109589,4.3874022231370935,8468.0
10212,9397,8599,8417,11784,12944,10878,1,1078833427771.0653,111086136.0,877766373648.0,79094549.0,10878.0,1.0,9397.0,-48338630.207000814,2.697247706422018,8599.0
10253,9394,8299,7898,8566,8825,8458,1,572133070412.8251,86719874.0,830269423082.0,74193812.0,8458.0,1.0,9394.0,-52236190.14483673,-7.504880212954747,8299.0
10251,9419,8568,8434,10253,12208,11226,1,970639812301.0952,115077726.0,886270030434.0,79439846.0,11226.0,1.0,9419.0,-58416470.74859945,4.017895490336435,8568.0
10213,9407,8677,8603,11798,13285,11223,1,1138999599541.0989,114620499.0,897339089507.0,80928421.0,11223.0,1.0,9407.0,-48969410.19027313,2.668965517241379,8677.0
10256,9457,8774,8716,12291,13835,11080,1,1186868536921.0806,113636480.0,916797131776.0,82427212.0,11080.0,1.0,9457.0,-45983379.00159562,2.5187542623323482,8774.0
10331,9492,8426,8079,8868,9088,8686,1,622215008640.8408,89735066.0,862268123319.0,76685868.0,8686.0,1.0,9492.0,-52798730.32091147,-10.147196261682243,8426.0
10372,9522,8396,7994,8670,8612,8182,1,566993020474.789,84863704.0,859981601696.0,76118868.0,8182.0,1.0,9522.0,-51084804.255836114,-5.404227212681638,8396.0
10305,9511,8436,8131,9138,9143,8543,1,634666065196.8291,88035615.0,863455486275.0,77333941.0,8543.0,1.0,9511.0,-50405325.35739687,-11.31523178807947,8436.0
10334,9496,8438,8110,9113,9102,8445,1,624052522275.8173,87270630.0,866079519160.0,77012560.0,8445.0,1.0,9496.0,-50278314.33455796,-9.531602708803613,8438.0
10329,9517,8482,8144,9232,9210,8501,1,639063338078.823,87806829.0,868869034704.0,77506448.0,8501.0,1.0,9517.0,-50121414.92478189,-11.487837837837837,8482.0
10325,9509,8510,8169,9303,9468,8921,1,677870044401.864,92109325.0,870861350625.0,77679021.0,8921.0,1.0,9509.0,-52267139.44964748,-33.04074074074074,8510.0
10371,9563,8547,8237,9170,9492,8796,1,664299586728.8481,91223316.0,885952288917.0,78770431.0,8796.0,1.0,9563.0,-52347618.23095823,-13.700934579439252,8547.0
10338,9518,8478,8176,9263,9375,8843,1,669626881007.8555,91418934.0,873803818944.0,77819168.0,8843.0,1.0,9518.0,-51912667.740740746,-21.67401960784314,8478.0
10341,9492,8516,8209,9312,9230,8557,1,654027477362.8275,88487937.0,877839930729.0,77919828.0,8557.0,1.0,9492.0,-50074261.760450915,-12.565345080763583,8516.0
10327,9484,8455,8099,9053,9143,8595,1,630098753805.8324,88760565.0,863733477971.0,76810916.0,8595.0,1.0,9484.0,-51484819.02631579,-11.047557840616967,8455.0
10243,9418,8325,7940,8770,8990,8622,1,600294299832.8418,88315146.0,833057249060.0,74778920.0,8622.0,1.0,9418.0,-52247507.56756757,-10.900126422250317,8325.0
10342,9495,8475,8161,9233,9121,8422,1,634514911740.8143,87100324.0,872875783204.0,77488695.0,8422.0,1.0,9495.0,-49652254.77368732,-9.931603773584905,8475.0
10271,9416,8312,7959,8670,8771,8464,1,583967399712.8241,86933744.0,839622296919.0,74941944.0,8464.0,1.0,9416.0,-51792078.48893167,-7.7226277372262775,8312.0
10316,9459,8380,7998,8838,9268,8874,1,627178886118.8604,91544184.0,851146008288.0,75653082.0,8874.0,1.0,9459.0,-54108672.81766111,-14.740863787375416,8380.0
10369,9563,8510,8166,9021,9256,8748,1,644334954768.8436,90708012.0,877976970726.0,78091458.0,8748.0,1.0,9563.0,-52836416.08413631,-11.420365535248042,8510.0
10460,9643,8618,8334,9382,9373,8740,1,683285569980.8356,91420400.0,911836274400.0,80364762.0,8740.0,1.0,9643.0,-51763423.80134602,-13.005952380952381,8618.0
10422,9600,8544,8221,9446,9435,8738,1,678463259534.8385,91067436.0,892949268564.0,78921600.0,8738.0,1.0,9600.0,-51349291.65004681,-19.037037037037038,8544.0
10284,9461,8388,8031,9072,8980,8197,1,597126424559.7971,84297948.0,849363828336.0,75981291.0,8197.0,1.0,9461.0,-48690637.34334764,-7.836520076481835,8388.0
10323,9515,8502,8173,9558,9298,8681,1,678048690010.841,89613963.0,870950260917.0,77766095.0,8681.0,1.0,9515.0,-49724176.809809454,-33.778210116731515,8502.0
10359,9519,8488,8147,9317,9176,8571,1,650498093469.8275,88786989.0,874245453507.0,77551293.0,8571.0,1.0,9519.0,-50454496.63872526,-13.868932038834952,8488.0
10320,9500,8457,8104,9580,9251,8428,1,654231919572.8167,86976960.0,863095449600.0,76988000.0,8428.0,1.0,9500.0,-48283483.81742935,-20.259615384615383,8457.0
10267,9446,8377,7965,9567,9452,8326,1,634365325162.811,85483042.0,839600916885.0,75237390.0,8326.0,1.0,9446.0,-47606098.56356691,-24.56047197640118,8377.0
10285,9428,8349,7926,9188,9114,8177,1,595398458954.795,84100445.0,838421989350.0,74726328.0,8177.0,1.0,9428.0,-48430358.335609056,-9.66548463356974,8349.0
10420,9612,8593,8310,9399,9691,9018,1,704263135842.8655,93967560.0,902269884000.0,79875720.0,9018.0,1.0,9612.0,-52974187.73373676,-28.81150159744409,8593.0
10318,9475,8434,8149,9275,9675,9148,1,691329509088.8866,94389064.0,867551699476.0,77211775.0,9148.0,1.0,9475.0,-53389644.04718994,-207.9090909090909,8434.0
10427,9642,8633,8324,9521,9314,8537,1,676492163912.8187,89015299.0,905004666596.0,80260008.0,8537.0,1.0,9642.0,-49821010.36395227,-12.318903318903319,8633.0
10351,9543,8497,8162,9271,9138,8441,1,638642261550.8156,87372791.0,874502806562.0,77889966.0,8441.0,1.0,9543.0,-49778752.56667059,-10.538077403245943,8497.0
10372,9498,8489,8224,9890,10901,9719,1,790397548653.9371,100805468.0,884724630016.0,78111552.0,9719.0,1.0,9498.0,-54235590.92248792,9.594274432379072,8489.0
10227,9377,8329,8020,9436,10094,9054,1,685084418568.8853,92595258.0,838824062580.0,75203540.0,9054.0,1.0,9377.0,-51454193.981990635,37.25925925925926,8329.0
10215,9314,8314,7996,10410,10747,8999,1,748970067856.881,91924785.0,834352415100.0,74474744.0,8999.0,1.0,9314.0,-46867554.00336781,7.511686143572621,8314.0
10213,9322,8272,7950,9149,9486,8518,1,619465894048.834,86994334.0,829227683550.0,74109900.0,8518.0,1.0,9322.0,-49537019.04037718,-17.173387096774192,8272.0
10383,9517,8553,8345,9808,10722,9589,1,784738598464.9236,99562587.0,899646819705.0,79419365.0,9589.0,1.0,9517.0,-53672127.50777505,14.333333333333334,8553.0
10279,9426,8416,8083,9140,9706,8809,1,650706207060.857,90547711.0,854032328803.0,76190358.0,8809.0,1.0,9426.0,-51874645.60860266,-21.329297820823246,8416.0
10300,9446,8403,8073,9269,9619,8733,1,653388528288.8479,89949900.0,856464570000.0,76257558.0,8733.0,1.0,9446.0,-51057525.03159586,-23.539083557951482,8403.0
10281,9420,8479,8154,9425,10302,9265,1,711933421520.9012,95253465.0,861869327994.0,76810680.0,9265.0,1.0,9420.0,-53256425.24767072,36.333333333333336,8479.0
10212,9347,8252,7936,8935,9912,8952,1,634678421544.8767,91417824.0,827605315584.0,74177792.0,8952.0,1.0,9347.0,-52947296.12021328,-34.298850574712645,8252.0
10308,9486,8522,8266,9722,10280,9023,1,725013777089.8754,93009084.0,878302705824.0,78411276.0,9023.0,1.0,9486.0,-50456831.992959395,52.76608187134503,8522.0
10230,9393,8401,8102,9415,9640,8642,1,659126195558.8447,88407660.0,847897795800.0,76102086.0,8642.0,1.0,9393.0,-49164723.7576479,-31.425454545454546,8401.0
10216,9368,8328,8013,9103,9749,8835,1,644355297870.8649,90258360.0,836290014528.0,75065784.0,8835.0,1.0,9368.0,-51558028.53836455,-30.36082474226804,8328.0
10278,9451,8465,8235,9703,10411,9016,1,720323636816.8773,92666448.0,869923033740.0,77828985.0,9016.0,1.0,9451.0,-50104785.084465444,43.76699029126213,8465.0
10211,9380,8333,8007,9084,9796,8881,1,645874064256.8699,90683891.0,834846019647.0,75105660.0,8881.0,1.0,9380.0,-51915574.20088804,-35.10276679841897,8333.0
10220,9359,8329,8007,9172,9908,8784,1,645008970672.8596,89772480.0,836318338800.0,74937513.0,8784.0,1.0,9359.0,-51037633.331252255,-32.413284132841326,8329.0
10212,9352,8345,8039,9154,9674,8708,1,640724129444.8528,88926096.0,838346664816.0,75180728.0,8708.0,1.0,9352.0,-50522357.18825644,-22.38560411311054,8345.0
10297,9413,8333,8016,8823,9565,8837,1,624907306190.8583,90994589.0,849922123344.0,75454608.0,8837.0,1.0,9413.0,-53484353.36709468,-13.53292496171516,8333.0
10289,9436,8383,8088,9212,9987,9060,1,674937075960.8806,93218340.0,856224157848.0,76318368.0,9060.0,1.0,9436.0,-52947422.469283074,-86.28571428571429,8383.0
10279,9469,8539,8301,9941,10521,9259,1,763959728899.9008,95173261.0,877065738141.0,78602169.0,9259.0,1.0,9469.0,-50424869.114474766,14.933870967741935,8539.0
10301,9482,8441,8144,9193,9454,8708,1,651859022920.8453,89701108.0,864164734544.0,77221408.0,8708.0,1.0,9482.0,-51074420.33313588,-16.00735294117647,8441.0
10371,9585,8595,8314,9697,10324,9344,1,753224381184.901,96906624.0,894234227274.0,79689690.0,9344.0,1.0,9585.0,-53074051.544386275,26.247191011235955,8595.0
10322,9479,8431,8124,9360,10109,9284,1,705865463028.8995,95829448.0,865560888816.0,77007396.0,9284.0,1.0,9479.0,-53953167.09809039,46.888888888888886,8431.0
10236,9422,8350,7970,8817,9449,8796,1,618017981388.8594,90035856.0,835062297120.0,75093340.0,8796.0,1.0,9422.0,-53014603.350898206,-14.833052276559865,8350.0
10251,9434,8367,8026,8797,9174,8678,1,612618810660.8466,88958178.0,843396166026.0,75717284.0,8678.0,1.0,9434.0,-52334956.10637026,-10.820448877805486,8367.0
10019,9107,7914,7435,7826,8161,8180,1,475882052200.81647,81955420.0,746327984035.0,67710545.0,8180.0,1.0,9107.0,-51876225.607783675,-5.649171270718232,7914.0
10049,9145,7957,7468,7831,8208,8476,1,495607468408.8435,85175324.0,754136570668.0,68294860.0,8476.0,1.0,9145.0,-54018635.595324874,-7.00495867768595,7957.0
10034,9120,7936,7464,7853,8119,8233,1,482492964381.82056,82609922.0,751484148384.0,68071680.0,8233.0,1.0,9120.0,-52197481.43094758,-5.830736543909349,7936.0
9979,9057,7862,7358,7750,8158,8206,1,467861151120.8224,81887674.0,732712884878.0,66641406.0,8206.0,1.0,9057.0,-52119671.065377764,-5.942070963070239,7862.0
10023,9101,7907,7471,8067,8723,8644,1,520874759252.8625,86638812.0,750540612159.0,67993571.0,8644.0,1.0,9101.0,-53687117.1142026,-11.039591315453384,7907.0
9984,9085,7950,7525,8209,9160,8956,1,553147099440.8971,89416704.0,750093926400.0,68364625.0,8956.0,1.0,9085.0,-54612997.99371069,-26.03488372093023,7950.0
10046,9114,7954,7466,7925,8268,8176,1,483675832528.8139,82136096.0,753484518056.0,68045124.0,8176.0,1.0,9114.0,-51718190.50540608,-5.794472005669737,7954.0
10052,9132,7958,7522,8000,8741,8732,1,525369049204.8687,87774064.0,760043219488.0,68690904.0,8732.0,1.0,9132.0,-54750954.51822066,-10.370546318289787,7958.0
10025,9129,7946,7473,7896,8405,8521,1,502711579422.85004,85423025.0,751041170625.0,68221017.0,8521.0,1.0,9129.0,-53776131.80216461,-7.8825161887141535,7946.0
10011,9078,7880,7392,7875,8543,8519,1,495822735772.851,85283709.0,740827134432.0,67104576.0,8519.0,1.0,9078.0,-53808944.568527915,-8.443012884043608,7880.0
10039,9128,7974,7611,8406,9475,9357,1,598548819282.9321,93934923.0,767048156331.0,69473208.0,9357.0,1.0,9128.0,-56388397.47968397,82.80530973451327,7974.0
9994,9089,7923,7477,8059,8961,8870,1,534392202760.88763,88646780.0,746803029172.0,67958453.0,8870.0,1.0,9089.0,-54908207.96731036,-16.365313653136532,7923.0
10031,9099,7948,7522,8122,8816,8692,1,530939103184.8666,87189452.0,756870868642.0,68442678.0,8692.0,1.0,9099.0,-53774475.31655763,-11.761840324763194,7948.0
10031,9116,7942,7518,8029,8732,8981,1,542021222190.8954,90088411.0,756468384798.0,68534088.0,8981.0,1.0,9116.0,-55950034.40808361,-16.662337662337663,7942.0
10015,9122,8016,7669,8622,9844,9433,1,623635458166.942,94471495.0,769202425525.0,69956618.0,9433.0,1.0,9122.0,-55556751.42776947,25.42587601078167,8016.0
10028,9129,8007,7616,8394,9941,9603,1,613811036025.9576,96298884.0,765870930944.0,69526464.0,9603.0,1.0,9129.0,-57953615.67515924,27.203966005665723,8007.0
10052,9161,8051,7647,8592,9992,9557,1,627827723847.9508,96066964.0,772673557488.0,70054167.0,9557.0,1.0,9161.0,-57060773.01863123,21.23777777777778,8051.0
10029,9112,7972,7568,8303,9559,9340,1,586804871160.9314,93670860.0,761195804688.0,68959616.0,9340.0,1.0,9112.0,-56851525.5594581,203.04347826086956,7972.0
10013,9107,7924,7454,8082,8713,8725,1,525534792150.8714,87363425.0,747339299726.0,67883578.0,8725.0,1.0,9107.0,-54188233.297576986,-13.219696969696969,7924.0
10059,9178,8087,7732,8815,10050,9584,1,653125831680.9529,96405456.0,782350675092.0,70964296.0,9584.0,1.0,9178.0,-56008692.16075183,15.763157894736842,8087.0
10645,9862,8911,8718,10252,11810,10961,1,979543904691.0298,116679845.0,987889105950.0,85976916.0,10961.0,1.0,9862.0,-61699711.32039053,5.9248648648648645,8911.0
10729,9957,8977,8834,10480,11731,10779,1,997807610611.0046,115647891.0,1016894469794.0,87960138.0,10779.0,1.0,9957.0,-60054886.90921243,6.355542452830188,8977.0
10698,9893,8955,8818,10507,11501,10585,1,980594685795.9894,113238330.0,1009195444872.0,87236474.0,10585.0,1.0,9893.0,-58470183.039642654,6.716370558375634,8955.0
10649,9840,8810,8692,10464,11432,10333,1,939708211854.9703,110036117.0,985683239092.0,85529280.0,10333.0,1.0,9840.0,-56687630.86129399,7.09684065934066,8810.0
10517,9720,8697,8483,10217,11747,10753,1,931858130630.0225,113089301.0,938281632587.0,82454760.0,10753.0,1.0,9720.0,-59498507.14206048,5.4583756345177665,8697.0
10475,9667,8608,8469,10611,11855,10485,1,942120060256.001,109830375.0,929266318125.0,81869823.0,10485.0,1.0,9667.0,-55089993.32742797,4.87221189591078,8608.0
10444,9624,8619,8482,10660,11881,10302,1,931379867850.9865,107594088.0,925192267552.0,81630768.0,10302.0,1.0,9624.0,-53546921.384615384,5.0599214145383105,8619.0
10502,9672,8671,8438,10070,11446,10515,1,893356050856.0013,110428530.0,930643929752.0,81612336.0,10515.0,1.0,9672.0,-58897631.54365125,6.39209726443769,8671.0
10550,9730,8735,8535,10232,11753,10797,1,942789386494.0234,113908350.0,949966837500.0,83045550.0,10797.0,1.0,9730.0,-59924839.45449342,5.554012345679013,8735.0
10501,9698,8649,8446,10182,11768,10742,1,923668809141.023,112801742.0,931348874446.0,81909308.0,10742.0,1.0,9698.0,-59387044.53555325,5.433485078401619,8649.0
10500,9653,8679,8519,10493,11556,10211,1,912652706226.9725,107215500.0,939219750000.0,82233907.0,10211.0,1.0,9653.0,-54620893.79680839,6.059940652818991,8679.0
10474,9646,8604,8446,10415,11467,10186,1,895905708390.9727,106688164.0,926565693496.0,81470116.0,10186.0,1.0,9646.0,-54608451.806369126,6.059488399762047,8604.0
10434,9576,8551,8367,10436,11648,10197,1,890275362669.9773,106395498.0,910901534652.0,80122392.0,10197.0,1.0,9576.0,-54322280.98105484,5.566048034934497,8551.0
10427,9581,8540,8369,10477,11978,10365,1,908715978525.994,108075855.0,909897171401.0,80183389.0,10365.0,1.0,9581.0,-54855650.143735364,5.0659824046920825,8540.0
