B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
10217,9313,8251,7852,8562,9290,9256,1,673548897724.7986,1061.4446716899893,1965.999907987847,0.00010803802938634398,1.0,1.7752706495626276e+32,8319531398322.669,-1.504242899300818e+16,74307732.2760428
10276,9385,8277,7918,8624,9159,9091,1,660283804632.7128,1281.5181788404848,1998.999910298593,0.00010999890001099989,1.0,1.652137594443738e+32,8710476733058.443,-1.5413766883582926e+16,72197205.49669069
10244,9333,8232,7826,8525,9222,9196,1,666336303820.9822,1154.595532422468,2011.9999092495364,0.00010874293170943889,1.0,1.7059659729716654e+32,8325915761306.145,-1.5007017531356948e+16,73236973.84157032
10262,9367,8308,7913,8583,9064,9025,1,646093677585.9913,1329.5293468667255,1953.9999114627935,0.00011080332409972299,1.0,1.5577504601924365e+32,8664753951588.542,-1.529040169052847e+16,70802825.8617612
10233,9354,8290,7903,8637,9169,9029,1,659996292824.0469,1282.6559057694406,1942.9999101657195,0.00011075423634954037,1.0,1.6055732695784394e+32,8672302537229.563,-1.5335314307519198e+16,71032088.03635402
10261,9369,8305,7940,8639,9302,9224,1,679195843846.4075,1130.7558589550633,1955.9999088694985,0.00010841283607979184,1.0,1.7858243835436166e+32,8659129751659.142,-1.5430520580353402e+16,74262497.57834691
10286,9391,8344,7936,8682,9525,9538,1,709913719182.4626,842.7859317585302,1941.9999061985036,0.00010484378276368212,1.0,2.134554408808585e+32,8629047269850.308,-1.5653232470600134e+16,78987507.92269844
10306,9410,8347,7970,8700,9369,9310,1,691202290967.3774,1092.10246557797,1958.9999086395474,0.00010741138560687434,1.0,1.9050293271748607e+32,8737978195925.347,-1.5770716927319208e+16,75556917.25545742
10272,9415,8361,8017,8831,9805,9820,1,747147535304.6509,519.9498215196328,1910.9999017000882,0.00010183299389002036,1.0,2.5785403164963e+32,8990922665527.418,-1.6032048619547562e+16,84741749.34804246
10252,9363,8310,7933,8730,9312,9178,1,680201361255.0812,1158.6559278350514,1941.9999082630966,0.00010895619960775768,1.0,1.794949736712514e+32,8561628094631.83,-1.5659113275390526e+16,73431897.06610121
10296,9418,8391,8043,8850,9502,9385,1,709266593773.9115,995.0819827404757,1904.9999066258297,0.00010655301012253597,1.0,2.070313474459124e+32,8875758735235.855,-1.6196184577729378e+16,77216793.19006495
10350,9485,8446,8127,8980,9640,9593,1,730764421075.579,843.3796680497925,1903.9999047863967,0.00010424267695194412,1.0,2.3826599315593262e+32,9208411115076.926,-1.6782866528865406e+16,81140294.02264869
10276,9373,8318,7930,8676,9430,9336,1,698171854576.1058,1032.1060445387063,1957.9999077825141,0.00010711225364181662,1.0,1.9314140194741538e+32,8515031616282.793,-1.5586015426926502e+16,75784186.83915423
10314,9404,8354,7990,8795,9686,9572,1,736820524123.5605,826.5723724963865,1959.9999052695039,0.00010447137484329294,1.0,2.2839068802037525e+32,8512329607413.626,-1.6059952806672322e+16,79890402.8419757
10301,9403,8342,7969,8694,9482,9403,1,707085272866.3907,991.0010546298249,1958.9999076457025,0.00010634903754121026,1.0,2.011003979006637e+32,8691464411025.307,-1.5732209181395378e+16,77090803.80592893
10289,9416,8354,7977,8731,9480,9421,1,705282977796.5211,960.2936708860759,1934.999906992025,0.00010614584439019212,1.0,2.0403601644478628e+32,8919772514089.635,-1.5808132840192646e+16,77550009.5534962
10294,9427,8354,7980,8787,9671,9550,1,733515743775.1025,826.7008582359632,1939.999905205923,0.00010471204188481675,1.0,2.24821716265521e+32,8934869669336.74,-1.5975970815275144e+16,79773002.79173657
10274,9389,8349,7921,8676,9415,9422,1,693935177090.4874,949.7334041423261,1924.9999072424944,0.00010613457864572278,1.0,1.9948620772772777e+32,8697266454629.784,-1.5606612966801182e+16,76959261.88943432
10323,9452,8428,8123,9087,9895,9692,1,767970857097.8146,698.6595250126327,1894.9999019387215,0.00010317787866281469,1.0,2.639222784275838e+32,8906447559348.943,-1.698118979227183e+16,82887623.46729869
10253,9417,8368,8015,8845,9736,9558,1,740431969452.1478,767.2411668036154,1884.9999038960414,0.00010462439840970913,1.0,2.2925867180502494e+32,9179624238893.85,-1.6021545063727256e+16,80358059.8121206
10287,9402,8366,8013,8897,9532,9445,1,711405827729.8768,929.6273604699958,1920.9999050816423,0.00010587612493382742,1.0,2.1653318825625366e+32,8664946757179.578,-1.627429146540647e+16,78084074.88900128
10321,9445,8409,8100,9049,9923,9671,1,773235603319.0303,716.159427592462,1911.999902302363,0.00010340192327577293,1.0,2.6065551826935473e+32,8835395779158.072,-1.6848121321352984e+16,82435929.1281096
10299,9407,8392,8081,8955,9583,9316,1,723334231968.5908,1050.3934049879995,1906.9999062784464,0.000107342206955775,1.0,2.0875380365367746e+32,8676660628231.476,-1.6508240096109238e+16,76324198.71952285
10275,9382,8354,7981,8866,9547,9334,1,715715123551.5797,1016.5993505813344,1920.999906170935,0.00010713520462824085,1.0,2.0539738157501847e+32,8511802097536.086,-1.6142519772885702e+16,75990631.18235351
10311,9420,8421,8087,8973,9621,9359,1,729652011978.9855,1018.8903440390811,1889.999906200208,0.00010684902233144567,1.0,2.1455126624218306e+32,8714180552533.86,-1.6622938754077992e+16,76838842.52190167
10679,9919,9198,9181,11995,13078,11378,1,1369485704296.25,-724.6552989753785,1480.9998698897216,8.788890841975744e-05,1.0,1.315238525451302e+33,10528361938552.023,-2.895751587955792e+16,120014707.30045827
10804,10021,9123,8839,10795,11349,10502,1,1051752936294.0916,316.15666578553174,1680.9998935396634,9.521995810321844e-05,1.0,6.4066899022027595e+32,11283372193478.21,-2.5041798426820324e+16,99104911.03668778
10792,10014,9185,9026,11345,11892,10637,1,1153311669214.6646,157.56769256643122,1606.9998871918106,9.401146939926671e-05,1.0,7.955034806921207e+32,11078045442062.797,-2.7102578924900664e+16,103162269.50096755
10666,9904,9135,8987,11593,12175,10482,1,1200737176753.728,178.77092402464066,1530.999883069373,9.540164090822362e-05,1.0,8.063589594076572e+32,10534672026979.791,-2.73228522473711e+16,100360613.19874471
10681,9904,9098,8964,11433,11957,10460,1,1157457067676.7158,218.50480889855314,1582.999884781524,9.560229445506692e-05,1.0,7.596656694303386e+32,10477752201897.104,-2.676238561957022e+16,99948786.95505302
10683,9937,9201,9194,11850,12716,11118,1,1298759522114.6042,-445.91262975778545,1481.9998745347275,8.994423457456378e-05,1.0,1.1230886859032338e+33,10960924918201.658,-2.84433826144301e+16,114881802.98418763
10769,9987,9105,8761,10910,11487,10543,1,1073389794141.34,235.71916079045877,1663.999891067304,9.484966328369534e-05,1.0,6.782755567898318e+32,10881284135112.242,-2.5278691430081224e+16,99179433.10874228
10810,10000,9078,8745,10584,11537,10869,1,1082799818187.1371,-64.74300078009881,1731.9998915579163,9.200478424878093e-05,1.0,7.226066265801564e+32,10887003887102.713,-2.438109757939332e+16,105265565.40585561
10704,9967,9190,9084,11496,12188,10775,1,1200725899543.4229,-72.0019691499836,1513.999882359647,9.280742459396751e-05,1.0,8.798652308165625e+32,11371900252853.373,-2.722266100474392e+16,106850694.13624452
10666,9941,9229,9255,12120,12769,10829,1,1315130973613.177,-158.65980108074243,1436.9998749933347,9.234463015975621e-05,1.0,1.0661124668614393e+33,11119309166420.021,-2.9422678280767428e+16,109594949.5192152
10681,9907,9165,9073,11811,12981,11200,1,1356114946093.6194,-529.1553039057084,1515.9998734831443,8.928571428571429e-05,1.0,1.1886584273544284e+33,10289646328577.957,-2.823215003467911e+16,115173303.07469676
10678,9923,9166,9079,11905,13547,11744,1,1464028814204.4988,-1126.9839816933638,1511.999866221675,8.5149863760218e-05,1.0,1.546898645958443e+33,10453870710423.633,-2.846608707371434e+16,126944878.19415891
10666,9936,9218,9161,11838,13317,11576,1,1417084983599.438,-952.1618983254486,1447.999869323652,8.638562543192812e-05,1.0,1.3962305066689823e+33,11063027973146.049,-2.827725512881362e+16,124051981.09781662
10832,9977,9045,8729,10457,11424,10889,1,1062294552921.276,-63.53125,1786.9998927075321,9.18357975939021e-05,1.0,7.024655788421452e+32,10410586526506.049,-2.396957551547633e+16,105386871.23194097
10730,9928,9022,8726,10548,11576,10933,1,1079433274959.9917,-225.23600552868004,1707.999888978471,9.146620323790359e-05,1.0,7.332112215185772e+32,10710603056786.04,-2.3812900156526468e+16,106959060.24536435
10621,9892,9133,9058,11768,12403,10737,1,1233864780277.4905,-115.42014028863984,1487.9998773574025,9.313588525658937e-05,1.0,9.335322830535696e+32,10862830006443.527,-2.7729320751610572e+16,106479614.10195708
10605,9931,9270,9272,12060,12614,10700,1,1277318891822.364,-91.35484382432219,1334.9998762258347,9.345794392523364e-05,1.0,9.76836340919102e+32,11936954942861.258,-2.8918580478899024e+16,107227459.5159495
10639,9849,9123,9068,11890,12720,10841,1,1302078526828.5203,-199.44323899371068,1515.9998751720304,9.224241306152569e-05,1.0,1.0305432721170412e+33,9853182071928.969,-2.8262547048175124e+16,108135346.55210261
10631,9875,9116,9060,11735,12946,11229,1,1340222953196.6543,-616.2919820794068,1514.9998720996828,8.905512512245079e-05,1.0,1.1758399066905227e+33,10438918880017.998,-2.7615528610850696e+16,116395672.6702897
10675,9950,9228,9263,12095,13011,11243,1,1357655662790.9436,-578.7828760279763,1446.9998706862425,8.894423196655697e-05,1.0,1.262903092555488e+33,11169946512554.713,-2.9366292211168304e+16,118258208.42378406
10759,9917,8922,8534,10079,11140,10884,1,1000441030522.4374,-144.1427289048474,1836.9998937815544,9.187798603454613e-05,1.0,6.272773909123043e+32,10377559553938.248,-2.2190441816993716e+16,104433483.29563907
10655,9791,8845,8618,10947,11823,10195,1,1139369839351.8792,449.1837942992472,1809.999888858154,9.80872976949485e-05,1.0,6.2966612694559e+32,9019357698167.38,-2.4576902277956036e+16,93049397.9009111
10599,9732,8759,8469,10100,11323,10330,1,1033323923982.2367,282.73151991521684,1839.9998939678953,9.680542110358179e-05,1.0,5.204271479502716e+32,9336903118963.934,-2.1465486678499164e+16,94727142.7252203
10651,9912,9171,9115,11806,12836,11245,1,1317339352256.5383,-616.3513555624805,1479.999872395856,8.89284126278346e-05,1.0,1.1808925622185501e+33,10838896430270.895,-2.80600853973992e+16,116949284.62423366
10627,9877,9122,9088,11857,12765,11068,1,1303015547082.9321,-449.6023501762632,1504.9998726108206,9.035056017347307e-05,1.0,1.1139727189598386e+33,10480151733154.518,-2.806802917159118e+16,113421987.27847198
10634,9768,8849,8620,10831,11659,10295,1,1100399598611.6555,341.3842525087915,1784.9998885686473,9.713453132588636e-05,1.0,6.241734608666284e+32,9044324085160.725,-2.407449828040929e+16,94827200.22725348
10585,9785,9022,8949,11575,12366,10726,1,1222956664739.595,-141.72974284327995,1562.999877178543,9.323140033563304e-05,1.0,8.97840722938651e+32,9617449454355.273,-2.669173864089352e+16,105482487.9428701
10610,9732,8858,8609,12516,12499,9888,1,1264080807808.011,630.6741339307144,1751.9998758897727,0.00010113268608414239,1.0,8.234889249868482e+32,7551880127286.6875,-3.010976768486576e+16,87151220.30577722
10692,9914,9048,8828,10798,11671,10746,1,1097962021023.3907,-57.57655727872505,1643.9998878189072,9.305788200260562e-05,1.0,7.230214682702069e+32,10882487721010.47,-2.417355794100404e+16,104461469.36144777
10706,9917,8954,8634,10226,11020,10621,1,977869994235.1952,94.78039927404718,1751.9998941722333,9.415309292910272e-05,1.0,5.721632392748521e+32,11038961683733.049,-2.252273510039073e+16,100748907.38225871
10626,9746,8819,8589,10442,11502,10191,1,1074336312472.6432,437.3069900886802,1806.9998931335158,9.812579727210284e-05,1.0,5.4122098028176595e+32,9143969356172.766,-2.264905956319382e+16,92762065.03267972
10590,9733,8785,8511,10121,11292,10328,1,1026506889982.6313,275.43411264612115,1804.9998939023008,9.682416731216111e-05,1.0,5.179352768632184e+32,9492548990975.229,-2.1533995846850596e+16,94968814.15979624
10672,9827,8872,8687,11022,12621,10782,1,1291577878389.2783,-110.61880991997465,1799.999882389373,9.274717121127805e-05,1.0,8.700671718286698e+32,9289583998154.922,-2.4898256990692496e+16,104805888.96785435
10559,9703,8782,8549,12068,12699,10299,1,1299458714920.4875,241.92141113473502,1776.9998730620882,9.709680551509855e-05,1.0,9.06165651491545e+32,7822294625464.394,-2.8044330231169444e+16,94875498.94490592
10537,9661,8743,8534,10964,11957,10308,1,1148032207925.573,227.3912352596805,1793.9998835742626,9.701202949165696e-05,1.0,6.676984033751408e+32,8357859107474.783,-2.3965490750594268e+16,95083509.78148651
10614,9834,9074,9024,11678,12402,10796,1,1231227391746.0066,-183.70230607966457,1539.9998766683893,9.262689885142645e-05,1.0,9.412446982244575e+32,10044506900421.838,-2.728160154415464e+16,107384317.1317029
10576,9833,9106,9081,11725,12204,10621,1,1187580169627.3882,-44.749262536873154,1469.9998777334295,9.415309292910272e-05,1.0,8.63042126410652e+32,10563759839910.205,-2.730411305695848e+16,104583568.03833717
10679,9832,8888,8651,10727,11796,10659,1,1124208868593.4302,21.074940657850117,1790.9998871946955,9.381743127873159e-05,1.0,7.124659611211932e+32,9560252659397.555,-2.3745540143989976e+16,101804879.11969118
10630,9907,9186,9206,12007,12844,11120,1,1318026770916.0063,-498.0115228900654,1443.9998713687983,8.992805755395684e-05,1.0,1.1674882117482889e+33,11020875233049.49,-2.873232146938357e+16,115486108.91258162
10614,9861,9115,9057,11748,12748,11189,1,1294300740877.5442,-598.229133981801,1498.99987199104,8.937349182232549e-05,1.0,1.1358334495976124e+33,10426478022129.459,-2.7577667873804588e+16,115563217.45805946
10667,9833,8896,8726,11274,12220,10275,1,1220614938206.3254,373.84353518821604,1770.9998855593021,9.732360097323601e-05,1.0,7.229419527758467e+32,9310757548511.57,-2.5858349457605372e+16,95452141.73729715
10649,9810,8841,8631,10673,11662,10206,1,1107733878737.9414,439.54321728691474,1807.9998913516774,9.798157946306095e-05,1.0,5.8392378956605366e+32,9592977139903.412,-2.358535848003095e+16,93667348.3093931
10641,9778,8854,8652,10952,11625,10087,1,1099186852727.6715,539.4649462365592,1786.9998898077502,9.913750371765638e-05,1.0,5.882730982147955e+32,9059278129750.125,-2.454421511258436e+16,91353283.44216236
10644,9806,8883,8675,10644,11595,10314,1,1090462905640.929,334.26908150064685,1760.999890915613,9.695559433779329e-05,1.0,5.9657687794510425e+32,9700423339409.496,-2.3500371545320356e+16,95699459.59415343
10628,9792,8842,8620,10433,11571,10455,1,1080801404942.7963,180.43073200241983,1785.9998907856661,9.564801530368245e-05,1.0,6.010639769153149e+32,9772410500405.45,-2.348499415662882e+16,98171394.9184742
10647,9816,8871,8617,10442,11658,10609,1,1095952435285.7876,40.24583976668382,1775.9998898381928,9.425959091337543e-05,1.0,6.4505025071579785e+32,9883172371777.506,-2.29613323180972e+16,100786303.05353168
10653,9926,9247,9326,12347,13080,11136,1,1370442398951.6333,-480.9690366972477,1405.9998689774766,8.979885057471264e-05,1.0,1.2765387798310452e+33,10936610355564.193,-3.024213949166614e+16,116525768.47386044
10640,9791,8867,8668,10868,11997,10554,1,1163387638506.084,87.74910394265233,1772.9998857367027,9.475080538184574e-05,1.0,7.196528750575478e+32,9293325358791.762,-2.422771224766836e+16,100189688.81199624
10707,9834,8917,8716,11190,12292,10442,1,1236526871945.123,257.99341034819395,1789.9998856965321,9.576709442635512e-05,1.0,7.659819395421556e+32,8992095371172.986,-2.5771380465798428e+16,97878566.53268321
10672,9875,8937,8642,10373,11174,10620,1,1002653674765.1398,57.25398245928047,1734.9998917705361,9.416195856873824e-05,1.0,6.005130176990586e+32,10631619258472.08,-2.2880352021878076e+16,100907747.04772131
10633,9837,8978,8813,10903,11646,10591,1,1088424069125.0719,44.01236476043277,1654.9998862394314,9.441979038806533e-05,1.0,6.950355544668765e+32,10261118948586.686,-2.4454145808570676e+16,101855974.59467265
10573,9810,9059,9033,11696,12566,10940,1,1256945811364.863,-374.4474773197517,1513.9998736492107,9.140767824497257e-05,1.0,1.0084416876716038e+33,10142895330127.701,-2.7112736992688436e+16,110719117.68878609
10591,9816,9036,8953,11532,12422,11007,1,1227090333063.6743,-434.6198679761713,1554.9998747656573,9.085127646043427e-05,1.0,9.914310902841178e+32,10037228357645.44,-2.657034939549204e+16,111248430.69346842
10691,9825,8884,8696,10751,11986,10649,1,1165234400174.3792,43.499749707992656,1806.9998872510569,9.3905531035778e-05,1.0,7.290182034678476e+32,9392016541306.113,-2.3960066434597524e+16,102001092.61413376
10594,9861,9092,9004,11531,12561,11246,1,1250566801144.7817,-695.5497173791896,1501.9998729175186,8.892050506846879e-05,1.0,1.0889177866080064e+33,10797177310273.252,-2.6621803496218388e+16,116573929.99939497
10671,9826,8933,8773,11402,12534,10623,1,1276811843731.3665,47.153662039253234,1737.9998809249846,9.413536665725312e-05,1.0,8.724443977304814e+32,9127646341049.303,-2.6379577814169256e+16,102041891.66194576
10612,9826,9023,8884,11301,12019,10898,1,1148918075744.5344,-303.94192528496546,1588.999878795641,9.175995595522115e-05,1.0,8.752567626987432e+32,10064384221338.232,-2.5821040422174932e+16,108266853.0537553
10533,9744,8935,8758,11097,11779,10483,1,1104514928174.092,51.06970031411834,1597.999882647473,9.539254030334827e-05,1.0,7.010502658276674e+32,9727322893052.148,-2.463625967781403e+16,99638608.27562523
10571,9796,8981,8798,11051,11913,10779,1,1128927115951.4756,-219.5933853773189,1589.999881307518,9.277298450691158e-05,1.0,7.868618639371477e+32,10164949450735.879,-2.4674499848690096e+16,105466074.74250358
10668,9803,8894,8751,11794,12421,10301,1,1256539319038.3115,345.9331776829563,1773.9998799734367,9.707795359673819e-05,1.0,8.30185008245946e+32,8551753687629.763,-2.7757236272258228e+16,95929763.92380272
10656,9868,9053,8946,11534,12691,11336,1,1283788164616.965,-729.7234260499566,1602.9998728082792,8.821453775582216e-05,1.0,1.1561167922465717e+33,10030931543361.963,-2.6861419753138092e+16,117587104.56313258
10672,9890,9073,8969,11545,12479,11054,1,1249141129494.6848,-399.0199535219168,1598.9998764988923,9.04649900488511e-05,1.0,1.0248677371566187e+33,10228044378429.701,-2.7071647173761164e+16,111930517.21196125
10679,9931,9228,9224,12132,12982,11094,1,1356396424573.068,-414.2967185333539,1450.999872105518,9.013881377321075e-05,1.0,1.2055645211013934e+33,10689846315558.264,-2.953430543134206e+16,114397486.72153242
10682,9798,8891,8734,11604,12230,10319,1,1217640569083.2085,348.6640228945217,1790.999881970769,9.690861517588914e-05,1.0,7.897732491493391e+32,8504289896770.791,-2.7124283802238216e+16,95935815.36893083
10636,9772,8863,8690,11287,12088,10309,1,1185711987145.6199,317.9918100595632,1772.999883946657,9.70026190707149e-05,1.0,7.2370863641799e+32,8781399191793.697,-2.571186686919179e+16,95727253.34601404
10639,9787,8843,8633,10753,11911,10500,1,1147777762891.9026,141.8707917051465,1795.999887197766,9.523809523809524e-05,1.0,6.83334493209226e+32,9299028404406.586,-2.378513832676343e+16,99003415.48370409
10652,9800,8870,8640,10467,11786,10572,1,1123295460121.117,83.31240454776854,1781.9998900504524,9.458948164964055e-05,1.0,6.4900757409780854e+32,9621412753606.426,-2.3125029920969904e+16,100152239.5302614
10656,9847,8939,8734,10785,12062,10717,1,1175147733138.6172,-63.18976952412535,1716.9998861282438,9.330969487729775e-05,1.0,7.516833408323721e+32,10076123199106.582,-2.390449255140741e+16,103691535.18125083
10669,9839,8912,8714,10755,11878,10681,1,1139411069977.1445,-12.577875063141944,1756.999886760037,9.362419249133976e-05,1.0,7.251366185756641e+32,9834186331058.773,-2.384680574881727e+16,102862220.40840939
10647,9811,8915,8756,12180,12416,10187,1,1248336290730.408,424.5441365979381,1731.9998772227955,9.816432708353784e-05,1.0,8.537614487019545e+32,8564450352819.159,-2.911828565094078e+16,93911719.06933565
10696,9836,8897,8738,10936,12222,10531,1,1218695939055.7021,164.23048600883652,1798.9998868533403,9.495774380400722e-05,1.0,7.439327308813905e+32,9373593574808.324,-2.4771858016240212e+16,100153340.86103824
10636,9778,8846,8617,11981,12523,10166,1,1276722005004.6084,431.08041204184303,1789.9998782862676,9.836710603974032e-05,1.0,8.32368373777619e+32,8190987662014.546,-2.8219179528122452e+16,92541741.38176167
10625,9760,8839,8611,11444,12597,10569,1,1284916489866.527,54.675240136540445,1785.9998787865716,9.46163307786924e-05,1.0,8.759963161307058e+32,8444740253327.209,-2.6184216723642332e+16,99954091.69922826
10640,9778,8812,8583,10493,11864,10512,1,1138908632021.7148,131.75455158462574,1827.9998894325527,9.512937595129377e-05,1.0,6.476087951085602e+32,9321296380661.152,-2.3853783761385772e+16,98901890.23284051
10711,9841,8909,8689,10565,11835,10524,1,1141791592014.9255,191.80337980566117,1801.9998912169212,9.50209045990118e-05,1.0,6.568074880170465e+32,9574920704227.04,-2.3208758146665868e+16,99236639.5130474
10673,9825,8883,8718,10763,12120,10502,1,1195940457916.709,171.01410891089108,1789.999888294984,9.521995810321844e-05,1.0,6.99938695787225e+32,9580574648815.924,-2.4023322956374412e+16,99634049.4154032
10662,9813,8894,8749,10984,12110,10614,1,1187291912732.0232,48.8878612716763,1767.999884690491,9.42151874882231e-05,1.0,7.621464252424877e+32,9393199530487.5,-2.4774173772295332e+16,101986893.87796885
10624,9769,8849,8733,11278,12429,10449,1,1253812296840.649,169.64960978357067,1774.9998820123637,9.570293808019905e-05,1.0,7.892223339517989e+32,8898266015146.312,-2.56003858713879e+16,99069740.038173
10721,9824,8854,8676,11250,12315,10381,1,1244251776023.747,328.76329679252945,1866.9998852423614,9.63298333493883e-05,1.0,7.666749333310031e+32,8638443195094.894,-2.5976696564526344e+16,96754286.2445544
10630,9751,8783,8512,11317,11733,10050,1,1114783938608.4468,559.4357794255519,1846.9998853991165,9.950248756218906e-05,1.0,6.4185047043494845e+32,8318233548473.812,-2.569165532531422e+16,89782551.01459177
10613,9749,8826,8635,11670,12479,10320,1,1263078181464.6638,277.38616876352273,1786.9998788536595,9.689922480620156e-05,1.0,8.233837377791522e+32,8305312185496.744,-2.692910649247065e+16,95705838.00411703
10618,9741,8788,8575,10745,11851,10417,1,1134834710126.2378,204.30731583832588,1829.9998870272775,9.599692809830087e-05,1.0,6.59281944089696e+32,8839942095267.3,-2.3612804691252964e+16,97129270.31927446
10671,9814,8851,8599,10328,11467,10300,1,1070400355439.5724,380.1237464027208,1819.9998944517902,9.70873786407767e-05,1.0,5.495227961197521e+32,9707702691936.785,-2.2017618261074324e+16,94782696.36482784
10619,9781,8868,8707,11005,12374,10492,1,1241800930189.9646,124.35202844674318,1750.9998845336595,9.531071292413267e-05,1.0,7.516826275489385e+32,9281174855784.602,-2.462925249375227e+16,99545074.26222345
10573,9718,8775,8632,11161,12346,10319,1,1233811231152.7644,244.0630163615746,1797.9998825921502,9.690861517588914e-05,1.0,7.289031252844401e+32,8677192396731.443,-2.4854438783403536e+16,96266986.1173454
10717,9837,8902,8773,11558,12299,10317,1,1238925354030.9365,381.55947638019353,1814.9998833722038,9.69274013763691e-05,1.0,7.894025608662013e+32,8744378067737.038,-2.7147125676746228e+16,96275281.31654161
10674,9786,8853,8637,10503,11836,10481,1,1138494816447.8455,197.45158837445084,1820.999890863197,9.541074324968993e-05,1.0,6.385641520784054e+32,9194223292778.041,-2.245087067584354e+16,98246257.47770798
10737,9872,8883,8711,11112,11989,10225,1,1182560221201.4578,493.9781466344149,1853.999889049317,9.779951100244499e-05,1.0,6.751637627491997e+32,9270173213721.662,-2.5596125393715692e+16,94257083.05523929
