B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
10096,9193,8204,7765,8995,8838,8182,1,75217126,8182,-3940150757559177.5,0.2426644481312317,142162250.0,72312516.0,0.8900250190362232,0.9105586370839936,8204.0
10030,9196,8252,7877,9804,9524,8718,1,80170728,8718,-4766244811161879.0,0.2391745329392952,156174252.0,83030232.0,0.9480208786428882,0.9168494516450648,8252.0
10098,9214,8202,7761,8870,8664,8374,1,77158036,8374,-4187706591257679.5,0.2412778492842754,147281912.0,72552336.0,0.9088343824614716,0.9124579124579124,8202.0
10138,9240,8198,7745,8640,8635,8334,1,77006160,8334,-4207702455349766.0,0.24138741006554404,146461716.0,71964090.0,0.9019480519480519,0.9114223712763859,8198.0
10099,9175,8132,7654,8398,8433,8122,1,74519350,8122,-3877705929101609.5,0.2425362891885296,140486234.0,68492826.0,0.8852316076294278,0.9085057926527379,8132.0
10069,9139,8114,7702,8906,9015,8493,1,77617527,8493,-4467153361789295.5,0.23888593186568152,149748576.0,76564395.0,0.9293139293139293,0.9076373026119774,8114.0
10177,9265,8204,7753,8537,8550,8374,1,77585110,8374,-4272271094444875.0,0.24089023225241368,147708986.0,71597700.0,0.9038316243928765,0.9103861648815957,8204.0
10146,9222,8168,7680,8405,8197,8023,1,73988106,8023,-3643536044500386.0,0.24360996885901331,138356635.0,65764531.0,0.8699848189112991,0.908929627439385,8168.0
10073,9184,8100,7643,8477,8160,7964,1,73141376,7964,-3473503075956846.5,0.24307531799123025,136566672.0,64986240.0,0.8671602787456446,0.9117442668519805,8100.0
10072,9160,8058,7548,8318,7959,7629,1,69881640,7629,-3011513514234823.0,0.2456931826835893,128083281.0,60719211.0,0.8328602620087336,0.90945194598888,8058.0
10169,9255,8185,7749,8481,8505,8323,1,77029365,8323,-4185244304018314.5,0.24080608075930196,146301694.0,70787115.0,0.8992976769313884,0.9101189890844724,8185.0
10135,9227,8155,7678,8395,8162,7953,1,73382331,7953,-3524879495904920.0,0.2438404162962738,136632540.0,64912386.0,0.861926953506015,0.910409472126295,8155.0
10130,9208,8145,7671,8627,8325,8049,1,74115192,8049,-3625392456318568.0,0.24298198657438871,138901593.0,67007925.0,0.8741311902693311,0.9089832181638697,8145.0
10180,9295,8274,7853,8642,8570,8294,1,77092730,8294,-4167076577996163.0,0.24207136194726753,145883166.0,71079580.0,0.8923076923076924,0.9130648330058939,8274.0
10145,9259,8211,7807,8686,8565,8255,1,76433045,8255,-4039031658719555.5,0.24140057783811786,144578070.0,70704075.0,0.891564963818987,0.912666338097585,8211.0
10250,9365,8267,7863,8496,9203,9241,1,86541965,9241,-6238260463820924.0,0.23474476308446315,171938046.0,85044923.0,0.986759209823812,0.9136585365853659,8267.0
10224,9309,8261,7890,8600,9400,9391,1,87420819,9391,-6636391229242929.0,0.2333934598730318,175611700.0,88275400.0,1.0088086797722633,0.9105046948356808,8261.0
10225,9308,8222,7789,8304,8830,8902,1,82859816,8902,-5447986189765655.0,0.23691120626053955,162105420.0,78604660.0,0.9563816072195961,0.9103178484107579,8222.0
10253,9373,8298,7901,8590,9203,9112,1,85406776,9112,-5954526251442376.0,0.23595976843497005,168435320.0,83857736.0,0.9721540595327003,0.9141714620111187,8298.0
10263,9352,8276,7874,8449,8914,8913,1,83354376,8913,-5471114205868932.0,0.23697692800590633,162795945.0,79450482.0,0.9530581693755347,0.9112345318133099,8276.0
10217,9313,8251,7852,8562,9290,9256,1,86201128,9256,-6289813094647513.0,0.23455644264339726,171874664.0,85988240.0,0.993879523247074,0.9115200156601743,8251.0
10276,9385,8277,7918,8624,9159,9091,1,85319035,9091,-5824880195768708.0,0.23512189941249037,167965316.0,83264469.0,0.9686734150239744,0.9132931101595951,8277.0
10244,9333,8232,7826,8525,9222,9196,1,85826268,9196,-6108297635579150.0,0.23458307554822502,170392684.0,84805512.0,0.9853209043180113,0.9110698945724326,8232.0
