B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
10020,9223,8695,7595,6064,5257,5126,0,248615898170.24185,7595.0,44570570.0,-2.321565915418648e-08,13686.527878912024
10010,9206,8652,7515,6074,5249,5125,0,247731407061.24908,7515.0,44341500.0,-2.3345649942153377e-08,13353.539672045368
10004,9175,8536,7373,6075,5254,5123,0,247034838149.26282,7373.0,43729928.0,-2.365893553482574e-08,12576.768342769741
10015,9204,8656,7866,6134,5289,5138,0,250197283751.2144,7866.0,44474528.0,-2.2391653585584917e-08,14190.531989996609
10032,9245,8768,8094,6141,5269,5146,0,250752523289.193,8094.0,45120128.0,-2.1772721818729953e-08,15122.918079975309
10028,9213,8580,7566,6116,5276,5149,0,250360547951.24533,7566.0,44178420.0,-2.3009701838626883e-08,13057.686562987092
9988,9178,8428,7256,6081,5270,5117,0,247576715203.27338,7256.0,43126076.0,-2.3708132306693837e-08,11902.566577793903
9991,9169,8605,7651,6157,5321,5151,0,251387169843.23404,7651.0,44324355.0,-2.30653013262876e-08,13471.566107707607
10002,9202,8590,7391,6069,5261,5125,0,248189120429.2609,7391.0,44023750.0,-2.3631212444148383e-08,12804.305110309775
10006,9189,8578,7392,6054,5256,5121,0,247409726705.26105,7392.0,43927938.0,-2.3727682647311757e-08,12773.439204726616
10004,9187,8551,7418,6069,5260,5120,0,247495492436.25833,7418.0,43781120.0,-2.354243267690027e-08,12744.673931799822
10019,9163,8506,7321,6077,5263,5128,0,247375068709.26913,7321.0,43618768.0,-2.3847819474826412e-08,12301.926950985875
9996,9162,8415,7188,6093,5273,5123,0,247575509027.28076,7188.0,43110045.0,-2.3927552435959792e-08,11676.663908284027
10021,9190,8507,7461,6093,5276,5148,0,249686372449.25534,7461.0,43794036.0,-2.3376488796563108e-08,12520.43866895483
10026,9207,8629,7463,6058,5265,5130,0,248755453352.2555,7463.0,44266770.0,-2.3593396497146396e-08,13074.92085196187
9992,9204,8672,7786,6125,5290,5142,0,250439477807.2206,7786.0,44591424.0,-2.2679037950458356e-08,14060.399340868775
9994,9172,8509,7444,6141,5314,5156,0,251381525795.25497,7444.0,43872404.0,-2.344530126443272e-08,12534.50486435619
10015,9167,8353,7046,6063,5258,5129,0,247294813044.2963,7046.0,42842537.0,-2.4281187090324918e-08,11011.58680742926
10016,9179,8380,7082,6060,5262,5122,0,247468997575.2928,7082.0,42922360.0,-2.4169693400838164e-08,11224.137632693077
10002,9189,8434,7143,6043,5256,5124,0,247553295641.28568,7143.0,43215816.0,-2.4151114100192376e-08,11567.134874047042
10020,9199,8545,7343,6048,5248,5133,0,247881120270.26703,7343.0,43861485.0,-2.3786159290788455e-08,12428.000763790835
10020,9251,8701,7908,6151,5260,5151,0,250729492210.2106,7908.0,44818851.0,-2.1984120611943455e-08,14375.810921547272
10027,9199,8611,7407,6053,5258,5125,0,247966965338.26114,7407.0,44131375.0,-2.3728994964079634e-08,12894.730926194796
10022,9190,8555,7349,6056,5256,5118,0,247291531969.26654,7349.0,43784490.0,-2.3760555337386207e-08,12575.34566509739
10023,9187,8560,7446,6051,5260,5120,0,247495575119.25696,7446.0,43827200.0,-2.3587677913472338e-08,12814.259871495324
9984,9173,8479,7272,6078,5264,5129,0,247740118554.27145,7272.0,43488791.0,-2.3859573955294868e-08,12095.249392653852
10009,9148,8398,7149,6097,5258,5138,0,247215570295.2856,7149.0,43148924.0,-2.4073648483579915e-08,11445.33119342674
10013,9201,8564,7325,6047,5265,5120,0,248108314163.26828,7325.0,43847680.0,-2.3868164617369332e-08,12535.689196418141
10026,9176,8441,7173,6066,5252,5134,0,247496989783.28442,7173.0,43336094.0,-2.4068351435164133e-08,11625.046230562453
10043,9177,8381,7106,6072,5263,5119,0,247317195005.29227,7106.0,42902339.0,-2.4040970944850612e-08,11284.832642877584
10011,9160,8351,7043,6057,5261,5129,0,247246903199.29633,7043.0,42832279.0,-2.437334977174507e-08,11002.427165199402
9975,9170,8540,7513,6140,5301,5143,0,250080416109.24667,7513.0,43921220.0,-2.3248669495831692e-08,12913.495121037166
10022,9246,8857,8213,6202,5281,5141,0,251107287587.18033,8213.0,45533837.0,-2.1382826886074358e-08,15892.226439471819
10098,9297,8914,8532,6992,5530,5244,0,269689551497.1549,8532.0,46745016.0,-1.8487208319458422e-08,16953.68817244602
10003,9198,8602,7422,6055,5252,5128,0,247802011883.25787,7422.0,44111056.0,-2.3658213948478167e-08,12903.667288309767
9984,9168,8446,7380,6182,5309,5159,0,251180985935.26068,7380.0,43572914.0,-2.3271568068389784e-08,12159.84102109856
10023,9208,8580,7696,6632,5335,5179,0,254495722359.23203,7696.0,44435820.0,-2.0572532831691313e-08,13682.770255978176
10018,9146,8403,7166,6099,5259,5133,0,246968066099.28455,7166.0,43132599.0,-2.4020849130908613e-08,11525.195348743073
10005,9169,8443,7240,6058,5263,5115,0,246909140271.2762,7240.0,43185945.0,-2.393211052816188e-08,11908.458761455837
10003,9187,8545,7386,6051,5261,5119,0,247494141947.26147,7386.0,43741855.0,-2.3710682659091706e-08,12634.143259996636
10031,9189,8523,7290,6070,5257,5127,0,247746117617.2731,7290.0,43697421.0,-2.3820900860285803e-08,12259.727535110142
10023,9188,8552,7339,6063,5258,5125,0,247669908775.2676,7339.0,43829000.0,-2.379337799593908e-08,12509.784543658308
10019,9177,8538,7320,6073,5252,5128,0,247235666537.26923,7320.0,43782864.0,-2.3816989094476107e-08,12414.558125571682
10032,9188,8498,7245,6068,5264,5120,0,247710115463.27765,7245.0,43509760.0,-2.3895080925764847e-08,12083.69917765577
10035,9177,8420,7163,6042,5259,5121,0,247226168342.286,7163.0,43118820.0,-2.4141446097228047e-08,11550.449265726656
9990,9195,8637,7755,6144,5286,5146,0,250199563634.22357,7755.0,44446002.0,-2.2643114315198674e-08,13844.478502745878
10062,9273,8899,8554,6451,5280,5139,0,251695360586.14966,8554.0,45731961.0,-1.9496637358830737e-08,17089.28942524463
10003,9149,8339,7044,6072,5246,5129,0,246246002876.2957,7044.0,42770731.0,-2.4272111973381506e-08,10988.277137255383
10008,9162,8370,7078,6053,5263,5126,0,247250386295.29263,7078.0,42904620.0,-2.4325373897562388e-08,11173.676829255215
10163,9417,9159,9283,8329,5535,5262,0,274357976192.08636,9283.0,48194658.0,-1.3420788334213075e-08,20962.687167403492
10007,9159,8354,7066,6075,5262,5126,0,247122331193.29376,7066.0,42822604.0,-2.4210320297710607e-08,11103.546729806527
10016,9180,8391,7118,6066,5264,5122,0,247590098819.28918,7118.0,42978702.0,-2.4064623669366655e-08,11357.715550018234
9999,9191,8497,7239,6081,5253,5115,0,247031948071.27588,7239.0,43462155.0,-2.3756113718331993e-08,12131.936204589947
10005,9189,8485,7251,6074,5257,5125,0,247649155289.2751,7251.0,43485625.0,-2.380969413540806e-08,12050.03021918163
10031,9192,8484,7260,6060,5257,5127,0,247826642615.2761,7260.0,43497468.0,-2.3852808851478203e-08,12016.109671487091
10023,9200,8511,7324,6076,5262,5124,0,248133190799.2691,7324.0,43610364.0,-2.3610266178165138e-08,12308.361257039724
10016,9181,8510,7301,6075,5267,5128,0,248049375165.27087,7301.0,43639280.0,-2.3824814761096915e-08,12254.263318276564
10009,9174,8451,7204,6073,5261,5118,0,247094800325.2801,7204.0,43252218.0,-2.3937710467232273e-08,11844.628491214025
10021,9153,8316,7026,6071,5247,5128,0,246352372595.29874,7026.0,42644448.0,-2.4247137898301118e-08,10835.869634799827
10094,9262,8761,8104,7021,5352,5173,0,256507913133.19696,8104.0,45320653.0,-1.827780468442134e-08,15701.873970394903
10169,9378,9158,9251,7604,5348,5166,0,259179092027.09003,9251.0,47310228.0,-1.4702892087971943e-08,20769.50967321485
10038,9276,8851,8438,6488,5279,5134,0,251483834411.15924,8438.0,45441034.0,-1.9455698851364093e-08,16678.176018199763
9970,9188,8601,7678,6136,5288,5137,0,249666047715.22974,7678.0,44183337.0,-2.2807496116927124e-08,13576.553033126489
9997,9160,8440,7233,6092,5275,5125,0,247712185399.2763,7233.0,43255000.0,-2.389878330340275e-08,11875.263178823254
10032,9178,8328,7049,6069,5263,5123,0,247536873505.2972,7049.0,42664344.0,-2.4102028876309727e-08,10924.666983699557
10020,9184,8367,7097,6066,5262,5129,0,247941963359.29156,7097.0,42914343.0,-2.4067563543100678e-08,11168.597410334354
10028,9180,8455,7177,6076,5269,5132,0,248309480339.28415,7177.0,43391060.0,-2.405909913940756e-08,11704.123384310042
10010,9198,8509,7238,6079,5263,5126,0,248223179105.2768,7238.0,43617134.0,-2.384012304753043e-08,12103.215049411549
10017,9194,8488,7235,6076,5256,5126,0,247785140335.2776,7235.0,43509488.0,-2.381832915742788e-08,12004.051531932528
10027,9186,8479,7239,6074,5265,5129,0,248138331503.2779,7239.0,43488791.0,-2.3893426510256417e-08,11957.624602509648
10016,9178,8478,7230,6074,5260,5123,0,247397193523.278,7230.0,43432794.0,-2.391812922504615e-08,11981.603743889922
10032,9201,8608,7692,6132,5291,5138,0,250209840965.2331,7692.0,44227904.0,-2.2747558308704934e-08,13555.559070943087
10010,9167,8461,7224,6087,5258,5121,0,246910202392.27817,7224.0,43328781.0,-2.3874692872994846e-08,11935.812392760366
10017,9170,8428,7228,6100,5268,5129,0,247846759999.2783,7228.0,43227212.0,-2.3773362755582966e-08,11771.212544542544
10128,9308,8876,8360,7147,5362,5171,0,258164621623.17438,8360.0,45897796.0,-1.7373395795643025e-08,16881.841736736118
10137,9387,9102,9092,7470,5313,5157,0,257281177040.10284,9092.0,46939014.0,-1.5076413529581587e-08,20050.65326915474
10065,9262,8775,8243,6362,5268,5145,0,251117225369.18085,8243.0,45147375.0,-2.0338782105601908e-08,15674.886240562155
10021,9164,8300,7012,6072,5251,5130,0,246932502519.3001,7012.0,42579000.0,-2.419731711596589e-08,10719.27538645811
10017,9167,8435,7224,6096,5260,5131,0,247486036664.27866,7224.0,43279985.0,-2.3820799967382585e-08,11779.814471631635
10096,9285,8859,8258,6326,5294,5138,0,252639566834.1819,8258.0,45517542.0,-2.0543359247163178e-08,16029.886971203316
10113,9343,9037,8766,6456,5263,5142,0,252927931368.133,8766.0,46468254.0,-1.8904445972669868e-08,18095.6604323244
10019,9180,8453,7217,6077,5271,5124,0,248016583259.2795,7217.0,43313172.0,-2.3912111179552444e-08,11840.745241793877
10064,9250,8780,8197,6152,5278,5139,0,250974903499.18533,8197.0,45120420.0,-2.148558423936315e-08,15435.467893782905
9994,9212,8690,7928,6133,5294,5136,0,250554184887.20654,7928.0,44631840.0,-2.227924471462457e-08,14507.21501761971
10005,9166,8314,7014,6066,5259,5131,0,247410899337.29883,7014.0,42659134.0,-2.4279244903187136e-08,10783.910551583165
10007,9170,8374,7076,6068,5264,5124,0,247416778699.29272,7076.0,42908376.0,-2.4198706110878723e-08,11200.635953036304
10003,9185,8454,7162,6078,5269,5129,0,248299528674.28384,7162.0,43360566.0,-2.4041030113830574e-08,11701.29091843497
10033,9186,8474,7216,6078,5260,5125,0,247709437163.2806,7216.0,43429250.0,-2.3884754248161866e-08,11900.254239711714
10032,9199,8479,7218,6076,5255,5127,0,247920997935.28033,7218.0,43471833.0,-2.3814561463840255e-08,11901.690428880698
10026,9195,8475,7237,6077,5267,5120,0,248039860424.278,7237.0,43392000.0,-2.3783772207279676e-08,11976.665217551621
10037,9175,8474,7225,6078,5253,5125,0,247083658324.28,7225.0,43429250.0,-2.3903008738487983e-08,11928.590685402116
9997,9157,8293,7008,6075,5262,5125,0,247019625750.29886,7008.0,42501625.0,-2.423278616951292e-08,10739.668722642957
9994,9172,8471,7237,6100,5264,5119,0,247230223563.27573,7237.0,43363049.0,-2.3771735487393992e-08,12039.952114391213
10013,9166,8338,7076,6070,5264,5132,0,247694522875.29315,7076.0,42790616.0,-2.4166679446964686e-08,11016.246417952949
10023,9193,8485,7228,6094,5270,5120,0,248127205804.2787,7228.0,43443200.0,-2.375781007900905e-08,12015.930970669753
10006,9182,8473,7200,6061,5273,5126,0,248261731521.28027,7200.0,43432598.0,-2.4096136004640367e-08,11869.717903566347
9989,9181,8429,7136,6078,5258,5125,0,247480088898.28546,7136.0,43198625.0,-2.4021473811052747e-08,11575.85183938146
10024,9180,8462,7239,6075,5261,5132,0,247932650519.27768,7239.0,43426984.0,-2.38867063861516e-08,11882.612697856246
10042,9236,8715,7871,6118,5265,5125,0,249296634239.216,7871.0,44664375.0,-2.2249842107460512e-08,14452.497960622983
10078,9286,8931,8453,6235,5264,5133,0,250991693297.16104,8453.0,45842823.0,-2.0541057623006514e-08,16784.72951855517
10058,9241,8807,8187,6139,5265,5130,0,249675712936.18585,8187.0,45179910.0,-2.1583111295442506e-08,15583.210050130692
10007,9220,8667,7851,6131,5275,5122,0,249190940739.21527,7851.0,44392374.0,-2.225312738020821e-08,14277.785915842207
10017,9159,8315,7012,6064,5251,5129,0,246749816345.29987,7012.0,42647635.0,-2.430449178482786e-08,10786.201254606494
10002,9163,8285,6999,6064,5263,5117,0,246842570127.3001,6999.0,42394345.0,-2.422959769354785e-08,10704.995606725373
10014,9165,8447,7235,6073,5255,5124,0,246859889054.27737,7235.0,43282428.0,-2.390827343777824e-08,11875.387545218124
10021,9175,8415,7119,6079,5269,5142,0,248657299274.28943,7119.0,43269930.0,-2.4185520431778772e-08,11369.235841842128
9995,9207,8691,7829,6128,5266,5139,0,249239612654.21652,7829.0,44663049.0,-2.2481680938641052e-08,14257.288403709295
9991,9157,8287,7003,6061,5261,5129,0,247165341091.29892,7003.0,42504023.0,-2.4327868548956186e-08,10678.906796234318
10004,9160,8305,6994,6064,5253,5120,0,246437571399.30072,6994.0,42521600.0,-2.4288236867561295e-08,10759.540766927872
10008,9151,8328,7046,6071,5266,5119,0,246756550281.2958,7046.0,42631032.0,-2.4257723560302923e-08,10989.825191916538
10020,9176,8385,7123,6081,5268,5125,0,247815176759.28897,7123.0,42973125.0,-2.4005658198475046e-08,11343.093998865574
9998,9183,8399,7122,6076,5257,5124,0,247438386860.2875,7122.0,43036476.0,-2.3982116497107404e-08,11413.14999204396
10001,9182,8443,7166,6062,5260,5128,0,247746180585.28336,7166.0,43295704.0,-2.4077629211604987e-08,11662.294626760198
10024,9172,8458,7185,6073,5272,5129,0,248089263911.28308,7185.0,43381082.0,-2.4107247206780775e-08,11759.838464656092
10023,9245,8775,8038,6125,5265,5128,0,249686140274.19785,8038.0,44998200.0,-2.1900357356405966e-08,15113.563243085282
10018,9203,8604,7618,6099,5263,5121,0,248116809680.23938,7618.0,44061084.0,-2.290657559755379e-08,13435.01727258912
10024,9183,8484,7288,6092,5261,5129,0,247868940998.2728,7288.0,43514436.0,-2.3679623466199585e-08,12115.758853728446
10017,9183,8468,7263,6077,5258,5125,0,247534358393.27478,7263.0,43398500.0,-2.3764103149137653e-08,12005.174154498429
9990,9176,8457,7204,6076,5270,5130,0,248151679031.27875,7204.0,43384410.0,-2.4010174076841906e-08,11828.244282427717
10059,9265,8887,8308,6175,5267,5140,0,250907938754.1739,8308.0,45679180.0,-2.1200741386045823e-08,16179.339562028043
10033,9256,8818,8137,6112,5269,5133,0,250417331319.18878,8137.0,45262794.0,-2.1790410879074837e-08,15478.731419054682
10025,9247,8780,8032,6099,5266,5130,0,249885009919.1986,8032.0,45041400.0,-2.205328665321916e-08,15081.853133117533
10023,9204,8601,7627,6089,5264,5130,0,248626924883.2389,7627.0,44123130.0,-2.2969144400916654e-08,13381.171129020084
10021,9186,8521,7327,6089,5261,5117,0,247370326787.26868,7327.0,43601957.0,-2.360072188389231e-08,12420.11819178208
10043,9172,8485,7239,6097,5265,5122,0,247422175179.27902,7239.0,43460170.0,-2.3831320945500838e-08,12035.445547267766
10028,9181,8463,7197,6085,5272,5129,0,248332746730.28217,7197.0,43406727.0,-2.3963501139431197e-08,11805.907588171765
10011,9194,8440,7166,6074,5259,5134,0,248312894323.28403,7166.0,43330960.0,-2.3954575959617965e-08,11608.226560685482
10021,9193,8405,7132,6083,5239,5131,0,247197140801.28815,7132.0,43126055.0,-2.3839250447885164e-08,11399.291814750963
10012,9173,8379,7100,6084,5250,5134,0,247321316066.29068,7100.0,43017786.0,-2.403416891345065e-08,11233.711643946528
10016,9172,8356,7066,6080,5263,5123,0,247375306259.29437,7066.0,42807788.0,-2.4095517603569262e-08,11108.543700692971
9994,9158,8305,7016,6054,5263,5117,0,246708058007.29785,7016.0,42496685.0,-2.431896222685063e-08,10829.41086607108
10003,9160,8278,6987,6059,5265,5127,0,247337706279.30136,6987.0,42441306.0,-2.434748491122314e-08,10598.50492032455
10001,9162,8286,6989,6073,5276,5136,0,248343541163.30106,6989.0,42556896.0,-2.4349366117314963e-08,10603.560526876765
10041,9224,8728,7896,6119,5275,5140,0,250175431071.21344,7896.0,44861920.0,-2.2377869260349206e-08,14499.86260588044
10028,9246,8823,8097,6121,5273,5138,0,250580441261.19235,8097.0,45332574.0,-2.193551075065745e-08,15399.138593100848
10040,9260,8863,8234,6110,5268,5130,0,250332089779.1797,8234.0,45467190.0,-2.162245554745843e-08,15915.21787673705
10053,9259,8825,8083,6106,5261,5130,0,249972213544.1958,8083.0,45272250.0,-2.1897833962373803e-08,15367.677838410953
10033,9217,8578,7549,6080,5248,5141,0,248753428481.24744,7549.0,44099498.0,-2.308205638728382e-08,13010.021024910533
10035,9178,8477,7316,6070,5263,5135,0,248117886795.27078,7316.0,43529395.0,-2.377793111884729e-08,12097.89708797928
10013,9186,8514,7320,6088,5264,5134,0,248333313539.26877,7320.0,43710876.0,-2.3698515838374752e-08,12294.34615705254
10004,9172,8470,7221,6075,5264,5138,0,248147561143.27805,7221.0,43518860.0,-2.4039931088851086e-08,11870.52271681749
10021,9187,8435,7167,6078,5272,5132,0,248640082392.28464,7167.0,43288420.0,-2.3997391213883497e-08,11600.622402434645
10030,9199,8409,7120,6086,5256,5138,0,248499366662.28995,7120.0,43205442.0,-2.391841851972691e-08,11340.024445508512
10039,9198,8369,7074,6078,5257,5143,0,248761013759.2952,7074.0,43041767.0,-2.402871904424475e-08,11031.012018953588
9996,9153,8293,7004,6064,5254,5121,0,246344089130.2992,7004.0,42468453.0,-2.4284507212149586e-08,10745.308720710877
10012,9161,8283,7007,6072,5261,5133,0,247466056355.30002,7007.0,42516639.0,-2.4238536591577042e-08,10637.447938229547
10013,9159,8286,7006,6077,5258,5132,0,247222860377.30014,7006.0,42523752.0,-2.421697744251118e-08,10657.05823032737
10001,9162,8324,7040,6069,5255,5134,0,247259420027.2959,7040.0,42735416.0,-2.4239794008025036e-08,10880.95785804448
9990,9158,8287,7011,6074,5268,5122,0,247183422313.29807,7011.0,42446014.0,-2.4216869310306102e-08,10742.463337688197
10010,9159,8294,7005,6078,5275,5134,0,248118628895.30008,7005.0,42581396.0,-2.430190925063077e-08,10680.732288626707
10007,9154,8291,6996,6080,5252,5119,0,246181075965.30075,6996.0,42441629.0,-2.418742227636136e-08,10729.701412214883
10018,9176,8297,7010,6078,5261,5125,0,247485180271.3001,7010.0,42522125.0,-2.4098668821131996e-08,10722.848614997485
10021,9188,8331,7053,6072,5256,5127,0,247670285483.29605,7053.0,42713037.0,-2.4014467465669802e-08,10930.140895085497
10039,9199,8385,7094,6084,5260,5122,0,247914015894.2932,7094.0,42947970.0,-2.3884082560958518e-08,11249.987309644672
10049,9182,8404,7138,6078,5269,5129,0,248217970109.28955,7138.0,43104116.0,-2.401098832463703e-08,11398.089335459284
10023,9166,8423,7166,6096,5267,5139,0,248174362975.28488,7166.0,43285797.0,-2.401597521179181e-08,11548.905799193206
10022,9196,8424,7192,6094,5274,5133,0,249026447735.28223,7192.0,43240392.0,-2.377401038043176e-08,11613.611723177713
10042,9171,8466,7266,6086,5263,5121,0,247252810418.27628,7266.0,43354386.0,-2.377391221851237e-08,12019.09639260028
10033,9209,8611,7557,6085,5279,5128,0,249373485506.2466,7557.0,44157208.0,-2.319955939157688e-08,13248.395383874813
10061,9255,8796,8030,6093,5277,5127,0,250477088624.2017,8030.0,45097092.0,-2.2097630040096854e-08,15114.159043447857
10048,9246,8792,8028,6087,5281,5121,0,250130124077.20084,8028.0,45023832.0,-2.2163456285350108e-08,15142.202826161047
10047,9241,8769,8009,6103,5275,5124,0,249856947428.20267,8009.0,44932356.0,-2.210540938207144e-08,14999.925177526857
9992,9148,8268,6984,6063,5253,5122,0,246210497831.3009,6984.0,42348696.0,-2.4318054755381518e-08,10602.144064081695
10000,9170,8293,7002,6087,5271,5136,0,248324966329.29965,7002.0,42592848.0,-2.4183210651620315e-08,10666.690726832825
10030,9145,8281,6997,6080,5261,5129,0,246841382749.30228,6997.0,42473249.0,-2.4295987314033618e-08,10630.022109751946
10003,9163,8300,6994,6078,5269,5139,0,248186186632.3007,6994.0,42653700.0,-2.4323577012910517e-08,10657.705324274335
10022,9173,8333,7039,6095,5257,5141,0,247988110609.2975,7039.0,42839953.0,-2.4087660476247654e-08,10870.596535738492
10029,9194,8355,7073,6085,5261,5132,0,248309777557.2946,7073.0,42877860.0,-2.3946724091469917e-08,11046.136145787128
10043,9189,8379,7097,6076,5265,5131,0,248315210765.2932,7097.0,42992649.0,-2.4027681913601e-08,11187.627964864409
10030,9168,8397,7115,6072,5262,5140,0,248040945935.2905,7115.0,43160580.0,-2.420399616227651e-08,11288.985672759725
10024,9198,8452,7209,6071,5260,5131,0,248323115375.28067,7209.0,43367212.0,-2.3848902107587626e-08,11754.342845235245
10022,9190,8551,7373,6092,5265,5120,0,247811575689.26416,7373.0,43781120.0,-2.353282614168097e-08,12636.414460022952
10017,9203,8581,7507,6085,5281,5128,0,249305119446.25043,7507.0,44003368.0,-2.3306752292985307e-08,13025.155880068094
10035,9214,8628,7624,6089,5271,5135,0,249471012581.24008,7624.0,44304780.0,-2.3019202330245197e-08,13439.315214362876
10030,9248,8728,7887,6093,5269,5121,0,249615329695.21347,7887.0,44696088.0,-2.229230823089973e-08,14546.44959890002
10045,9219,8656,7746,6102,5273,5125,0,249215208038.22867,7746.0,44362000.0,-2.26416333068581e-08,13899.78335787385
10625,9918,9478,9804,16450,19616,13753,0,2675760617267.0776,9804.0,130350934.0,1.3299179065244988e-09,9762.899233050368
10719,10134,9626,10037,16205,21687,15207,0,3342232063889.0635,10037.0,146382582.0,1.101972673837065e-09,8492.225037211054
10743,10137,9714,10214,16127,22252,15709,0,3543554414333.0493,10214.0,152597226.0,1.0597622226321706e-09,8401.660696328781
10708,10142,9462,9750,15278,21690,15332,0,3372829016963.0894,9750.0,145071384.0,1.1937994268061646e-09,6751.145008887495
10642,9905,9335,9564,14886,21227,14922,0,3137494220244.101,9564.0,139296870.0,1.2568117641929871e-09,6528.725120420862
10635,9999,9593,9922,16385,20833,14621,0,3045784251113.067,9922.0,140259253.0,1.1782218169714028e-09,9118.65295823299
10488,9742,9238,9238,16615,19045,13170,0,2443604252895.1196,9238.0,121664460.0,1.3375941517231438e-09,9346.653371033739
10511,9766,9265,9234,16824,18519,12797,0,2314511803527.1216,9234.0,118564205.0,1.4164879286973413e-09,9885.75953906156
10472,9711,9252,9255,16851,18449,12687,0,2273070424364.116,9255.0,117380124.0,1.4082062071323084e-09,10171.522752080247
10399,9598,9120,8996,17148,17584,12119,0,2045426094367.1348,8996.0,110525280.0,1.5161872450622465e-09,10552.694047949932
10461,9668,9189,9158,16912,17915,12352,0,2139482660691.1245,9158.0,113502528.0,1.4976913634242373e-09,10376.63516966776
10570,9842,9294,9365,16115,19776,13806,0,2687227693499.114,9365.0,128312964.0,1.3076846535233827e-09,8388.811411885079
10943,10399,10303,11111,17872,22234,15865,0,3668275462485.985,11111.0,163457095.0,9.945411506041393e-10,11839.938766781579
10775,10137,9846,10467,17392,21975,15349,0,3419251874576.029,10467.0,151126254.0,9.764909774581305e-10,10608.984389992227
10738,10114,9710,10282,16843,21854,15384,0,3400444587643.0425,10282.0,149378640.0,1.0302835883263315e-09,9603.383344606693
10771,10174,9818,10414,16866,22060,15543,0,3488546561251.033,10414.0,152601174.0,1.0227545827487133e-09,9726.452000349618
10800,10191,9813,10517,16758,22205,15599,0,3530015731127.0264,10517.0,153072987.0,1.0132067149020178e-09,9760.124661374772
10781,10187,9793,10444,16566,22118,15516,0,3496103841346.0312,10444.0,151948188.0,1.0371985719363007e-09,9473.616389219456
10350,9524,9036,8784,16585,17199,11787,0,1930835273075.1514,8784.0,106507332.0,1.6571578202700353e-09,9911.247271004777
10263,9400,8832,8348,16960,15953,10765,0,1614383043799.1865,8348.0,95076480.0,1.8686960090938147e-09,10464.600789595912
10322,9508,8952,8682,16771,17105,11660,0,1896401520015.159,8682.0,104380320.0,1.6256571829103372e-09,9975.602120361385
10281,9428,8902,8578,17080,16646,11309,0,1774901288847.1658,8578.0,100672718.0,1.6682760035284286e-09,10510.83808761376
10237,9355,8786,8246,17600,15730,10517,0,1547702388579.1943,8246.0,92402362.0,1.7964887134889253e-09,11156.9740995149
10315,9501,8879,8562,17095,16575,11319,0,1782590009303.17,8562.0,100501401.0,1.707091660850788e-09,10351.89628033145
10802,10235,9897,10615,16944,22481,15675,0,3606809619419.017,10615.0,155135475.0,9.725040756076987e-10,10088.974036615415
10158,9252,8639,8096,17059,15189,10065,0,1414500568847.203,8096.0,86951535.0,2.003889741653746e-09,10942.740281468286
10241,9358,8779,8233,17239,15785,10510,0,1552577629181.196,8233.0,92267290.0,1.8307500461225013e-09,10779.922252425535
10327,9481,8983,8693,17005,16801,11409,0,1817427983751.1582,8693.0,102487047.0,1.6631725990901989e-09,10567.30765808874
10276,9453,8898,8560,16432,16868,11481,0,1830766347917.1672,8560.0,102157938.0,1.7192201904180186e-09,9610.951833640178
10327,9451,8864,8519,16294,16553,11249,0,1759904365010.1753,8519.0,99711136.0,1.8239792681289346e-09,9581.128022450765
10411,9600,9016,8834,15830,17513,12096,0,2033724134399.1514,8834.0,109057536.0,1.7219961019109165e-09,8806.067189194517
10818,10234,9946,10598,17572,22256,15610,0,3555558768803.0205,10598.0,155257060.0,9.540025763068978e-10,10763.407553022069
10809,10195,9899,10544,17324,22248,15639,0,3547313252344.025,10544.0,154810461.0,9.698488454542024e-10,10390.33134730476
10817,10205,9867,10543,16983,22378,15761,0,3599400702624.0254,10543.0,155513787.0,9.846578099268691e-10,9903.701994267554
10755,10138,9734,10401,16475,21850,15333,0,3396592778191.0327,10401.0,149251422.0,1.0656162120352144e-09,9495.105209543664
10742,10125,9754,10459,16507,22072,15469,0,3457095410249.0264,10459.0,150884626.0,1.0364951412890222e-09,9580.121896222878
10802,10207,9890,10700,16940,22829,15933,0,3712738549828.0093,10700.0,157577370.0,9.35425548913345e-10,10100.82724245239
10964,10395,10163,10967,17731,22378,15946,0,3709453161643.9995,10967.0,162059198.0,9.75984398361694e-10,11243.415792147756
10814,10235,9934,10575,17626,22408,15759,0,3614363397409.0225,10575.0,156549906.0,9.36081142698318e-10,10644.364558059846
10788,10201,9849,10423,17454,21939,15345,0,3434307464603.0337,10423.0,151132905.0,9.826111102567787e-10,10495.326282168659
10735,10082,9663,10201,16711,21221,15017,0,3212986404439.05,10201.0,145109271.0,1.1162255061415786e-09,9608.038522797076
10769,10178,9759,10489,16649,22600,15851,0,3646190729901.026,10489.0,154689909.0,9.729598361842115e-10,9415.202039940432
10387,9538,8934,8701,16021,17033,11670,0,1896002211671.162,8701.0,104259780.0,1.77751119981938e-09,9180.485137221662
10799,10210,9831,10672,16760,23079,16034,0,3778297458569.0117,10672.0,157630254.0,9.165372967953831e-10,9757.549602229286
10405,9608,9046,8965,15700,17657,12201,0,2069967725623.1387,8965.0,110370246.0,1.711646773664101e-09,8901.773148879274
10276,9432,8850,8495,16186,16369,11145,0,1720786860359.1733,8495.0,98633250.0,1.8968250565153746e-09,9603.843983849256
