B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
10253,9417,8368,8015,8845,9736,9558,1,9.058374255863588e-12,-1.9279711706962504e-15,6.419024913349631e+19,1.200231046300746e+19,-3.821552162950901e-13,-1445673.0,-10769827.870342737,0.12462431324343791,8368.0
10287,9402,8366,8013,8897,9532,9445,1,9.530570523164692e-12,-2.031425009668295e-15,6.118082888785843e+19,1.1276165025270518e+19,-3.8768798534245723e-13,-442341.0,-9592038.049074419,0.11436275621364754,8366.0
10321,9445,8409,8100,9049,9923,9671,1,9.884248418571647e-12,-2.0965628491646284e-15,6.968937923887556e+19,1.273045857786136e+19,-3.816700203338516e-13,-2332546.0,-11350504.928637637,0.13061116410077192,8409.0
10299,9407,8392,8081,8955,9583,9316,1,9.949067192608947e-12,-2.1193160162867657e-15,6.192181375482221e+19,9.841708131435295e+18,-3.8882921598424874e-13,937209.0,-8075878.998363331,0.0993076517552699,8392.0
10275,9382,8354,7981,8866,9547,9334,1,9.472337655934394e-12,-2.0234174075463264e-15,6.02084262730681e+19,1.0577035129537114e+19,-3.9146433937872166e-13,493200.0,-8628233.870565318,0.10511666185166464,8354.0
10311,9420,8421,8087,8973,9621,9359,1,9.873528327809911e-12,-2.1003730989781937e-15,6.287513847875278e+19,1.021580425440527e+19,-3.8534452282371844e-13,628971.0,-8247805.752637648,0.10034716465527223,8421.0
10679,9919,9198,9181,11995,13078,11378,1,-7.176757639479845e-12,1.4479828810426566e-15,2.0500711860803345e+20,2.7636885067409682e+19,-3.476237970830717e-13,-15580661.0,-19025920.68880883,0.19167606676215862,9198.0
10804,10021,9123,8839,10795,11349,10502,1,1.2105653740788952e-09,-2.4181210127022964e-13,1.2814430841647178e+20,1.9112692889598276e+19,-3.3493735477395494e-13,-5196724.0,-12246691.671113953,0.13140362156915958,9123.0
10792,10014,9185,9026,11345,11892,10637,1,-1.9235783622586013e-11,3.844602425457166e-15,1.5217790993026623e+20,1.95473459798856e+19,-3.416565548638084e-13,-6723416.0,-12511160.019246502,0.13659408254770497,9185.0
10666,9904,9135,8987,11593,12175,10482,1,-1.1621800852391623e-11,2.3484974351101004e-15,1.5982370885626148e+20,1.8007631270312403e+19,-3.6040423382256203e-13,-6164948.0,-11132006.629066087,0.12859378343388075,9135.0
10681,9904,9098,8964,11433,11957,10460,1,-1.4533621662373784e-11,2.9369752242599963e-15,1.5151498900957836e+20,1.7748748409283756e+19,-3.591414429097703e-13,-5938636.0,-11343434.646310193,0.13029963914795628,9098.0
10683,9937,9201,9194,11850,12716,11118,1,-8.424660002086938e-12,1.69672109339201e-15,1.895978187712381e+20,2.3935923229869834e+19,-3.4672012256825635e-13,-12616623.0,-16554743.258271828,0.17250418411470972,9201.0
10769,9987,9105,8761,10910,11487,10543,1,-7.690102580682436e-11,1.5412714558185586e-14,1.3174212885669057e+20,2.0524086402520932e+19,-3.417573186086277e-13,-5987564.0,-12659851.120530946,0.13648743963549215,9105.0
10810,10000,9078,8745,10584,11537,10869,1,4.5276136697164373e-11,-9.063302108876075e-15,1.3174162940638024e+20,2.384184003121293e+19,-3.2791134607053205e-13,-9393890.0,-16704184.30999514,0.16487453795065224,9078.0
10704,9967,9190,9084,11496,12188,10775,1,-1.30339267636615e-11,2.617262599948566e-15,1.641064987611913e+20,2.046459783365289e+19,-3.439671835092657e-13,-8648832.0,-13659131.7066936,0.1471861815751106,9190.0
10666,9941,9229,9255,12120,12769,10829,1,-7.0310095970567025e-12,1.4154384432893477e-15,1.934291136627455e+20,2.002513212692037e+19,-3.562757525138927e-13,-9471408.0,-13199336.708628189,0.14783267457782814,9229.0
10681,9907,9165,9073,11811,12981,11200,1,-8.473485806394324e-12,1.7117058191371738e-15,1.946655388417135e+20,2.62611779485898e+19,-3.50189938825859e-13,-13810533.0,-17691872.421942826,0.181777172006725,9165.0
10678,9923,9166,9079,11905,13547,11744,1,-7.198253887789006e-12,1.4517213129204122e-15,2.191976967027768e+20,3.31502028643277e+19,-3.4305438066163956e-13,-19444638.0,-23315949.06891763,0.21959272258696513,9166.0
10666,9936,9218,9161,11838,13317,11576,1,-7.656529163484001e-12,1.5421534371127434e-15,2.1130223979927257e+20,2.9973463342743376e+19,-3.3816165855084406e-13,-17492240.0,-21260794.21205233,0.2037751379397027,9218.0
10832,9977,9045,8729,10457,11424,10889,1,2.731028316652191e-11,-5.479747280826578e-15,1.2755418273891082e+20,2.3965057506999538e+19,-3.2702000115179746e-13,-9878784.0,-17375857.858828686,0.16944033989766233,9045.0
10730,9928,9022,8726,10548,11576,10933,1,5.580233256453817e-11,-1.1251345056036506e-14,1.321134269075167e+20,2.4175027581348434e+19,-3.3247538186780226e-13,-10783650.0,-17877867.611317687,0.17488495879043456,9022.0
10621,9892,9133,9058,11768,12403,10737,1,-9.130133431451276e-12,1.8471820956296212e-15,1.723987711917955e+20,2.0351891203509805e+19,-3.603319710775946e-13,-8974745.0,-13371953.525105456,0.1494740180954604,9133.0
10605,9931,9270,9272,12060,12614,10700,1,-7.09214348039423e-12,1.429203326017304e-15,1.8670074432869892e+20,1.7950982470620156e+19,-3.5374621031527077e-13,-8155245.0,-11767179.250317236,0.133727042358302,9270.0
10639,9849,9123,9068,11890,12720,10841,1,-8.15052697231234e-12,1.6561562791407587e-15,1.8399714336342314e+20,2.17639079811286e+19,-3.6433416123247703e-13,-10553888.0,-14296405.299487013,0.15855500281653565,9123.0
10631,9875,9116,9060,11735,12946,11229,1,-8.682950783724816e-12,1.7597107320741851e-15,1.9215604816292754e+20,2.621787688522336e+19,-3.524836311133809e-13,-14394374.0,-18437427.109799683,0.1882541564212482,9116.0
10675,9950,9228,9263,12095,13011,11243,1,-6.7989582490530815e-12,1.3674797049693953e-15,2.0531989821092046e+20,2.517798572384534e+19,-3.4795953999783003e-13,-13802775.0,-17290282.694945563,0.17930112924611735,9228.0
10759,9917,8922,8534,10079,11140,10884,1,1.5212859097331368e-11,-3.0712812784400945e-15,1.1423742801525712e+20,2.4455538121936196e+19,-3.2944975909906987e-13,-10403953.0,-18911233.32869469,0.18036268531887326,8922.0
10655,9791,8845,8618,10947,11823,10195,1,-3.889391773906467e-11,7.950690803002145e-15,1.3336283893782903e+20,1.7331347264356872e+19,-3.8013348103485994e-13,-4304620.0,-11127244.22510959,0.13251332280778758,8845.0
10599,9732,8759,8469,10100,11323,10330,1,2.192866538503581e-11,-4.510813281621447e-15,1.120460724090999e+20,1.8490208909151994e+19,-3.602469779239797e-13,-6338202.0,-14081537.608153395,0.15218290473771479,8759.0
10651,9912,9171,9115,11806,12836,11245,1,-8.339878544902987e-12,1.6838768853239509e-15,1.9184050534011932e+20,2.6156724535139115e+19,-3.478474410789391e-13,-14197783.0,-18122730.8726064,0.18451775619288172,9171.0
10627,9877,9122,9088,11857,12765,11068,1,-8.093322956832024e-12,1.6398734203093776e-15,1.8787322661976798e+20,2.4179997619176894e+19,-3.5790362999262215e-13,-12656757.0,-16575994.654656412,0.17590316803491216,9122.0
10634,9768,8849,8620,10831,11659,10295,1,-5.709174714093119e-11,1.1698502616206391e-14,1.2929124862646801e+20,1.8149711856225944e+19,-3.746451733933611e-13,-5604118.0,-12169310.749110743,0.14055190009393737,8849.0
10585,9785,9022,8949,11575,12366,10726,1,-1.0589144483854348e-11,2.1658132973415164e-15,1.657625386696609e+20,2.078725609576618e+19,-3.694145358249095e-13,-9960485.0,-14251942.867661692,0.1589515635691154,9022.0
10610,9732,8858,8609,12516,12499,9888,1,-6.585843387636652e-12,1.354219537551073e-15,1.6584302482273508e+20,1.5959477658980987e+19,-4.4335119820829646e-13,-1655160.0,-7213135.000899335,0.10425239835405498,8858.0
10692,9914,9048,8828,10798,11671,10746,1,-9.827581853706319e-11,1.9841947908101434e-14,1.3720202604171923e+20,2.1417043903929164e+19,-3.401669133999217e-13,-8895744.0,-15296743.098181736,0.1581044280073786,9048.0
10706,9917,8954,8634,10226,11020,10621,1,2.249055430065212e-11,-4.540345415919442e-15,1.1268183749897668e+20,2.084808718330276e+19,-3.3446070134383025e-13,-7537024.0,-15510881.23619515,0.15705177847421653,8954.0
10626,9746,8819,8589,10442,11502,10191,1,6.061288386388939e-11,-1.2449151965295435e-14,1.1992435299061285e+20,1.6653321229321216e+19,-3.670790712893526e-13,-4728570.0,-11816240.402680708,0.13472844874353593,8819.0
10590,9733,8785,8511,10121,11292,10328,1,2.3312218108161018e-11,-4.7949542625797885e-15,1.1221984399883674e+20,1.8113506596236366e+19,-3.5802557505211567e-13,-6301050.0,-13840298.650545504,0.1495010010935841,8785.0
10672,9827,8872,8687,11022,12621,10782,1,-2.887033235757078e-11,5.879853870112915e-15,1.6022341043525878e+20,2.332672356526397e+19,-3.662859905524514e-13,-10191760.0,-16583071.393480973,0.1772368990287078,8872.0
10559,9703,8782,8549,12068,12699,10299,1,-7.688131193868159e-12,1.5856290238572477e-15,1.685810812596847e+20,2.0673825462499824e+19,-4.2821316760822586e-13,-6293164.0,-11374694.204110375,0.14738080964832648,8782.0
10537,9661,8743,8534,10964,11957,10308,1,-2.6309406337393033e-11,5.450413965724185e-15,1.3579964675724229e+20,1.887624985089449e+19,-3.943226205916232e-13,-6817439.0,-12870551.065813351,0.15191705998833166,8743.0
10614,9834,9074,9024,11678,12402,10796,1,-9.783504816488247e-12,1.9910525406517216e-15,1.7066891158928176e+20,2.1149212865977774e+19,-3.6388422757462215e-13,-10210668.0,-14451323.64457247,0.1595877073460824,9074.0
10576,9833,9106,9081,11725,12204,10621,1,-9.329117268661863e-12,1.898784136841813e-15,1.652632096077579e+20,1.8387034224194298e+19,-3.6494615390799786e-13,-8333888.0,-12502694.94074967,0.14272686227891832,9106.0
10679,9832,8888,8651,10727,11796,10659,1,-2.2103175408178219e-10,4.499720083412869e-14,1.3517519944525937e+20,2.1827396995483787e+19,-3.5801478968526703e-13,-8831533.0,-15647897.138446357,0.16624406842198755,8888.0
10630,9907,9186,9206,12007,12844,11120,1,-7.162921913254037e-12,1.4469488797201506e-15,1.9586394500065506e+20,2.3849313775643628e+19,-3.5323624585659296e-13,-12894190.0,-16459046.272100655,0.1740004781383521,9186.0
10614,9861,9115,9057,11748,12748,11189,1,-8.614383404422462e-12,1.7483010646227573e-15,1.8617502036747017e+20,2.5713950399020982e+19,-3.54205339225711e-13,-14095392.0,-18010852.013359867,0.1854413685701638,9115.0
10667,9833,8896,8726,11274,12220,10275,1,-1.8365759830296745e-11,3.7381001612069395e-15,1.494603816725067e+20,1.767308762084084e+19,-3.8145966973016675e-13,-4714814.0,-11186955.08861662,0.13430132937270992,8896.0
10649,9810,8841,8631,10673,11662,10206,1,-4.685332335169633e-10,9.559755870499899e-14,1.2692287302269552e+20,1.6849389897182521e+19,-3.697424401056139e-13,-4217004.0,-11547056.85028661,0.133842617218807,8841.0
10641,9778,8854,8652,10952,11625,10087,1,-3.742793848104045e-11,7.661263107041149e-15,1.284466838994958e+20,1.5752583528122161e+19,-3.8147444381778986e-13,-3288069.0,-10061534.381671023,0.12233286441559593,8854.0
10644,9806,8883,8675,10644,11595,10314,1,,,1.2681183596068684e+20,1.7552970197967124e+19,-3.6249141746714573e-13,-5407152.0,-12324691.237879641,0.13884041109172,8883.0
10628,9792,8842,8620,10433,11571,10455,1,5.534158532223497e-11,-1.1313168794688828e-14,1.2423970909727906e+20,1.9115785716686684e+19,-3.5756666913116316e-13,-7046364.0,-14299629.330045521,0.15437768442783298,8842.0
10647,9816,8871,8617,10442,11658,10609,1,5.132435416364637e-11,-1.0466307581054085e-14,1.2760206010009607e+20,2.0911843609921004e+19,-3.519666014224748e-13,-8443071.0,-15671799.44465122,0.16391927912662438,8871.0
10653,9926,9247,9326,12347,13080,11136,1,-5.804973932650095e-12,1.170360538774269e-15,2.1167880269837527e+20,2.3447385154436465e+19,-3.5529438894674606e-13,-12890130.0,-15759844.92782674,0.16970750724500058,9247.0
10640,9791,8867,8668,10868,11997,10554,1,-4.684355446409589e-11,9.575881896415094e-15,1.405928620413836e+20,2.057065966845041e+19,-3.6755415009523917e-13,-8118320.0,-14533232.847624874,0.15993737170542172,8867.0
10707,9834,8917,8716,11190,12292,10442,1,-2.2307060545371168e-11,4.539887664836981e-15,1.5167766033640083e+20,1.9739072661033857e+19,-3.737868601595821e-13,-6509856.0,-12695970.697844582,0.14613645244791476,8917.0
10672,9875,8937,8642,10373,11174,10620,1,3.6109732480727605e-11,-7.320192209064969e-15,1.1738836790109358e+20,2.0878844089898127e+19,-3.418484248018404e-13,-7950640.0,-15406813.300485259,0.15857145243255213,8937.0
10633,9837,8978,8813,10903,11646,10591,1,-3.992153195126078e-11,8.122973791467873e-15,1.359169722009653e+20,1.9672868803298873e+19,-3.545585464594391e-13,-8017282.0,-14074048.653316667,0.15239120349103294,8978.0
10573,9810,9059,9033,11696,12566,10940,1,-9.049951045048925e-12,1.8462586362859924e-15,1.7686195839730526e+20,2.2582325497545335e+19,-3.6370194968503025e-13,-11947490.0,-15944457.250951318,0.17202047388191272,9059.0
10591,9816,9036,8953,11532,12422,11007,1,-1.0767736650674937e-11,2.195395206305852e-15,1.697636465258524e+20,2.400251430488326e+19,-3.6055954068222477e-13,-12613881.0,-17005187.674278665,0.17915130380405286,9036.0
10691,9825,8884,8696,10751,11986,10649,1,-1.7461041457420197e-10,3.5571745310910304e-14,1.4034058984829007e+20,2.1315291512308355e+19,-3.586520944195022e-13,-8809384.0,-15538495.060796918,0.16583664373404103,8884.0
10594,9861,9092,9004,11531,12561,11246,1,-1.0384741912193432e-11,2.1076519249568023e-15,1.7716364239066186e+20,2.6374373844285805e+19,-3.4942134745367005e-13,-14672690.0,-19106171.112681285,0.19161646281217393,9092.0
10671,9826,8933,8773,11402,12534,10623,1,-1.4414412386871777e-11,2.9358923627569245e-15,1.6350448094320692e+20,2.1451731966002774e+19,-3.751098597070431e-13,-8504787.0,-14071552.03245153,0.15917686985226628,8933.0
10612,9826,9023,8884,11301,12019,10898,1,-1.5101738321482963e-11,3.076024699542842e-15,1.5397668551200198e+20,2.3121818626078867e+19,-3.5727968017490233e-13,-11376064.0,-16321176.866620008,0.17213608294586855,9023.0
10533,9744,8935,8758,11097,11779,10483,1,-1.9432848570828804e-11,3.991618416001294e-15,1.3906123128747277e+20,1.897119122990723e+19,-3.7095390360649493e-13,-7783887.0,-13072634.40558949,0.14775819664722165,8935.0
10571,9796,8981,8798,11051,11913,10779,1,-2.175776214581767e-11,4.4454923650285465e-15,1.4531351609233092e+20,2.1965518443890397e+19,-3.575090711594122e-13,-10391293.0,-15757013.507604962,0.16689456953490497,8981.0
10668,9803,8894,8751,11794,12421,10301,1,-1.0138026080362393e-11,2.0696518150177633e-15,1.6206055774915982e+20,1.8499652201328873e+19,-3.9934235375047813e-13,-5312664.0,-10935528.118971424,0.1366764904112186,8894.0
10656,9868,9053,8946,11534,12691,11336,1,-1.0986724361983795e-11,2.228222582079556e-15,1.8051659394299855e+20,2.8330705617661624e+19,-3.517772816079748e-13,-15643008.0,-20319174.512442715,0.20147528909955273,9053.0
10672,9890,9073,8969,11545,12479,11054,1,-1.1509674788630954e-11,2.329106518326845e-15,1.7279337909964925e+20,2.486818000528538e+19,-3.5427152433237733e-13,-12422208.0,-17215341.61848354,0.1792947695720751,9073.0
10679,9931,9228,9224,12132,12982,11094,1,-6.756545959618516e-12,1.3615451648392931e-15,2.023255855462313e+20,2.386991318821057e+19,-3.529998053038643e-13,-12419677.0,-15751892.456978861,0.16827836975767613,9228.0
10682,9798,8891,8734,11604,12230,10319,1,-1.2352109181823141e-11,2.5229933402978902e-15,1.5454572749786123e+20,1.8655142823958372e+19,-3.9338138446962163e-13,-5565322.0,-11296391.458136816,0.13847471117741827,8891.0
10636,9772,8863,8690,11287,12088,10309,1,-1.7295193558297585e-11,3.5421725154993104e-15,1.4595868400484383e+20,1.8317483163010521e+19,-3.8721014733200225e-13,-5711532.0,-11711728.072330812,0.14035719497783403,8863.0
10639,9787,8843,8633,10753,11911,10500,1,-9.431482533919772e-11,1.9288333744600245e-14,1.360955173568434e+20,2.0089595294929814e+19,-3.6750854933950586e-13,-7585607.0,-14315018.481191192,0.15790375221975705,8843.0
10652,9800,8870,8640,10467,11786,10572,1,5.650847123110822e-11,-1.1542149784878661e-14,1.3059371202034582e+20,2.0347360992821055e+19,-3.536708367914474e-13,-8223344.0,-15255580.589315426,0.16108755908024508,8870.0
10656,9847,8939,8734,10785,12062,10717,1,-7.96349402276322e-11,1.6187074065410682e-14,1.4390294064567158e+20,2.1702805530875458e+19,-3.526757199511618e-13,-9270720.0,-15800340.99227854,0.1659968311041314,8939.0
10669,9839,8912,8714,10755,11878,10681,1,-1.2200937002368664e-10,2.482070741079415e-14,1.3860004120852423e+20,2.1455202085198606e+19,-3.5512658029832216e-13,-8983298.0,-15663876.429274416,0.16571407206433858,8912.0
10647,9811,8915,8756,12180,12416,10187,1,-7.74925873426521e-12,1.5806581353816007e-15,1.6601181510549304e+20,1.7610620374814786e+19,-4.1249789773585683e-13,-4003272.0,-9489801.105699671,0.12495083321203829,8915.0
10696,9836,8897,8738,10936,12222,10531,1,-4.3956531049642686e-11,8.94447587703243e-15,1.478678471895133e+20,1.995369099287675e+19,-3.6470828285093627e-13,-7433720.0,-14006119.036970625,0.1552538271895488,8897.0
10636,9778,8846,8617,11981,12523,10166,1,-8.73735962693019e-12,1.788227948226169e-15,1.6303954399788404e+20,1.856768437584577e+19,-4.1715611154003846e-13,-4126768.0,-9913357.845579596,0.1299319042809322,8846.0
10625,9760,8839,8611,11444,12597,10569,1,-1.310188506438587e-11,2.686553368895799e-15,1.61681406132404e+20,2.2353892445182472e+19,-3.916517490196722e-13,-8595625.0,-14128275.60266292,0.16377409727636924,8839.0
10640,9778,8812,8583,10493,11864,10512,1,7.200907297246893e-11,-1.4740898723247817e-14,1.310926000115108e+20,2.0187493667536826e+19,-3.6224892049372054e-13,-7809760.0,-15014773.010032766,0.16181640119288054,8812.0
10711,9841,8909,8689,10565,11835,10524,1,7.197194931812563e-11,-1.463914307973924e-14,1.333732146252834e+20,1.9810218683901907e+19,-3.5233177222818374e-13,-7315613.0,-14339586.123314952,0.153555094946255,8909.0
10673,9825,8883,8718,10763,12120,10502,1,-1.168884192721351e-10,2.3812407690842818e-14,1.4250700604606199e+20,1.942483999744418e+19,-3.614023957707088e-13,-7225621.0,-14039841.836360311,0.1542555358997466,8883.0
10662,9813,8894,8749,10984,12110,10614,1,-3.289635771110247e-11,6.7095686946233995e-15,1.467614310365253e+20,2.0706735541530505e+19,-3.6561940742130837e-13,-8540262.0,-14789051.589181203,0.16214157571435758,8894.0
