B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2
10522,9744,8729,8556,10184,10338,9417,1,-6.994803392185888e-13,1.7327846836102357e-24
10555,9771,8738,8519,9676,10379,9388,1,-8.084596306116258e-13,2.316137968441706e-24
10575,9784,8773,8598,10066,10225,9469,1,-7.238350530260925e-13,1.936954385971112e-24
10541,9729,8667,8465,9545,9855,9173,1,-8.52183105077449e-13,2.7981741820232356e-24
10459,9649,8620,8388,9941,10338,9049,1,-7.567211474218283e-13,1.8053600800683474e-24
10549,9773,8804,8688,10373,10471,9285,1,-6.904516795655057e-13,1.6234867958217972e-24
10586,9850,8958,8920,10642,11289,9870,1,-6.318455085358294e-13,1.3605863029936098e-24
10563,9794,8881,8855,10834,11037,9674,1,-6.034166291853581e-13,1.270477712227173e-24
10635,9863,8888,8759,10418,11093,10018,1,-6.368504672790457e-13,1.4378201484512488e-24
10623,9869,8868,8742,10168,10798,9539,1,-7.174059287090767e-13,1.726374008586545e-24
10546,9808,8936,8852,11146,11702,9706,1,-5.528376858572091e-13,9.648124827525272e-25
10596,9854,8992,9008,10940,11422,9943,1,-5.882276026682012e-13,1.2035776180123451e-24
10541,9773,8867,8819,10784,11103,9779,1,-6.01620724290866e-13,1.2714018099279208e-24
10514,9746,8843,8801,10781,11295,9728,1,-6.043595223048277e-13,1.2200363651747837e-24
10562,9805,8907,8867,11199,11524,9899,1,-5.353997888652532e-13,9.955345711389144e-25
10265,9453,8670,8599,10958,12566,11089,1,-4.936858417594101e-13,9.319210908907956e-25
10283,9492,8722,8709,10942,12743,11271,1,-4.995329775119763e-13,9.51785612717385e-25
10281,9459,8637,8589,10687,12809,11255,1,-5.223203165820579e-13,9.89994117414511e-25
10185,9360,8571,8391,11343,12638,10940,1,-4.329774622156162e-13,7.612965914262086e-25
10190,9360,8477,8307,10238,12370,11061,1,-5.705247232193301e-13,1.1607086852254382e-24
10162,9308,8416,8214,9926,11687,10901,1,-6.227891735011684e-13,1.4884162143322177e-24
10182,9339,8516,8340,9982,12054,11156,1,-6.156555606251362e-13,1.4517627578760642e-24
10203,9374,8453,8294,9851,11303,10757,1,-6.556439371488543e-13,1.7276487847479016e-24
10208,9364,8470,8298,9897,11592,10837,1,-6.420759683801136e-13,1.592921776370243e-24
10322,9446,8358,7980,8750,8800,8401,1,-1.0961923935593617e-12,5.1327149802335786e-24
10307,9426,8346,7967,8737,8493,8126,1,-1.1363013775031413e-12,5.54869963578553e-24
10278,9398,8333,7989,8696,8970,8495,1,-1.111614626469362e-12,5.4538677414378194e-24
10432,9615,8611,8314,9242,9698,9271,1,-9.053739370517734e-13,3.463837746853007e-24
10461,9691,8761,8562,9763,10334,9744,1,-7.728409072820513e-13,2.3863547262226098e-24
10324,9501,8424,8073,9050,9124,8324,1,-1.0231612879637107e-12,3.713642333647927e-24
10276,9403,8306,7907,8517,8401,8049,1,-1.2234817986450947e-12,7.121841265642842e-24
10198,9368,8527,8390,10396,12124,10799,1,-5.688877215327453e-13,1.172655445637352e-24
10145,9305,8369,8132,9693,11352,10598,1,-6.753736853523875e-13,1.7063297874272205e-24
10115,9249,8237,7906,9174,10725,10297,1,-7.772501468662122e-13,2.329368440301693e-24
10137,9247,8279,7990,9280,10942,10298,1,-7.652217331647776e-13,2.1993044059785076e-24
10187,9355,8466,8312,10024,11787,10889,1,-6.183773747240858e-13,1.4502392451678034e-24
10201,9376,8529,8428,10420,12268,11086,1,-5.551729213259768e-13,1.1624272438363254e-24
10201,9378,8512,8371,10220,12165,11091,1,-5.80214454113151e-13,1.2598219119902678e-24
10236,9456,8670,8641,10950,12988,11510,1,-4.827030599406765e-13,8.982157020209743e-25
10286,9481,8715,8629,10981,12565,11097,1,-4.926552977555168e-13,9.273158720094388e-25
10120,9223,8245,7909,9134,10594,9999,1,-8.111908594998258e-13,2.461746270366669e-24
10324,9444,8362,8000,8644,8777,8402,1,-1.1423653620459528e-12,6.152491546014151e-24
10285,9461,8382,8034,8846,9030,8548,1,-1.0606059035667464e-12,4.65118354511017e-24
10290,9468,8387,8018,8871,8921,8398,1,-1.065670934980376e-12,4.512590736172522e-24
10325,9499,8447,8072,8886,8973,8474,1,-1.0613652387445094e-12,4.636508292328848e-24
10396,9587,8577,8255,9219,9482,8958,1,-9.339107647352266e-13,3.493793924140665e-24
10413,9620,8650,8451,9649,10158,9487,1,-8.047565409040315e-13,2.4995128104176155e-24
10201,9371,8520,8358,10237,12119,11110,1,-5.745526303810062e-13,1.2538817023492517e-24
10151,9322,8386,8162,9651,11211,10494,1,-6.957069571468292e-13,1.8258918953897527e-24
10183,9356,8468,8280,9898,11818,10972,1,-6.327858839411378e-13,1.5161438138972805e-24
10135,9286,8338,8048,9577,10914,10262,1,-7.089762872574846e-13,1.8800459140987526e-24
10171,9315,8375,8115,9662,11192,10446,1,-6.871669651480695e-13,1.7543291112400355e-24
10222,9408,8595,8445,10983,12833,11022,1,-4.777933201002759e-13,8.291269901740796e-25
10260,9475,8720,8720,11265,13264,11621,1,-4.4611673978676474e-13,7.865993105502103e-25
10289,9518,8805,8771,11551,13492,11449,1,-4.2373930297043165e-13,6.86527960630882e-25
10392,9541,8485,8121,8987,8797,8314,1,-1.0516364674731895e-12,4.48337434206914e-24
10235,9378,8548,8390,10145,12133,11253,1,-5.85344580435223e-13,1.3335083358051861e-24
10159,9298,8330,8070,9400,10818,10242,1,-7.535772463630549e-13,2.1767490079495917e-24
10153,9265,8266,7937,9132,10362,9874,1,-8.251398144400196e-13,2.6119048288242833e-24
10178,9321,8367,8130,9724,11063,10245,1,-6.894008767675859e-13,1.740380037009087e-24
10172,9348,8468,8264,10208,11845,10657,1,-5.922667004742531e-13,1.2618320043739397e-24
10212,9397,8599,8417,11784,12944,10878,1,-3.897414461044119e-13,6.341784086762839e-25
10253,9394,8299,7898,8566,8825,8458,1,-1.1444093843481854e-12,5.9399002132514734e-24
10251,9419,8568,8434,10253,12208,11226,1,-5.734863030676622e-13,1.2599928189842402e-24
10213,9407,8677,8603,11798,13285,11223,1,-3.931989735911006e-13,6.421443650243116e-25
10256,9457,8774,8716,12291,13835,11080,1,-3.600435329259363e-13,5.233230275153711e-25
10331,9492,8426,8079,8868,9088,8686,1,-1.0429799899424948e-12,4.695811284569465e-24
10372,9522,8396,7994,8670,8612,8182,1,-1.1554442938424304e-12,5.903958220666794e-24
10305,9511,8436,8131,9138,9143,8543,1,-9.841834518492947e-13,3.659928995162858e-24
10334,9496,8438,8110,9113,9102,8445,1,-9.958398162111642e-13,3.6842342429773785e-24
10329,9517,8482,8144,9232,9210,8501,1,-9.59974836006159e-13,3.31890800994024e-24
10325,9509,8510,8169,9303,9468,8921,1,-8.998396578850212e-13,3.0641637420462177e-24
10371,9563,8547,8237,9170,9492,8796,1,-9.645489442470495e-13,3.594323388066646e-24
10338,9518,8478,8176,9263,9375,8843,1,-9.20005917147906e-13,3.247551106005975e-24
10341,9492,8516,8209,9312,9230,8557,1,-9.431212695419663e-13,3.31038429692669e-24
10327,9484,8455,8099,9053,9143,8595,1,-9.96013394208936e-13,3.858823386145983e-24
10243,9418,8325,7940,8770,8990,8622,1,-1.05829570484765e-12,4.6500362869874205e-24
10342,9495,8475,8161,9233,9121,8422,1,-9.714903220009946e-13,3.4550429510262326e-24
10271,9416,8312,7959,8670,8771,8464,1,-1.1180760201234281e-12,5.681727808394248e-24
10316,9459,8380,7998,8838,9268,8874,1,-1.0122086633893224e-12,4.260323712466923e-24
10369,9563,8510,8166,9021,9256,8748,1,-1.001403382184307e-12,4.11055429686518e-24
10460,9643,8618,8334,9382,9373,8740,1,-9.199783120833858e-13,3.2393395482653706e-24
10422,9600,8544,8221,9446,9435,8738,1,-8.805263633843925e-13,2.7615853205981448e-24
10284,9461,8388,8031,9072,8980,8197,1,-1.024738667314394e-12,3.652361031126462e-24
10323,9515,8502,8173,9558,9298,8681,1,-8.53662562367389e-13,2.6239771121539785e-24
10359,9519,8488,8147,9317,9176,8571,1,-9.243103540240916e-13,3.1259105158164096e-24
10320,9500,8457,8104,9580,9251,8428,1,-8.588120180537625e-13,2.463458477007783e-24
10267,9446,8377,7965,9567,9452,8326,1,-8.475479344783366e-13,2.1682582953200778e-24
10285,9428,8349,7926,9188,9114,8177,1,-9.630456693725838e-13,2.923680577741605e-24
10420,9612,8593,8310,9399,9691,9018,1,-8.850731150413984e-13,2.9519417358511323e-24
10318,9475,8434,8149,9275,9675,9148,1,-8.817494577784403e-13,2.9882827989067936e-24
10427,9642,8633,8324,9521,9314,8537,1,-9.018863057536728e-13,2.880396333880784e-24
10351,9543,8497,8162,9271,9138,8441,1,-9.568353873842555e-13,3.286664727800071e-24
10372,9498,8489,8224,9890,10901,9719,1,-6.935746929556341e-13,1.5867899804489006e-24
10227,9377,8329,8020,9436,10094,9054,1,-8.267918630387443e-13,2.2188334704276978e-24
10215,9314,8314,7996,10410,10747,8999,1,-6.165392922982496e-13,1.1946062706402321e-24
10213,9322,8272,7950,9149,9486,8518,1,-9.486858148684114e-13,2.9602447200294377e-24
10383,9517,8553,8345,9808,10722,9589,1,-7.413360810281773e-13,1.8648087944993632e-24
10279,9426,8416,8083,9140,9706,8809,1,-9.449940941639004e-13,3.1241620501054028e-24
10300,9446,8403,8073,9269,9619,8733,1,-9.098516219761105e-13,2.8072459266670286e-24
10281,9420,8479,8154,9425,10302,9265,1,-8.337129641714412e-13,2.344303693147854e-24
10212,9347,8252,7936,8935,9912,8952,1,-9.658034848716633e-13,3.201809297651172e-24
10308,9486,8522,8266,9722,10280,9023,1,-7.994633966882805e-13,2.039186476641874e-24
10230,9393,8401,8102,9415,9640,8642,1,-8.896795517927806e-13,2.6193240217674963e-24
10216,9368,8328,8013,9103,9749,8835,1,-9.430814861253566e-13,3.0589358524172678e-24
10278,9451,8465,8235,9703,10411,9016,1,-8.010997505106001e-13,1.9843819291055534e-24
10211,9380,8333,8007,9084,9796,8881,1,-9.431442777140852e-13,3.053717125270501e-24
10220,9359,8329,8007,9172,9908,8784,1,-9.255594001288366e-13,2.758898312992226e-24
10212,9352,8345,8039,9154,9674,8708,1,-9.47419036035611e-13,3.0560118717336674e-24
10297,9413,8333,8016,8823,9565,8837,1,-1.0281370545961214e-12,4.1670066088610674e-24
10289,9436,8383,8088,9212,9987,9060,1,-8.976750041744597e-13,2.7786874276527784e-24
10279,9469,8539,8301,9941,10521,9259,1,-7.369799218397585e-13,1.7688588902950276e-24
10301,9482,8441,8144,9193,9454,8708,1,-9.517128695308781e-13,3.3045227374369942e-24
10371,9585,8595,8314,9697,10324,9344,1,-7.822658825087516e-13,2.083494392775562e-24
10322,9479,8431,8124,9360,10109,9284,1,-8.39872375020188e-13,2.4633104533924784e-24
10236,9422,8350,7970,8817,9449,8796,1,-1.02929205973509e-12,4.085605659537741e-24
10251,9434,8367,8026,8797,9174,8678,1,-1.0636742740971918e-12,4.786607296194546e-24
10019,9107,7914,7435,7826,8161,8180,1,-1.407228864937602e-12,1.2605127897649008e-23
10049,9145,7957,7468,7831,8208,8476,1,-1.3634623573658613e-12,1.3457445392632544e-23
10034,9120,7936,7464,7853,8119,8233,1,-1.3925290279368395e-12,1.2849574610538255e-23
9979,9057,7862,7358,7750,8158,8206,1,-1.4203517942092098e-12,1.2722694539038062e-23
10023,9101,7907,7471,8067,8723,8644,1,-1.2271815391092895e-12,7.334475570107677e-24
9984,9085,7950,7525,8209,9160,8956,1,-1.14478408799886e-12,5.8823573743742214e-24
10046,9114,7954,7466,7925,8268,8176,1,-1.3634653383421652e-12,1.0407698648686578e-23
10052,9132,7958,7522,8000,8741,8732,1,-1.2590137994825178e-12,9.021100293784487e-24
10025,9129,7946,7473,7896,8405,8521,1,-1.3279863128973694e-12,1.1044877406812704e-23
10011,9078,7880,7392,7875,8543,8519,1,-1.311916364643527e-12,9.37305126671536e-24
10039,9128,7974,7611,8406,9475,9357,1,-1.0382171609555728e-12,4.748579365784181e-24
9994,9089,7923,7477,8059,8961,8870,1,-1.2048925775995932e-12,7.161650458402176e-24
10031,9099,7948,7522,8122,8816,8692,1,-1.2111941224130586e-12,7.156455869508724e-24
10031,9116,7942,7518,8029,8732,8981,1,-1.2121359787835948e-12,8.661853029889621e-24
10015,9122,8016,7669,8622,9844,9433,1,-9.712983073775293e-13,3.6936323728383206e-24
10028,9129,8007,7616,8394,9941,9603,1,-1.0184171917702278e-12,4.360266370062696e-24
10052,9161,8051,7647,8592,9992,9557,1,-9.596774926129302e-13,3.5378757387048545e-24
10029,9112,7972,7568,8303,9559,9340,1,-1.068200127513824e-12,4.999883613030705e-24
10013,9107,7924,7454,8082,8713,8725,1,-1.2047379378339677e-12,7.001654873120305e-24
10059,9178,8087,7732,8815,10050,9584,1,-9.053471267099066e-13,3.0880066456511584e-24
10645,9862,8911,8718,10252,11810,10961,1,-6.045219760648987e-13,1.3701090106927633e-24
10729,9957,8977,8834,10480,11731,10779,1,-5.862639971323284e-13,1.2668684541430717e-24
10698,9893,8955,8818,10507,11501,10585,1,-5.919847734447656e-13,1.3127445122845878e-24
10649,9840,8810,8692,10464,11432,10333,1,-5.992540611483547e-13,1.2727569335747656e-24
10517,9720,8697,8483,10217,11747,10753,1,-5.966329497923785e-13,1.2674043851319871e-24
10475,9667,8608,8469,10611,11855,10485,1,-5.466040631736089e-13,1.0341532938515688e-24
10444,9624,8619,8482,10660,11881,10302,1,-5.519967407804789e-13,1.0230554799029074e-24
10502,9672,8671,8438,10070,11446,10515,1,-6.314069231392998e-13,1.4266451264477236e-24
10550,9730,8735,8535,10232,11753,10797,1,-5.96993902600651e-13,1.2915040345567116e-24
10501,9698,8649,8446,10182,11768,10742,1,-5.990831015751058e-13,1.2658628667281186e-24
10500,9653,8679,8519,10493,11556,10211,1,-5.858961478792541e-13,1.1758545255546772e-24
10474,9646,8604,8446,10415,11467,10186,1,-5.918451457432444e-13,1.1976124429150858e-24
10434,9576,8551,8367,10436,11648,10197,1,-5.78914030217503e-13,1.1201905356314117e-24
10427,9581,8540,8369,10477,11978,10365,1,-5.635177808350145e-13,1.0371081038909077e-24
10513,9657,8611,8391,10016,11495,10508,1,-6.343044614351099e-13,1.4146954119684588e-24
10508,9671,8599,8338,9890,11424,10569,1,-6.471142221620093e-13,1.487650591428608e-24
10353,9496,8504,8341,10659,12079,10382,1,-5.344900405986876e-13,9.630408759619821e-25
10386,9537,8469,8274,10258,11598,10142,1,-6.021033235270968e-13,1.1812309740893138e-24
10419,9589,8634,8475,10701,11688,10170,1,-5.531709063630247e-13,1.0497826033019513e-24
10482,9639,8607,8455,10501,11723,10225,1,-5.760070200369374e-13,1.1006621950282493e-24
10353,9495,8511,8344,10892,12465,10293,1,-5.056121551575941e-13,8.1949231329202645e-25
10515,9686,8691,8528,10353,12094,11046,1,-5.642628075645398e-13,1.1576396752955029e-24
10464,9636,8612,8451,10446,11714,10279,1,-5.825289881708719e-13,1.1332479064892733e-24
10436,9556,8588,8354,10175,11549,10280,1,-6.175306289605843e-13,1.2899751716050748e-24
10467,9607,8623,8410,10253,11725,10608,1,-5.90994425211114e-13,1.2326084705881997e-24
10388,9541,8540,8375,10782,12308,10684,1,-5.042034681500187e-13,8.887496070627571e-25
10492,9650,8679,8538,10873,12049,10274,1,-5.260975672157172e-13,9.213186285504991e-25
10555,9765,8782,8612,10316,11985,11018,1,-5.809155959585427e-13,1.2361043235415169e-24
10517,9647,8538,8199,9287,9671,9016,1,-8.850945350214329e-13,2.8668031965040316e-24
10583,9710,8602,8254,9332,9918,9411,1,-8.417055080546318e-13,2.717961876141931e-24
10732,9901,8760,8473,9636,10387,9786,1,-7.64008452593732e-13,2.20062467643904e-24
10594,9752,8752,8398,9368,9981,9521,1,-8.504887252864517e-13,2.978986820040282e-24
10811,9985,8930,8634,9821,10556,10229,1,-7.11635999422178e-13,2.0843376793102508e-24
10618,9789,8804,8535,9734,10436,9783,1,-7.603582293133314e-13,2.221592974269988e-24
10687,9841,8887,8588,9740,10849,10341,1,-7.222521667120688e-13,2.1122083000584862e-24
10564,9710,8664,8400,9789,10181,9381,1,-7.590424382816943e-13,2.0481680800427695e-24
10563,9735,8766,8584,10564,10619,9457,1,-6.25681870879492e-13,1.3599556552586471e-24
10741,9930,8823,8540,9664,10234,9755,1,-7.712105948194995e-13,2.3493427825481757e-24
10483,9678,8590,8337,9791,9873,9026,1,-7.826318830337194e-13,2.1077902059264538e-24
10593,9720,8671,8386,9615,9903,9201,1,-8.117229918567219e-13,2.414922314649224e-24
10668,9825,8762,8485,9639,10152,9515,1,-7.919831702182592e-13,2.383252642882101e-24
10581,9758,8748,8450,9708,10530,9901,1,-7.449349320595806e-13,2.096129358152393e-24
10523,9672,8558,8255,9493,10056,9285,1,-8.152714501436978e-13,2.3378811775327892e-24
10523,9670,8549,8216,9453,10177,9319,1,-8.148975373756672e-13,2.265757336120793e-24
10498,9655,8556,8217,9686,10465,9522,1,-7.432902469173531e-13,1.8340746025659758e-24
10601,9770,8719,8409,9598,10093,9330,1,-8.085706815055248e-13,2.3629688976403998e-24
10548,9673,8601,8308,9421,9797,9223,1,-8.485152157561999e-13,2.7516574074000957e-24
10477,9609,8572,8254,9458,9727,8918,1,-8.618398834783502e-13,2.6128491699283275e-24
10505,9639,8533,8242,9549,9710,8840,1,-8.401236655949622e-13,2.392807448135466e-24
10533,9681,8564,8259,9451,9874,9123,1,-8.408758577098979e-13,2.5048355298536444e-24
10573,9733,8666,8419,9797,10205,9456,1,-7.539386353168791e-13,2.049298107687404e-24
10602,9771,8648,8425,9828,10105,9262,1,-7.614682487816659e-13,2.020981844763558e-24
10501,9621,8576,8272,9618,10285,9451,1,-7.749225727196471e-13,2.099783955618899e-24
10550,9704,8766,8485,9968,10535,9683,1,-7.115693185039862e-13,1.8181850967809904e-24
10425,9569,8499,8228,10013,10061,8871,1,-7.292010320679471e-13,1.6971824910508024e-24
10543,9707,8576,8340,9826,10095,9006,1,-7.721571063792871e-13,1.9271408172652036e-24
10464,9618,8535,8203,9442,9823,9080,1,-8.413367418450628e-13,2.4876532474119455e-24
10500,9641,8530,8282,9914,10683,9523,1,-7.039804930521451e-13,1.6045201408995421e-24
10908,10161,9338,9201,11030,12559,11727,1,-4.931868287849142e-13,9.706105382617815e-25
10483,9683,8564,8416,10514,11799,10622,1,-5.472876558662291e-13,1.0602870562840134e-24
10701,9944,8904,8732,10246,11793,11194,1,-5.917724365563529e-13,1.3691518488320332e-24
11068,10367,9433,9303,10417,11727,11631,1,-5.947464291711417e-13,1.7098062088654113e-24
11088,10329,9444,9257,10445,11875,11630,1,-5.831526620825628e-13,1.5606173756866307e-24
10499,9693,8839,8631,10513,12007,10892,1,-5.606433453526307e-13,1.1483420108867098e-24
10799,10050,9110,8908,10314,11563,11131,1,-6.01674092487553e-13,1.4992647355799013e-24
10956,10203,9289,9193,10569,11930,11571,1,-5.646637517562655e-13,1.4019640168982538e-24
10642,9867,8791,8688,10851,12072,11052,1,-5.023034987539895e-13,9.52800576907547e-25
10979,10260,9382,9238,10477,11747,11499,1,-5.877900430846895e-13,1.5793807813774078e-24
10380,9553,8704,8521,11304,12446,10562,1,-4.585019292761863e-13,7.670213075296633e-25
10730,9948,9015,8845,10474,11800,10985,1,-5.776412279941139e-13,1.2743085855665913e-24
10767,10018,9110,8955,10520,11993,11522,1,-5.552152380758014e-13,1.283587510742744e-24
10789,10037,9186,8999,10510,11804,11353,1,-5.69493176157041e-13,1.3631064188607462e-24
10881,10168,9268,9150,10635,11965,11568,1,-5.529713302788292e-13,1.3138664405952395e-24
10316,9465,8433,8042,9561,10252,9303,1,-7.710522850072148e-13,1.954127727944783e-24
10266,9419,8360,7949,9214,9696,9097,1,-8.649299098970231e-13,2.649393115186676e-24
10285,9419,8298,7868,8870,9382,8992,1,-9.591736704029239e-13,3.515027050441132e-24
10272,9414,8309,7899,8933,9485,9003,1,-9.464767821168772e-13,3.347165518720938e-24
10268,9410,8323,7900,9135,9592,9039,1,-8.821090568596087e-13,2.7644025391485313e-24
10286,9391,8293,7860,8794,9478,8981,1,-9.833644227582568e-13,3.684821015696673e-24
10365,9499,8471,8124,9949,11184,10136,1,-6.379191337308311e-13,1.3800898720539886e-24
10239,9330,8198,7751,8560,9104,8793,1,-1.063896949368423e-12,4.6679108675167025e-24
10254,9367,8223,7776,8629,9281,9000,1,-1.0197536637723965e-12,4.239574002203611e-24
10342,9481,8488,8163,10436,11780,10575,1,-5.360588523338674e-13,1.0304585868746935e-24
10380,9496,8400,7986,9084,9896,9337,1,-8.778544656893815e-13,2.8202165179763264e-24
10264,9374,8272,7833,8676,9331,9076,1,-1.008524591782263e-12,4.2615721270884246e-24
10203,9277,8122,7672,8400,8890,8624,1,-1.1286068858186264e-12,5.4826018530478996e-24
10389,9525,8401,7975,8919,9616,9236,1,-9.342330372652119e-13,3.438109649859861e-24
10288,9383,8265,7818,8611,9178,8974,1,-1.0368442981411554e-12,4.646214486176309e-24
10351,9485,8358,7950,9151,10145,9697,1,-8.216916752654635e-13,2.4898763377158416e-24
10373,9505,8501,8174,10595,11945,10551,1,-5.132965942208874e-13,9.325372763525384e-25
10228,9338,8208,7737,8381,9104,9005,1,-1.1040360007639931e-12,5.859063627490501e-24
10389,9499,8331,7910,9003,9877,9671,1,-8.533871261897124e-13,2.86397373292526e-24
10220,9306,8141,7667,8344,8828,8698,1,-1.13830263487331e-12,5.9376905569785216e-24
10390,9521,8423,7969,8925,9717,9320,1,-9.224684455749667e-13,3.322180888233322e-24
10373,9471,8484,8159,10117,11677,10609,1,-5.841707248981134e-13,1.2021178144863515e-24
10204,9319,8156,7675,8299,8854,8690,1,-1.1622224177354955e-12,6.36882330529822e-24
10222,9316,8235,7771,9591,9660,8877,1,-7.54327687006742e-13,1.917600660144533e-24
10381,9483,8364,7951,8991,10024,9771,1,-8.575141785219096e-13,2.9364755863782927e-24
10341,9490,8462,8131,9788,11067,10362,1,-6.579606394557798e-13,1.5720719106400826e-24
10229,9339,8214,7756,9147,9627,9104,1,-8.440615866047338e-13,2.479937631880626e-24
10251,9354,8233,7745,8785,9479,9017,1,-9.57170364046547e-13,3.334319768494651e-24
10221,9309,8281,7819,9542,9968,9169,1,-7.508770464249073e-13,1.9069570310909607e-24
10379,9506,8379,7938,9032,9857,9319,1,-8.841899590519477e-13,2.8307857323235122e-24
10322,9426,8402,8002,9454,10671,10115,1,-7.25806007178948e-13,1.927090683711633e-24
10318,9414,8259,7820,8872,9761,9615,1,-8.826816427197949e-13,3.1155910642762097e-24
10367,9490,8408,7964,9342,10314,9521,1,-7.881470424036048e-13,2.0790877711040064e-24
10380,9509,8431,7999,9431,10042,9464,1,-7.764724906536936e-13,2.1307845150584613e-24
10292,9393,8319,7924,9323,10618,10105,1,-7.450506289697324e-13,2.0280737465188282e-24
10323,9418,8293,7835,8805,9793,9444,1,-9.22418522047435e-13,3.3051334348529593e-24
9859,8993,7896,7440,7869,7962,7929,1,-1.4532353404620345e-12,1.2739320136277397e-23
9905,9027,7950,7484,7874,8248,8367,1,-1.3843856133895152e-12,1.3004104455489736e-23
9955,9090,8003,7614,8051,8232,8191,1,-1.3623794204695398e-12,1.1494907109887162e-23
9911,9064,7945,7506,7866,7960,7973,1,-1.4649272366730312e-12,1.4892142586084523e-23
9859,8975,7883,7423,7978,8150,8063,1,-1.3650460379567683e-12,9.464523524007217e-24
9881,9020,7921,7464,7877,8075,8168,1,-1.4123557315056885e-12,1.2853555888898943e-23
9860,8967,7846,7365,7651,7773,7862,1,-1.5623593904227363e-12,1.9981931799133754e-23
9907,9046,7910,7488,7828,7912,7953,1,-1.4835632785854833e-12,1.603492887314148e-23
9840,8937,7806,7359,7806,8093,7978,1,-1.4503166560165983e-12,1.1895409688575273e-23
9811,8930,7833,7387,7838,7972,7873,1,-1.4671242428505327e-12,1.2278062274885614e-23
9847,8950,7811,7347,7625,7670,7739,1,-1.5977607603670791e-12,2.1184193480783213e-23
9838,8957,7856,7405,7875,8082,7930,1,-1.4391909943983174e-12,1.1332749317923407e-23
9819,8947,7801,7325,7633,7712,7704,1,-1.5949458274169418e-12,1.8885343750926013e-23
9845,8954,7809,7339,7719,7839,7823,1,-1.5205531382634166e-12,1.4816418518792362e-23
9838,8980,7887,7421,7940,8218,8087,1,-1.3828309607274639e-12,9.918284027905935e-24
9884,8988,7884,7410,7756,7807,7871,1,-1.512726328146073e-12,1.6345554460095273e-23
9799,8933,7832,7364,7884,7986,7938,1,-1.4226394926668892e-12,1.0660950414073135e-23
9881,8979,7871,7402,7810,7951,7951,1,-1.4639370664603766e-12,1.3387652245992695e-23
9837,8939,7810,7329,7653,7688,7799,1,-1.5620420169458319e-12,1.8221819933679958e-23
9823,8965,7865,7400,7993,8127,8012,1,-1.3625389182164777e-12,8.957647574119594e-24
9879,9002,7944,7517,8194,8395,8195,1,-1.2686425641778834e-12,7.329741478337294e-24
9929,9068,8034,7641,8746,8789,8259,1,-1.0642385920842942e-12,4.082703278339529e-24
9817,8980,7867,7450,7943,8164,8030,1,-1.4049618173380448e-12,1.0648476221177835e-23
9801,8943,7824,7336,7738,7853,7876,1,-1.5047223528012583e-12,1.4124212423915374e-23
9821,8946,7826,7347,7702,8052,8674,1,-1.3868657021275011e-12,1.5724996146241434e-23
9867,9044,8069,7721,8948,9469,8730,1,-9.659837189762428e-13,3.2443578746642635e-24
9860,8972,7938,7531,8248,8206,8101,1,-1.265446506689149e-12,7.397707567027585e-24
9838,8948,7824,7378,7766,7825,8086,1,-1.460981067087869e-12,1.4953035531496332e-23
9791,8919,7804,7334,7775,7925,7836,1,-1.4916232367872459e-12,1.2690467724878143e-23
9858,8992,7971,7576,8969,9085,8335,1,-9.681740587199698e-13,3.1207022771500452e-24
9975,9211,8337,8249,10288,11839,10422,1,-6.010986703252735e-13,1.28225082653529e-24
9965,9206,8401,8283,11299,11476,9869,1,-4.836206593112732e-13,9.642733585077779e-25
10015,9212,8461,8306,11609,11791,9868,1,-4.461894789649777e-13,8.302518668017111e-25
9950,9123,8189,7955,9305,10223,9192,1,-8.588120692655214e-13,2.5084891810518484e-24
9977,9219,8479,8515,11476,12190,10096,1,-4.762646761869481e-13,8.745736980271766e-25
9887,9119,8373,8296,11842,12025,9718,1,-4.313411457993192e-13,7.770486026809835e-25
9841,9053,8319,8098,12107,12062,9464,1,-3.967637206491313e-13,6.915865365800406e-25
9966,9190,8423,8328,11591,12027,9848,1,-4.5378464130058797e-13,8.133662208743119e-25
9925,9192,8469,8424,11263,12372,10254,1,-4.880346251424741e-13,8.833717150898069e-25
9897,9129,8334,8232,10973,11783,9653,1,-5.368694720858955e-13,1.0005943500001253e-24
9829,9045,8298,8142,11355,11209,9371,1,-4.915927932144747e-13,9.950426933040279e-25
9887,9117,8217,8086,10145,11053,9649,1,-6.563938137215914e-13,1.4833585847457831e-24
9951,9210,8367,8271,10897,11349,9717,1,-5.467594021869052e-13,1.1094803382941867e-24
10026,9277,8518,8510,11053,12153,10422,1,-5.13262861652732e-13,9.927067329967432e-25
9930,9133,8341,8179,10343,11843,10605,1,-5.741176797026548e-13,1.2462472558287698e-24
9849,9019,8034,7778,8990,9682,8883,1,-9.517108113054145e-13,3.1926383098381098e-24
9957,9188,8338,8245,10013,11600,10271,1,-6.621363571017973e-13,1.5351768572043964e-24
9835,9044,8118,7906,9830,10933,9562,1,-6.997291441196642e-13,1.6224987835638325e-24
9779,8934,7932,7634,9051,9367,8655,1,-9.286522134257296e-13,3.0094903215541703e-24
9846,9041,8139,7946,9851,10589,9173,1,-7.312820935993878e-13,1.7454637514144394e-24
9957,9199,8323,8227,10299,11374,10021,1,-6.209523155464548e-13,1.37448172328615e-24
9922,9123,8134,7936,9526,10531,9732,1,-7.545191447647071e-13,2.0645468029959807e-24
