B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2
10634,9848,8821,8607,9510,10271,9837,1,-8.233845767751188e-13,3.00461547911581e-24
10371,9562,8637,8569,10060,11557,10927,1,-6.364213876406562e-13,1.643391472153475e-24
10858,10140,9268,9128,10319,10673,9966,1,-7.007574204888398e-13,2.0114309582554463e-24
10902,10130,9185,8975,10072,10374,9699,1,-7.455703458877481e-13,2.2578538055586925e-24
10860,10112,9197,9084,10260,10516,9840,1,-7.149690547260026e-13,2.1064329200963242e-24
10802,10048,9188,9082,10338,10706,9921,1,-6.966165515691637e-13,1.946902450152312e-24
10890,10146,9241,9072,10166,10386,9904,1,-7.263020259168339e-13,2.2970455771154705e-24
10778,10016,9111,8972,10381,10531,9675,1,-6.900360869978089e-13,1.8001190912994646e-24
10719,9987,9065,8864,10141,10417,9497,1,-7.400761994415298e-13,2.0154101543572674e-24
10823,10031,9125,8983,10112,10545,9780,1,-7.373014759952941e-13,2.2002412136773945e-24
10841,10111,9190,9059,10206,10408,9720,1,-7.325853305042975e-13,2.1991478688084083e-24
10809,10056,9204,9076,10350,10495,9795,1,-7.017428040071901e-13,1.9971499181559784e-24
10606,9824,8866,8714,10696,10757,9308,1,-6.285834337407353e-13,1.288488033290968e-24
10719,9924,8991,8832,10215,10348,9378,1,-7.280119506930266e-13,1.9182277489043732e-24
10705,9911,9000,8799,9906,10052,9279,1,-8.018328008438615e-13,2.526489851103696e-24
10586,9758,8839,8751,10482,10908,9310,1,-6.746854290490077e-13,1.4454919841297305e-24
10464,9663,8725,8707,11438,11267,9445,1,-5.126100529946055e-13,9.30718864006526e-25
10487,9642,8759,8614,11589,11329,9311,1,-4.882297637539294e-13,8.395505239518493e-25
10653,9856,8911,8692,10385,10325,9288,1,-6.817510240021369e-13,1.610199641448649e-24
10579,9813,8865,8668,10685,10380,9112,1,-6.389338506123035e-13,1.3707847468726681e-24
10388,9633,8751,8657,11406,11583,9452,1,-5.143740842449587e-13,8.759654238313551e-25
10444,9585,8701,8547,11086,10983,9002,1,-5.702915193996901e-13,1.038726647524803e-24
9989,8942,8139,6999,18305,10458,6957,0,-1.14926126900181e-13,3.680396744117585e-25
9960,8945,8070,6959,16816,10092,6852,0,-1.492275071761081e-13,4.318507153841174e-25
10004,8940,8117,7007,17061,10215,6895,0,-1.433318916197888e-13,4.158088505767951e-25
9990,8962,8242,7047,18856,10682,7051,0,-1.0515831813632364e-13,3.420012303166898e-25
9978,8986,8175,7050,18378,10582,7041,0,-1.1397396275259385e-13,3.569639323240209e-25
9985,8966,8125,7007,16846,10283,6910,0,-1.488496196816845e-13,4.1306789441733846e-25
9975,8985,8157,7022,18751,10600,6999,0,-1.0712712528176602e-13,3.470170931154878e-25
9999,8955,8113,7030,17742,10577,7020,0,-1.260692719528717e-13,3.712767928174112e-25
9960,8961,8069,6980,16679,10013,6838,0,-1.5417444166191846e-13,4.431052178260921e-25
10022,8962,8109,6964,18117,10340,6884,0,-1.182125026676137e-13,3.7420888625226483e-25
9986,8973,8170,7018,17680,10315,6902,0,-1.2930443740983027e-13,3.894597799889604e-25
9980,8962,8274,7045,19278,10649,6992,0,-9.92759624645188e-14,3.367085018962012e-25
10019,9014,8308,7068,20249,11270,7212,0,-8.327262322634695e-14,2.8088304826501715e-25
9981,8967,8103,7027,17222,10261,6944,0,-1.39477895080345e-13,4.0832017038330405e-25
9968,8941,8055,6964,16438,9792,6730,0,-1.627599332297159e-13,4.72512151155969e-25
9979,8960,8219,7052,18518,10736,7107,0,-1.1042541240817578e-13,3.4596805913872286e-25
10017,8992,8209,7085,18640,11068,7197,0,-1.0751097703650133e-13,3.1927402709122997e-25
10004,8982,8242,7030,19686,10633,6982,0,-9.274375598364018e-14,3.2798961700648984e-25
9981,8972,8136,7055,17671,10549,7058,0,-1.2804273612074107e-13,3.761525319175442e-25
10022,9007,8344,7082,19843,11152,7193,0,-8.904824999555977e-14,2.933108046143469e-25
10016,8995,8282,7064,19459,10657,6969,0,-9.702307762105577e-14,3.2916457808593316e-25
10011,9006,8213,7161,17605,11165,7417,0,-1.2657079817785896e-13,3.3755236868984876e-25
9981,8994,8174,7081,17960,10909,7218,0,-1.201376848445555e-13,3.4399626828954897e-25
10034,9025,8285,7149,18699,11180,7293,0,-1.0682063099546771e-13,3.1127473902548386e-25
9976,8967,8158,7013,18158,10316,6881,0,-1.1967285285213639e-13,3.8004284198430933e-25
9993,9003,8128,7024,17613,10566,7028,0,-1.2857050811979628e-13,3.693514855739957e-25
10008,8997,8066,7017,17164,10463,7026,0,-1.3848157469837219e-13,3.880425450573879e-25
10000,8995,8099,7050,17318,10638,7078,0,-1.3519930831989743e-13,3.735634119956095e-25
10007,8988,8162,7068,17438,10667,7099,0,-1.326178508779828e-13,3.6974173489028077e-25
9992,8982,8164,7025,17970,10482,6978,0,-1.2197337344103242e-13,3.6990561164306426e-25
9987,8986,8128,7025,17537,10501,7001,0,-1.3086744505243954e-13,3.781014795912406e-25
10019,8991,8175,7050,17979,10648,7046,0,-1.2114754597673041e-13,3.5694988422110663e-25
10010,8996,8168,7035,17606,10528,7019,0,-1.290734121471747e-13,3.725197877743763e-25
9976,8981,8109,7024,16610,10399,7039,0,-1.533178437592397e-13,4.113185544930479e-25
9992,8966,8091,7013,15594,9925,6885,0,-1.8852924060070548e-13,4.8878896599310695e-25
10000,8985,8184,7036,18935,10948,7110,0,-1.0256191765119143e-13,3.202918884670954e-25
10012,8962,8055,7000,15479,9822,6811,0,-1.9374729957738999e-13,5.019113103222021e-25
9997,8978,8126,7045,16793,10445,6992,0,-1.4993603406657636e-13,4.0226621819414404e-25
10031,9008,8185,7055,17940,11015,7198,0,-1.1939074090877105e-13,3.310589966594631e-25
10005,8987,8167,7072,18162,10652,7020,0,-1.1886097404033154e-13,3.5550335220166025e-25
10031,9045,8303,7160,19452,11273,7300,0,-9.511875810680477e-14,2.9338759255629537e-25
10011,8976,8114,7014,17258,10545,7004,0,-1.3650121917650748e-13,3.799397267550409e-25
10272,9531,9054,9155,15910,18764,13006,0,-1.557784570506848e-13,1.6758161204636156e-25
10381,9678,9270,9521,16127,19405,13685,0,-1.5213193166738614e-13,1.5677522573249411e-25
10447,9710,9265,9540,15833,19019,13538,0,-1.6212911409545712e-13,1.672051087387438e-25
10410,9693,9214,9448,15814,18966,13394,0,-1.6188012896759966e-13,1.664507291128829e-25
10326,9570,9119,9195,15955,18421,12799,0,-1.5750882139516267e-13,1.712196800336385e-25
10333,9613,9125,9269,15948,18623,13024,0,-1.5738968508476193e-13,1.6858305920567056e-25
10307,9597,9188,9272,15681,18324,13133,0,-1.6471356278016025e-13,1.8199054049194964e-25
10325,9604,9142,9292,15598,18344,13052,0,-1.6882802064678214e-13,1.8331221739889908e-25
10413,9705,9318,9584,15900,19091,13634,0,-1.6095448361425713e-13,1.6712133863815734e-25
10330,9579,9122,9219,15802,18466,12911,0,-1.6149952708170358e-13,1.7401795852831462e-25
10333,9627,9219,9408,15872,19132,13420,0,-1.5963227675466692e-13,1.6519735294152786e-25
10266,9516,9021,9009,15387,17828,12540,0,-1.730583330172735e-13,1.924947716657209e-25
10263,9520,9044,9160,16023,18464,12780,0,-1.5550854807416855e-13,1.7188044876798668e-25
10258,9498,8968,8937,15576,17924,12497,0,-1.648721251071449e-13,1.8429359987839903e-25
10307,9568,9069,9223,15734,18697,13020,0,-1.6273603092509866e-13,1.723589042589973e-25
10253,9521,9004,9024,15408,18172,12611,0,-1.7217055556914933e-13,1.8488714782799424e-25
10178,9362,8796,8632,15082,15971,11255,0,-1.8959990182299693e-13,2.4233079523504983e-25
10261,9536,9025,9061,15149,17449,12534,0,-1.836204240741491e-13,2.096531205194319e-25
10113,9285,8670,8217,15763,15318,10421,0,-1.6357636164377137e-13,2.2924673666722947e-25
10297,9569,9118,9265,15813,18796,13018,0,-1.6195451302207896e-13,1.7024565489892374e-25
10215,9450,8929,8918,15712,18209,12450,0,-1.6122515468935125e-13,1.777584981360033e-25
10234,9506,9000,9008,15370,17800,12523,0,-1.7437385114584098e-13,1.9495730755935128e-25
10237,9470,8991,9009,15661,18007,12529,0,-1.647424774011798e-13,1.8554308238070674e-25
10290,9559,9092,9260,15780,18523,12866,0,-1.6483219990996206e-13,1.7671965146827582e-25
10274,9570,9110,9248,15870,18582,12927,0,-1.6111187490596392e-13,1.731719098289198e-25
10252,9517,9016,9110,15782,18372,12699,0,-1.6217074659539158e-13,1.767406139262247e-25
10180,9415,9029,8821,16648,17359,11767,0,-1.4077836308438717e-13,1.7625233656254494e-25
10288,9545,9044,9156,15780,18367,12763,0,-1.6248259500896785e-13,1.7660517445610962e-25
10272,9597,9125,9281,15734,18445,13076,0,-1.6464258842039761e-13,1.7948780008426494e-25
10237,9480,8947,9005,15632,18125,12490,0,-1.6603079733182658e-13,1.8280653117795794e-25
10288,9508,9049,8964,16010,17047,11644,0,-1.6345437435111003e-13,1.926421442389802e-25
10405,9662,9236,9381,15947,18248,12576,0,-1.6583518362770129e-13,1.7455421643841422e-25
10402,9654,9226,9342,16023,17967,12412,0,-1.6431969172445549e-13,1.7762543745234696e-25
10330,9557,9061,9054,15558,16958,11769,0,-1.7905225482072787e-13,2.0552902480867027e-25
10364,9599,9130,9187,15796,17289,11846,0,-1.7442427437434265e-13,1.9403800495330725e-25
10312,9530,9052,9094,15393,17063,11780,0,-1.8666027306297127e-13,2.1065159850754096e-25
10244,9433,8948,8812,15610,16018,10970,0,-1.816619912886828e-13,2.2693594230986633e-25
10409,9666,9209,9370,15810,17890,12424,0,-1.7179602886677749e-13,1.8432465579460474e-25
10360,9565,9042,9038,15519,16774,11599,0,-1.8187506886106925e-13,2.088503869640584e-25
10387,9673,9249,9399,15976,17903,12373,0,-1.6857532245094313e-13,1.8143983858733169e-25
10397,9668,9260,9437,15670,17998,12586,0,-1.7687446910007303e-13,1.8829443531556254e-25
10328,9607,9126,9211,15538,17473,12104,0,-1.8091853776561698e-13,1.97948790053376e-25
10372,9641,9217,9407,15669,17548,12137,0,-1.8272778354610427e-13,1.9845580322444516e-25
10353,9614,9200,9360,15738,17546,12024,0,-1.805460091031963e-13,1.9626190078685821e-25
10390,9633,9227,9350,15947,17420,11987,0,-1.730853004096058e-13,1.920693158914041e-25
10319,9544,9083,9116,15483,17318,12013,0,-1.806151608092436e-13,2.024750604586989e-25
10350,9598,9144,9198,15556,17298,11960,0,-1.815605449526946e-13,2.00611518244141e-25
10371,9586,9090,9172,15274,17405,12025,0,-1.8930584089289714e-13,2.042016741298119e-25
10358,9577,9078,9126,15433,17231,11949,0,-1.8306376602100197e-13,2.0332667505575776e-25
10227,9389,8775,8525,14796,15825,10970,0,-1.999866123949164e-13,2.442305503198586e-25
10283,9473,8957,8830,15329,16838,11729,0,-1.7947299588484237e-13,2.102710467506033e-25
10317,9512,8958,8905,15017,17131,11871,0,-1.9119545743765777e-13,2.1093893829603155e-25
10303,9507,8949,8886,14925,17048,11847,0,-1.9457969133278558e-13,2.153961362824766e-25
10282,9474,8961,8823,14903,16577,11565,0,-1.9778266181750558e-13,2.2782945766867794e-25
10284,9415,8802,8672,15380,17162,11464,0,-1.7533607751917958e-13,1.9587102789923913e-25
10258,9440,8770,8593,15354,16945,11323,0,-1.7563085385841564e-13,1.9744651656319754e-25
10231,9385,8711,8490,15028,16706,11151,0,-1.8615723547042082e-13,2.098909157571297e-25
10204,9348,8711,8456,15775,16023,10673,0,-1.6724952210034926e-13,2.123029149210703e-25
10219,9357,8676,8340,15223,15878,10710,0,-1.801496775661513e-13,2.2278064456841626e-25
10224,9343,8700,8330,15008,16562,11000,0,-1.8251897187463162e-13,2.0859128766146986e-25
10184,9318,8673,8438,14670,15912,10870,0,-2.0372332972868075e-13,2.461745074533758e-25
10188,9354,8709,8472,15058,16522,11156,0,-1.8495776716018986e-13,2.168093806408638e-25
10325,9520,8917,8899,14973,17802,12162,0,-1.8787149027024462e-13,1.949379232974404e-25
10235,9398,8727,8531,14781,16369,11222,0,-1.9621414918959292e-13,2.2782956898949406e-25
10250,9444,8844,8740,15155,17031,11593,0,-1.846865811629732e-13,2.072932633547612e-25
10217,9441,8782,8594,15371,16896,11398,0,-1.7463540068530048e-13,1.9977212748248766e-25
10372,9606,9106,9285,15300,18540,12904,0,-1.7984677778911625e-13,1.8356236602223508e-25
10320,9566,9061,9144,15659,18140,12549,0,-1.6814793797100685e-13,1.808688578001368e-25
10288,9498,8988,8993,15714,17980,12316,0,-1.6449333456305237e-13,1.8086910426979755e-25
10256,9454,8838,8722,15258,17147,11711,0,-1.7830656756863832e-13,2.007906078569073e-25
10285,9470,8861,8754,15383,17125,11805,0,-1.73388255459544e-13,1.9871930187251073e-25
10399,9654,9165,9421,15417,18504,13103,0,-1.7775919348181668e-13,1.8507802559034645e-25
10383,9671,9198,9487,15870,18840,13166,0,-1.6472151050325966e-13,1.7023070632134346e-25
10385,9633,9094,9242,15842,18532,12849,0,-1.6100007246943293e-13,1.6887903277033567e-25
10420,9721,9278,9629,15844,19627,13778,0,-1.6237305909693193e-13,1.59373692434831e-25
10402,9708,9250,9539,15944,19203,13512,0,-1.5972663946007011e-13,1.623790310375082e-25
10359,9607,9151,9337,15790,18773,13204,0,-1.6189930292729308e-13,1.713334896547686e-25
10273,9470,8913,8857,15269,17347,12074,0,-1.776613854097139e-13,2.0143520396628963e-25
10387,9655,9223,9550,15852,18833,13360,0,-1.6499012912250887e-13,1.7450926144488968e-25
10401,9692,9259,9578,15953,19294,13524,0,-1.6063578921956728e-13,1.6259170644637194e-25
10382,9649,9114,9265,15679,18425,12955,0,-1.655836017642331e-13,1.7490026003701465e-25
10376,9625,9119,9302,15581,18541,13067,0,-1.6871777268648934e-13,1.7761291937989755e-25
10355,9601,9117,9295,15763,18221,12851,0,-1.6576587664998861e-13,1.8146294457093378e-25
10395,9658,9158,9376,15751,18724,13108,0,-1.651010656583112e-13,1.7106087473695198e-25
10383,9632,9162,9427,15657,18796,13331,0,-1.6727682509441169e-13,1.7587954613647555e-25
10361,9641,9172,9403,15744,19009,13379,0,-1.6344148573426422e-13,1.6885499004744916e-25
10377,9648,9306,9345,17068,17446,11657,0,-1.4519514529749615e-13,1.6835830810392745e-25
10446,9732,9385,9654,16768,18814,12578,0,-1.504558855406534e-13,1.534796880441703e-25
10287,9547,9170,9033,16958,16056,10721,0,-1.517106579482059e-13,1.9700714868588781e-25
10296,9549,9140,9003,16721,15854,10669,0,-1.578321638422988e-13,2.0547595575098413e-25
10331,9574,9209,8977,16831,15623,10636,0,-1.5381971423417204e-13,2.062002896308786e-25
10571,9890,9731,10297,16699,19108,13547,0,-1.589976947611823e-13,1.6337385450008505e-25
10408,9671,9372,9487,17473,17580,11747,0,-1.3799429057595858e-13,1.6238409993489576e-25
10293,9559,9158,9121,17133,15833,10631,0,-1.5117103129985562e-13,2.0263182258080526e-25
10312,9579,9245,9018,17481,15666,10627,0,-1.3892105045753188e-13,1.9537479794147795e-25
10316,9550,9177,9045,17626,15837,10637,0,-1.3615241603289825e-13,1.9128281583983047e-25
10479,9775,9523,9852,17398,18756,12542,0,-1.4023750935950161e-13,1.4803046645430846e-25
10575,9868,9752,10241,17232,18991,13327,0,-1.4543364891203422e-13,1.5417153057077528e-25
10484,9830,9612,9938,18139,18220,12201,0,-1.293705793477265e-13,1.464700470484562e-25
10307,9536,9196,9036,17841,15739,10545,0,-1.3228664576854048e-13,1.908135002629664e-25
10344,9621,9299,9364,17793,16268,10778,0,-1.3962030508743432e-13,1.8422518374504422e-25
10331,9580,9233,8944,17601,15426,10451,0,-1.3587868743032947e-13,1.9620874420220227e-25
10454,9749,9504,9732,18303,17678,11673,0,-1.2658212440808918e-13,1.5145925975167721e-25
10663,10057,10064,10668,17585,19095,13278,0,-1.478178300385028e-13,1.4897290758688882e-25
10825,10235,10350,11247,17933,19868,14013,0,-1.4459574652459708e-13,1.3900220856827133e-25
10530,9868,9720,10053,18838,18234,12042,0,-1.1922298561964404e-13,1.3771496464404836e-25
10470,9792,9597,9807,18700,18062,11999,0,-1.1707274354968027e-13,1.404011249210009e-25
10412,9731,9501,9640,18441,18011,11849,0,-1.2011155938589814e-13,1.432277760637956e-25
10366,9626,9305,9195,18067,16611,11074,0,-1.2489055909112077e-13,1.6701465731534465e-25
10356,9594,9270,9002,17424,15605,10601,0,-1.395389830979795e-13,1.9516977957950002e-25
10379,9610,9360,9147,18481,16493,11038,0,-1.1570045194845267e-13,1.6316568303630487e-25
10744,10127,10162,10960,18058,20002,14292,0,-1.3284742934555002e-13,1.338423490719241e-25
10574,9926,9874,10298,18842,18452,12312,0,-1.2177464262627754e-13,1.372945942949706e-25
10563,9902,9788,10204,18195,19101,13370,0,-1.223956640932945e-13,1.36427794902841e-25
10538,9852,9639,9869,18147,17700,12228,0,-1.2647892217348575e-13,1.5238134931976066e-25
10399,9660,9394,9208,17914,16430,11131,0,-1.274169340271746e-13,1.7109376333470126e-25
10410,9640,9361,9200,17697,16172,11056,0,-1.3268686786388393e-13,1.8082335468348303e-25
10456,9730,9511,9624,17992,16335,10985,0,-1.384545605575745e-13,1.8010342843251008e-25
10339,9526,9130,8844,17508,15079,10320,0,-1.365933704402893e-13,2.07106141011455e-25
10310,9538,9187,8767,17681,14949,10166,0,-1.326700124851943e-13,2.0419279957358323e-25
10420,9657,9309,9071,18053,16209,10855,0,-1.2364160689116808e-13,1.6910788622756088e-25
10533,9833,9742,10142,17535,17873,12473,0,-1.4521346727765209e-13,1.6759191952270268e-25
10462,9756,9512,10249,15298,19382,13842,0,-2.0260280598522627e-13,2.0169842037753789e-25
10484,9738,9519,10397,15475,19052,13621,0,-2.0426224915356224e-13,2.114508430839215e-25
10464,9732,9531,10346,15517,19368,13887,0,-1.9715849815006403e-13,2.0155456792925476e-25
10462,9749,9408,9998,15548,19578,13858,0,-1.8343719307289516e-13,1.7912826848478965e-25
10386,9627,9227,9555,14910,18708,13306,0,-1.9931161814520908e-13,2.0219445541694566e-25
10377,9614,9155,9536,15028,18999,13380,0,-1.9297497593917183e-13,1.9261227563460314e-25
10376,9594,9091,9296,15103,18903,13010,0,-1.858212183661652e-13,1.8158547971747193e-25
10405,9635,9115,9340,15079,18844,13150,0,-1.859551846287835e-13,1.8316214606749238e-25
10365,9590,9011,9158,14977,18512,12857,0,-1.873345315564306e-13,1.8758890516399136e-25
10413,9638,9094,9377,14897,19231,13411,0,-1.90455863559371e-13,1.8173816138225785e-25
10375,9623,9110,9379,15033,18881,13164,0,-1.895833182209375e-13,1.8668132644471596e-25
10348,9593,9120,9383,15354,19002,13190,0,-1.7820406572814016e-13,1.7863162124314187e-25
10388,9640,9139,9388,15103,19369,13393,0,-1.8388516122474553e-13,1.7439355689330946e-25
10356,9621,9122,9331,15252,19187,13231,0,-1.790982234203131e-13,1.734337793491403e-25
10383,9596,9051,9245,14707,18814,13013,0,-1.9885717704731784e-13,1.9131751738487655e-25
10394,9618,9058,9297,14718,18723,13092,0,-1.992280834072509e-13,1.946212145896462e-25
10404,9645,9112,9368,15045,18931,13053,0,-1.8976080164415028e-13,1.8246964503971083e-25
10398,9656,9060,9316,14841,18863,13138,0,-1.9435261743359186e-13,1.8707509339905102e-25
10369,9609,9043,9238,14861,19016,13144,0,-1.9078638906667182e-13,1.8267647510894697e-25
10371,9608,9076,9251,15123,19061,13112,0,-1.8195916307440695e-13,1.7568415859114136e-25
10346,9626,9331,9320,16403,16640,11279,0,-1.6866264211044752e-13,1.9904413512011893e-25
10375,9625,9234,9251,16821,17954,12010,0,-1.4430813588145884e-13,1.6108194079106414e-25
10424,9684,9271,9432,16804,18560,12377,0,-1.4531812041128513e-13,1.5290986857060525e-25
10406,9679,9340,9491,16466,17519,11881,0,-1.6320099270917606e-13,1.8095018222431683e-25
10359,9616,9107,9286,15097,18848,13008,0,-1.8597605549378418e-13,1.8170977759115203e-25
10320,9544,8984,8987,14724,18436,12662,0,-1.9362884307895346e-13,1.9048356377701905e-25
10372,9581,9037,9183,14565,18784,13009,0,-2.0226990940984494e-13,1.9399815813232777e-25
10375,9636,9069,9234,14997,18454,12771,0,-1.907890984174057e-13,1.8861707561435932e-25
10332,9657,9421,9462,16709,16781,11296,0,-1.6443922797776792e-13,1.93243282668432e-25
10344,9634,9322,9333,16066,16966,11560,0,-1.7566000784746864e-13,1.9898511639530774e-25
10345,9599,9194,9211,16850,18046,12088,0,-1.418171987334827e-13,1.5975125475415872e-25
10322,9560,9184,9204,17159,17883,11811,0,-1.3753928839084096e-13,1.5956312656836009e-25
10345,9637,9283,9338,16346,16973,11480,0,-1.6811283513960675e-13,1.9283150324563989e-25
10386,9696,9371,9465,16020,17570,12067,0,-1.7386256014247252e-13,1.87938576255685e-25
10397,9709,9349,9485,16077,17625,12083,0,-1.7233632029479518e-13,1.8551669611666735e-25
10379,9681,9383,9473,16361,17420,11807,0,-1.672054640498198e-13,1.8459024088784818e-25
10429,9726,9359,9513,16021,18184,12490,0,-1.689511010478055e-13,1.7500388808349233e-25
10463,9743,9343,9561,15817,18302,12599,0,-1.752435293961407e-13,1.7750934630363965e-25
10442,9751,9384,9562,15879,18248,12595,0,-1.7363855853633976e-13,1.7727240758124133e-25
10425,9713,9288,9513,16816,19243,12836,0,-1.4222014771283617e-13,1.4326443827329817e-25
10399,9671,9272,9450,16754,18969,12716,0,-1.4360381786356937e-13,1.4888604756897402e-25
10403,9720,9393,9545,16529,18244,12409,0,-1.562848007525131e-13,1.6573487597643376e-25
10411,9695,9275,9439,15716,17767,12135,0,-1.8167437910634832e-13,1.8905984966829962e-25
10422,9698,9285,9460,15770,17650,12031,0,-1.819844989106473e-13,1.906583624503338e-25
10369,9656,9198,9313,15631,17614,12045,0,-1.8183406086007727e-13,1.9237709096218193e-25
10150,9290,8567,8129,15520,15225,10118,0,-1.7212279075914573e-13,2.3069740908310103e-25
10141,9248,8475,8064,14590,14338,9658,0,-2.1378005218190604e-13,2.877781585539574e-25
10437,9732,9334,9544,15999,18516,12634,0,-1.6868085360786058e-13,1.6975836684639204e-25
10550,9892,9559,10047,16755,20730,13976,0,-1.4554730100573944e-13,1.2965806152390642e-25
10502,9801,9431,9794,16992,20048,13427,0,-1.3865505207906791e-13,1.324182932391148e-25
10197,9372,8694,8464,15869,15701,10250,0,-1.7151667316266617e-13,2.1712429512545085e-25
10287,9546,9133,9107,15439,16729,11446,0,-1.9140385923748241e-13,2.171809001449606e-25
10412,9685,9281,9451,15962,18002,12223,0,-1.7257649159150037e-13,1.7952393620458773e-25
10568,9893,9540,9980,16720,20575,13861,0,-1.4546713825576048e-13,1.299584131860542e-25
10063,9177,8469,7921,16436,14645,9495,0,-1.4789353409135466e-13,2.2959135788206336e-25
10078,9171,8422,7869,15288,13711,9199,0,-1.8692702564560285e-13,2.890208897861689e-25
10368,9639,9226,9295,15673,16973,11525,0,-1.878047035153167e-13,2.0565407781768854e-25
10373,9630,9187,9308,15425,17111,11608,0,-1.9605388549472624e-13,2.0971582473053774e-25
10092,9192,8483,7961,15480,14644,9790,0,-1.7292685582114634e-13,2.5117559434359416e-25
10567,9886,9555,10041,16797,20608,13831,0,-1.4556383159852885e-13,1.3019043614851142e-25
10569,9918,9635,10162,17066,19920,13352,0,-1.47225465341725e-13,1.3720428124151227e-25
10397,9676,9289,9407,16334,17740,11959,0,-1.633133639046079e-13,1.7608689886986895e-25
10317,9559,9093,9042,15592,16522,11106,0,-1.8824022245028633e-13,2.130889130438512e-25
10343,9583,9147,9172,15708,16488,11107,0,-1.889392198470009e-13,2.1508292059290715e-25
10319,9577,9176,9130,15853,16413,11063,0,-1.8327222455922992e-13,2.124036523622437e-25
10575,9941,9586,10067,16560,20853,14125,0,-1.4939990018951657e-13,1.29531969987016e-25
10051,9121,8384,7730,16330,14524,9592,0,-1.4232526153824295e-13,2.3226067977807006e-25
10061,9170,8349,7755,14887,13407,8997,0,-2.013738947150301e-13,3.078071679323567e-25
10084,9198,8469,7903,15603,14913,9927,0,-1.6425128636753513e-13,2.3615446236439166e-25
10061,9124,8337,7716,15031,14029,9369,0,-1.8598864292748573e-13,2.7813646107599807e-25
10105,9236,8477,7987,15182,14306,9569,0,-1.8852872704600164e-13,2.685688649711586e-25
10046,9101,8303,7656,15318,13762,9179,0,-1.7685164764615628e-13,2.8037918369136834e-25
10003,9062,8214,7560,14752,13229,8826,0,-2.016492857035319e-13,3.195135105091343e-25
10044,9111,8341,7727,15478,14450,9597,0,-1.670456222764188e-13,2.533527355229954e-25
9991,9045,8287,7527,16977,13611,8946,0,-1.295457391464939e-13,2.5029091265697642e-25
10229,9429,8875,8779,15241,15142,10541,0,-2.0189925520739884e-13,2.6534642222697086e-25
10257,9463,8984,8950,15532,15582,10724,0,-1.9435099311794962e-13,2.470970611888627e-25
10210,9436,8982,8856,16274,15212,10389,0,-1.7155081767519527e-13,2.379087465591323e-25
10177,9403,8932,8857,15993,15394,10527,0,-1.7900249326782754e-13,2.4267949959706356e-25
10214,9458,8936,8825,15706,15109,10415,0,-1.889633244701398e-13,2.530614473614876e-25
10200,9416,8924,8788,16095,15052,10312,0,-1.7610191445121725e-13,2.461065405066657e-25
10192,9398,8860,8742,15859,14913,10190,0,-1.8448480774284276e-13,2.560564392987892e-25
10206,9415,8815,8639,15144,14168,9921,0,-2.1222382195576554e-13,2.9985822932527414e-25
10196,9372,8885,8586,16245,14550,9930,0,-1.6984139409322993e-13,2.520375182568411e-25
10199,9396,8877,8766,15826,15262,10463,0,-1.8166682721181935e-13,2.4659123239324332e-25
10215,9406,8923,8815,15838,15308,10574,0,-1.8107810476307753e-13,2.463914970495458e-25
10202,9425,8896,8773,16033,15110,10361,0,-1.7667084576407433e-13,2.445477092509826e-25
10185,9367,8862,8756,16276,15075,10318,0,-1.6920449861304717e-13,2.4377547190880793e-25
10260,9463,8948,8909,15591,15691,10826,0,-1.885474311249258e-13,2.4023245639189865e-25
10204,9416,8882,8757,15828,15302,10515,0,-1.8024069264869335e-13,2.433678842260916e-25
10358,9567,9075,8999,15360,17412,11966,0,-1.802976023380158e-13,1.9500961136167142e-25
10196,9375,8899,8542,16539,14517,9837,0,-1.6080475785082072e-13,2.43558123448209e-25
10350,9571,9012,9069,15135,17768,12042,0,-1.903410914272751e-13,1.9526491669817582e-25
10333,9578,9028,9128,15368,17868,12145,0,-1.8292592454717032e-13,1.904263456210575e-25
10496,9829,9631,10118,16313,18765,13433,0,-1.6725958111551504e-13,1.7608581963702616e-25
10428,9672,9181,9220,15250,17580,12236,0,-1.8785026854331693e-13,1.9672457090509096e-25
10419,9673,9171,9188,15336,17278,11954,0,-1.8791713559589491e-13,1.9985864780585483e-25
10383,9608,9163,9117,15448,17251,11890,0,-1.8263433122473027e-13,1.9875671988802734e-25
10391,9675,9321,9617,15680,18475,12877,0,-1.7929534594973363e-13,1.8535433636967312e-25
10375,9584,9026,8998,15231,17817,12289,0,-1.797223437943598e-13,1.8830361936230658e-25
10375,9583,8954,8956,15033,17892,12307,0,-1.8490595217481967e-13,1.897657403478193e-25
10378,9652,9165,9297,15687,18307,12773,0,-1.6891156809868479e-13,1.7751480680828133e-25
10183,9378,8862,8702,16056,15016,10261,0,-1.750897199563082e-13,2.4721440532716956e-25
10338,9588,9131,9194,15693,18411,12511,0,-1.69107365065571e-13,1.740760416916443e-25
10286,9477,8850,8660,15089,17123,11555,0,-1.836698784654671e-13,1.9943875783713284e-25
10385,9692,9196,9434,15606,18586,12849,0,-1.7548544692716354e-13,1.7673017498443964e-25
10492,9809,9585,10127,16016,18678,13248,0,-1.7959359260244717e-13,1.8578437696054033e-25
10398,9620,9078,9134,15303,18520,12647,0,-1.7703329315455056e-13,1.753000515533026e-25
10346,9544,8979,8938,15122,17699,12048,0,-1.853384670187067e-13,1.9301643342474178e-25
