B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
10253,9373,8298,7901,8590,9203,9112,1,121890.87781453431,3.655003444915747e+17,83857736.69950269,9373.0,83839185.8885128,-1955.0,6685674709041328.0,-7533272648866016.0,18551.0,-6.982419817918263e+23,3.655009246396572e+17,-8162.0
10263,9352,8276,7874,8449,8914,8913,1,118653.62244551945,3.498045082937041e+17,79450482.70053563,9352.0,79431943.91285242,-1987.0,6277769228546088.0,-7478449079705145.0,18539.0,-6.794566909853429e+23,3.498051843209546e+17,-8313.0
10217,9313,8251,7852,8562,9290,9256,1,126283.95481479152,3.839153776828668e+17,85988240.68463986,9313.0,85969772.88375121,-1966.0,6832139605762744.0,-7339498309887097.0,18468.0,-6.913778669024938e+23,3.839159475865032e+17,-7909.0
10276,9385,8277,7918,8624,9159,9091,1,121435.3487065374,3.6186632583326336e+17,83264469.68994197,9385.0,83245916.88118212,-1999.0,6689785419776135.0,-7615752560389361.0,18553.0,-6.997790336508054e+23,3.6186688481970234e+17,-8212.0
10244,9333,8232,7826,8525,9222,9196,1,127898.09126602352,3.8350443776456154e+17,84805512.68138616,9333.0,84787036.88644175,-2012.0,6729134045339376.0,-7240772756507421.0,18476.0,-6.919037583170757e+23,3.8350505562318534e+17,-7963.0
10262,9367,8308,7913,8583,9064,9025,1,117791.03149171552,3.536038283827689e+17,81802600.69450676,9367.0,81784030.8923894,-1954.0,6549085056400525.0,-7652896041470148.0,18570.0,-6.927371031042686e+23,3.53604405520318e+17,-8255.0
10233,9354,8290,7903,8637,9169,9029,1,117861.04093938884,3.4836098449536096e+17,82786901.70100011,9354.0,82768378.87824476,-1943.0,6586971073499958.0,-7574424202644045.0,18523.0,-6.857319767242537e+23,3.483614974047944e+17,-8228.0
10261,9369,8305,7940,8639,9302,9224,1,122969.60384282286,3.7543882266908416e+17,85801648.69625223,9369.0,85783082.88354239,-1956.0,6887166176332296.0,-7661338754372348.0,18566.0,-7.079202210229253e+23,3.754393659796526e+17,-8085.0
10286,9391,8344,7936,8682,9525,9538,1,130224.50016542479,4.198804367340501e+17,90849450.67575178,9391.0,90830820.87847456,-1942.0,7418054444039080.0,-7661466661874583.0,18630.0,-7.425200331088786e+23,4.198809956533904e+17,-7789.0
10306,9410,8347,7970,8700,9369,9310,1,123855.0779791525,3.866788808004474e+17,87225390.6890728,9410.0,87206737.87890965,-1959.0,7096643535163700.0,-7805634007591531.0,18653.0,-7.308014141147239e+23,3.866794164354401e+17,-8070.0
10272,9415,8361,8017,8831,9805,9820,1,133507.47293644983,4.44493725164791e+17,96285100.66854398,9415.0,96266467.8594928,-1911.0,8018535465989300.0,-7926688927247641.0,18633.0,-7.678561014430515e+23,4.4449418420386394e+17,-7612.0
10252,9363,8310,7933,8730,9312,9178,1,119269.44425166192,3.614759378493183e+17,85465536.69057104,9363.0,85446974.8649766,-1942.0,6886053840451500.0,-7701282711639311.0,18562.0,-7.026772240971831e+23,3.614763931566076e+17,-8118.0
10296,9418,8391,8043,8850,9502,9385,1,119981.03044724146,3.807860068118496e+17,89176270.69142905,9418.0,89157583.86166656,-1905.0,7342000062113130.0,-8117568244246107.0,18687.0,-7.403924895066051e+23,3.8078642117550957e+17,-8076.0
10350,9485,8446,8127,8980,9640,9593,1,121839.03660572348,4.0311292148825197e+17,92476520.67553139,9485.0,92457724.8511815,-1904.0,7839080759473530.0,-8493734705868539.0,18796.0,-7.807653184145354e+23,4.0311329712343443e+17,-8019.0
10276,9373,8318,7930,8676,9430,9336,1,125730.28668456554,3.899657480225597e+17,88038480.69114742,9373.0,88019886.87628762,-1958.0,7088664840168912.0,-7616922943554236.0,18594.0,-7.203522065836593e+23,3.8996627349808115e+17,-7967.0
10314,9404,8354,7990,8795,9686,9572,1,129483.0122224879,4.156068701042191e+17,92714392.68609403,9404.0,92695724.862904,-1960.0,7578738780490272.0,-7806947463672990.0,18668.0,-7.522052867565278e+23,4.156073346297548e+17,-7822.0
10301,9403,8342,7969,8694,9482,9403,1,127164.4649772048,3.997641177449838e+17,89159246.69291002,9403.0,89140603.87948474,-1959.0,7228750889015816.0,-7740924955974167.0,18643.0,-7.358477919481033e+23,3.997646588437183e+17,-7969.0
10289,9416,8354,7977,8731,9480,9421,1,126074.42692171763,3.984316707652421e+17,89311080.68704341,9416.0,89292437.87417747,-1935.0,7297406706122280.0,-7812241168399822.0,18643.0,-7.386358835486265e+23,3.9843219113886726e+17,-7972.0
10294,9427,8354,7980,8787,9671,9550,1,129963.01561649858,4.134628190862853e+17,92358050.68807945,9427.0,92339402.86339411,-1940.0,7555515649081400.0,-7764069027034876.0,18648.0,-7.512299297152624e+23,4.1346330595239475e+17,-7857.0
10274,9389,8349,7921,8676,9415,9422,1,126442.82343046146,4.0286081926824934e+17,88708130.67625283,9389.0,88689507.87855434,-1925.0,7232183491595118.0,-7659976909667052.0,18623.0,-7.319059129370568e+23,4.0286137233547674e+17,-7888.0
10323,9452,8428,8123,9087,9895,9692,1,122899.38146327292,4.0427479478098445e+17,95902340.68270455,9452.0,95883589.82907332,-1895.0,8068867982687488.0,-8401398061903705.0,18751.0,-7.776007360916684e+23,4.042750571014724e+17,-7883.0
10253,9417,8368,8015,8845,9736,9558,1,126941.65660042586,4.03418011164182e+17,93056688.69780658,9417.0,93038067.85727979,-1885.0,7610048862676308.0,-7886458452423138.0,18621.0,-7.455472634325009e+23,4.034184339523515e+17,-7874.0
10287,9402,8366,8013,8897,9532,9445,1,120845.15271146344,3.8525595341792115e+17,90029740.67298312,9402.0,90011087.84687516,-1921.0,7462957989403590.0,-8052792939263602.0,18653.0,-7.390900532874209e+23,3.8525632150632755e+17,-7970.0
10321,9445,8409,8100,9049,9923,9671,1,124783.87721171629,4.052482100346487e+17,95965333.69066669,9445.0,95946603.83180436,-1912.0,7994421563662360.0,-8247386422507934.0,18730.0,-7.727209411461317e+23,4.052484946731194e+17,-7874.0
10299,9407,8392,8081,8955,9583,9316,1,116109.38067105388,3.6164310125391386e+17,89275228.70511311,9407.0,89256537.84565626,-1907.0,7311717089321264.0,-8235898370519230.0,18691.0,-7.33747697792971e+23,3.6164341379177254e+17,-8172.0
10275,9382,8354,7981,8866,9547,9334,1,119977.16650109141,3.7234003271126675e+17,89111698.69184624,9382.0,89093069.8481843,-1921.0,7247739705453624.0,-7866957274218844.0,18629.0,-7.245634189437322e+23,3.723404002086059e+17,-8029.0
10311,9420,8421,8087,8973,9621,9359,1,116252.42556598158,3.670064278159019e+17,90042939.70404467,9420.0,90024207.84580469,-1890.0,7404419436855840.0,-8279937719846340.0,18732.0,-7.434573221641893e+23,3.670067396424915e+17,-8148.0
10679,9919,9198,9181,11995,13078,11378,1,89555.31208490461,3.872901350298505e+17,148801484.6873794,9919.0,148781607.5869132,-1481.0,1.5403849602797656e+16,-1.4016820653672688e+16,19877.0,-1.174128671534813e+24,3.8728920076330906e+17,-7722.0
10804,10021,9123,8839,10795,11349,10502,1,103087.87725678689,4.163341400552032e+17,119187198.67041078,10021.0,119167271.69197251,-1681.0,1.1931984587111446e+16,-1.2271908521933456e+16,19927.0,-1.1229541285106e+24,4.163336737418473e+17,-8358.0
10792,10014,9185,9026,11345,11892,10637,1,93912.0627498507,3.817290962269736e+17,126495204.68601665,10014.0,126475227.64410847,-1607.0,1.28553368118021e+16,-1.3286804090341974e+16,19977.0,-1.1409794432303374e+24,3.817284030196327e+17,-8403.0
10666,9904,9135,8987,11593,12175,10482,1,86279.1977615512,3.3227111131779283e+17,127618350.71043788,9904.0,127598549.61083719,-1531.0,1.2616166873920608e+16,-1.299495268602938e+16,19801.0,-1.0684078475337495e+24,3.3227035160103315e+17,-8409.0
10681,9904,9098,8964,11433,11957,10460,1,89035.23580928546,3.432980423981445e+17,125070220.69852059,9904.0,125050441.62390897,-1583.0,1.238988407196352e+16,-1.2882930972182812e+16,19779.0,-1.0648358080383287e+24,3.4329731940874835e+17,-8408.0
10683,9937,9201,9194,11850,12716,11118,1,88542.2834657714,3.74387352783325e+17,141376488.6960419,9937.0,141356604.60241386,-1482.0,1.4556511527724566e+16,-1.4118599675594014e+16,19884.0,-1.1527048302217662e+24,3.743864757263538e+17,-8013.0
10769,9987,9105,8761,10910,11487,10543,1,102255.15591321536,4.1106098884167296e+17,121107441.65803154,9987.0,121087567.67015758,-1664.0,1.2112187625894136e+16,-1.1953200040684696e+16,19874.0,-1.1102638616294025e+24,4.110604488753377e+17,-8205.0
10810,10000,9078,8745,10584,11537,10869,1,115945.95565550361,4.8708586142023245e+17,125395653.65502217,10000.0,125375765.70866632,-1732.0,1.250441212806e+16,-1.162250298715976e+16,19888.0,-1.1529021572225155e+24,4.870854706924878e+17,-7876.0
10704,9967,9190,9084,11496,12188,10775,1,91019.56989166408,3.724348167020013e+17,131325700.70070206,9967.0,131305806.6316729,-1514.0,1.330386994286075e+16,-1.3521373626848762e+16,19894.0,-1.1269737506313155e+24,3.7243406508358163e+17,-8276.0
10666,9941,9229,9255,12120,12769,10829,1,80441.65351989867,3.24839967164118e+17,138275501.71964264,9941.0,138255606.58145937,-1437.0,1.41299276624061e+16,-1.4508129423080938e+16,19895.0,-1.1234803262624265e+24,3.248390813747031e+17,-8367.0
10681,9907,9165,9073,11811,12981,11200,1,91919.39963525736,3.839115435822689e+17,145387200.7020662,9907.0,145367354.59607556,-1516.0,1.4678949152616e+16,-1.3268587309605982e+16,19846.0,-1.149260271413519e+24,3.8391067468835437e+17,-7780.0
10678,9923,9166,9079,11905,13547,11744,1,97708.76387552108,4.297792790347e+17,159095968.69024768,9923.0,159076124.58714876,-1512.0,1.6294196423908032e+16,-1.3161775496228584e+16,19844.0,-1.2084297917544608e+24,4.297783568476362e+17,-7258.0
10666,9936,9218,9161,11838,13317,11576,1,94473.6040103416,4.153192537755853e+17,154157592.708558,9936.0,154137708.60257766,-1448.0,1.5762901700457216e+16,-1.3639048156703178e+16,19884.0,-1.1983428211069613e+24,4.153183644486379e+17,-7521.0
10832,9977,9045,8729,10457,11424,10889,1,119125.1909289548,5.040337506692191e+17,124395936.64785668,9977.0,124376059.72202156,-1787.0,1.2371363645252854e+16,-1.1515986608005158e+16,19877.0,-1.1502046565116597e+24,5.040334161271727e+17,-7817.0
10730,9928,9022,8726,10548,11576,10933,1,116193.14795083561,4.868466954050456e+17,126560408.65416978,9928.0,126540656.70756899,-1708.0,1.2518277106024144e+16,-1.1476385519196072e+16,19752.0,-1.1192471653679258e+24,4.868462843706763e+17,-7721.0
10621,9892,9133,9058,11768,12403,10737,1,85708.89283103967,3.402010619821082e+17,133171011.69674785,9892.0,133151257.5973564,-1488.0,1.3420974895598196e+16,-1.3429344695887066e+16,19754.0,-1.0823180156912961e+24,3.4020023462576845e+17,-8213.0
10605,9931,9270,9272,12060,12614,10700,1,77337.19994499476,3.1137693491154035e+17,134969800.73483822,9931.0,134949925.5909526,-1335.0,1.3713207337359e+16,-1.4675620602533348e+16,19875.0,-1.1000941587707803e+24,3.113760777301286e+17,-8503.0
10639,9849,9123,9068,11890,12720,10841,1,85060.19108723897,3.3818915310336237e+17,137897520.70647624,9849.0,137877758.58516473,-1516.0,1.3763960496026516e+16,-1.3357062794118414e+16,19762.0,-1.0858062450358416e+24,3.381882891063132e+17,-8076.0
10631,9875,9116,9060,11735,12946,11229,1,93147.93291523993,3.8669385987415277e+17,145370634.7009461,9875.0,145350887.5997322,-1515.0,1.4612765175902624e+16,-1.3132294080579098e+16,19747.0,-1.1280471187482809e+24,3.8669300634917914e+17,-7706.0
10675,9950,9228,9263,12095,13011,11243,1,85855.15432323805,3.661544163150699e+17,146282673.69875184,9950.0,146262770.58430475,-1447.0,1.521327953968705e+16,-1.452122883568459e+16,19903.0,-1.1703907637424935e+24,3.6615348781105146e+17,-7970.0
10759,9917,8922,8534,10079,11140,10884,1,129826.40862899387,5.416630540834355e+17,121247760.62674892,9917.0,121228079.74949786,-1837.0,1.1841593400588024e+16,-1.0522681547406956e+16,19681.0,-1.1053926728782813e+24,5.4166293019287546e+17,-7567.0
10655,9791,8845,8618,10947,11823,10195,1,100991.96215177655,3.4981320488426605e+17,120535485.70934163,9791.0,120515985.63607383,-1810.0,1.114117629999995e+16,-1.0699335216704368e+16,19500.0,-9.813103087215936e+23,3.498126372532932e+17,-8214.0
10599,9732,8759,8469,10100,11323,10330,1,119321.14598460282,4.279525118471869e+17,116966590.71157904,9732.0,116947232.7271702,-1840.0,1.048963980541404e+16,-9782598563160116.0,19358.0,-9.626074365740321e+23,4.279522821893791e+17,-7871.0
10651,9912,9171,9115,11806,12836,11245,1,91287.17526406469,3.882059955896833e+17,144340820.688137,9912.0,144320998.59973451,-1480.0,1.479833968362204e+16,-1.3634165189524454e+16,19822.0,-1.1493147528037372e+24,3.882051142717302e+17,-7782.0
10627,9877,9122,9088,11857,12765,11068,1,88632.33633660732,3.636162544812029e+17,141283020.69019195,9877.0,141263271.5896585,-1505.0,1.4347239934729128e+16,-1.3485905577251198e+16,19749.0,-1.1122181306976513e+24,3.636153763035716e+17,-7897.0
10634,9768,8849,8620,10831,11659,10295,1,102260.53107065045,3.668445246660991e+17,120029405.69136472,9768.0,120009922.65021554,-1785.0,1.121402119847064e+16,-1.0813989174323488e+16,19483.0,-9.828457742941269e+23,3.668439721456931e+17,-8093.0
10585,9785,9022,8949,11575,12366,10726,1,88763.11553331374,3.453947368446629e+17,132637716.69500971,9785.0,132618109.60259826,-1563.0,1.303133691166552e+16,-1.2685824406424568e+16,19607.0,-1.0380142149091909e+24,3.4539393413602963e+17,-8008.0
10610,9732,8858,8609,12516,12499,9888,1,73997.76307254986,2.3698446938053955e+17,123590112.65073109,9732.0,123570644.48680149,-1752.0,1.1910106741453056e+16,-1.1409248994554714e+16,19468.0,-9.337687128980873e+23,2.369835835462601e+17,-8453.0
10692,9914,9048,8828,10798,11671,10746,1,105690.09292671361,4.2913436253703034e+17,125416566.67868583,9914.0,125396826.68504708,-1644.0,1.2362883407896464e+16,-1.200129407864936e+16,19740.0,-1.0923844884278403e+24,4.2913384020709824e+17,-7996.0
10706,9917,8954,8634,10226,11020,10621,1,117408.86551583261,4.752080209825382e+17,117043420.6472,9917.0,117023760.7392808,-1752.0,1.14407032694201e+16,-1.1074506424615798e+16,19660.0,-1.0719104032217066e+24,4.752078053526015e+17,-7930.0
10626,9746,8819,8589,10442,11502,10191,1,108064.5324811087,3.8031434713260243e+17,117216882.73049377,9746.0,117197437.69468488,-1807.0,1.0570114441056126e+16,-1.0376781814188486e+16,19445.0,-9.638041114240017e+23,3.803139615089969e+17,-8144.0
10590,9733,8785,8511,10121,11292,10328,1,116813.41460247811,4.2311040019348064e+17,116623776.71402498,9733.0,116604401.72990754,-1805.0,1.0508460707218552e+16,-1.0004904824810076e+16,19375.0,-9.638370784924674e+23,4.231101592129923e+17,-7916.0
10672,9827,8872,8687,11022,12621,10782,1,110891.31200335934,4.04136767903655e+17,136079622.73245767,9827.0,136060078.6343981,-1800.0,1.2592513902030264e+16,-1.0651479060473304e+16,19544.0,-1.051997136942391e+24,4.041361676922244e+17,-7732.0
10559,9703,8782,8549,12068,12699,10299,1,85697.9456502893,2.8391919540198122e+17,130787001.65911968,9703.0,130767660.51550244,-1777.0,1.2421159385665458e+16,-1.074854138171444e+16,19341.0,-9.493057087820908e+23,2.839183415737437e+17,-7953.0
10537,9661,8743,8534,10964,11957,10308,1,100850.38545791477,3.468831028054417e+17,123252756.69579555,9661.0,123233476.62067963,-1794.0,1.125572631226014e+16,-1.029848889975289e+16,19280.0,-9.338406608446886e+23,3.46882482782937e+17,-7887.0
10614,9834,9074,9024,11678,12402,10796,1,87790.95635512091,3.489058531406277e+17,133891992.69078667,9834.0,133872304.60041778,-1540.0,1.3386149864488368e+16,-1.3170926461391618e+16,19688.0,-1.0671845562541263e+24,3.4890502497179904e+17,-8062.0
10576,9833,9106,9081,11725,12204,10621,1,82601.29107351079,3.254654407633297e+17,129618684.69690102,9833.0,129599002.60149108,-1470.0,1.3006530498632984e+16,-1.3627150754236478e+16,19682.0,-1.0458443729512653e+24,3.254646182991237e+17,-8293.0
10679,9832,8888,8651,10727,11796,10659,1,111419.12018718722,4.245320366308223e+17,125733564.6777905,9832.0,125713997.6681985,-1791.0,1.1983586993037528e+16,-1.090537950409862e+16,19567.0,-1.04430134043998e+24,4.2453152225890125e+17,-7824.0
10630,9907,9186,9206,12007,12844,11120,1,85225.49409601529,3.5666375315406746e+17,142825280.69664383,9907.0,142805464.5865709,-1444.0,1.471011698199184e+16,-1.4219505204821792e+16,19816.0,-1.1327684302730855e+24,3.5666284599495354e+17,-7993.0
10614,9861,9115,9057,11748,12748,11189,1,91378.58901308886,3.8290346430611034e+17,142637372.68162543,9861.0,142617643.59814203,-1499.0,1.4504326203166024e+16,-1.332105430612578e+16,19729.0,-1.1171394084596337e+24,3.8290258935320576e+17,-7729.0
10667,9833,8896,8726,11274,12220,10275,1,96803.75022089762,3.34354772309302e+17,125560500.72661795,9833.0,125540937.61072755,-1771.0,1.170472140905745e+16,-1.1150765589902072e+16,19563.0,-1.0055260717078268e+24,3.343541242085782e+17,-8284.0
10649,9810,8841,8631,10673,11662,10206,1,106046.44225657637,3.6964763801993984e+17,119022372.72503698,9810.0,119002882.66985829,-1808.0,1.090691408371194e+16,-1.0613996468724764e+16,19490.0,-9.84629419090376e+23,3.696471833780989e+17,-8235.0
10641,9778,8854,8652,10952,11625,10087,1,97054.35176929168,3.361215472590228e+17,117261375.7048421,9778.0,117241880.63865037,-1787.0,1.0896883691571108e+16,-1.097489206963647e+16,19495.0,-9.667776608759758e+23,3.361209764737165e+17,-8343.0
10644,9806,8883,8675,10644,11595,10314,1,105424.82247335688,3.8226079831171514e+17,119590830.71522562,9806.0,119571303.68016236,-1761.0,1.1104171184213316e+16,-1.0922204218169038e+16,19527.0,-9.980227714667672e+23,3.822603406982496e+17,-8167.0
10628,9792,8842,8620,10433,11571,10455,1,113044.64154708244,4.1581409165676685e+17,120974805.70992953,9792.0,120955335.70021547,-1786.0,1.116770388128352e+16,-1.0557763797407156e+16,19470.0,-1.0011072573136465e+24,4.158137155569613e+17,-7957.0
10647,9816,8871,8617,10442,11658,10609,1,115869.10470215156,4.383732390056896e+17,123679722.69940774,9816.0,123660204.7010565,-1776.0,1.1537239642631256e+16,-1.0577924878218206e+16,19518.0,-1.0278530100424562e+24,4.3837285969632294e+17,-7824.0
10653,9926,9247,9326,12347,13080,11136,1,79410.18818687694,3.345431395282894e+17,145658880.70291674,9926.0,145638980.56567365,-1406.0,1.5199292404955904e+16,-1.5022508589657526e+16,19900.0,-1.15128105482459e+24,3.3454217688658624e+17,-8116.0
10640,9791,8867,8668,10868,11997,10554,1,106604.49683359012,3.9153963734695494e+17,126616338.70291758,9791.0,126596831.6507115,-1773.0,1.1853440717710146e+16,-1.0869632925965084e+16,19507.0,-1.01552648057511e+24,3.9153907091327034e+17,-7905.0
10707,9834,8917,8716,11190,12292,10442,1,100763.71339987869,3.6007292244553914e+17,128353064.72103688,9834.0,128333440.62068135,-1790.0,1.1999435338217316e+16,-1.1081664409488894e+16,19624.0,-1.0321880327900404e+24,3.600722777122489e+17,-8108.0
10672,9875,8937,8642,10373,11174,10620,1,113790.58191440202,4.5496363141441043e+17,118667880.65078054,9875.0,118648271.7177763,-1735.0,1.15538239848825e+16,-1.111248062063785e+16,19609.0,-1.0540052234588226e+24,4.549633033826664e+17,-7897.0
10633,9837,8978,8813,10903,11646,10591,1,100476.05661947433,3.929140740496428e+17,123342786.67924194,9837.0,123323175.66558567,-1655.0,1.2031406056061216e+16,-1.1946896418614228e+16,19611.0,-1.040191844470314e+24,3.9291348976785274e+17,-8059.0
10573,9810,9059,9033,11696,12566,10940,1,88600.49255134781,3.55764703103433e+17,137472040.69268456,9810.0,137452408.5981768,-1514.0,1.37332003972986e+16,-1.3144402408022708e+16,19632.0,-1.0660832035887778e+24,3.557638614046668e+17,-7903.0
10591,9816,9036,8953,11532,12422,11007,1,93442.05913544801,3.8066397440735814e+17,136728954.6720725,9816.0,136709327.60831282,-1555.0,1.371538589997312e+16,-1.2769639530552148e+16,19627.0,-1.0748493372366896e+24,3.806631517878972e+17,-7762.0
10691,9825,8884,8696,10751,11986,10649,1,111382.73305311154,4.174061777506871e+17,127638914.70600583,9825.0,127619339.6683782,-1807.0,1.1979336766078276e+16,-1.0919068383064624e+16,19575.0,-1.0437089063577857e+24,4.174056626542598e+17,-7872.0
10594,9861,9092,9004,11531,12561,11246,1,95949.39493984377,4.074208293273666e+17,141261006.66983023,9861.0,141241320.61567518,-1502.0,1.4381842806822708e+16,-1.304035492802144e+16,19686.0,-1.1157804855060037e+24,4.074199968823803e+17,-7619.0
10671,9826,8933,8773,11402,12534,10623,1,98202.25218137294,3.5862147019865786e+17,133148682.71212243,9826.0,133129078.60280345,-1738.0,1.2643991289561642e+16,-1.141837056166569e+16,19604.0,-1.0432017415690709e+24,3.586207503069204e+17,-7976.0
10612,9826,9023,8884,11301,12019,10898,1,96199.26405133794,3.939395930024503e+17,130983062.65263017,9826.0,130963427.62764977,-1589.0,1.3189218363799108e+16,-1.2545710569437532e+16,19635.0,-1.0690683365441988e+24,3.9393882871255424e+17,-7812.0
10533,9744,8935,8758,11097,11779,10483,1,93821.38695858546,3.549516874718112e+17,123479257.68155037,9744.0,123459789.63544947,-1598.0,1.1883582586008672e+16,-1.1737438543568592e+16,19468.0,-9.865485093414612e+23,3.549510175710693e+17,-8019.0
10571,9796,8981,8798,11051,11913,10779,1,99299.11483693437,3.955060587750418e+17,128410227.67184456,9796.0,128390675.64698943,-1590.0,1.257882403333764e+16,-1.1915743697799132e+16,19552.0,-1.0379886831445398e+24,3.9550539169734714e+17,-7815.0
10668,9803,8894,8751,11794,12421,10301,1,88331.78021417742,3.056567349449961e+17,127948721.68753724,9803.0,127929159.55953354,-1774.0,1.2269043123958264e+16,-1.160575984599695e+16,19562.0,-1.0018909975236448e+24,3.056559366215843e+17,-8253.0
10656,9868,9053,8946,11534,12691,11336,1,100473.08785838896,4.254829119541409e+17,143865176.65884417,9868.0,143845467.60876778,-1603.0,1.4627120244144096e+16,-1.2656914290118726e+16,19709.0,-1.1346418209500852e+24,4.254820668500628e+17,-7478.0
10672,9890,9073,8969,11545,12479,11054,1,96359.88192350575,3.958906329443017e+17,137942866.6712809,9890.0,137923121.610518,-1599.0,1.395275679562218e+16,-1.2824352948278398e+16,19745.0,-1.1171573760632614e+24,3.9588981766389325e+17,-7805.0
10679,9931,9228,9224,12132,12982,11094,1,83581.34884764708,3.492636614227151e+17,144022308.70416942,9931.0,144002401.57830164,-1451.0,1.4829669829904904e+16,-1.4327668363393412e+16,19907.0,-1.1513363908528774e+24,3.49262737494717e+17,-8061.0
